code,scientific,top_page,family,local_name,country,wikipedia,photo,occurance,leaf_type,leaf_attachment,leaf_shape,flow_size,fruit_size,canopy_shape,bark,flower,fruit,leaf_size,fruiting_month,leaf_margin,leaf_veination ,petiole,sessile,scale,evergreen,deciduous
CIVE,cinnamomum verum,102,Lauraceae,Dalchini,Taiwan,http://en.wikipedia.org/wiki/Cinnamomum_verum,yes,occasional,Simple,opposite,lanceolate,15-25cm,1-2cm,irregular,"smooth, thick, fragrant.",Yellow,"Woody,Oblong",10,Feb,,,,,,,
MEFE,mesua ferrea,102,Clusiaceae,Nagchapha,India-Assam,http://en.wikipedia.org/wiki/Mesua_ferrea,yes,occasional,Simple,opposite,lanceolate,5-8cm,3cm,trailing,,"Fragrant, white","Ovoid,Woody",10,Mar,,,,,,,
EUCI,eucalyptus citriodora,103,Myrtaceae,Nilgiri,Australia,http://en.wikipedia.org/wiki/Corymbia_citriodora,yes,common,Simple,opposite,lanceolate,2-3cm,2-3cm,erect,,White,Conical,12,Dec,,,,,,,
EUGL,eucalyptus globulus,103,Myrtaceae,Nilgiri,Australia,http://en.wikipedia.org/wiki/Eucalyptus_globulus,yes,common,Simple,opposite,lanceolate,2-3cm,2-3cm,erect,"whitish, smooth, flaky.",White,Conical,12,Dec,,,,,,,
EUTE,eucalyptus tereticornis,103,Myrtaceae,Nilgiri,Australia,http://en.wikipedia.org/wiki/Eucalyptus_tereticornis,yes,Rare,Simple,opposite,lanceolate,1-2cm,,erect,"whitish, smooth, flaky.",White Fragrant,"Small, woody,round",12,Dec,,,,,,,
ACAU,acacia auriculiformis,104,Mimosaceae,Austalian Babhul,Australia,http://en.wikipedia.org/wiki/Acacia_auriculiformis,yes,common,Simple,opposite,lanceolate,10-15cm,5-8cm,irregular,,"Fragrant, yellow","Coiled,Twisted",15,"June,July",,,,,,,
ACMA,acacia mangium,104,Mimosaceae,Austalian Babhul,Australia,http://en.wikipedia.org/wiki/Acacia_mangium,yes,common,Simple,opposite,lanceolate,10-15cm,5-8cm,irregular,,"Fragrant, yellow","Coiled,Twisted",15,"June,July",,,,,,,
ALMA,alstonia macrophylla,105,Apocynaceae,Motha Satween,Malaysia,http://en.wikipedia.org/wiki/Alstonia_macrophylla,yes,occasional,Simple,opposite,lanceolate,10-15cm,20-30cm,spreading,,"Fragrant,white","Twisted,seeds,flattened,hairy",25,"Jan,Dec",,,,,,,
ALSC,alstonia scholaris,104,Apocynaceae,Satween,India,http://en.wikipedia.org/wiki/Alstonia_scholaris,yes,occasional,Simple,opposite,lanceolate,1cm,30-60cm,globular,,"Fragrant, white",Cylindric,15,Jan,,,,,,,
MEBR,melaleuca bracteata,105,Myrtaceae,Golden Bottel Brush,Australia,,no,occasional,Simple,opposite,linear,1cm,,trailing,,White,Small woody,2,"July,Aug",,,,,,,
MELE,melaleuca leucadendron,105,Myrtaceae,Golden Bottel Brush,Australia,http://en.wikipedia.org/wiki/Melaleuca_leucadendra,yes,occasional,Simple,opposite,linear,1cm,,trailing,,White,Small woody,2,"July,Aug",,,,,,,
CACI,callistemon citrinus,106,Myrtaceae,Bottle Brush,Australia,http://en.wikipedia.org/wiki/Callistemon_citrinus,yes,common,Simple,opposite,linear,2cm,5mm,trailing,"deeply cracked .branches slender, long drooping.",Red,Woody,4,"April,May",,,,,,,
CATH,cascabela thevetia,106,Apocynaceae,Bitti,West Indies,,no,common,Simple,opposite,linear,3-5cm,2-3cm,spreading,"Grey,cracked.","Fragrant white,yellow,orange","Yellow, Ribbed",12,"Jan,Mar,May,July,sep,Nov",,,,,,,
THPE,thevetia peruviana,106,Apocynaceae,Bitti,West Indies,http://en.wikipedia.org/wiki/Thevetia_peruviana,yes,common,Simple,opposite,linear,3-5cm,2-3cm,spreading,"Grey,cracked.","Fragrant white,yellow,orange","Yellow, Ribbed",12,"Jan,Mar,May,July,sep,Nov",,,,,,,
NEIN,nerium indicum,107,Apocynaceae,Kanher,Mediterranean,http://en.wikipedia.org/wiki/Nerium,yes,common,Simple,opposite,linear,3cm,18-20cm,irregular,,White to Red,Ribbed,12,"Jan,Mar,May,July,sep,Nov",,,,,,,
PALA,pachypodium lamerei,107,Apocynaceae,Madagascar Palm,Madagascar,http://en.wikipedia.org/wiki/Pachypodium_lamerei,yes,Rare,Simple,opposite,linear,5-8cm,15-20cm,erect,"cylindric,with milky juice,densely covered with long,straight spines","white,Fragrant",Cylindric,12,"June,July",,,,,,,
CETU,ceriscoides turgida,108,Rubiaceae,Phetra,India-Pune,,no,occasional,Simple,opposite,oblong,3-5cm,3-5cm,irregular,"smooth, yellowish,branches many, armed with straight thorns.",White Fragrant,"Globose,grey,woody",6,June,,,,,,,
PEAR,petrea arborea,108,Verbenaceae,Petrea,Mexico,http://en.wikipedia.org/wiki/Petrea,yes,Rare,Simple,opposite,oblong,10-15cm,,irregular,,"Blue,White",Small,10,Jan,,,,,,,
PSGU,psidium guajava,109,Myrtaceae,Peru,Mexico,http://en.wikipedia.org/wiki/Psidium_guajava,yes,common,Simple,opposite,oblong,3 cm,5-8cm,spreading,"pale brown,smooth flaky.",White Fragrant,Greenish Yellow,12,April,,,,,,,
SYAR,syzygium aromaticum,109,Myrtaceae,Jambhul,Indonesia,http://en.wikipedia.org/wiki/Clove,yes,common,Simple,opposite,oblong,1cm,2-4cm,oval,,Fragrant white,"Purple,juicy",12,April,,,,,,,
SYCU,syzygium cumini,109,Myrtaceae,Jambhul,India-Pune,http://en.wikipedia.org/wiki/Jambul,yes,common,Simple,opposite,oblong,1cm,2-4cm,oval,"white ,flaky,branches terete.",Fragrant white,"Purple,juicy",12,April,,,,,,,
SYHE,syzygium heyneanum,109,Myrtaceae,Jambhul,India-Pune,,no,Rare,Simple,opposite,oblong,1cm,2-4cm,oval,,Fragrant white,"Purple,juicy",12,April,,,,,,,
CAGI,calotropis gigantea,110,Ascelepiadaceae,mandar,India-Pune,http://en.wikipedia.org/wiki/Calotropis_gigantea,yes,Rare,Simple,opposite,oblong,2-3cm,8-10cm,spreading,"branches grey,with milky juice.",White to pink,Green,12,"Jan,Mar,May,July,sep,Nov",,,,,,,
MASU,mammea suriga,110,Clusiaceae,Surangi,India-Kokan,http://en.wikipedia.org/wiki/Mammea_suriga,yes,Rare,Simple,opposite,oblong,1cm,2-3cm,oval,,Fragrant white,"Ovoid,Tipped",12,Mar,,,,,,,
CEMA,cerbera manghas,111,Apocynaceae,Sukanu,India-Kokan,http://en.wikipedia.org/wiki/Cerbera_manghas,yes,Rare,Simple,opposite,oblong,3-5cm,5-10cm,oval,,Fragrant white,Globose woody,15,June,,,,,,,
TEMA,terminalia mantaly,111,Combretaceae,Madagascar Almond,Madagascar,http://en.wikipedia.org/wiki/Terminalia_(plant),yes,occasional,Simple,opposite,ovate,,,spreading,,No,No,3,No,,,,,,,
CASP,catunaregam spinosa,112,Rubiaceae,Gela,India-Western Ghats,,no,Rare,Simple,opposite,ovate,2-3cm,3-5cm,spreading,,Yellow fragrant,"Globose,Lobbed",5,"April,May",,,,,,,
LAIN,lagerstroemia indica,112,Lythraceae,Gulmendi,China,http://en.wikipedia.org/wiki/Lagerstroemia_indica,yes,common,Simple,opposite,ovate,3 cm,1cm,erect,,White or pink,"Oblong,woody",3,"April,May",,,,,,,
CLMU,clerodendrum multiflorum,113,Verbenaceae,Iran,India-Pune,http://en.wikipedia.org/wiki/Clerodendrum_multiflorum,yes,occasional,Simple,opposite,ovate,,,globular,,White Fragrant,Globose,5,Jan,,,,,,,
HAPA,hamelia patens,113,Rubiaceae,Fire Bush,Tropical America,http://en.wikipedia.org/wiki/Hamelia_patens,yes,occasional,Simple,opposite,ovate,2cm,,irregular,,Orange,No,6,"Jan,Mar,May,July,sep,Nov",,,,,,,
DUER,duranta erecta,114,Verbenaceae,Duranta,South America,http://en.wikipedia.org/wiki/Duranta_erecta,yes,common,Simple,opposite,ovate,1cm,5-8cm,irregular,,Blue,"Globose,Orange",6,"Jan,Mar,May,July,sep,Nov",,,,,,,
EUCO,euphorbia cotinifolia,114,Euphorbiaceae,Copper Plant,Central America,http://en.wikipedia.org/wiki/Euphorbia_cotinifolia,yes,common,Simple,opposite,ovate,3-5cm,,globular,,"Small,yellow",No,6,"Jan,Mar,May,July,sep,Nov",,,,,,,
MIPA,mitragyna parvifolia,115,Rubiaceae,Kalam,India-Pune,http://en.wikipedia.org/wiki/Nauclea_orientalis,yes,occasional,Simple,opposite,ovate,2-3cm,12-16mm,globular,"scaly,light brown.",Fragrant,Globose,10,"May,June",,,,,,,
NYAR,nyctanthes arbor-tristis,115,Oleaceae,Parijatak,Sumatra,http://en.wikipedia.org/wiki/Nyctanthes_arbor-tristis,yes,common,Simple,opposite,ovate,2-3cm,1-2cm,irregular,"grey,rough branches.","White,with orange petal","Round,flat,brown",10,"July,Aug",,,,,,,
EUSP,eucalyptus spp (confirm name),116,Myrtaceae,Nilgiri,Australia,http://en.wikipedia.org/wiki/Eucalyptus,yes,occasional,Simple,opposite,ovate,,,erect,"dark brown, deeply cracked.",No,No,10,No,,,,,,,
MUER,mussaenda erythrophylla,116,Rubiaceae,Mussaenda,Africa,http://en.wikipedia.org/wiki/Mussaenda_erythrophylla,yes,occasional,Simple,opposite,ovate,10-15cm,,irregular,,Yellow small,No,10,"Jan,Mar,May,July,sep,Nov",,,,,,,
GAUL,gardenia uliginosa,117,Rubiaceae,Pandhara,India-Pune,,no,Rare,Simple,opposite,ovate,4-8cm,5-8cm,erect,,White Fragrant,Yellowish Brown,10,"May,Jun",,,,,,,
GMAR,gmelina arborea,117,Verbenaceae,Shiwan,India-Pune,http://en.wikipedia.org/wiki/Gmelina_arborea,yes,occasional,Simple,opposite,ovate,3-5cm,3-5cm,irregular,"greyish yellow,corky.",Yellow,Orangish yellow,12,"March,April",,,,,,,
TAUL,tamilnadia uliginosa,117,Rubiaceae,Pandhara,India-Pune,,no,Rare,Simple,opposite,ovate,4-8cm,5-8cm,erect,brown branches terminating in spines,White Fragrant,Yellowish Brown,10,"May,Jun",,,,,,,
HACO,haldina cordifolia,118,Rubiaceae,Hedu,India-Pune,http://en.wikipedia.org/wiki/Haldina,yes,Rare,Simple,opposite,ovate,2-3cm,5-6cm,spreading,,"Yellowish,Red",Globose,12,"July,Aug",,,,,,,
TRNU,trewia nudiflora,118,Euphorbiaceae,Petari,India-Kokan,http://en.wikipedia.org/wiki/Trewia,yes,Rare,Simple,opposite,ovate,7-19cm,2-4cm,irregular,"smooth, light coloured.",Green,"Globose,woody",13,May,,,,,,,
CLRO,clusia rosea,119,Clusiaceae,Pitch Apple,America,http://en.wikipedia.org/wiki/Clusia_major,yes,occasional,Simple,opposite,ovate,3-5cm,5-7cm,oval,,"White,Fragrant","Red,Pulp",13,"Octo,Nov,Dec",,,,,,,
GALA,gardenia latifolia,119,Rubiaceae,Pendro,India-Karnataka,http://en.wikipedia.org/wiki/Gardenia_latifolia,yes,Rare,Simple,opposite,ovate,8-10cm,3-5cm,irregular,"smooth, grey, flaky.","Fragrant ,solitary",Globose,13,Jun,,,,,,,
FIHI,ficus hispida,120,Moraceae,Kala Umber,India-Pune,http://en.wikipedia.org/wiki/Ficus_hispida,yes,Rare,Simple,opposite,ovate,,,spreading,"short, crooked,withought aerial roots.",No,No,20,"Octo,Nov,Dec",,,,,,,
PLPU,plumeria pudica,120,Apocynaceae,Pandhra Chapha,Central America,http://en.wikipedia.org/wiki/Plumeria_pudica,yes,occasional,Simple,opposite,ovate,20-30cm,,erect,,"white,Fragrant",No,15,"Jan,Mar,May,July,sep,Nov",,,,,,,
PLOB,plumeria obtusata (plumeria obtusa),121,Apocynaceae,Lal Chapha,Central America,http://en.wikipedia.org/wiki/Plumeria_obtusa,yes,common,Simple,opposite,ovate,3-5cm,10-15cm,spreading,,"Fragrant,White,Yellow ","Purplish,green",25,"Jan,Mar,May,July,sep,Nov",,,,,,,
PLRU,plumeria rubra,121,Apocynaceae,Lal Chapha,Central America,http://en.wikipedia.org/wiki/Plumeria_rubra,yes,common,Simple,opposite,ovate,3-5cm,10-15cm,spreading,"greenish brown,flaky.branches cylindric,with milky juice.","White,Fragrant,Yellow","Purplish,green",25,"Jan,Mar,May,July,sep,Nov",,,,,,,
TEGR,tectona grandis,121,Verbenaceae,Sag,South East Asia,http://en.wikipedia.org/wiki/Teak,yes,common,Uni-pinnate,opposite,ovate,30-50cm,1-2cm,conical,"grey,flaky.branches quadrangular.","White,Fragrant","Globose,Papery",45,"July,Jun",,,,,,,
CLIN,clausena indica,122,Rutaceae,Ran Kadhilimb,India-Karnataka,,no,Rare,Uni-pinnate,Alternate,ovate,1cm,1cm,spreading,,"White,Fragrant",Orangish pink,5,"March,April",,,,,,,
MUKO,murraya koenigii,122,Rutaceae,Kadhilimb,India-Pune,https://en.wikipedia.org/wiki/Curry_tree,yes,common,Uni-pinnate,Alternate,ovate,5-10cm,1cm,irregular,grey.,"White,Fragrant","Globose,red",4,"May,Jun",,,,,,,
AIEX,ailanthus excelsa,123,Simaroubaceae,Maharukh,India-Pune,http://en.wikipedia.org/wiki/Ailanthus,yes,occasional,Uni-pinnate,Alternate,lanceolate,20cm,4-6cm,conical,,Green,Redish,8,Feb,,,,,,,
HAZA,harpullia zanguebarica,123,Sapindaceae,Black Pearl,Africa,,no,Rare,Uni-pinnate,Alternate,elliptic,5-10cm,3-4 cm,spreading,,Yellow,Glossy black,5,"April,May",,,,,,,
DAME,dalbergia melanoxylon,124,Fabaceae,Black Wood,India-Karnataka,http://en.wikipedia.org/wiki/Dalbergia_melanoxylon,yes,occasional,Uni-pinnate,Alternate,oblong,,,vase shaped,"branched from base,often fusing together.branches spinous.","White,Fragrant",Pods,2,"May,Jun",,,,,,,
GRRO,grevillea robusta,124,Proteaceae,Silver Oak,Australia,http://en.wikipedia.org/wiki/Grevillea_robusta,yes,occasional,Uni-pinnate,Alternate,lanceolate,2cm,2 cm,irregular,"black, furrowed.branches ascending.",Orange ,Oblong,8,March,,,,,,,
DALA,dalbergia lanceolaria var. lanceolaria,125,Fabaceae,Dandus,India-Pune,,no,occasional,Uni-pinnate,Alternate,oblong,1cm,,irregular,grey.,White,Pods,3,Jun,,,,,,,
DALA,dalbergia lanceolaria var. paniculata,125,Fabaceae,Phanshi,India-Pune,,no,common,Uni-pinnate,Alternate,oblong,5-8cm,,irregular,greenish white. Young branches pubescent.,bluish white,Pods,3,April,,,,,,,
FIDE,filicium decipiens,126,Sapindaceae,Fern Tree,India-South India,,no,occasional,Uni-pinnate,Alternate,oblong,16-20,1cm,irregular,,White,Purple,12,Octo,,,,,,,
SIGL,simarouba glauca,126,Simaroubaceae,Laxmi Taru,America,http://en.wikipedia.org/wiki/Simarouba_glauca,yes,Rare,Uni-pinnate,Alternate,oblong,20-30cm,2-3cm,irregular,,Small green,Red,5,"March,April",,,,,,,
DASI,dalbergia sissoo,127,Fabaceae,Shisav,India-Himalayas,https://en.wikipedia.org/wiki/Dalbergia_sissoo,yes,common,Uni-pinnate,Alternate,ovate,5-8cm,,globular,,Small Yellow,Pods,4,"April,May",,,,,,,
MUPA,murraya paniculata,127,Rutaceae,Kunti,India-Western Ghats,https://en.wikipedia.org/wiki/Murraya_paniculata,yes,occasional,Uni-pinnate,Alternate,ovate,2-4cm,1-2cm,erect,smooth yellowish grey,White Fragrant ,Smooth red,3,"Jan,Feb,Aug,Sep",,,,,,,
CASP,cassia spectabilis,128,Caesalpiniceae,Spectacular Cassia,South East Asia,http://en.wikipedia.org/wiki/Senna_spectabilis,yes,occasional,Uni-pinnate,opposite,ovate,30-50cm,,oval,,Panicals,Pods brown,3,"Aug,Sep",,,,,,,
DALA,dalbergia latifolia,128,Fabaceae,Shisam,India-Western Ghats,http://en.wikipedia.org/wiki/Dalbergia_latifolia,yes,occasional,Uni-pinnate,Alternate,Elliptic,1cm,,irregular,,White,Pods,5,"May,Jun",,,,,,,
SEAL,senna alata,128,Caesalpiniceae,Spectacular Cassia,South East Asia,http://en.wikipedia.org/wiki/Senna_alata,yes,occasional,Uni-pinnate,Alternate,Elliptic,30-50cm,,oval,"grey,smooth,cracked.",Panicals,Pods brown,3,"Aug,Sep",,,,,,,
SESP,senna spectabilis,128,Caesalpiniceae,Spectacular Cassia,South East Asia,http://en.wikipedia.org/wiki/Senna_spectabilis,yes,occasional,Uni-pinnate,Alternate,Elliptic,30-50cm,,oval,,Panicals,Pods brown,3,"Aug,Sep",,,,,,,
BUDE,bursera delpechiana,129,Burseraceae,Tree of Fragrance,South America,,no,Rare,Uni-pinnate,opposite,Elliptic,5-8cm,1cm,spreading,,Pinkish,Globose,4,Jun,,,,,,,
BUPE,bursera penicillata,129,Burseraceae,Tree of Fragrance,South America,http://en.wikipedia.org/wiki/Bursera,yes,Rare,Uni-pinnate,opposite,Elliptic,5-8cm,1cm,spreading,,Pinkish,Globose,4,Jun,,,,,,,
PACE,parmentiera cereifera,129,Bignoniaceae,Candle Tree,Central and South America,http://en.wikipedia.org/wiki/Parmentiera_cereifera,yes,Rare,Uni-pinnate,opposite,Elliptic,5cm,15-20cm,spreading,,"Greenish,white",Candle like,5,"Aug,Sep",,,,,,,
SCTE,schinus terebinthifolius,130,Anacardiaceae,Brazillian Pepper,Brazil,http://en.wikipedia.org/wiki/Schinus_terebinthifolius,yes,Rare,Uni-pinnate,opposite,Elliptic,,4mm,vase shaped,,White,Scarlet red,6,March,,,,,,,
SPPI,spondias pinnata,130,Anacardiaceae,Ambada,India-Karnataka,http://en.wikipedia.org/wiki/Spondias,yes,occasional,Uni-pinnate,opposite,Elliptic,15-20cm,6cm,conical,brown.,Yellowish green,Yellow,6,March,,,,,,,
HEQU,heterophragma quadriloculare,131,Bignoniaceae,Waras,India-Pune,,no,occasional,Uni-pinnate,opposite,Elliptic,3-5cm,20-30cm,conical,,Whitish yellow,Broad Pointed,8,"Feb,March",,,,,,,
SPCA,spathodea campanulata,131,Bignoniaceae,Pichkari,Africa,http://en.wikipedia.org/wiki/Spathodea,yes,common,Uni-pinnate,opposite,Elliptic,8-10cm,20-25cm,oval,,Redish orange,Pointed,8,"Jan,Feb",,,,,,,
ERBL,erythrina blakei,132,Fabaceae,Cockspur Coral Tree,India-Solapur road,http://en.wikipedia.org/wiki/Erythrina_%C3%97bidwillii,yes,Rare,Uni-pinnate,opposite,Elliptic,3-4cm,,irregular,"smooth,light brown.",Red,Pods,8,"July,Aug",,,,,,,
ERCR,erythrina crista-galli,132,Fabaceae,Cockspur Coral Tree,India-Solapur road,http://en.wikipedia.org/wiki/Erythrina_crista-galli,yes,Rare,Uni-pinnate,opposite,Elliptic,3-4cm,,irregular,,Red,Pods,8,"July,Aug",,,,,,,
TOHE,toona hexandra,132,Meliaceae,Toon,India-Himalayas,,no,Rare,Uni-pinnate,opposite,Elliptic,1cm,2-3cm,irregular,yellowish  white.,White Fragrant,Oblong,8,March,,,,,,,
CAFI,cassia fistula,133,Caesalpiniceae,Amaltas,India-Pune,http://en.wikipedia.org/wiki/Cassia_fistula,yes,occasional,Uni-pinnate,opposite,Elliptic,3-5cm,,spreading,dark brown.,Yellow,Pods smooth brown,10,"Aptil,May,Jun",,,,,,,
,unidentified,133,,,Empress Garden,,yes,Rare,Uni-pinnate,opposite,Elliptic,,,irregular,,No,NO,10,No,,,,,,,
LICH,litchi chinensis,134,Sapindaceae,Litchi,China,http://en.wikipedia.org/wiki/Lychee,,Rare,Uni-pinnate,opposite,Elliptic,10-20cm,3-5cm,irregular,,White,"Red,Rough",10,"Jan,Feb",,,,,,,
NECH,nephelium chinensis,134,Sapindaceae,Litchi,China,,no,Rare,Uni-pinnate,opposite,Elliptic,10-20cm,3-5cm,irregular,,White,"Red,Rough",10,"Jan,Feb",,,,,,,
SACA,sambucus canadensis,134,Sambucaceae,Sambucus,America,http://en.wikipedia.org/wiki/Sambucus_canadensis,yes,occasional,Uni-pinnate,opposite,Elliptic,15-30cm,5mm,irregular,"brown, cracked.",White,Globose red,10,"Jan,Feb,April,May,July,Aug,Octo,Nov",,,,,,,
MAPL,markhamia platycalyx,135,Bignoniaceae,Markhamia,Africa,http://en.wikipedia.org/wiki/Markhamia_lutea,yes,occasional,Uni-pinnate,opposite,Elliptic,5cm,30-35cm,erect,,Yellow,Twisted Brown,12,"March,April,May",,,,,,,
STCO,stereospermum colais,135,Bignoniaceae,Padal,India-Pune,http://en.wikipedia.org/wiki/Stereospermum_colais,yes,Rare,Uni-pinnate,opposite,Elliptic,20-30cm,30-50cm,conical,,"Fragrant,Yellow",Brown with white,12,"May,Jun",,,,,,,
STCO,stereospermum colais var. angustifolium,135,Bignoniaceae,Padal,"India-Canal road, Kothrud, Pune",,no,Rare,Uni-pinnate,opposite,Elliptic,20-30cm,30-50cm,conical,light grey.,"Fragrant,Yellow",Brown with white,12,"May,Jun",,,,,,,
CAOV,canarium ovatum,136,Burseraceae,Pilinut,Philippiness,http://en.wikipedia.org/wiki/Pili_nut,yes,Rare,Uni-pinnate,opposite,Elliptic,10-15cm,3-5cm,irregular,,Small yellow,Blackish purple ,12,April,,,,,,,
SCOL,schleichera oleosa,136,Sapindaceae,Kusumb,India-Pune,http://en.wikipedia.org/wiki/Schleichera,yes,occasional,Uni-pinnate,opposite,Elliptic,3-5cm,,spreading,,Green,Ponted Prickly,12,"March,April",,,,,,,
HEAD,haplophragma adenophyllum,137,Bignoniaceae,Katsagon,India-North East,,no,Rare,Uni-pinnate,opposite,Elliptic,20-30cm,30-50cm,irregular,,Yellow,Yellowish Brown,15,"Aug,Sep,Octo",,,,,,,
SAAS,saraca asoca,137,Caesalpiniceae,Seeta Ashok,India,http://en.wikipedia.org/wiki/Saraca_asoca,yes,occasional,Uni-pinnate,opposite,Elliptic,3-5cm,,spreading,,Redish orange,Pods beaked,13,"March ,April,July ,Aug",,,,,,,
AZIN,azadirachta indica,139,Meliaceae,Kadulimb,India,http://en.wikipedia.org/wiki/Azadirachta_indica,yes,common,Uni-pinnate,opposite,lanceolate,10-15cm,2cm,irregular,"light brown, smooth.",Fragrant white,Oblong yellow,6,"April,May",,,,,,,
KHGR,khaya grandifoliola,138,Meliaceae,Large-leaved Khaya,Africa,http://en.wikipedia.org/wiki/Khaya_grandifoliola,yes,occasional,Uni-pinnate,opposite,Elliptic,,,oval,,No,No,15,No,,,,,,,
SWMA,swietenia macrophylla,138,Meliaceae,Mahogany,Africa,http://en.wikipedia.org/wiki/Swietenia_macrophylla,yes,common,Uni-pinnate,opposite,lanceolate,5-10cm,7-15cm,globular,,Yellow fragrant,Ovoid Brown,6,"April,May",,,,,,,
SWMA,swietenia mahagoni,138,Meliaceae,Mahogany,Africa,http://en.wikipedia.org/wiki/Swietenia_mahagoni,yes,common,Uni-pinnate,opposite,lanceolate,5-10cm,7-15cm,globular,flaky.,Yellow fragrant,Ovoid Brown,6,"April,May",,,,,,,
GAPI,garuga pinnata,139,Burseraceae,Kakad,India-Pune,http://en.wikipedia.org/wiki/Garuga,yes,Rare,Uni-pinnate,opposite,lanceolate,10-15cm,2cm,irregular,,Yellow,Black,6,"Feb,March",,,,,,,
AEMA,aegle marmelos,140,Rutaceae,Bel,India,http://en.wikipedia.org/wiki/Bael,yes,occasional,Uni-pinnate,opposite,lanceolate,2cm,5-10cm,irregular,,Greenish red,Yellowish Orange,8,April,,,,,,,
TEGA,tecoma gaudichaudi,140,Bignoniaceae,Tecoma,South America,http://pt.wikipedia.org/wiki/Tecoma,yes,common,Uni-pinnate,opposite,lanceolate,10-15cm,10-15cm,vase shaped,,Yellow,Linear,8,"Feb,March,April,May,Octo,Nov",,,,,,,
TEST,tecoma stans,140,Bignoniaceae,Tecoma,South America,http://en.wikipedia.org/wiki/Tecoma_stans,yes,common,Uni-pinnate,opposite,lanceolate,10-15cm,10-15cm,vase shaped,,Yellow,Linear,8,"Feb,March,April,May,Octo,Nov",,,,,,,
BRCO,brownea coccinea,141,Caesalpiniceae,Flame Bean,Jamaica,http://en.wikipedia.org/wiki/Brownea_coccinea,yes,occasional,Uni-pinnate,opposite,lanceolate,,,spreading,,Red,Pods flat woody,10,"Feb,March,April",,,,,,,
SAEM,sapindus emarginatus,141,Sapindaceae,Ritha,India,http://en.wikipedia.org/wiki/Sapindus,yes,occasional,Uni-pinnate,opposite,lanceolate,10-15cm,2cm,irregular,,White,Yellowish green,10,"Octo,Nov",,,,,,,
SALA,sapindus laurifolius,141,Sapindaceae,Ritha,India,http://en.wikipedia.org/wiki/Sapindus,yes,occasional,Uni-pinnate,opposite,lanceolate,10-15cm,2 cm,irregular,,White,Yellowish green,10,"Octo,Nov",,,,,,,
AMNO,amherstia nobilis,142,Caesalpiniceae,Urvashi,Burma,http://en.wikipedia.org/wiki/Amherstia,yes,Rare,Uni-pinnate,opposite,lanceolate,8-10cm,,conical,grey scaly. Branches drooping.,Scarlate red,Brown,12,"Feb,March",,,,,,,
VIAL,vitex altissima,142,Verbenaceae,Balage,India,http://en.wikipedia.org/wiki/Vitex,yes,Rare,Uni-pinnate,opposite,lanceolate,,,irregular,,Blue  fragrant,Globose Purple,13,Jun,,,,,,,
VINE,vitex negundo,142,Verbenaceae,Balage,India,http://en.wikipedia.org/wiki/Vitex_negundo,yes,Rare,Uni-pinnate,opposite,lanceolate,,,irregular,,Blue  fragrant,Globose Purple,13,Jun,,,,,,,
WADI,wallichia disticha,142,,,,,no,common,Uni-pinnate,opposite,lanceolate,,,irregular,"grey,rough.",No,NO,No,No,,,,,,,
TAIN,tamarindus indica,143,Caesalpiniceae,Chinch,Africa,http://en.wikipedia.org/wiki/Tamarind,yes,common,Uni-pinnate,opposite,oblong,3-5cm,,globular,"cracked, branchlets zigzag.",Yellowish pink,Pods,1,"Feb,March",,,,,,,
CARO,cassia roxburghii,143,Caesalpiniceae,Red Cassia,India-South India,http://species.wikimedia.org/wiki/Cassia_roxburghii,yes,occasional,Uni-pinnate,opposite,oblong,1-2cm,,globular,"grey,rough branches horizontal branches drooping.",Redish pink,Cylindric black,2.5,"May,Jun",,,,,,,
CAJA,cassia javanica var. indochinensis,144,Caesalpiniceae,Jawa Cassia,Malaysia,,no,occasional,Uni-pinnate,opposite,oblong,,,spreading,,Yellowish pink,Pods smooth brown,3,"May,Jun",,,,,,,
CAJA,cassia javanica var. javanica,144,Caesalpiniceae,Jawa Cassia,Malaysia,,no,occasional,Uni-pinnate,opposite,oblong,,,spreading,"light brown,smooth.branches spreading.",Yellowish pink,Pods smooth brown,3,"May,Jun",,,,,,,
SEGR,sesbania grandiflora,144,Fabaceae,Hadga,South East Asia,http://en.wikipedia.org/wiki/Sesbania_grandiflora,yes,occasional,Uni-pinnate,opposite,oblong,5-8cm,,irregular,,White,Pods beacked woody,2.5,"Octo,Nov",,,,,,,
SESE,sesbania sesban,144,Fabaceae,Hadga,South East Asia,http://en.wikipedia.org/wiki/Sesbania_sesban,yes,occasional,Uni-pinnate,opposite,oblong,5-8cm,,irregular,"grey, smooth.",White,Pods beacked woody,2.5,"Octo,Nov",,,,,,,
CAGR,cassia grandis,145,Caesalpiniceae,Horse Cassia,South America,http://en.wikipedia.org/wiki/Cassia_grandis,yes,occasional,Uni-pinnate,opposite,oblong,2cm,,spreading,"corky, rough, yellow.",Pink,Pods,3,"Jan,Feb",,,,,,,
CHSW,chloroxylon swietenia,145,Meliaceae,Behru,India-Karnataka,http://en.wikipedia.org/wiki/Chloroxylon,yes,Rare,Uni-pinnate,opposite,oblong,10-20cm,3cm,irregular,Grey smooth.,Small white,woody,3,"Feb,March",,,,,,,
CARE,cassia renigera,146,Caesalpiniceae,Gulabi Bahawa,Burma,,no,common,Uni-pinnate,opposite,oblong,3 cm,,irregular,short branches spreading.,fragrant pink,Cylindrc black,3,"May,Jun",,,,,,,
