-----
{
 "description": "The table refers to village wise distribution of surface flow schemes according to ownership. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "villtab4.2.csv", 
 "title": "Download CSV for Villagewise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94)(External Link that opens in a new window)", 
 "url": "http://data.gov.in/sites/default/files/villtab4.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise potential utilized through surface flow schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.10.csv", 
 "title": "Download CSV for Blockwise Surface Flow Schemes Average length of water conveyance channel for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.10.csv"
}
-----
State,District,Block,Total Number of Schemes,Pucca channel,Kutcha channel,Underground channel,Total
MADHYA PRADESH,JHABUA,MEGHNAGAR,29,57,279,0,336
MADHYA PRADESH,JHABUA,PETALAWAD,754,3,81,3,87
MADHYA PRADESH,JHABUA,RAMA,274,30,205,24,259
MADHYA PRADESH,JHABUA,RANAPUR,783,0,80,4,84
MADHYA PRADESH,JHABUA,SONDWA,64,2,245,0,247
MADHYA PRADESH,JHABUA,THANDLA,669,8,193,0,201
MADHYA PRADESH,JHABUA,UDAIGARH,66,0,146,0,146
MADHYA PRADESH,KHANDWA,BALDEE,1,200,400,0,600
MADHYA PRADESH,KHANDWA,BURHANPUR,60,28,234,22,284
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,NA,NA,NA,NA,NA
MADHYA PRADESH,KHANDWA,HARSUD,8,0,110,0,110
MADHYA PRADESH,KHANDWA,KHAKNER,3,450,575,450,1475
MADHYA PRADESH,KHANDWA,KHALWA,13,0,292,2,294
MADHYA PRADESH,KHANDWA,KHANDWA,NA,NA,NA,NA,NA
MADHYA PRADESH,KHANDWA,PANDHANA,106,0,101,0,101
MADHYA PRADESH,KHANDWA,PUNASA,42,0,111,0,111
MADHYA PRADESH,KHARGONE,BADWAH,236,0,70,46,116
MADHYA PRADESH,KHARGONE,BADWANI,222,0,94,0,94
MADHYA PRADESH,KHARGONE,BHAGWANPURA,385,49,116,15,180
MADHYA PRADESH,KHARGONE,BHEEKANGAON,52,13,242,0,255
MADHYA PRADESH,KHARGONE,GOGAWAN,48,0,127,0,127
MADHYA PRADESH,KHARGONE,JHIRANYA,36,70,188,20,278
MADHYA PRADESH,KHARGONE,KASRAWAD,83,13,312,51,376
MADHYA PRADESH,KHARGONE,KHARGONE,106,4,89,26,119
MADHYA PRADESH,KHARGONE,MAHESHWAR,524,1,53,3,57
MADHYA PRADESH,KHARGONE,NIWALI,33,0,65,0,65
MADHYA PRADESH,KHARGONE,PANSEMAL,398,1,25,0,26
MADHYA PRADESH,KHARGONE,PATEE,222,0,57,0,57
MADHYA PRADESH,KHARGONE,RAJPUR,731,8,174,0,182
MADHYA PRADESH,KHARGONE,SEGAON,87,0,172,10,182
MADHYA PRADESH,KHARGONE,SENDHWA,268,11,115,21,147
MADHYA PRADESH,KHARGONE,THIKARI,99,75,236,0,311
MADHYA PRADESH,MANDLA,AMARPUR,1,0,780,0,780
MADHYA PRADESH,MANDLA,BAJANG,124,96,70,0,166
MADHYA PRADESH,MANDLA,BEEJADANDI,4,0,0,49,49
MADHYA PRADESH,MANDLA,BICHHIYA,6,0,55,0,55
MADHYA PRADESH,MANDLA,DINDORI,7,189,117,0,306
MADHYA PRADESH,MANDLA,GHUGHARI,30,50,395,0,445
MADHYA PRADESH,MANDLA,KARANJIYA,1,0,262,0,262
MADHYA PRADESH,MANDLA,MANDLA,33,0,95,0,95
MADHYA PRADESH,MANDLA,MAWAI,4,0,21,0,21
MADHYA PRADESH,MANDLA,MEHADWANI,2,0,60,0,60
MADHYA PRADESH,MANDLA,MOHGAON,6,0,194,0,194
MADHYA PRADESH,MANDLA,MOWAS,4,25,99,5,129
MADHYA PRADESH,MANDLA,NAINPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,MANDLA,NARAYANGANJ,2,0,83,0,83
MADHYA PRADESH,MANDLA,SAMNAPUR,12,0,123,0,123
MADHYA PRADESH,MANDLA,SHAHPURA,5,0,153,0,153
MADHYA PRADESH,MANDSAUR,BHANPURA,24,0,47,3,50
MADHYA PRADESH,MANDSAUR,GAROTH,97,0,59,1,60
MADHYA PRADESH,MANDSAUR,JAWAD,116,13,31,0,44
MADHYA PRADESH,MANDSAUR,MALHARGARH,13,0,0,310,310
MADHYA PRADESH,MANDSAUR,MANASA,428,5,39,30,74
MADHYA PRADESH,MANDSAUR,MANDSAUR,19,0,130,40,170
MADHYA PRADESH,MANDSAUR,NEEMACH,124,184,261,0,445
MADHYA PRADESH,MANDSAUR,SITAMAU,1,6,0,0,6
MADHYA PRADESH,MORENA,AMBAH,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,JAURA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,KAILARAS,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,KARAHAL,18,0,101,0,101
MADHYA PRADESH,MORENA,MORENA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,PAHARGARH,10,0,0,25,25
MADHYA PRADESH,MORENA,PAROSA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,SABALGARH,2,0,451,0,451
MADHYA PRADESH,MORENA,SHEOPUR KALAN,587,1,89,0,90
MADHYA PRADESH,MORENA,VIJAIPUR,555,33,132,0,165
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,3,0,41,3,44
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,64,56,54,94,204
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,87,75,86,2,163
MADHYA PRADESH,NARSIMHAPUR,KARELI,64,55,27,18,100
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,6,83,358,67,508
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,16,0,103,141,244
MADHYA PRADESH,PANNA,AJAIGARH,18,0,291,0,291
MADHYA PRADESH,PANNA,GUNNAUR,18,29,118,58,205
MADHYA PRADESH,PANNA,PANNA,31,4,183,21,208
MADHYA PRADESH,PANNA,PAWAI,17,0,372,68,440
MADHYA PRADESH,PANNA,SHAHNAGAR,12,0,232,50,282
MADHYA PRADESH,RAIGARH,BAGEECHA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,CHARGHODA,1104,0,27,0,27
MADHYA PRADESH,RAIGARH,DHARAMJAIGARH,622,0,16,0,16
MADHYA PRADESH,RAIGARH,DULDHLA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,JASHPURNAGAR,77,31,0,0,31
MADHYA PRADESH,RAIGARH,KANSABEL,9,0,31,0,31
MADHYA PRADESH,RAIGARH,KHARASIYA,138,4,41,2,47
MADHYA PRADESH,RAIGARH,KUNKURI,103,0,313,0,313
MADHYA PRADESH,RAIGARH,LALLUNGA,20,0,13,0,13
MADHYA PRADESH,RAIGARH,NANORA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,PATTHALGAON,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,PUSAUR,187,0,6,0,6
MADHYA PRADESH,RAIGARH,RAIGARH,568,0,41,1,42
MADHYA PRADESH,RAIGARH,SARANGARH,317,0,18,0,18
MADHYA PRADESH,RAIGARH,SARIYALENDHA,253,1,62,1,64
MADHYA PRADESH,RAIGARH,TAMNAR,730,0,34,1,35
MADHYA PRADESH,RAIGARH,TAPKARA,116,0,0,0,0
MADHYA PRADESH,RAIPUR,ABHANPUR,200,6,14,0,20
MADHYA PRADESH,RAIPUR,BAGBAHRA,81,0,7,0,7
MADHYA PRADESH,RAIPUR,BASNA,358,0,50,0,50
MADHYA PRADESH,RAIPUR,BHATAPARA,33,0,124,0,124
MADHYA PRADESH,RAIPUR,BILAIGARH,130,0,116,0,116
MADHYA PRADESH,RAIPUR,CHANDKHURAI(ARANG),7,0,2,0,2
MADHYA PRADESH,RAIPUR,CHHURA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,DEOBHOG,11,0,62,0,62
MADHYA PRADESH,RAIPUR,DHAMTARI,83,0,19,0,19
MADHYA PRADESH,RAIPUR,GARIYABAND,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,KASDOL,51,1,43,0,44
MADHYA PRADESH,RAIPUR,KURUD,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,MAGARLOD,79,0,2,0,2
MADHYA PRADESH,RAIPUR,MAHASAMUND,62,10,60,0,70
MADHYA PRADESH,RAIPUR,MAINPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,PALARI,15,0,0,0,0
MADHYA PRADESH,RAIPUR,PALARI(BALODABAZAR),256,0,49,3,52
MADHYA PRADESH,RAIPUR,PITHORA,181,7,92,2,101
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),159,0,72,0,72
MADHYA PRADESH,RAIPUR,RAJIM,499,0,25,0,25
MADHYA PRADESH,RAIPUR,SARAIPALI,266,3,25,0,28
MADHYA PRADESH,RAIPUR,SIHAWA,256,0,29,0,29
MADHYA PRADESH,RAIPUR,SIMGA,65,0,18,0,18
MADHYA PRADESH,RAIPUR,TILDA,203,0,109,1,110
MADHYA PRADESH,RAISEN,BARELI,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,BEGAMGANJ,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,GAIRATGANJ,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,73,0,75,430,505
MADHYA PRADESH,RAISEN,SANCHI,11,11,320,44,375
MADHYA PRADESH,RAISEN,SILWANI,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,UDAIPURA,9,0,0,271,271
MADHYA PRADESH,RAJGARH,BIAORA,30,0,347,5,352
MADHYA PRADESH,RAJGARH,JEERAPUR,1,0,135,0,135
MADHYA PRADESH,RAJGARH,KHILCHIPUR,11,0,34,0,34
MADHYA PRADESH,RAJGARH,NARASINGHGARH,4,0,389,0,389
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),26,0,124,0,124
MADHYA PRADESH,RAJGARH,RAJGARH,3,63,200,0,263
MADHYA PRADESH,RAJNANDGAON,BODLA,46,0,137,0,137
MADHYA PRADESH,RAJNANDGAON,CHAUKI,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,CHHUIKHANDAN,38,11,69,0,80
MADHYA PRADESH,RAJNANDGAON,CHHURIA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,7,0,101,0,101
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,32,0,250,0,250
MADHYA PRADESH,RAJNANDGAON,KAWARDHA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,85,1,87,0,88
MADHYA PRADESH,RAJNANDGAON,MANPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,MOHLA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,RAJNANDGAON,86,0,116,1,117
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,NA,NA,NA,NA,NA
MADHYA PRADESH,RATLAM,ALOT,33,5,113,37,155
MADHYA PRADESH,RATLAM,BAJNA,320,0,318,18,336
MADHYA PRADESH,RATLAM,JAWRA,99,0,120,102,222
MADHYA PRADESH,RATLAM,PIPLODA,73,0,93,46,139
MADHYA PRADESH,RATLAM,RATLAM,295,68,132,31,231
MADHYA PRADESH,RATLAM,SAILANA,235,0,79,10,89
MADHYA PRADESH,REWA,GANGEO,5,0,163,0,163
MADHYA PRADESH,REWA,HANUMANA,399,0,102,0,102
MADHYA PRADESH,REWA,JAWA,NA,NA,NA,NA,NA
MADHYA PRADESH,REWA,MAUGANJ,21,514,446,0,960
MADHYA PRADESH,REWA,NAIGARHI,11,64,224,0,288
MADHYA PRADESH,REWA,RAIPUR,44,0,462,15,477
MADHYA PRADESH,REWA,REWA,NA,NA,NA,NA,NA
MADHYA PRADESH,REWA,SIRMAUR,28,0,287,0,287
MADHYA PRADESH,REWA,TYONTHAR,8,363,749,463,1575
MADHYA PRADESH,SAGAR,BANDA,156,0,25,99,124
MADHYA PRADESH,SAGAR,BEENA,NA,NA,NA,NA,NA
MADHYA PRADESH,SAGAR,DEORI,72,0,161,17,178
MADHYA PRADESH,SAGAR,JAISINAGAR,44,0,1,103,104
MADHYA PRADESH,SAGAR,KESALI,94,0,6,17,23
MADHYA PRADESH,SAGAR,KHURAI,36,0,212,0,212
MADHYA PRADESH,SAGAR,MALTHON,37,0,0,70,70
MADHYA PRADESH,SAGAR,RAHATGARH,113,0,1,59,60
MADHYA PRADESH,SAGAR,REHALI,49,0,24,8,32
MADHYA PRADESH,SAGAR,SAGAR,635,0,43,63,106
MADHYA PRADESH,SAGAR,SHAHGARH,3,0,233,41,274
MADHYA PRADESH,SATNA,AMARPATAN,258,24,206,5,235
MADHYA PRADESH,SATNA,CHITRAKOOT,16,9,250,0,259
MADHYA PRADESH,SATNA,MAIHAR,10,129,384,129,642
MADHYA PRADESH,SATNA,NAGOD,13,150,357,150,657
MADHYA PRADESH,SATNA,RAMNAGAR,96,13,141,2,156
MADHYA PRADESH,SATNA,RAMPUR,6,0,221,0,221
MADHYA PRADESH,SATNA,SATNA,NA,NA,NA,NA,NA
MADHYA PRADESH,SATNA,UNCHEHARA,24,0,310,74,384
MADHYA PRADESH,SEHORE,AASHTA,18,0,295,0,295
MADHYA PRADESH,SEHORE,BUDANI,5,100,362,0,462
MADHYA PRADESH,SEHORE,ICHHAWER,9,0,335,5,340
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,NA,NA,NA,NA,NA
MADHYA PRADESH,SEHORE,SIHORE,45,0,243,0,243
MADHYA PRADESH,SEONI,BARGHAT,479,0,23,1,24
MADHYA PRADESH,SEONI,CHHAPARA,73,0,69,2,71
MADHYA PRADESH,SEONI,DHANORA,31,0,57,3,60
MADHYA PRADESH,SEONI,KAHANAPUS,67,7,5,0,12
MADHYA PRADESH,SEONI,KEOLARI,52,0,1,0,1
MADHYA PRADESH,SEONI,KURAI,41,3,72,0,75
MADHYA PRADESH,SEONI,LAKHNADAUN,34,8,73,0,81
MADHYA PRADESH,SEONI,SEONI,30,0,108,0,108
MADHYA PRADESH,SHAHDOL,ANUPPUR,2,0,150,0,150
MADHYA PRADESH,SHAHDOL,BUDHAR,38,95,343,181,619
MADHYA PRADESH,SHAHDOL,BYOHARI,10,153,404,122,679
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,33,299,385,202,886
MADHYA PRADESH,SHAHDOL,JAITAHARI,28,48,297,0,345
MADHYA PRADESH,SHAHDOL,KOTAMA,3,0,333,33,366
MADHYA PRADESH,SHAHDOL,MANPUR,38,205,420,170,795
MADHYA PRADESH,SHAHDOL,PALEE-1,4,463,763,225,1451
MADHYA PRADESH,SHAHDOL,PALEE-2,145,60,247,60,367
MADHYA PRADESH,SHAHDOL,PUSHPRAJGARH,75,112,201,93,406
MADHYA PRADESH,SHAHDOL,SOHAGPUR,249,103,222,84,409
MADHYA PRADESH,SHAHDOL,UMARIYA,22,14,294,0,308
MADHYA PRADESH,SHAJAPUR,AGAR,2,0,300,0,300
MADHYA PRADESH,SHAJAPUR,BAROD,90,0,118,58,176
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,253,0,81,136,217
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,16,0,383,0,383
MADHYA PRADESH,SHAJAPUR,NALKHEDA,527,0,163,143,306
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,5,0,33,204,237
MADHYA PRADESH,SHAJAPUR,SUJALPUR,1592,9,12,197,218
MADHYA PRADESH,SHAJAPUR,SUSNER,214,5,25,107,137
MADHYA PRADESH,SHIVPURI,BADARWAS,28,0,7,0,7
MADHYA PRADESH,SHIVPURI,KARERA,131,49,170,97,316
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,NA,NA,NA,NA,NA
MADHYA PRADESH,SHIVPURI,KOLARAS,83,0,56,0,56
MADHYA PRADESH,SHIVPURI,NARWAR,181,0,90,0,90
MADHYA PRADESH,SHIVPURI,PICHHORE,355,5,74,7,86
MADHYA PRADESH,SHIVPURI,POHARI,68,0,183,0,183
MADHYA PRADESH,SHIVPURI,SHIVPURI,64,48,248,0,296
MADHYA PRADESH,SIDHI,BAIDHAN,15,165,426,17,608
MADHYA PRADESH,SIDHI,CHITRANGI,44,39,118,42,199
MADHYA PRADESH,SIDHI,DEOSAR,30,690,822,683,2195
MADHYA PRADESH,SIDHI,KUSAMI,19,53,329,89,471
MADHYA PRADESH,SIDHI,MAJHAULI,14,525,738,404,1667
MADHYA PRADESH,SIDHI,RAMPURNEKIN,NA,NA,NA,NA,NA
MADHYA PRADESH,SIDHI,SIDHI,26,51,440,35,526
MADHYA PRADESH,SIDHI,SIHAWAL,7,41,164,0,205
MADHYA PRADESH,SURGUJA,AMBIKAPUR,1,500,100,0,600
MADHYA PRADESH,SURGUJA,BADRAFNAGAR,313,0,14,0,14
MADHYA PRADESH,SURGUJA,BAIKUNTHPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,BALRAMPUR,13,0,0,0,0
MADHYA PRADESH,SURGUJA,BATOLI,228,0,81,0,81
MADHYA PRADESH,SURGUJA,BHAIYATHAN,258,0,34,0,34
MADHYA PRADESH,SURGUJA,BHARATPUR,545,3,70,0,73
MADHYA PRADESH,SURGUJA,KHARGAWAN,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,KUSAMI,753,0,93,0,93
MADHYA PRADESH,SURGUJA,LAKHANPUR,89,0,0,0,0
MADHYA PRADESH,SURGUJA,LUNDRA,273,0,117,0,117
MADHYA PRADESH,SURGUJA,MAINPAT,507,0,21,0,21
MADHYA PRADESH,SURGUJA,MANENDRAGARH,673,0,211,0,211
MADHYA PRADESH,SURGUJA,ODAGI,850,3,192,0,195
MADHYA PRADESH,SURGUJA,PRATAPPUR,721,4,90,0,94
MADHYA PRADESH,SURGUJA,PREMNAGAR,375,0,0,0,0
MADHYA PRADESH,SURGUJA,RAJPUR,272,0,36,0,36
MADHYA PRADESH,SURGUJA,RAMANUJNAGAR,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,RAMCHANDRAPUR,69,0,0,0,0
MADHYA PRADESH,SURGUJA,SHANKARGARH,175,0,19,0,19
MADHYA PRADESH,SURGUJA,SITAPUR,366,0,65,0,65
MADHYA PRADESH,SURGUJA,SONHAT,93,0,84,0,84
MADHYA PRADESH,SURGUJA,SURAJPUR,661,0,9,0,9
MADHYA PRADESH,SURGUJA,UDAYPUR,305,0,24,0,24
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,NA,NA,NA,NA,NA
MADHYA PRADESH,TIKAMGARH,JATARA,120,0,313,0,313
MADHYA PRADESH,TIKAMGARH,NIWARI,73,0,137,0,137
MADHYA PRADESH,TIKAMGARH,PALERA,349,1,24,0,25
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,278,0,50,0,50
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,81,14,167,14,195
MADHYA PRADESH,UJJAIN,BADNAGAR,18,0,105,0,105
MADHYA PRADESH,UJJAIN,GHATIYA,NA,NA,NA,NA,NA
MADHYA PRADESH,UJJAIN,KHACHRAUD,123,0,101,21,122
MADHYA PRADESH,UJJAIN,MAHIDPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,UJJAIN,TARANA,44,0,146,25,171
MADHYA PRADESH,UJJAIN,UJJAIN,315,0,59,22,81
MADHYA PRADESH,VIDISHA,BASODA,2,0,81,0,81
MADHYA PRADESH,VIDISHA,GYARASPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,KURWAI,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,LATERI,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,NATERAN,9,0,129,19,148
MADHYA PRADESH,VIDISHA,SIRONJ,1,0,750,0,750
MADHYA PRADESH,VIDISHA,VIDISHA,NA,NA,NA,NA,NA
MAHARASHTRA,,,NA,NA,NA,NA,NA
MANIPUR,BISHNUPUR,BISHNUPUR,10,119,1781,0,1900
MANIPUR,BISHNUPUR,MOIRANG,2,100,750,0,850
MANIPUR,CHANDEL,CHAKPIKARONG,3,0,1333,0,1333
MANIPUR,CHANDEL,CHANDEL,6,0,1667,0,1667
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,31,4,1592,0,1596
MANIPUR,CHURACHANDPUR,HENGLEP,11,1,1692,0,1693
MANIPUR,CHURACHANDPUR,SINGHAT,20,8,1491,0,1499
MANIPUR,CHURACHANDPUR,THANGLON,10,7,1365,0,1372
MANIPUR,IMPHAL,HAORANGSABAL(I-W),11,281,1864,0,2145
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),3,0,1733,0,1733
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),12,2,1342,0,1344
MANIPUR,IMPHAL,WAQNGOI(I-W),NA,NA,NA,NA,NA
MANIPUR,SENAPATI,KANGPOKPI,17,0,1678,0,1678
MANIPUR,SENAPATI,PAOMATA,5,0,1388,0,1388
MANIPUR,SENAPATI,PURUL,NA,NA,NA,NA,NA
MANIPUR,SENAPATI,SAIKHUL,9,0,1061,0,1061
MANIPUR,SENAPATI,TADUBI,1,0,1600,0,1600
MANIPUR,TAMENGLONG,NUNGBA,20,2,1558,0,1560
MANIPUR,TAMENGLONG,TAMEI,7,0,1414,0,1414
MANIPUR,TAMENGLONG,TAMENGLONG,10,19,1631,0,1650
MANIPUR,THOUBAL,KAKCHING,3,40,5147,0,5187
MANIPUR,THOUBAL,THOUBAL,20,12,1937,0,1949
MANIPUR,UKHRUL,CHINGAI,9,29,679,0,708
MANIPUR,UKHRUL,KAMJONG,1,100,900,0,1000
MANIPUR,UKHRUL,PHUNGYAR,8,19,429,0,448
MANIPUR,UKHRUL,UKHRUL,11,31,696,0,727
MEGHALAYA,EAST GARO HILLS,DAMBO RONGJENG,225,1,255,0,256
MEGHALAYA,EAST GARO HILLS,RESU-BELPARA,464,11,118,1,130
MEGHALAYA,EAST GARO HILLS,SAMANDA.,119,32,52,0,84
MEGHALAYA,EAST GARO HILLS,SONGSAK,207,10,95,0,105
MEGHALAYA,EAST KHASI HILLS,MAWKYNREW,589,0,44,0,44
MEGHALAYA,EAST KHASI HILLS,MAWPHLANG,507,3,85,27,115
MEGHALAYA,EAST KHASI HILLS,MAWRYNGKNENG,530,32,122,7,161
MEGHALAYA,EAST KHASI HILLS,MAWSYNRAM,31,51,60,0,111
MEGHALAYA,EAST KHASI HILLS,MYLLIEM,534,11,86,9,106
MEGHALAYA,EAST KHASI HILLS,PYNURSLA,678,63,1366,167,1596
MEGHALAYA,EAST KHASI HILLS,SHELLA BHOLAGANGH,158,35,1302,0,1337
MEGHALAYA,JAINTIA HILLS,AMLAREM,559,164,235,21,420
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,540,35,323,2,360
MEGHALAYA,JAINTIA HILLS,LASKEIN,518,6,306,0,312
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,1035,2,184,22,208
MEGHALAYA,RI BHOI DISTRICT,UMLING  C&D BLOCK,2041,0,58,4,62
MEGHALAYA,RI BHOI DISTRICT,UMSNING C&D BLOCK,2213,6,84,1,91
MEGHALAYA,SOUTH GARO HILLS,BAGHMARA,45,8,82,0,90
MEGHALAYA,SOUTH GARO HILLS,CHOKPOT,27,7,99,0,106
MEGHALAYA,SOUTH GARO HILLS,RONGRA,15,27,31,0,58
MEGHALAYA,WEST GARO HILLS,BETASING,113,4,248,0,252
MEGHALAYA,WEST GARO HILLS,DADENGGIRI,40,0,583,0,583
MEGHALAYA,WEST GARO HILLS,DALUS,216,4,107,0,111
MEGHALAYA,WEST GARO HILLS,RONGRAM,44,47,202,0,249
MEGHALAYA,WEST GARO HILLS,SELSELLA,87,4,98,0,102
MEGHALAYA,WEST GARO HILLS,TIKKIRKILLA,47,3,29,0,32
MEGHALAYA,WEST GARO HILLS,ZIKZAK,37,56,312,0,368
MEGHALAYA,WEST KHASI HILLS,MAIRANG,627,10,252,0,262
MEGHALAYA,WEST KHASI HILLS,MAWKYRWAT,192,21,127,0,148
MEGHALAYA,WEST KHASI HILLS,MAWSHYNRUT,665,22,176,0,198
MEGHALAYA,WEST KHASI HILLS,NONGSTOIN,1037,6,123,0,129
MEGHALAYA,WEST KHASI HILLS,RANIKOR,124,19,45,0,64
MIZORAM,AIZAWL,AIBAWK,116,0,215,0,215
MIZORAM,AIZAWL,DARLAWN,71,0,54,0,54
MIZORAM,AIZAWL,KHAWZAWL,1276,6,269,0,275
MIZORAM,AIZAWL,LUNGDAR 'E',941,0,349,0,349
MIZORAM,AIZAWL,NGOPA,361,11,321,0,332
MIZORAM,AIZAWL,PHAILENG 'W',67,0,167,0,167
MIZORAM,AIZAWL,REIEK,60,0,191,0,191
MIZORAM,AIZAWL,SERCHHIP,554,3,373,0,376
MIZORAM,AIZAWL,THINGDAWL,220,0,110,0,110
MIZORAM,AIZAWL,THINGSULTHLIAH,172,0,410,0,410
MIZORAM,AIZAWL,TLANGNUAM,69,40,168,0,208
MIZORAM,AIZAWL,ZAWLNUAM,40,0,146,0,146
MIZORAM,CHHIMTUIPUI,CHAWNGTE,9,0,355,0,355
MIZORAM,CHHIMTUIPUI,LAWNGTLAI,32,0,177,0,177
MIZORAM,CHHIMTUIPUI,SANGAU,28,0,115,0,115
MIZORAM,CHHIMTUIPUI,TUIPANG,125,0,330,0,330
MIZORAM,LUNGLEI,BUNGHMUN,42,0,231,0,231
MIZORAM,LUNGLEI,HNAHTHIAL,153,0,315,0,315
MIZORAM,LUNGLEI,LUNGLEI,195,109,262,0,371
MIZORAM,LUNGLEI,LUNGSEN,244,0,100,0,100
MIZORAM,LUNGLEI,VILL1,NA,NA,NA,NA,NA
NAGALAND,KOHIMA,JALUKIE,982,0,0,0,0
NAGALAND,KOHIMA,KOHIMA,806,11,0,0,11
NAGALAND,KOHIMA,KUHUBOTO,354,0,0,0,0
NAGALAND,KOHIMA,MEDZIPHEMA,312,2,0,0,2
NAGALAND,KOHIMA,TSEMINYU,304,0,0,0,0
NAGALAND,MOKOKCHUNG,CHANGTONGYA,854,142,0,0,142
NAGALAND,MOKOKCHUNG,MANGOLEMBA,400,1020,0,0,1020
NAGALAND,MOKOKCHUNG,ONGPANGKONG,560,944,0,0,944
NAGALAND,MON,CHEN,154,0,0,0,0
NAGALAND,MON,MON,418,0,0,0,0
NAGALAND,MON,TOBU,115,0,0,0,0
NAGALAND,MON,WAKCHING,98,0,0,0,0
NAGALAND,PHEK,KIKRUMA,2650,25,0,0,25
NAGALAND,PHEK,MELURI,373,36,0,0,36
NAGALAND,PHEK,PHEK,1026,0,0,0,0
NAGALAND,TUENSANG,KIPHIRE,413,41,0,0,41
NAGALAND,TUENSANG,LONGKHIM,484,0,0,0,0
NAGALAND,TUENSANG,LONGLENG,196,0,0,0,0
NAGALAND,TUENSANG,NOKLAK,420,0,0,0,0
NAGALAND,TUENSANG,SANGSANGYU,364,0,0,0,0
NAGALAND,TUENSANG,SHAMATOR,330,0,0,0,0
NAGALAND,TUENSANG,SITIMI,231,2,0,0,2
NAGALAND,WOKHA,BAGHTY,901,177,19,0,196
NAGALAND,WOKHA,WOKHA,360,44,0,0,44
NAGALAND,ZUNHEBOTO,AKULUTO,470,1433,0,0,1433
NAGALAND,ZUNHEBOTO,GHATASHI,89,1390,0,0,1390
