-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to social status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfcliftblck5.4.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to social status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfcliftblck5.4.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,Schedule Caste,Schedule Tribe,Others,Total,Owned by other than Individual/Group of farmers,Grand Total
BIHAR,MUNGER,KHARAGPUR,0,0,0,0,1,1
BIHAR,MUZAFFARPUR,AURAI,0,0,0,0,1,1
BIHAR,MUZAFFARPUR,BANDRA,0,0,0,0,4,4
BIHAR,MUZAFFARPUR,MINAPUR,0,0,1,1,0,1
BIHAR,MUZAFFARPUR,MORAUL,0,0,0,0,2,2
BIHAR,MUZAFFARPUR,MOTIPUR,0,0,0,0,8,8
BIHAR,MUZAFFARPUR,SAHEBGANJ,0,0,0,0,1,1
BIHAR,MUZAFFARPUR,SAKRA,0,0,0,0,4,4
BIHAR,MUZAFFARPUR,SARAIYA,0,0,0,0,5,5
BIHAR,NALANDA,ASTHAWAN,1,0,0,1,15,16
BIHAR,NALANDA,BEN,0,0,0,0,4,4
BIHAR,NALANDA,BIHARSARIF,0,0,0,0,2,2
BIHAR,NALANDA,BIND,0,0,2,2,3,5
BIHAR,NALANDA,CHANDI,0,0,0,0,6,6
BIHAR,NALANDA,EKANGARSARAI,0,0,2,2,15,17
BIHAR,NALANDA,GIRIAK,0,0,0,0,3,3
BIHAR,NALANDA,HARNAUT,0,0,0,0,11,11
BIHAR,NALANDA,HILSA,0,0,0,0,11,11
BIHAR,NALANDA,KARAI PARSURAI,0,0,0,0,6,6
BIHAR,NALANDA,PARWALPUR,0,0,0,0,5,5
BIHAR,NALANDA,RAHUI,0,0,0,0,1,1
BIHAR,NALANDA,RAJGIR,0,0,5,5,34,39
BIHAR,NALANDA,SARMERA,0,0,0,0,1,1
BIHAR,NAWADA,GOBINDPUR,0,0,0,0,2,2
BIHAR,NAWADA,NAWADA,0,0,8,8,14,22
BIHAR,NAWADA,RAJANLI,0,1,0,1,0,1
BIHAR,NAWADA,ROH,0,0,3,3,1,4
BIHAR,PAKUR,AMRAPARA,0,0,0,0,2,2
BIHAR,PAKUR,HIRANPUR,0,4,1,5,11,16
BIHAR,PAKUR,LITIPARA,0,35,0,35,7,42
BIHAR,PAKUR,MAHESHPUR,1,9,4,14,44,58
BIHAR,PAKUR,PAKUR,0,16,5,21,7,28
BIHAR,PAKUR,PAKURIA,0,0,0,0,6,6
BIHAR,PATNA,MANER,0,0,5,5,14,19
BIHAR,PATNA,MASAURHI,0,0,0,0,2,2
BIHAR,PATNA,SAMPATCHAK,0,0,28,28,0,28
BIHAR,PURNIA,KRITYANANDNAGAR,0,0,11,11,3,14
BIHAR,PURNIA,PURNIA EAST,0,0,0,0,2,2
BIHAR,PURNIA,RUPAULI,0,0,0,0,3,3
BIHAR,RANCHI,ANGARA,0,0,4,4,0,4
BIHAR,RANCHI,ARKI,0,27,1,28,3,31
BIHAR,RANCHI,CHANHO,0,1,5,6,61,67
BIHAR,RANCHI,KANKE,5,41,79,125,0,125
BIHAR,RANCHI,MANDAR,0,0,0,0,16,16
BIHAR,RANCHI,RATU,5,8,6,19,13,32
BIHAR,RANCHI,SILLI,0,0,1,1,16,17
BIHAR,RANCHI,SONAHATU,0,0,2,2,0,2
BIHAR,RANCHI,TAMAR,20,29,12,61,57,118
BIHAR,RANCHI,TORPA,0,0,0,0,5,5
BIHAR,ROHTAS,AKORHIGOLA,0,0,0,0,3,3
BIHAR,ROHTAS,CHENARI,0,0,0,0,10,10
BIHAR,ROHTAS,DAWATH,0,0,0,0,1,1
BIHAR,ROHTAS,DEHRI,0,0,0,0,3,3
BIHAR,ROHTAS,KARGHAHAR,0,0,0,0,5,5
BIHAR,ROHTAS,KUCHAI,4,0,4,8,2,10
BIHAR,ROHTAS,NAWHATTA,0,0,0,0,5,5
BIHAR,ROHTAS,NOKHA,0,0,2,2,0,2
BIHAR,ROHTAS,ROHTAS,0,0,0,0,5,5
BIHAR,ROHTAS,SASARAM,0,0,0,0,5,5
BIHAR,ROHTAS,SHEOSAGAR,0,0,0,0,17,17
BIHAR,SAHARSA,SAUR BAZAR,0,0,0,0,6,6
BIHAR,SAHARSA,SIMORI BAKHTIARPUR,0,0,0,0,4,4
BIHAR,SAHEBGANJ,BARHAIT,0,1,0,1,2,3
BIHAR,SAHEBGANJ,BARHARWA,27,53,59,139,796,935
BIHAR,SAHEBGANJ,BORIO,14,236,32,282,20,302
BIHAR,SAHEBGANJ,MANDRO,28,91,2,121,42,163
BIHAR,SAHEBGANJ,PATHNA,10,73,4,87,43,130
BIHAR,SAHEBGANJ,TALJHARI,6,73,0,79,42,121
BIHAR,SAHEBGANJ,UDHUWA,9,17,24,50,214,264
BIHAR,SAMASTIPUR,BIBHUTIPUR,0,0,0,0,4,4
BIHAR,SAMASTIPUR,DALSINGHSARAI,0,0,0,0,8,8
BIHAR,SAMASTIPUR,KALYANPUR,0,0,0,0,10,10
BIHAR,SAMASTIPUR,KHANPUR,0,0,0,0,6,6
BIHAR,SAMASTIPUR,PATORI,0,0,0,0,2,2
BIHAR,SAMASTIPUR,PUSA,0,0,0,0,1,1
BIHAR,SAMASTIPUR,ROSERA,0,1,0,1,3,4
BIHAR,SAMASTIPUR,SAMASTIPUR,0,0,0,0,2,2
BIHAR,SAMASTIPUR,SARAIRANJAN,0,0,0,0,1,1
BIHAR,SAMASTIPUR,TAJPUR,0,0,0,0,6,6
BIHAR,SAMASTIPUR,UJIARPUR,0,0,0,0,3,3
BIHAR,SAMASTIPUR,VIDHAYAPATI NAGAR,1,0,0,1,3,4
BIHAR,SARAN,AMNOUR,0,0,0,0,3,3
BIHAR,SARAN,DARIYAPUR,0,0,11,11,0,11
BIHAR,SARAN,MANJHI,0,0,2,2,5,7
BIHAR,SARAN,MASARAKH,0,0,0,0,1,1
BIHAR,SARAN,SONEPUR,0,0,1,1,0,1
BIHAR,SHEIKHPURA,ARIARI,0,0,0,0,3,3
BIHAR,SHEIKHPURA,GHAT-KHUSUMBA,1,0,25,26,5,31
BIHAR,SHEIKHPURA,SHEIKHPURA,0,0,0,0,1,1
BIHAR,SHEOHAR,PIPRAHI,0,0,0,0,1,1
BIHAR,SINGHBHUM EAST,BAHARAGORA,0,3,12,15,13,28
BIHAR,SINGHBHUM EAST,CHAKULIA,2,28,15,45,47,92
BIHAR,SINGHBHUM EAST,DHALBHUMGARH,3,1,0,4,20,24
BIHAR,SINGHBHUM EAST,DUMARIA,1,1,0,2,2,4
BIHAR,SINGHBHUM EAST,GHATSHILA,1,0,17,18,26,44
BIHAR,SINGHBHUM EAST,JAMSHEDPUR,1,42,53,96,26,122
BIHAR,SINGHBHUM EAST,MUSABANI,0,2,6,8,2,10
BIHAR,SINGHBHUM EAST,PATAMDA,23,31,82,136,70,206
BIHAR,SINGHBHUM EAST,POTKA,0,0,0,0,10,10
BIHAR,SINGHBHUM WEST,BANDGAON,0,0,0,0,5,5
BIHAR,SINGHBHUM WEST,CHAIBASA,0,0,0,0,7,7
BIHAR,SINGHBHUM WEST,CHAKRADHARPUR,0,0,0,0,4,4
BIHAR,SINGHBHUM WEST,CHANDIL,0,1,12,13,8,21
BIHAR,SINGHBHUM WEST,GELKERA,0,0,0,0,1,1
BIHAR,SINGHBHUM WEST,GUNHARIA,0,0,0,0,1,1
BIHAR,SINGHBHUM WEST,JAGNNATHPUR,0,0,0,0,18,18
BIHAR,SINGHBHUM WEST,JHINIKPANI,0,0,0,0,9,9
BIHAR,SINGHBHUM WEST,KHANSOWAN,0,4,3,7,7,14
BIHAR,SINGHBHUM WEST,KHUNTPANI,0,0,0,0,6,6
BIHAR,SINGHBHUM WEST,KUCHAI,0,0,0,0,2,2
BIHAR,SINGHBHUM WEST,MAJHGAON,7,533,19,559,19,578
BIHAR,SINGHBHUM WEST,MANOHARPUR,0,1,0,1,11,12
BIHAR,SINGHBHUM WEST,NIMDIH,8,73,74,155,23,178
BIHAR,SINGHBHUM WEST,NOAMUNDI,0,28,0,28,4,32
BIHAR,SINGHBHUM WEST,RAJNAGAR,35,139,221,395,100,495
BIHAR,SINGHBHUM WEST,SARAIKELA,0,0,0,0,15,15
BIHAR,SINGHBHUM WEST,SONUA,0,0,0,0,21,21
BIHAR,SINGHBHUM WEST,TANTNAGAR,2,79,2,83,14,97
BIHAR,SINGHBHUM WEST,TONTO,0,47,0,47,2,49
BIHAR,SITAMARHI,BAJAPATTI,0,0,3,3,0,3
BIHAR,SITAMARHI,BATHNAHA,0,0,0,0,2,2
BIHAR,SITAMARHI,DUMRA,0,0,0,0,7,7
BIHAR,SITAMARHI,MEJARGANJ,0,0,0,0,3,3
BIHAR,SITAMARHI,PARSAUNI,0,0,0,0,1,1
BIHAR,SITAMARHI,PUPARI,0,0,0,0,2,2
BIHAR,SITAMARHI,RIGA,0,0,0,0,6,6
BIHAR,SITAMARHI,RUNISAIDPUR,0,0,4,4,9,13
BIHAR,SITAMARHI,SONBARSA,0,0,0,0,6,6
BIHAR,SITAMARHI,SUPPI,0,0,0,0,1,1
BIHAR,SITAMARHI,SURSAND,0,0,0,0,5,5
BIHAR,SIWAN,ANDAR,0,0,0,0,14,14
BIHAR,SIWAN,BARHARIA,0,0,26,26,3,29
BIHAR,SIWAN,DARAULI,0,0,1,1,15,16
BIHAR,SIWAN,DARAUNDHA,0,0,0,0,4,4
BIHAR,SIWAN,GORAIKOTHI,0,0,0,0,18,18
BIHAR,SIWAN,GUTHANI,0,0,2,2,21,23
BIHAR,SIWAN,HUSSAINGANJ,0,0,0,0,5,5
BIHAR,SIWAN,MAHRAJGANJ,0,0,30,30,0,30
BIHAR,SIWAN,MAIRWA,0,0,0,0,9,9
BIHAR,SIWAN,RAGHUNATHPUR,0,0,0,0,2,2
BIHAR,SIWAN,SISWAN,0,0,0,0,4,4
BIHAR,SIWAN,SIWAN,0,0,0,0,3,3
BIHAR,SUPAUL,BASANTPUR,0,0,0,0,1,1
BIHAR,SUPAUL,CHHATAPUR,0,0,0,0,51,51
BIHAR,SUPAUL,PIPRA,0,0,0,0,2,2
BIHAR,SUPAUL,SUPAUL,0,0,0,0,7,7
BIHAR,VAISHALI,BHAGWANPUR,0,0,0,0,4,4
BIHAR,VAISHALI,GORAUL,0,0,0,0,2,2
BIHAR,VAISHALI,JANDAHA,0,0,0,0,7,7
BIHAR,VAISHALI,MAHNAR,0,0,1,1,2,3
BIHAR,VAISHALI,MAHUA,0,0,0,0,5,5
BIHAR,VAISHALI,PATEHRIBELSAR,0,0,0,0,2,2
BIHAR,VAISHALI,PATEPUR,0,0,0,0,2,2
BIHAR,VAISHALI,PREMRAJ,0,0,0,0,1,1
BIHAR,VAISHALI,VAISHALI,0,0,0,0,4,4
GOA,NORTH GOA,BICHOLIM,0,0,67,67,6,73
GOA,NORTH GOA,PERNEM,1,0,17,18,7,25
GOA,NORTH GOA,PONDA,0,0,35,35,2,37
GOA,NORTH GOA,SATARI,3,0,130,133,21,154
GOA,NORTH GOA,TISWADI,0,0,12,12,1,13
GOA,SOUTH GOA,CANACONA,0,0,102,102,3,105
GOA,SOUTH GOA,MORMUGAO,0,0,19,19,1,20
GOA,SOUTH GOA,QUEPEM,0,0,59,59,19,78
GOA,SOUTH GOA,SALCETE,0,0,9,9,0,9
GOA,SOUTH GOA,SANGUEM,1,0,222,223,15,238
HARYANA,AMBALA,AMBALA,0,0,20,20,0,20
HARYANA,AMBALA,NARAINGARH,0,0,12,12,0,12
HARYANA,KAITHAL,KAITHAL,0,0,147,147,1,148
HARYANA,KURUKSHETRA,SHAHBAD,0,0,2,2,0,2
HIMACHAL PRADESH,Bilaspur,Bilaspur Sadar,0,0,7,7,8,15
HIMACHAL PRADESH,Bilaspur,Ghumarwin,0,1,43,44,12,56
HIMACHAL PRADESH,Bilaspur,Jhanduta,0,0,3,3,1,4
HIMACHAL PRADESH,Bilaspur,Naina Devi,0,1,5,6,0,6
HIMACHAL PRADESH,Chamba,Bhattiyat,0,0,0,0,4,4
HIMACHAL PRADESH,Chamba,Chamba,0,0,0,0,2,2
HIMACHAL PRADESH,Chamba,Sihunta,0,0,0,0,1,1
HIMACHAL PRADESH,Hamirpur,Barsar,0,0,0,0,12,12
HIMACHAL PRADESH,Hamirpur,Bhoranj,0,0,5,5,2,7
HIMACHAL PRADESH,Hamirpur,Hamirpur,0,0,0,0,11,11
HIMACHAL PRADESH,Hamirpur,Nadaun,0,0,0,0,13,13
HIMACHAL PRADESH,Hamirpur,Tira Sujanpur,0,0,0,0,7,7
HIMACHAL PRADESH,Kangra,Baijnath,0,0,0,0,9,9
HIMACHAL PRADESH,Kangra,Baroh,0,0,2,2,2,4
HIMACHAL PRADESH,Kangra,Dera Gopipur,0,0,9,9,18,27
HIMACHAL PRADESH,Kangra,Dhira,0,0,0,0,3,3
HIMACHAL PRADESH,Kangra,Fatehpur,0,0,0,0,1,1
HIMACHAL PRADESH,Kangra,Indora,0,0,0,0,6,6
HIMACHAL PRADESH,Kangra,Jaisinghpur,0,0,0,0,5,5
HIMACHAL PRADESH,Kangra,Jaswan,0,0,0,0,1,1
HIMACHAL PRADESH,Kangra,Jawali,0,0,2,2,8,10
HIMACHAL PRADESH,Kangra,Kangra,0,0,0,0,8,8
HIMACHAL PRADESH,Kangra,Nurpur,0,0,1,1,18,19
HIMACHAL PRADESH,Kangra,Palampur,0,0,0,0,22,22
HIMACHAL PRADESH,Kangra,Rakkar,0,0,0,0,4,4
HIMACHAL PRADESH,Kangra,Thural,0,0,0,0,16,16
HIMACHAL PRADESH,Kullu,Ani,0,0,0,0,1,1
HIMACHAL PRADESH,Kullu,Kullu,1,1,4,6,3,9
HIMACHAL PRADESH,Kullu,Nermand,0,0,0,0,1,1
HIMACHAL PRADESH,Mandi,Aut,0,0,4,4,3,7
HIMACHAL PRADESH,Mandi,Baldwara,0,0,1,1,5,6
HIMACHAL PRADESH,Mandi,Chachyot,0,0,0,0,1,1
HIMACHAL PRADESH,Mandi,Dharmpur,0,0,0,0,1,1
HIMACHAL PRADESH,Mandi,Jogindarnagar,0,0,0,0,3,3
HIMACHAL PRADESH,Mandi,Kotli,0,0,0,0,2,2
HIMACHAL PRADESH,Mandi,Mandi,0,0,0,0,12,12
HIMACHAL PRADESH,Mandi,Padhar,0,0,0,0,1,1
HIMACHAL PRADESH,Mandi,Sandhol,0,0,1,1,2,3
HIMACHAL PRADESH,Mandi,Sundarnagar,0,0,5,5,14,19
HIMACHAL PRADESH,Shimla,Seoni,0,0,0,0,5,5
HIMACHAL PRADESH,Shimla,Shimla,0,0,0,0,3,3
HIMACHAL PRADESH,Shimla,Theog,0,0,0,0,2,2
HIMACHAL PRADESH,Sirmaur,Nahan,0,1,5,6,18,24
HIMACHAL PRADESH,Sirmaur,Pachhad,0,0,0,0,1,1
HIMACHAL PRADESH,Sirmaur,Pajhota,0,0,0,0,1,1
HIMACHAL PRADESH,Sirmaur,Paonta Sahib,0,3,7,10,14,24
HIMACHAL PRADESH,Sirmaur,Rajgarh,1,0,10,11,1,12
HIMACHAL PRADESH,Solan,Arki,0,0,1,1,9,10
HIMACHAL PRADESH,Solan,Kandaghat,0,0,10,10,8,18
HIMACHAL PRADESH,Solan,Krishangarh,1,0,2,3,2,5
HIMACHAL PRADESH,Solan,Nalagarh,2,0,5,7,40,47
HIMACHAL PRADESH,Solan,Solan,0,0,6,6,21,27
HIMACHAL PRADESH,Una,Amb,0,0,0,0,11,11
HIMACHAL PRADESH,Una,Bangana,2,0,1,3,4,7
HIMACHAL PRADESH,Una,Haroli,0,0,0,0,4,4
HIMACHAL PRADESH,Una,Una,0,0,0,0,17,17
JAMMU & KASHMIR,Anantnagh,Bijehara,NA,NA,0,0,3,3
JAMMU & KASHMIR,Anantnagh,Kulgam,NA,NA,1,1,8,9
JAMMU & KASHMIR,Baramulla,Baramulla,NA,NA,6,6,16,22
JAMMU & KASHMIR,Baramulla,Gurez,NA,NA,0,0,2,2
JAMMU & KASHMIR,Baramulla,Pattan,NA,NA,0,0,3,3
JAMMU & KASHMIR,Baramulla,Sonawari,NA,NA,4,4,70,74
JAMMU & KASHMIR,Baramulla,Sopore,NA,NA,0,0,5,5
JAMMU & KASHMIR,Jammu,Akhnoor,1,NA,0,1,15,16
JAMMU & KASHMIR,Jammu,Bishna,NA,NA,0,0,4,4
JAMMU & KASHMIR,Jammu,Jammu,3,NA,0,3,20,23
JAMMU & KASHMIR,Jammu,Samba,0,NA,0,0,4,4
JAMMU & KASHMIR,Kathua,Billawar,NA,NA,0,0,5,5
JAMMU & KASHMIR,Kathua,Hiranagar,NA,NA,0,0,4,4
JAMMU & KASHMIR,Kathua,Kathua,2,NA,4,6,2,8
JAMMU & KASHMIR,Kupwara,Kupwara,NA,NA,3,3,4,7
JAMMU & KASHMIR,Poonch,Mendhar,NA,0,0,0,3,3
JAMMU & KASHMIR,Pulwama,Pampore,NA,NA,0,0,14,14
JAMMU & KASHMIR,Pulwama,Pulwana,NA,NA,0,0,33,33
JAMMU & KASHMIR,Pulwama,Tral,NA,NA,0,0,3,3
JAMMU & KASHMIR,Rajouri,Nowshera,2,NA,2,4,2,6
JAMMU & KASHMIR,Rajouri,Rajouri,1,NA,5,6,11,17
JAMMU & KASHMIR,Rajouri,Sunderbani,0,NA,0,0,26,26
JAMMU & KASHMIR,Srinagar,Ganderbal,NA,NA,0,0,17,17
JAMMU & KASHMIR,Srinagar,Srinagar,NA,NA,11,11,21,32
JAMMU & KASHMIR,Udhampur,Reasi,NA,NA,0,0,3,3
JAMMU & KASHMIR,Udhampur,Udhampur,2,NA,1,3,5,8
KARNATAKA,BANGALORE RURAL,DEVANAHALLI,0,0,0,0,1,1
KARNATAKA,BANGALORE RURAL,HOSAKOTE,0,0,0,0,1,1
KARNATAKA,BANGALORE RURAL,KANAKAPURA,0,0,14,14,0,14
KARNATAKA,BANGALORE RURAL,MAGADI,7,0,20,27,0,27
KARNATAKA,BANGALORE RURAL,NELAMANGALA,0,0,19,19,0,19
KARNATAKA,BANGALORE RURAL,RAMANAGARA,0,0,155,155,1,156
KARNATAKA,BANGALORE URBAN,ANEKAL,0,0,11,11,0,11
KARNATAKA,BANGALORE URBAN,BANGALORE NORTH,19,0,29,48,0,48
KARNATAKA,BANGALORE URBAN,BANGALORE SOUTH,0,0,18,18,0,18
KARNATAKA,BELGAUM,ATHNI,75,11,2601,2687,1,2688
KARNATAKA,BELGAUM,CHIKODI,54,7,2864,2925,1,2926
KARNATAKA,BELGAUM,GOKAK,29,30,3340,3399,85,3484
KARNATAKA,BELGAUM,KHANAPUR,6,1,466,473,213,686
KARNATAKA,BELGAUM,RAMDURG,1,7,66,74,0,74
KARNATAKA,BELGAUM,RAYBAG,25,3,521,549,0,549
KARNATAKA,BELGAUM,SAMPGAON,27,50,1522,1599,0,1599
KARNATAKA,BELLARY,BELLARY,14,6,310,330,1,331
KARNATAKA,BELLARY,H.B. HALLY,191,278,360,829,0,829
KARNATAKA,BELLARY,HADAGALI,7,2,149,158,0,158
KARNATAKA,BELLARY,HARAPANA HALLI,46,51,461,558,9,567
KARNATAKA,BELLARY,HOSPET,68,9,462,539,0,539
KARNATAKA,BELLARY,KUDLIGI,15,0,29,44,0,44
KARNATAKA,BELLARY,SIRAGUPPA,39,30,746,815,0,815
KARNATAKA,BIDAR,AURAD,2,0,98,100,4,104
KARNATAKA,BIDAR,BASAVA KALYANA,2,0,16,18,0,18
KARNATAKA,BIDAR,BHALKI,22,1,214,237,0,237
KARNATAKA,BIDAR,BIDAR,11,0,90,101,0,101
KARNATAKA,BIJAPUR,BADAMI,18,3,832,853,0,853
KARNATAKA,BIJAPUR,BAGALKOT,20,42,810,872,0,872
KARNATAKA,BIJAPUR,BIJAPUR,0,0,0,0,1,1
KARNATAKA,BIJAPUR,BILGI,19,9,374,402,0,402
KARNATAKA,BIJAPUR,HUNGUND,37,10,1104,1151,0,1151
KARNATAKA,BIJAPUR,INDI,1,14,310,325,0,325
KARNATAKA,BIJAPUR,JAMAKHANDI,58,14,1591,1663,4,1667
KARNATAKA,BIJAPUR,MUDDEBIHAL,32,4,608,644,0,644
KARNATAKA,BIJAPUR,MUDHOL,6,4,354,364,0,364
KARNATAKA,BIJAPUR,SINDGI,2,3,33,38,0,38
KARNATAKA,CHIKKAMAGALORE,KADUR,0,0,1,1,0,1
KARNATAKA,CHIKKAMAGALORE,MUDIGERE,0,1,91,92,0,92
KARNATAKA,CHIKKAMAGALORE,N.R. PURA,2,0,41,43,5,48
KARNATAKA,CHIKKAMAGALORE,SRINGERE,2,1,86,89,0,89
KARNATAKA,CHIKKAMAGALORE,TARIKERE,9,0,57,66,0,66
KARNATAKA,CHITRADURGA,CHALLAKERE,20,2,20,42,2,44
KARNATAKA,CHITRADURGA,CHITRADURGA,0,0,1,1,0,1
KARNATAKA,CHITRADURGA,DAVANAGERE,0,2,72,74,26,100
KARNATAKA,CHITRADURGA,HARIHAR,61,85,910,1056,0,1056
KARNATAKA,CHITRADURGA,HIRIYUR,3,0,30,33,0,33
KARNATAKA,CHITRADURGA,HOSADURGA,15,0,46,61,0,61
KARNATAKA,DAKSHINA KANNADA,BANTWAL,1,0,53,54,0,54
KARNATAKA,DAKSHINA KANNADA,BELTHANGADY,9,0,19,28,13,41
KARNATAKA,DAKSHINA KANNADA,KARKALA,3,16,215,234,14,248
KARNATAKA,DAKSHINA KANNADA,MANGALORE,0,0,38,38,0,38
KARNATAKA,DAKSHINA KANNADA,PUTTUR,2,1,42,45,12,57
KARNATAKA,DAKSHINA KANNADA,SULLIA,0,0,14,14,0,14
KARNATAKA,DAKSHINA KANNADA,UDUPI,0,1,78,79,0,79
KARNATAKA,DHARWAR,HAVERI,20,34,774,828,1,829
KARNATAKA,DHARWAR,HIREKERUR,0,0,2,2,0,2
KARNATAKA,DHARWAR,KALGHATGI,0,0,1,1,0,1
KARNATAKA,DHARWAR,MUNDARGI,14,16,370,400,0,400
KARNATAKA,DHARWAR,NARAGUND,7,3,112,122,0,122
KARNATAKA,DHARWAR,NAVALAGUND,10,9,549,568,0,568
KARNATAKA,DHARWAR,RANIBENNUR,10,30,316,356,0,356
KARNATAKA,DHARWAR,SAVANUR,29,28,105,162,0,162
KARNATAKA,DHARWAR,SHIRAHATTI,13,55,228,296,0,296
KARNATAKA,GULBARGA,AFZALPUR TALUK,12,0,46,58,0,58
KARNATAKA,GULBARGA,CHINCHOLI,0,0,12,12,0,12
KARNATAKA,GULBARGA,CHITAPUR,16,0,19,35,0,35
KARNATAKA,GULBARGA,GULBARGA,7,1,59,67,1,68
KARNATAKA,GULBARGA,JEWARGI,13,19,32,64,0,64
KARNATAKA,GULBARGA,SAHAPUR,0,0,2,2,0,2
KARNATAKA,GULBARGA,SEDAM,4,0,30,34,0,34
KARNATAKA,GULBARGA,SHORAPUR,12,6,25,43,0,43
KARNATAKA,GULBARGA,YADAGIR,0,0,42,42,1,43
KARNATAKA,HASSAN,ALUR,1,0,2,3,0,3
KARNATAKA,HASSAN,ARASIKERE,0,0,9,9,0,9
KARNATAKA,HASSAN,ARKALGUD,1,0,1,2,0,2
KARNATAKA,HASSAN,BELUR,0,0,0,0,2,2
KARNATAKA,HASSAN,H.N. PURA,4,1,88,93,11,104
KARNATAKA,HASSAN,HASSAN,0,0,0,0,1,1
KARNATAKA,KODAGU,SOMWARPET,0,0,25,25,0,25
KARNATAKA,KOLAR,BAGEPALLI,1,0,0,1,0,1
KARNATAKA,KOLAR,BANGARPET,0,0,0,0,1,1
KARNATAKA,KOLAR,GOWRIBIDANOOR,0,1,7,8,0,8
KARNATAKA,KOLAR,GUDIBANDA,0,0,0,0,3,3
KARNATAKA,KOLAR,MALUR,1,0,0,1,0,1
KARNATAKA,KOLAR,MULABAGAL,1,0,5,6,0,6
KARNATAKA,KOLAR,SIDLAGHATTA,1,0,3,4,7,11
KARNATAKA,KOLAR,SRINIVASAPUR,0,0,2,2,0,2
KARNATAKA,MANDYA,K.R. PET,0,0,16,16,0,16
KARNATAKA,MANDYA,MADDUR,0,0,5,5,1,6
KARNATAKA,MANDYA,MALAVALLY,4,0,0,4,0,4
KARNATAKA,MANDYA,MANDYA,0,0,66,66,0,66
KARNATAKA,MANDYA,NAGAMANGALA,3,0,1,4,0,4
KARNATAKA,MANDYA,PANDAVAPURA,1,0,40,41,0,41
KARNATAKA,MANDYA,SRIRANGAPATNA,0,0,6,6,2,8
KARNATAKA,MYSORE,CHAMARAJANAGAR,0,0,4,4,0,4
KARNATAKA,MYSORE,HEGGADADEVANAKOTE,1,0,10,11,0,11
KARNATAKA,MYSORE,HUNSUR,0,0,13,13,1,14
KARNATAKA,MYSORE,KOLLEGAL,18,0,25,43,0,43
KARNATAKA,MYSORE,MYSORE,5,0,37,42,2,44
KARNATAKA,MYSORE,PERIYAPATNA,3,1,30,34,2,36
KARNATAKA,MYSORE,T. NARASIPURA,0,0,1,1,0,1
KARNATAKA,RAICHUR,DEVADURGA,1,6,6,13,0,13
KARNATAKA,RAICHUR,GANGAVATHI,108,31,306,445,0,445
KARNATAKA,RAICHUR,KOPPAL,19,2,73,94,2,96
KARNATAKA,RAICHUR,KUSHTAGI,0,0,0,0,1,1
KARNATAKA,RAICHUR,LINGASUGUR,14,51,153,218,0,218
KARNATAKA,RAICHUR,MANVI,85,49,359,493,51,544
KARNATAKA,RAICHUR,RAICHUR,23,39,244,306,0,306
KARNATAKA,RAICHUR,SINDHANUR,0,1,12,13,0,13
KARNATAKA,SHIMOGA,BHADRAVATHI,6,9,404,419,0,419
KARNATAKA,SHIMOGA,CHANNAGIRI,1,0,72,73,0,73
KARNATAKA,SHIMOGA,HONNALI,18,110,686,814,0,814
KARNATAKA,SHIMOGA,SAGARA,0,0,19,19,0,19
KARNATAKA,SHIMOGA,SHIKARPUR,3,2,203,208,0,208
KARNATAKA,SHIMOGA,SHIMOGA,11,5,381,397,1,398
KARNATAKA,SHIMOGA,SORAB,16,0,200,216,1,217
KARNATAKA,SHIMOGA,TIRTHAHALLI,5,6,190,201,24,225
KARNATAKA,TUMKUR,CHICKANAYAKANA HALLY,0,0,14,14,0,14
KARNATAKA,TUMKUR,GUBBI,24,7,35,66,0,66
KARNATAKA,TUMKUR,KUNIGAL,0,0,12,12,0,12
KARNATAKA,TUMKUR,TUMKUR,5,1,37,43,0,43
KARNATAKA,UTTARA KANNADA,ANKOLA,1,0,15,16,1,17
KARNATAKA,UTTARA KANNADA,HALYAL,0,0,61,61,0,61
KARNATAKA,UTTARA KANNADA,HONNAVAR,2,0,5,7,0,7
KARNATAKA,UTTARA KANNADA,KARWAR,0,0,2,2,0,2
KARNATAKA,UTTARA KANNADA,KUMTA,0,0,0,0,1,1
KARNATAKA,UTTARA KANNADA,MUNDAGOD,0,0,1,1,0,1
KARNATAKA,UTTARA KANNADA,SIDDAPUR,0,1,43,44,0,44
KARNATAKA,UTTARA KANNADA,SIRSI,2,0,10,12,0,12
KARNATAKA,UTTARA KANNADA,YELLAPUR,0,0,4,4,0,4
KERALA,ALAPUZHA,ALAPUZHA,0,0,15,15,0,15
KERALA,ALAPUZHA,ARIYAD,0,0,7,7,0,7
KERALA,ALAPUZHA,CHAMPAKKULAM,0,0,39,39,0,39
KERALA,ALAPUZHA,HARIPPAD,0,0,51,51,0,51
KERALA,ALAPUZHA,MAVELIKARA,0,0,24,24,1,25
KERALA,ALAPUZHA,MUTHUKULAM,5,0,78,83,0,83
KERALA,ALAPUZHA,PANDALAM,0,0,0,0,5,5
KERALA,ALAPUZHA,VELIYANAD,0,0,51,51,0,51
