-----
{
 "description": "The table refers to block wise distribution of dugwells according to ownership. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.2.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells according to ownership for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.2.csv"
}
-----
-----
{
 "description": "The table refers to block wise dugwells according to water distribution system. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.8.csv", 
 "title": "Download CSV for Block wise Dugwells according to water distribution system for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.8.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of dugwells according to social status. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.4.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells according to social status for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.4.csv"
}
-----
"State","District","Block","Scheduled caste","Scheduled tribe","Other social status of farmers","Total"
"MADHYA PRADESH","RAJGARH","RAJGARH",897,320,7570,8787
"MADHYA PRADESH","RAJNANDGAON","BODLA",17,26,173,216
"MADHYA PRADESH","RAJNANDGAON","CHAUKI",91,493,277,861
"MADHYA PRADESH","RAJNANDGAON","CHHUIKHANDAN",51,107,463,621
"MADHYA PRADESH","RAJNANDGAON","CHHURIA",16,49,67,132
"MADHYA PRADESH","RAJNANDGAON","DOMGARGARH",116,252,569,937
"MADHYA PRADESH","RAJNANDGAON","DONGARGAON",56,80,389,525
"MADHYA PRADESH","RAJNANDGAON","KAWARDHA",77,45,163,285
"MADHYA PRADESH","RAJNANDGAON","KHALRAGARH",88,82,372,542
"MADHYA PRADESH","RAJNANDGAON","MANPUR",3,17,0,20
"MADHYA PRADESH","RAJNANDGAON","MOHLA",34,596,103,733
"MADHYA PRADESH","RAJNANDGAON","RAJNANDGAON",80,67,628,775
"MADHYA PRADESH","RAJNANDGAON","SAHASPURLOHARA",50,100,305,455
"MADHYA PRADESH","RATLAM","ALOT",1188,142,7175,8505
"MADHYA PRADESH","RATLAM","BAJNA",648,1035,2757,4440
"MADHYA PRADESH","RATLAM","JAWRA",1534,468,7903,9905
"MADHYA PRADESH","RATLAM","PIPLODA",873,389,5493,6755
"MADHYA PRADESH","RATLAM","RATLAM",807,1853,7710,10370
"MADHYA PRADESH","RATLAM","SAILANA",642,1105,3597,5344
"MADHYA PRADESH","REWA","GANGEO",31,5,635,671
"MADHYA PRADESH","REWA","HANUMANA",31,38,550,619
"MADHYA PRADESH","REWA","JAWA",86,85,976,1147
"MADHYA PRADESH","REWA","MAUGANJ",21,19,448,488
"MADHYA PRADESH","REWA","NAIGARHI",25,8,553,586
"MADHYA PRADESH","REWA","RAIPUR",53,16,1050,1119
"MADHYA PRADESH","REWA","REWA",30,10,1187,1227
"MADHYA PRADESH","REWA","SIRMAUR",82,27,1776,1885
"MADHYA PRADESH","REWA","TYONTHAR",126,90,2675,2891
"MADHYA PRADESH","SAGAR","BANDA",330,74,2590,2994
"MADHYA PRADESH","SAGAR","BEENA",89,35,496,620
"MADHYA PRADESH","SAGAR","DEORI",176,173,2949,3298
"MADHYA PRADESH","SAGAR","JAISINAGAR",200,60,2593,2853
"MADHYA PRADESH","SAGAR","KESALI",128,278,2333,2739
"MADHYA PRADESH","SAGAR","KHURAI",332,81,1422,1835
"MADHYA PRADESH","SAGAR","MALTHON",132,40,776,948
"MADHYA PRADESH","SAGAR","RAHATGARH",214,41,2238,2493
"MADHYA PRADESH","SAGAR","REHALI",160,63,2718,2941
"MADHYA PRADESH","SAGAR","SAGAR",407,176,5127,5710
"MADHYA PRADESH","SAGAR","SHAHGARH",87,45,957,1089
"MADHYA PRADESH","SATNA","AMARPATAN",66,27,839,932
"MADHYA PRADESH","SATNA","CHITRAKOOT",191,52,1738,1981
"MADHYA PRADESH","SATNA","MAIHAR",205,202,1520,1927
"MADHYA PRADESH","SATNA","NAGOD",548,95,1815,2458
"MADHYA PRADESH","SATNA","RAMNAGAR",54,85,522,661
"MADHYA PRADESH","SATNA","RAMPUR",135,54,2074,2263
"MADHYA PRADESH","SATNA","SATNA",245,33,997,1275
"MADHYA PRADESH","SATNA","UNCHEHARA",227,148,1655,2030
"MADHYA PRADESH","SEHORE","AASHTA",1417,107,5375,6899
"MADHYA PRADESH","SEHORE","BUDANI",173,250,1983,2406
"MADHYA PRADESH","SEHORE","ICHHAWER",748,359,3352,4459
"MADHYA PRADESH","SEHORE","NASRULLAHGANJ",389,717,3002,4108
"MADHYA PRADESH","SEHORE","SIHORE",817,229,8068,9114
"MADHYA PRADESH","SEONI","BARGHAT",55,152,1084,1291
"MADHYA PRADESH","SEONI","CHHAPARA",136,410,1094,1640
"MADHYA PRADESH","SEONI","DHANORA",43,137,322,502
"MADHYA PRADESH","SEONI","KAHANAPUS",39,67,394,500
"MADHYA PRADESH","SEONI","KEOLARI",28,59,374,461
"MADHYA PRADESH","SEONI","KURAI",77,489,1261,1827
"MADHYA PRADESH","SEONI","LAKHNADAUN",137,547,962,1646
"MADHYA PRADESH","SEONI","SEONI",679,348,2588,3615
"MADHYA PRADESH","SHAHDOL","ANUPPUR",0,3,0,3
"MADHYA PRADESH","SHAHDOL","BUDHAR",11,118,150,279
"MADHYA PRADESH","SHAHDOL","BYOHARI",45,247,451,743
"MADHYA PRADESH","SHAHDOL","JAISINGHNAGAR",74,531,381,986
"MADHYA PRADESH","SHAHDOL","JAITAHARI",19,195,747,961
"MADHYA PRADESH","SHAHDOL","KOTAMA",10,1,29,40
"MADHYA PRADESH","SHAHDOL","MANPUR",73,195,477,745
"MADHYA PRADESH","SHAHDOL","PALEE-1",4,101,57,162
"MADHYA PRADESH","SHAHDOL","PALEE-2",6,28,33,67
"MADHYA PRADESH","SHAHDOL","PUSHPRAJGARH",1,145,71,217
"MADHYA PRADESH","SHAHDOL","SOHAGPUR",9,149,209,367
"MADHYA PRADESH","SHAHDOL","UMARIYA",36,244,676,956
"MADHYA PRADESH","SHAJAPUR","AGAR",706,29,3440,4175
"MADHYA PRADESH","SHAJAPUR","BAROD",683,34,4290,5007
"MADHYA PRADESH","SHAJAPUR","KALAPIPALMANDI",395,67,4452,4914
"MADHYA PRADESH","SHAJAPUR","MOMANBARODIYA",881,517,5524,6922
"MADHYA PRADESH","SHAJAPUR","NALKHEDA",496,216,3905,4617
"MADHYA PRADESH","SHAJAPUR","SHAJAPUR",528,58,4811,5397
"MADHYA PRADESH","SHAJAPUR","SUJALPUR",552,63,3912,4527
"MADHYA PRADESH","SHAJAPUR","SUSNER",612,125,6066,6803
"MADHYA PRADESH","SHIVPURI","BADARWAS",333,202,2292,2827
"MADHYA PRADESH","SHIVPURI","KARERA",605,111,6429,7145
"MADHYA PRADESH","SHIVPURI","KHANIYADHANA",576,288,8985,9849
"MADHYA PRADESH","SHIVPURI","KOLARAS",269,37,1699,2005
"MADHYA PRADESH","SHIVPURI","NARWAR",532,25,4516,5073
"MADHYA PRADESH","SHIVPURI","PICHHORE",476,195,7877,8548
"MADHYA PRADESH","SHIVPURI","POHARI",274,127,1942,2343
"MADHYA PRADESH","SHIVPURI","SHIVPURI",382,67,2408,2857
"MADHYA PRADESH","SIDHI","BAIDHAN",153,348,2185,2686
"MADHYA PRADESH","SIDHI","CHITRANGI",27,103,572,702
"MADHYA PRADESH","SIDHI","DEOSAR",65,222,666,953
"MADHYA PRADESH","SIDHI","KUSAMI",7,46,28,81
"MADHYA PRADESH","SIDHI","MAJHAULI",6,100,485,591
"MADHYA PRADESH","SIDHI","RAMPURNEKIN",31,51,969,1051
"MADHYA PRADESH","SIDHI","SIDHI",23,99,1010,1132
"MADHYA PRADESH","SIDHI","SIHAWAL",17,52,879,948
"MADHYA PRADESH","SURGUJA","AMBIKAPUR",162,761,1049,1972
"MADHYA PRADESH","SURGUJA","BADRAFNAGAR",49,1004,858,1911
"MADHYA PRADESH","SURGUJA","BAIKUNTHPUR",148,1241,2495,3884
"MADHYA PRADESH","SURGUJA","BALRAMPUR",16,519,442,977
"MADHYA PRADESH","SURGUJA","BATOLI",11,1096,158,1265
"MADHYA PRADESH","SURGUJA","BHAIYATHAN",151,848,2367,3366
"MADHYA PRADESH","SURGUJA","BHARATPUR",296,579,647,1522
"MADHYA PRADESH","SURGUJA","KHARGAWAN",14,603,342,959
"MADHYA PRADESH","SURGUJA","KUSAMI",5,10,8,23
"MADHYA PRADESH","SURGUJA","LAKHANPUR",36,644,883,1563
"MADHYA PRADESH","SURGUJA","LUNDRA",6,693,272,971
"MADHYA PRADESH","SURGUJA","MAINPAT",4,323,49,376
"MADHYA PRADESH","SURGUJA","MANENDRAGARH",96,39,62,197
"MADHYA PRADESH","SURGUJA","ODAGI",7,450,414,871
"MADHYA PRADESH","SURGUJA","PRATAPPUR",12,1004,548,1564
"MADHYA PRADESH","SURGUJA","PREMNAGAR",1,96,0,97
"MADHYA PRADESH","SURGUJA","RAJPUR",30,567,966,1563
"MADHYA PRADESH","SURGUJA","RAMANUJNAGAR",79,1417,1612,3108
"MADHYA PRADESH","SURGUJA","RAMCHANDRAPUR",78,684,594,1356
"MADHYA PRADESH","SURGUJA","SHANKARGARH",29,19,5,53
"MADHYA PRADESH","SURGUJA","SITAPUR",383,233,202,818
"MADHYA PRADESH","SURGUJA","SONHAT",13,237,296,546
"MADHYA PRADESH","SURGUJA","SURAJPUR",253,3257,4270,7780
"MADHYA PRADESH","SURGUJA","UDAYPUR",60,400,388,848
"MADHYA PRADESH","TIKAMGARH","BALDEOGARH",510,66,6353,6929
"MADHYA PRADESH","TIKAMGARH","JATARA",279,31,4155,4465
"MADHYA PRADESH","TIKAMGARH","NIWARI",528,77,7387,7992
"MADHYA PRADESH","TIKAMGARH","PALERA",480,62,5231,5773
"MADHYA PRADESH","TIKAMGARH","PRITHWIPUR",645,144,10270,11059
"MADHYA PRADESH","TIKAMGARH","TIKAMGARH",479,194,6576,7249
"MADHYA PRADESH","UJJAIN","BADNAGAR",326,154,2888,3368
"MADHYA PRADESH","UJJAIN","GHATIYA",NA,NA,NA,NA
"MADHYA PRADESH","UJJAIN","KHACHRAUD",1551,373,6547,8471
"MADHYA PRADESH","UJJAIN","MAHIDPUR",1481,190,6792,8463
"MADHYA PRADESH","UJJAIN","TARANA",1307,371,5324,7002
"MADHYA PRADESH","UJJAIN","UJJAIN",623,49,3933,4605
"MADHYA PRADESH","VIDISHA","BASODA",239,61,2207,2507
"MADHYA PRADESH","VIDISHA","GYARASPUR",223,66,1256,1545
"MADHYA PRADESH","VIDISHA","KURWAI",143,13,710,866
"MADHYA PRADESH","VIDISHA","LATERI",128,126,800,1054
"MADHYA PRADESH","VIDISHA","NATERAN",212,17,2124,2353
"MADHYA PRADESH","VIDISHA","SIRONJ",102,17,617,736
"MADHYA PRADESH","VIDISHA","VIDISHA",74,5,783,862
"MAHARASHTRA","","",NA,NA,NA,NA
"MANIPUR","BISHNUPUR","BISHNUPUR",NA,NA,NA,NA
"MANIPUR","BISHNUPUR","MOIRANG",NA,NA,NA,NA
"MANIPUR","CHANDEL","CHAKPIKARONG",NA,NA,NA,NA
"MANIPUR","CHANDEL","CHANDEL",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","CHURACHANDPUR",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","HENGLEP",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","SINGHAT",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","THANGLON",NA,NA,NA,NA
"MANIPUR","IMPHAL","HAORANGSABAL(I-W)",NA,NA,NA,NA
"MANIPUR","IMPHAL","IRILBUNG(IMPHAL-E)",NA,NA,NA,NA
"MANIPUR","IMPHAL","SWOMBUNG(IMPHAL-E)",NA,NA,NA,NA
"MANIPUR","IMPHAL","WAQNGOI(I-W)",NA,NA,NA,NA
"MANIPUR","SENAPATI","KANGPOKPI",NA,NA,NA,NA
"MANIPUR","SENAPATI","PAOMATA",NA,NA,NA,NA
"MANIPUR","SENAPATI","PURUL",NA,NA,NA,NA
"MANIPUR","SENAPATI","SAIKHUL",NA,NA,NA,NA
"MANIPUR","SENAPATI","TADUBI",NA,NA,NA,NA
"MANIPUR","TAMENGLONG","NUNGBA",NA,NA,NA,NA
"MANIPUR","TAMENGLONG","TAMEI",NA,NA,NA,NA
"MANIPUR","TAMENGLONG","TAMENGLONG",NA,NA,NA,NA
"MANIPUR","THOUBAL","KAKCHING",NA,NA,NA,NA
"MANIPUR","THOUBAL","THOUBAL",NA,NA,NA,NA
"MANIPUR","UKHRUL","CHINGAI",NA,NA,NA,NA
"MANIPUR","UKHRUL","KAMJONG",NA,NA,NA,NA
"MANIPUR","UKHRUL","PHUNGYAR",NA,NA,NA,NA
"MANIPUR","UKHRUL","UKHRUL",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","DAMBO RONGJENG",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","RESU-BELPARA",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","SAMANDA.",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","SONGSAK",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWKYNREW",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWPHLANG",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWRYNGKNENG",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWSYNRAM",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MYLLIEM",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","PYNURSLA",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","SHELLA BHOLAGANGH",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","AMLAREM",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","KHLIEHRIAT",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","LASKEIN",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","THADLASKEIN",NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT","UMLING  C&D BLOCK",NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT","UMSNING C&D BLOCK",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","BAGHMARA",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","CHOKPOT",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","RONGRA",0,0,0,0
"MEGHALAYA","WEST GARO HILLS","BETASING",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","DADENGGIRI",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","DALUS",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","RONGRAM",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","SELSELLA",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","TIKKIRKILLA",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","ZIKZAK",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","MAIRANG",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","MAWKYRWAT",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","MAWSHYNRUT",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","NONGSTOIN",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","RANIKOR",NA,NA,NA,NA
"MIZORAM","AIZAWL","AIBAWK",0,15,0,15
"MIZORAM","AIZAWL","DARLAWN",NA,NA,NA,NA
"MIZORAM","AIZAWL","KHAWZAWL",NA,NA,NA,NA
"MIZORAM","AIZAWL","LUNGDAR 'E'",NA,NA,NA,NA
"MIZORAM","AIZAWL","NGOPA",0,15,0,15
"MIZORAM","AIZAWL","PHAILENG 'W'",0,5,0,5
"MIZORAM","AIZAWL","REIEK",0,8,0,8
"MIZORAM","AIZAWL","SERCHHIP",0,11,0,11
"MIZORAM","AIZAWL","THINGDAWL",0,54,10,64
"MIZORAM","AIZAWL","THINGSULTHLIAH",NA,NA,NA,NA
"MIZORAM","AIZAWL","TLANGNUAM",0,138,0,138
"MIZORAM","AIZAWL","ZAWLNUAM",0,27,0,27
"MIZORAM","CHHIMTUIPUI","CHAWNGTE",0,2,0,2
"MIZORAM","CHHIMTUIPUI","LAWNGTLAI",0,10,0,10
"MIZORAM","CHHIMTUIPUI","SANGAU",0,7,0,7
"MIZORAM","CHHIMTUIPUI","TUIPANG",0,12,0,12
"MIZORAM","LUNGLEI","BUNGHMUN",NA,NA,NA,NA
"MIZORAM","LUNGLEI","HNAHTHIAL",0,14,0,14
"MIZORAM","LUNGLEI","LUNGLEI",0,153,7,160
"MIZORAM","LUNGLEI","LUNGSEN",0,1,0,1
"MIZORAM","LUNGLEI","VILL1",NA,NA,NA,NA
"NAGALAND","KOHIMA","JALUKIE",NA,NA,NA,NA
"NAGALAND","KOHIMA","KOHIMA",NA,NA,NA,NA
"NAGALAND","KOHIMA","KUHUBOTO",0,186,0,186
"NAGALAND","KOHIMA","MEDZIPHEMA",2,331,0,333
"NAGALAND","KOHIMA","TSEMINYU",NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","CHANGTONGYA",NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","MANGOLEMBA",0,10,0,10
"NAGALAND","MOKOKCHUNG","ONGPANGKONG",NA,NA,NA,NA
"NAGALAND","MON","CHEN",NA,NA,NA,NA
"NAGALAND","MON","MON",NA,NA,NA,NA
"NAGALAND","MON","TOBU",NA,NA,NA,NA
"NAGALAND","MON","WAKCHING",NA,NA,NA,NA
"NAGALAND","PHEK","KIKRUMA",NA,NA,NA,NA
"NAGALAND","PHEK","MELURI",NA,NA,NA,NA
"NAGALAND","PHEK","PHEK",NA,NA,NA,NA
"NAGALAND","TUENSANG","KIPHIRE",NA,NA,NA,NA
"NAGALAND","TUENSANG","LONGKHIM",NA,NA,NA,NA
"NAGALAND","TUENSANG","LONGLENG",NA,NA,NA,NA
"NAGALAND","TUENSANG","NOKLAK",NA,NA,NA,NA
"NAGALAND","TUENSANG","SANGSANGYU",NA,NA,NA,NA
"NAGALAND","TUENSANG","SHAMATOR",NA,NA,NA,NA
"NAGALAND","TUENSANG","SITIMI",NA,NA,NA,NA
"NAGALAND","WOKHA","BAGHTY",NA,NA,NA,NA
"NAGALAND","WOKHA","WOKHA",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","AKULUTO",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","GHATASHI",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","TOKIYE",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","ZUNHEBOTO",NA,NA,NA,NA
"ORISSA","ANGUL","ANUGUL",278,104,1878,2260
"ORISSA","ANGUL","ATHAMALLICK",207,363,1508,2078
"ORISSA","ANGUL","BANANPULA",277,190,2691,3158
"ORISSA","ANGUL","CHHENDIAPADA",370,306,3757,4433
"ORISSA","ANGUL","KANIHA",257,201,1993,2451
"ORISSA","ANGUL","KISONAGAR",193,259,1387,1839
"ORISSA","ANGUL","PALALAHARA",154,205,606,965
"ORISSA","ANGUL","TALCHER",140,40,1166,1346
"ORISSA","BALASORE","BAHANAGA",6,0,1,7
"ORISSA","BALASORE","BALASORE",40,10,6,56
"ORISSA","BALASORE","BALIPAL",42,10,4,56
"ORISSA","BALASORE","BASTA",4,3,4,11
"ORISSA","BALASORE","BHOGARAI",5,0,0,5
"ORISSA","BALASORE","JALESWAR",13,260,24,297
"ORISSA","BALASORE","JILGIRI",177,459,141,777
"ORISSA","BALASORE","KHAIRA",359,90,298,747
"ORISSA","BALASORE","OUPADA",279,172,38,489
"ORISSA","BALASORE","REMUNA",26,43,16,85
"ORISSA","BALASORE","SIMULIA",20,0,0,20
"ORISSA","BALASORE","SORO",48,24,15,87
"ORISSA","BARAGARH","AMBABHANA",122,77,180,379
"ORISSA","BARAGARH","ATABIRA",40,200,366,606
"ORISSA","BARAGARH","BARAGARH",29,122,572,723
"ORISSA","BARAGARH","BARAPALI",123,136,495,754
"ORISSA","BARAGARH","BHATALI",85,551,1037,1673
"ORISSA","BARAGARH","BHENDENI",90,135,461,686
"ORISSA","BARAGARH","BIJEPUR",96,396,916,1408
"ORISSA","BARAGARH","GAISILAT",176,393,1133,1702
"ORISSA","BARAGARH","JHARABANDHA",125,533,840,1498
"ORISSA","BARAGARH","PADMAPUR",212,477,1376,2065
"ORISSA","BARAGARH","PAIKMAL",126,779,1032,1937
"ORISSA","BARAGARH","SOHELA",146,341,1072,1559
"ORISSA","BHADRAK","BASUDEVPUR",NA,NA,NA,NA
"ORISSA","BHADRAK","BHADRAK",85,1,13,99
"ORISSA","BHADRAK","BHANDARIPOKHARI",35,4,11,50
"ORISSA","BHADRAK","BONTH",32,8,16,56
"ORISSA","BHADRAK","CHANDABALI",34,0,2,36
"ORISSA","BHADRAK","DHAMANAGAR",160,2,19,181
"ORISSA","BHADRAK","TIHIDI",1,1,7,9
"ORISSA","BOLANGIR","AGALPUR",283,823,2967,4073
"ORISSA","BOLANGIR","BALANGIR",362,1169,2749,4280
"ORISSA","BOLANGIR","BELPARA",281,1819,1983,4083
"ORISSA","BOLANGIR","BONGOMUNDA",639,747,2020,3406
"ORISSA","BOLANGIR","DEOGAN",484,943,2353,3780
"ORISSA","BOLANGIR","KHAPRA KHOL",256,1000,1629,2885
"ORISSA","BOLANGIR","LOUSINGHA",303,868,2465,3636
"ORISSA","BOLANGIR","MURIBAHAL",423,960,1724,3107
"ORISSA","BOLANGIR","PATANAGARH",347,1892,3275,5514
"ORISSA","BOLANGIR","PUINTALA",422,339,2443,3204
"ORISSA","BOLANGIR","SAINTALA",294,885,2239,3418
"ORISSA","BOLANGIR","TENTULIKHUNTI",117,652,968,1737
"ORISSA","BOLANGIR","TITILAGARH",717,1463,4627,6807
"ORISSA","BOLANGIR","TUREKELA",311,1409,1472,3192
"ORISSA","BOUDH","BOUDH",374,585,2420,3379
"ORISSA","BOUDH","GHARABHANGA",561,561,1885,3007
"ORISSA","BOUDH","KANTAMAL",269,1078,2541,3888
"ORISSA","CUTTACK","ATHGARH",427,135,1636,2198
"ORISSA","CUTTACK","BANKI",205,39,737,981
"ORISSA","CUTTACK","BARANGA",46,2,40,88
"ORISSA","CUTTACK","BARMBA",364,104,1562,2030
"ORISSA","CUTTACK","CUTTACK(SADAR)",46,1,34,81
"ORISSA","CUTTACK","DOMAPARA",21,26,184,231
"ORISSA","CUTTACK","KANTAPARA",49,0,6,55
"ORISSA","CUTTACK","MAHANGA",209,0,83,292
"ORISSA","CUTTACK","NARASINGHPUR",303,88,1622,2013
"ORISSA","CUTTACK","NIALI",17,0,4,21
"ORISSA","CUTTACK","NISCHINTAKOILI",309,0,94,403
"ORISSA","CUTTACK","SALIPUR",177,1,123,301
"ORISSA","CUTTACK","TANGI-CHOUDWAR",102,152,425,679
"ORISSA","CUTTACK","TIGIRIA",349,121,1136,1606
"ORISSA","DEOGARH","REAMAL",204,619,2251,3074
"ORISSA","DEOGARH","SARKOTE",389,527,1012,1928
"ORISSA","DEOGARH","TILEIBANI",95,885,330,1310
"ORISSA","DHENKANAL","BHUBAN",128,79,903,1110
"ORISSA","DHENKANAL","DHENKANAL",222,166,1236,1624
"ORISSA","DHENKANAL","GANDIA",146,209,1100,1455
"ORISSA","DHENKANAL","HINDOL",106,108,1347,1561
"ORISSA","DHENKANAL","KAMAKHYANAGAR",228,126,687,1041
"ORISSA","DHENKANAL","KANKADAHAD",117,324,551,992
"ORISSA","DHENKANAL","ODAPADA",160,65,744,969
"ORISSA","DHENKANAL","PALAJANGA",125,51,547,723
"ORISSA","GAJAPATI","GUMMA",26,173,210,409
"ORISSA","GAJAPATI","KASINAGAR",44,11,166,221
"ORISSA","GAJAPATI","MOHANA",71,952,44,1067
"ORISSA","GAJAPATI","NUAGADA",13,577,20,610
"ORISSA","GAJAPATI","PARALAKHEMUNDI",28,156,553,737
"ORISSA","GAJAPATI","R.UDAYAGIRI",28,502,7,537
"ORISSA","GAJAPATI","RAYAGADA",47,447,36,530
"ORISSA","GANJAM","ASKA",111,37,1003,1151
"ORISSA","GANJAM","BELAGUNTHA",64,10,582,656
"ORISSA","GANJAM","BHANJANAGAR",184,79,871,1134
"ORISSA","GANJAM","BUGUDA",205,88,932,1225
"ORISSA","GANJAM","CHATRAPUR",69,3,1229,1301
"ORISSA","GANJAM","CHIKITI",180,56,865,1101
"ORISSA","GANJAM","DHARAKOT",152,111,769,1032
"ORISSA","GANJAM","DIGAPAHANDI",437,529,2557,3523
"ORISSA","GANJAM","GANJAM",423,4,2066,2493
"ORISSA","GANJAM","HINJILIKUT",50,13,624,687
"ORISSA","GANJAM","J.N.PRASAD",203,81,1250,1534
"ORISSA","GANJAM","K.KHANDI",123,103,921,1147
"ORISSA","GANJAM","K.S.NAGAR",159,11,947,1117
"ORISSA","GANJAM","KHALLIKOT",285,24,1495,1804
"ORISSA","GANJAM","KODALA",46,20,382,448
"ORISSA","GANJAM","P.PUR",193,49,914,1156
"ORISSA","GANJAM","PATRAPUR",92,90,1133,1315
"ORISSA","GANJAM","POLASARA",146,92,1160,1398
"ORISSA","GANJAM","R.LUNDA",199,2,1009,1210
"ORISSA","GANJAM","S.KHEMUNDI",202,188,1357,1747
"ORISSA","GANJAM","SHERAGADA",240,53,1420,1713
"ORISSA","GANJAM","SORADA",194,156,1001,1351
"ORISSA","JAGATSINGHPUR","BALIKUDA",7,0,8,15
"ORISSA","JAGATSINGHPUR","BIRIDI",113,0,35,148
"ORISSA","JAGATSINGHPUR","ERASAMA",123,0,24,147
"ORISSA","JAGATSINGHPUR","JAGATSINGHPUR",104,0,29,133
"ORISSA","JAGATSINGHPUR","KUNJANG",73,2,46,121
"ORISSA","JAGATSINGHPUR","NAUGAON",9,0,7,16
"ORISSA","JAGATSINGHPUR","RAGHUNATHPUR",30,0,52,82
"ORISSA","JAGATSINGHPUR","TRITOL",105,1,20,126
"ORISSA","JAJPUR","BARACHAN",99,24,57,180
"ORISSA","JAJPUR","BARI",58,0,27,85
"ORISSA","JAJPUR","BINJHARPUR",106,0,60,166
"ORISSA","JAJPUR","DANAGADI",194,67,197,458
"ORISSA","JAJPUR","DASARATHPUR",109,1,26,136
"ORISSA","JAJPUR","DHARAMASALA",219,55,186,460
"ORISSA","JAJPUR","JAJPUR",88,0,67,155
"ORISSA","JAJPUR","KOREI",141,11,69,221
"ORISSA","JAJPUR","RASULPUR",100,1,109,210
"ORISSA","JAJPUR","SUKINDA",132,115,143,390
"ORISSA","JHARSUGUDA","JHARSUGUDA",171,481,714,1366
"ORISSA","JHARSUGUDA","KIRIMIRA",138,521,291,950
"ORISSA","JHARSUGUDA","KOLABIRA",133,701,598,1432
"ORISSA","JHARSUGUDA","LAIKERA",136,641,290,1067
"ORISSA","JHARSUGUDA","LAKHANPUR",103,572,585,1260
"ORISSA","KALAHANDI","BHABANI PATANA",456,700,1075,2231
"ORISSA","KALAHANDI","DHARMGARH",188,250,899,1337
"ORISSA","KALAHANDI","GOLAMUNDA",304,533,777,1614
"ORISSA","KALAHANDI","JAIPATANA",85,268,218,571
"ORISSA","KALAHANDI","JUNAGARH",222,229,636,1087
"ORISSA","KALAHANDI","KALAMPUR",76,105,157,338
"ORISSA","KALAHANDI","KARLAMUNDA",131,431,203,765
"ORISSA","KALAHANDI","KESINGA",226,726,1038,1990
