-----
{
 "description": "The table refers to block wise distribution of surface flow schemes according to ownership. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.2.csv", 
 "title": "Download CSV for Blockwise Distribution of surface flow schemes according to ownership for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.2.csv"
}
-----
State,District,Block,Government owned,Cooperative Societies,Panchayat owned,Group of farmers,Individual farmers,Others,Total
KERALA,MALAPPURAM,MALAPPURAM,57,0,0,0,9,0,66
KERALA,MALAPPURAM,MALAPPURAM,9,0,0,0,0,0,9
KERALA,MALAPPURAM,MANJERI,16,0,0,0,0,0,16
KERALA,MALAPPURAM,MANKADA,91,0,0,0,0,0,91
KERALA,MALAPPURAM,NILAMBOOR,39,1,17,2,44,0,103
KERALA,MALAPPURAM,PERUNTHALMANNA,19,0,13,2,0,0,34
KERALA,MALAPPURAM,PERUNTHALMANNA,NA,NA,NA,NA,NA,NA,NA
KERALA,MALAPPURAM,PONNANI,NA,NA,NA,NA,NA,NA,NA
KERALA,MALAPPURAM,PONNANI,9,93,0,0,1,0,103
KERALA,MALAPPURAM,THANNUR,13,0,0,0,5,0,18
KERALA,MALAPPURAM,THIROOR,19,5,5,0,2,0,31
KERALA,MALAPPURAM,THIRURANGADI,8,0,1,0,1,0,10
KERALA,MALAPPURAM,TIRUR,NA,NA,NA,NA,NA,NA,NA
KERALA,MALAPPURAM,VENGARA,16,0,2,0,6,0,24
KERALA,MALAPPURAM,WANDOOR,14,0,36,1,2,0,53
KERALA,PALAKKAD,ALATHUR,9,0,7,81,134,7,238
KERALA,PALAKKAD,ATTAPPADY,31,0,0,0,2,0,33
KERALA,PALAKKAD,CHITTUR,14,0,35,302,67,0,418
KERALA,PALAKKAD,CHITTUR THATHAMANGAL,7,0,5,47,19,5,83
KERALA,PALAKKAD,KOLLENGODE,25,0,4,238,250,5,522
KERALA,PALAKKAD,KUZHALMANNAM,15,0,5,0,0,0,20
KERALA,PALAKKAD,MALAMPUZHA,0,1,4,26,85,0,116
KERALA,PALAKKAD,MANNARKKAD,18,0,30,1,66,0,115
KERALA,PALAKKAD,NEMMARA,2,0,2,18,44,0,66
KERALA,PALAKKAD,OTTAPPALAM,0,0,8,0,4,0,12
KERALA,PALAKKAD,OTTAPPALAM,12,0,24,2,25,0,63
KERALA,PALAKKAD,PALAKKAD,0,0,47,0,0,0,47
KERALA,PALAKKAD,PALAKKAD,NA,NA,NA,NA,NA,NA,NA
KERALA,PALAKKAD,PATTAMBI,24,0,44,6,18,0,92
KERALA,PALAKKAD,SHORANNUR,6,0,2,0,4,0,12
KERALA,PALAKKAD,SREEKRISHNAPURAM,6,1,41,6,96,0,150
KERALA,PALAKKAD,THRITHALA,120,1,101,0,54,7,283
KERALA,PATHANAMTHITTA,ADOOR,NA,NA,NA,NA,NA,NA,NA
KERALA,PATHANAMTHITTA,ELALTHUR,18,0,0,0,0,10,28
KERALA,PATHANAMTHITTA,KOIPURAM,NA,NA,NA,NA,NA,NA,NA
KERALA,PATHANAMTHITTA,KONNI,52,0,1,1,1,0,55
KERALA,PATHANAMTHITTA,KULANADA,11,0,7,1,10,0,29
KERALA,PATHANAMTHITTA,MALLAPPALLY,1,0,0,0,0,0,1
KERALA,PATHANAMTHITTA,PANDALAM,53,0,0,0,0,0,53
KERALA,PATHANAMTHITTA,PARAKODE,25,0,0,0,0,14,39
KERALA,PATHANAMTHITTA,PATHANMTHITTA,NA,NA,NA,NA,NA,NA,NA
KERALA,PATHANAMTHITTA,PULIKEEZHU,0,1,0,11,12,0,24
KERALA,PATHANAMTHITTA,RANNI,3,0,0,0,0,0,3
KERALA,PATHANAMTHITTA,THIRUVALLA,NA,NA,NA,NA,NA,NA,NA
KERALA,THIRUVANANTHAPURAM,ATHIYANNOR,24,0,44,3,0,0,71
KERALA,THIRUVANANTHAPURAM,ATTINGAL,4,0,0,0,0,0,4
KERALA,THIRUVANANTHAPURAM,CHIRAYINKEEZHU,57,0,4,0,0,0,61
KERALA,THIRUVANANTHAPURAM,KAZHAKUTTOM,157,0,6,0,27,0,190
KERALA,THIRUVANANTHAPURAM,KILIMANNOR,172,0,9,0,0,0,181
KERALA,THIRUVANANTHAPURAM,NEDUMANGAD,14,0,0,0,0,0,14
KERALA,THIRUVANANTHAPURAM,NEDUMANGADU,68,0,0,0,1,0,69
KERALA,THIRUVANANTHAPURAM,NEMOM,96,0,28,44,152,0,320
KERALA,THIRUVANANTHAPURAM,NEYYATTINKARA,14,0,0,0,0,0,14
KERALA,THIRUVANANTHAPURAM,PARASSALLA,87,0,0,0,221,0,308
KERALA,THIRUVANANTHAPURAM,PERUMKADAVILA,138,0,0,1,109,0,248
KERALA,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM,42,0,0,0,0,0,42
KERALA,THIRUVANANTHAPURAM,THIRUVANANTHAPURAM-R,35,0,79,0,0,0,114
KERALA,THIRUVANANTHAPURAM,VAMANAPURAM,80,0,0,10,15,0,105
KERALA,THIRUVANANTHAPURAM,VARKALA,0,0,9,0,3,0,12
KERALA,THIRUVANANTHAPURAM,VARKKALA,0,0,10,28,45,0,83
KERALA,THIRUVANANTHAPURAM,VELLANADU,87,0,0,0,1054,0,1141
KERALA,THRISSUR,ANTHIKKAD,2,0,3,5,0,0,10
KERALA,THRISSUR,CHALAKKUDI,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,CHALAKUDY,0,0,0,0,1,0,1
KERALA,THRISSUR,CHAVAKKAD,4,1,0,14,0,0,19
KERALA,THRISSUR,CHAWAKKAD,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,CHERPU,0,0,0,22,0,0,22
KERALA,THRISSUR,CHOWANNUR,7,0,56,0,0,0,63
KERALA,THRISSUR,GURUVAYUR,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,IRINGALAKKUDA,0,0,0,5,0,0,5
KERALA,THRISSUR,IRRINJALAKUDA,3,0,0,27,0,0,30
KERALA,THRISSUR,KODAKARA,0,0,0,0,0,10,10
KERALA,THRISSUR,KODUNGALLOOR,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,KODUNGALLUR,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,KUNNAMKULAM,0,0,3,0,0,0,3
KERALA,THRISSUR,MALA,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,MATHILAKAM,1,0,0,1,89,0,91
KERALA,THRISSUR,MULLASSERY,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,OLLUKKARA,85,0,15,0,0,0,100
KERALA,THRISSUR,PAZHAYANNUR,82,0,5,0,16,0,103
KERALA,THRISSUR,PUZHAKKAL,7,0,63,1,2,0,73
KERALA,THRISSUR,THALIKUALAM,0,0,0,0,29,0,29
KERALA,THRISSUR,THRISSUR,NA,NA,NA,NA,NA,NA,NA
KERALA,THRISSUR,VADAKKANCHERRY,3,0,42,0,104,0,149
KERALA,THRISSUR,VILLANGALLUR,2,0,0,0,41,0,43
KERALA,WAYANAD,KALPETTA,64,0,0,0,27,0,91
KERALA,WAYANAD,MANANTHAVADI,60,0,0,1,9,0,70
KERALA,WAYANAD,SULTHANBATHERY,117,0,3,3,18,1,142
MADHYA PRADESH,BALAGHAT,BAIHAR,44,1,2,4,664,136,851
MADHYA PRADESH,BALAGHAT,BALAGHAT,56,0,27,6,840,3,932
MADHYA PRADESH,BALAGHAT,BIRSA,203,0,17,8,1483,1,1712
MADHYA PRADESH,BALAGHAT,KATANGI,329,0,14,87,280,0,710
MADHYA PRADESH,BALAGHAT,KHAIRLANJI,78,0,54,92,505,6,735
MADHYA PRADESH,BALAGHAT,KIRNAPUR,64,0,105,9,420,1,599
MADHYA PRADESH,BALAGHAT,LALBARRA,71,2,51,27,36,4,191
MADHYA PRADESH,BALAGHAT,LANJI,86,2,27,0,90,12,217
MADHYA PRADESH,BALAGHAT,PARASWADA,236,2,42,4,321,15,620
MADHYA PRADESH,BALAGHAT,WARASEONI,28,0,7,21,117,0,173
MADHYA PRADESH,BASTAR,ABHJHMAND,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,ANTAGARH,1,0,0,0,32,0,33
MADHYA PRADESH,BASTAR,BADERAJPUR,3,0,0,0,39,0,42
MADHYA PRADESH,BASTAR,BAKAWAND,2,0,0,0,209,0,211
MADHYA PRADESH,BASTAR,BASTANAR,0,0,0,0,10,0,10
MADHYA PRADESH,BASTAR,BASTAR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,BHAIRAMGARH,1,0,0,0,0,0,1
MADHYA PRADESH,BASTAR,BHANUPRATAPPUR,7,7,0,0,0,0,14
MADHYA PRADESH,BASTAR,BHOPALPATNAM,117,0,35,10,0,14,176
MADHYA PRADESH,BASTAR,BIJAPUR,1,0,0,0,36,0,37
MADHYA PRADESH,BASTAR,CHARAMA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,CHHINDGARH,3,0,0,0,13,0,16
MADHYA PRADESH,BASTAR,DANTEWARA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,DARBHA,1,0,0,0,0,0,1
MADHYA PRADESH,BASTAR,DURGKONDAL,0,0,0,0,18,0,18
MADHYA PRADESH,BASTAR,FARASGAON,3,0,0,0,22,0,25
MADHYA PRADESH,BASTAR,GEEDAM,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,HSOOR,0,0,0,0,9,0,9
MADHYA PRADESH,BASTAR,JAGDALPUR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,KANKER,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,KATEKALYAN,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,KESHKAL,0,0,0,0,12,0,12
MADHYA PRADESH,BASTAR,KONDAGAON,9,0,0,0,1,0,10
MADHYA PRADESH,BASTAR,KONTA,15,0,0,0,7,0,22
MADHYA PRADESH,BASTAR,KOYALIBEDA,1,0,4,3,7,1,16
MADHYA PRADESH,BASTAR,KUAKONDA,2,0,0,0,0,0,2
MADHYA PRADESH,BASTAR,LOHANDIGURA,1,0,0,6,2,0,9
MADHYA PRADESH,BASTAR,MAKADI,0,0,0,0,10,0,10
MADHYA PRADESH,BASTAR,NARAYANPUR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BASTAR,SARONA (NARHARPUR),2,0,0,3,4,0,9
MADHYA PRADESH,BASTAR,SUKUMA,1,0,0,0,5,0,6
MADHYA PRADESH,BASTAR,TOKAPAL,1,0,0,0,2,0,3
MADHYA PRADESH,BETUL,AAMLA,3,0,0,0,172,0,175
MADHYA PRADESH,BETUL,AATHNER,2,0,0,0,41,0,43
MADHYA PRADESH,BETUL,BETUL,3,0,0,0,168,0,171
MADHYA PRADESH,BETUL,BHAINSDEHI,17,0,0,4,22,0,43
MADHYA PRADESH,BETUL,BHEEMPUR,3,0,0,1,10,0,14
MADHYA PRADESH,BETUL,CHICHOLI,2,0,0,2,32,0,36
MADHYA PRADESH,BETUL,GHODADONGRI,9,0,0,0,1,0,10
MADHYA PRADESH,BETUL,MULTAI,11,0,0,1,155,0,167
MADHYA PRADESH,BETUL,PRABHATPATTANAM,2,0,0,5,38,0,45
MADHYA PRADESH,BETUL,SHAHPUR,1,0,0,0,157,0,158
MADHYA PRADESH,BHIND,ATER,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BHIND,BHIND,0,0,0,0,1,0,1
MADHYA PRADESH,BHIND,GOHAD,0,0,0,0,88,0,88
MADHYA PRADESH,BHIND,LAHAR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BHIND,MEHGAON,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BHIND,MITONA (RAUN),2,0,0,0,0,0,2
MADHYA PRADESH,BHOPAL,BERASIYA,4,0,0,0,3,0,7
MADHYA PRADESH,BHOPAL,PHANDA,3,0,0,2,35,0,40
MADHYA PRADESH,BILASPUR,AKALTARA,26,0,29,0,4,0,59
MADHYA PRADESH,BILASPUR,BALAUDA,482,0,0,0,38,0,520
MADHYA PRADESH,BILASPUR,BILHA,85,0,0,0,1,0,86
MADHYA PRADESH,BILASPUR,CHANPA,0,0,0,0,9,0,9
MADHYA PRADESH,BILASPUR,DABHARA,23,0,24,0,24,0,71
MADHYA PRADESH,BILASPUR,GORELLA-1,25,0,0,0,0,0,25
MADHYA PRADESH,BILASPUR,GORELLA-2,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BILASPUR,JALJAIPUR,25,0,212,0,13,1,251
MADHYA PRADESH,BILASPUR,KARTALA,6,0,8,0,1353,0,1367
MADHYA PRADESH,BILASPUR,KATHGHORA,16,0,0,0,348,6,370
MADHYA PRADESH,BILASPUR,KORBA,8,0,5,0,454,0,467
MADHYA PRADESH,BILASPUR,KOTA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BILASPUR,LORMI,6,0,0,0,66,0,72
MADHYA PRADESH,BILASPUR,MALKHARAUDA,274,0,0,0,37,0,311
MADHYA PRADESH,BILASPUR,MARWAHI,14,0,1,0,0,0,15
MADHYA PRADESH,BILASPUR,MASTURI,10,0,14,0,4,1,29
MADHYA PRADESH,BILASPUR,MUNGELI,57,0,0,0,28,11,96
MADHYA PRADESH,BILASPUR,NAWAGARH,28,0,11,0,204,1,244
MADHYA PRADESH,BILASPUR,PALI,28,0,50,5,170,1,254
MADHYA PRADESH,BILASPUR,PAMGARH,103,0,45,1,576,0,725
MADHYA PRADESH,BILASPUR,PANDARIYA,1,0,0,0,298,0,299
MADHYA PRADESH,BILASPUR,PATHARIYA,0,0,0,0,27,0,27
MADHYA PRADESH,BILASPUR,PONDI-APRORA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,BILASPUR,SAKTI,0,0,0,0,304,0,304
MADHYA PRADESH,BILASPUR,TAKHATPUR,36,2,7,3,31,0,79
MADHYA PRADESH,CHHATARPUR,BADAMALHARA,20,0,1,1,3,0,25
MADHYA PRADESH,CHHATARPUR,BAKSWAHA,1,0,0,1,0,0,2
MADHYA PRADESH,CHHATARPUR,BIJAWAR,2,0,0,0,63,0,65
MADHYA PRADESH,CHHATARPUR,CHHATARPUR,4,0,0,3,320,0,327
MADHYA PRADESH,CHHATARPUR,GAURIHAR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,CHHATARPUR,LAUNDI,9,0,0,0,143,0,152
MADHYA PRADESH,CHHATARPUR,NAUGAON,2,1,0,0,0,0,3
MADHYA PRADESH,CHHATARPUR,RAJNAGAR,0,0,0,1,9,0,10
MADHYA PRADESH,CHHINDWARA,AMARWADA,0,0,0,0,100,0,100
MADHYA PRADESH,CHHINDWARA,BICHHIYA,0,0,0,0,2,0,2
MADHYA PRADESH,CHHINDWARA,CHAURAI,1,0,0,0,101,0,102
MADHYA PRADESH,CHHINDWARA,CHHINDWARA,65,9,0,5,7,0,86
MADHYA PRADESH,CHHINDWARA,HARRAI,0,0,0,0,21,1,22
MADHYA PRADESH,CHHINDWARA,JAMAIE,0,0,6,0,0,0,6
MADHYA PRADESH,CHHINDWARA,MOHKHED,0,0,0,0,38,0,38
MADHYA PRADESH,CHHINDWARA,PANDHURNA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,CHHINDWARA,PARASIYA,0,0,0,0,67,0,67
MADHYA PRADESH,CHHINDWARA,SAUNSAR,0,0,0,25,2,0,27
MADHYA PRADESH,CHHINDWARA,TAMIYA,0,0,0,0,155,0,155
MADHYA PRADESH,DAMOH,DAMOH,74,0,0,0,129,0,203
MADHYA PRADESH,DAMOH,HATA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,DAMOH,JABERA,226,0,0,1,771,0,998
MADHYA PRADESH,DAMOH,PATERA,27,0,0,0,0,0,27
MADHYA PRADESH,DAMOH,PATHARIYA,0,0,0,0,157,0,157
MADHYA PRADESH,DAMOH,PATIYAGARH,0,0,0,0,4,0,4
MADHYA PRADESH,DAMOH,TENDUKHEDA,3,0,0,1,0,0,4
MADHYA PRADESH,DATIA,DATIA,16,0,0,7,7,0,30
MADHYA PRADESH,DATIA,SEONDHA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,DEWAS,BAGALI,1,0,0,0,13,0,14
MADHYA PRADESH,DEWAS,DEWAS,3,0,0,0,16,0,19
MADHYA PRADESH,DEWAS,KANNAUD,1,0,0,0,0,0,1
MADHYA PRADESH,DEWAS,KHATEGAON,1,0,0,1,295,0,297
MADHYA PRADESH,DEWAS,SONKACHH,2,0,2,0,4,0,8
MADHYA PRADESH,DEWAS,TONK KHURD,2,0,6,0,0,0,8
MADHYA PRADESH,DHAR,BADNAWAR,4,0,0,0,0,0,4
MADHYA PRADESH,DHAR,BAKANER,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,DHAR,BANDH,9,0,0,0,10,0,19
MADHYA PRADESH,DHAR,DAHEE,13,3,0,20,211,0,247
MADHYA PRADESH,DHAR,DHAR,0,0,0,0,1,0,1
MADHYA PRADESH,DHAR,DHARAMPURI,0,0,0,0,19,0,19
MADHYA PRADESH,DHAR,GANDHWANI,9,0,0,1,129,0,139
MADHYA PRADESH,DHAR,KUKSHI,1,0,0,0,0,0,1
MADHYA PRADESH,DHAR,MANAWAR,12,0,0,0,0,0,12
MADHYA PRADESH,DHAR,NALCHHA,182,1,1,0,45,0,229
MADHYA PRADESH,DHAR,NISARPUR,1,0,0,0,71,0,72
MADHYA PRADESH,DHAR,SARDARPUR,44,0,0,0,1,0,45
MADHYA PRADESH,DHAR,TIRLA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,DURG,BALOD,6,0,0,0,0,0,6
MADHYA PRADESH,DURG,BEMETARA,57,0,0,0,30,0,87
MADHYA PRADESH,DURG,BERLA,78,0,5,4,6,3,96
MADHYA PRADESH,DURG,DHAMDA,0,0,0,0,88,0,88
MADHYA PRADESH,DURG,DONDI,47,0,0,0,0,0,47
MADHYA PRADESH,DURG,DONDILOHARA,26,0,2,0,1,0,29
MADHYA PRADESH,DURG,DURG,60,0,0,1,5,0,66
MADHYA PRADESH,DURG,GUNDARDEHI,36,0,3,1,8,0,48
MADHYA PRADESH,DURG,GURUR,0,0,0,0,62,0,62
MADHYA PRADESH,DURG,NAWAGARH,45,0,0,0,11,0,56
MADHYA PRADESH,DURG,PATAN,157,0,0,4,110,0,271
MADHYA PRADESH,DURG,SAJA,56,0,0,2,4,0,62
MADHYA PRADESH,GUNA,ARON,0,0,0,0,569,0,569
MADHYA PRADESH,GUNA,ASHOKNAGAR,650,0,0,0,62,0,712
MADHYA PRADESH,GUNA,BAGHOGARH,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,GUNA,BAMORI,10,3,20,0,51,0,84
MADHYA PRADESH,GUNA,CHACHAUDA,24,0,0,3,65,0,92
MADHYA PRADESH,GUNA,CHANDERI,35,0,0,0,255,0,290
MADHYA PRADESH,GUNA,GUNA,0,0,0,18,34,0,52
MADHYA PRADESH,GUNA,ISAGARH,0,0,0,39,137,0,176
MADHYA PRADESH,GUNA,MUNGAOLI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,GWALIOR,BHANDER,0,0,0,0,23,0,23
MADHYA PRADESH,GWALIOR,BHITARWAR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,GWALIOR,DABRA,2,0,0,0,17,0,19
MADHYA PRADESH,GWALIOR,GHATI GAON,8,0,0,0,4,0,12
MADHYA PRADESH,GWALIOR,MORAR,5,0,0,0,1,0,6
MADHYA PRADESH,HOSHANGABAD,BABAI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,HARDA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,HOSHNAGABAD,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,KESALI,3,0,0,0,1,0,4
MADHYA PRADESH,HOSHANGABAD,KHIRAKIYA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,PIPARIA,4,0,0,0,0,0,4
MADHYA PRADESH,HOSHANGABAD,SEONI MALWA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,SOHAGPUR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,HOSHANGABAD,TIMARNI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,INDORE,DEPALPUR,2,0,0,0,3,0,5
MADHYA PRADESH,INDORE,INDORE,6,0,4,1,367,0,378
MADHYA PRADESH,INDORE,MHOW,1,0,0,2,2,0,5
MADHYA PRADESH,INDORE,SANWER,0,0,0,0,161,0,161
MADHYA PRADESH,JABALPUR,BADWARA,4,0,0,4,36,0,44
MADHYA PRADESH,JABALPUR,BAMHORIBAND,108,0,0,6,8,0,122
MADHYA PRADESH,JABALPUR,BARGI,1,0,0,0,2,0,3
MADHYA PRADESH,JABALPUR,DHIMARKHEDA,0,0,0,1,0,0,1
MADHYA PRADESH,JABALPUR,KATNI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,JABALPUR,KUNDAM,0,0,0,0,52,0,52
MADHYA PRADESH,JABALPUR,MAJHAULI,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,JABALPUR,PANAGARH,8,1,0,0,17,0,26
MADHYA PRADESH,JABALPUR,PATAN,0,0,0,0,28,0,28
MADHYA PRADESH,JABALPUR,RITHI,1,0,0,0,1,0,2
MADHYA PRADESH,JABALPUR,SHAHPURA,0,0,0,0,4,0,4
MADHYA PRADESH,JABALPUR,SIHORA,0,0,0,0,1,0,1
MADHYA PRADESH,JABALPUR,VIJAYRAGHOGARH,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,JHABUA,ALIRAJPUR,33,0,0,1,42,0,76
MADHYA PRADESH,JHABUA,BHAWRA,14,0,0,0,0,0,14
MADHYA PRADESH,JHABUA,JHABUA,13,0,0,0,0,0,13
MADHYA PRADESH,JHABUA,JOBAT,31,0,0,0,13,0,44
MADHYA PRADESH,JHABUA,KANTHIWADA,9,0,0,2,159,0,170
MADHYA PRADESH,JHABUA,MEGHNAGAR,29,0,0,0,0,0,29
MADHYA PRADESH,JHABUA,PETALAWAD,409,0,0,121,224,0,754
MADHYA PRADESH,JHABUA,RAMA,123,0,0,86,65,0,274
MADHYA PRADESH,JHABUA,RANAPUR,153,0,0,10,614,6,783
MADHYA PRADESH,JHABUA,SONDWA,0,0,0,0,64,0,64
MADHYA PRADESH,JHABUA,THANDLA,6,0,0,0,663,0,669
MADHYA PRADESH,JHABUA,UDAIGARH,28,0,0,11,27,0,66
MADHYA PRADESH,KHANDWA,BALDEE,1,0,0,0,0,0,1
MADHYA PRADESH,KHANDWA,BURHANPUR,0,0,0,0,60,0,60
MADHYA PRADESH,KHANDWA,CHHAIGAON MAKHAN,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,KHANDWA,HARSUD,1,0,0,0,7,0,8
MADHYA PRADESH,KHANDWA,KHAKNER,0,0,0,0,3,0,3
MADHYA PRADESH,KHANDWA,KHALWA,12,0,0,0,1,0,13
MADHYA PRADESH,KHANDWA,KHANDWA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,KHANDWA,PANDHANA,103,0,0,0,3,0,106
MADHYA PRADESH,KHANDWA,PUNASA,0,0,0,0,42,0,42
MADHYA PRADESH,KHARGONE,BADWAH,29,0,0,0,207,0,236
MADHYA PRADESH,KHARGONE,BADWANI,0,0,0,0,222,0,222
MADHYA PRADESH,KHARGONE,BHAGWANPURA,0,0,0,38,347,0,385
MADHYA PRADESH,KHARGONE,BHEEKANGAON,6,0,0,0,46,0,52
MADHYA PRADESH,KHARGONE,GOGAWAN,0,0,0,0,48,0,48
MADHYA PRADESH,KHARGONE,JHIRANYA,0,0,0,0,36,0,36
MADHYA PRADESH,KHARGONE,KASRAWAD,9,0,1,0,72,1,83
MADHYA PRADESH,KHARGONE,KHARGONE,0,0,0,5,101,0,106
MADHYA PRADESH,KHARGONE,MAHESHWAR,178,0,0,1,338,7,524
MADHYA PRADESH,KHARGONE,NIWALI,1,0,0,0,31,1,33
MADHYA PRADESH,KHARGONE,PANSEMAL,0,73,0,0,325,0,398
MADHYA PRADESH,KHARGONE,PATEE,0,0,0,0,222,0,222
MADHYA PRADESH,KHARGONE,RAJPUR,10,1,0,0,720,0,731
MADHYA PRADESH,KHARGONE,SEGAON,1,0,0,1,85,0,87
MADHYA PRADESH,KHARGONE,SENDHWA,0,0,0,1,267,0,268
MADHYA PRADESH,KHARGONE,THIKARI,26,0,0,0,73,0,99
MADHYA PRADESH,MANDLA,AMARPUR,1,0,0,0,0,0,1
MADHYA PRADESH,MANDLA,BAJANG,67,0,8,0,49,0,124
MADHYA PRADESH,MANDLA,BEEJADANDI,0,0,0,0,4,0,4
MADHYA PRADESH,MANDLA,BICHHIYA,0,0,0,0,6,0,6
MADHYA PRADESH,MANDLA,DINDORI,6,0,0,0,1,0,7
MADHYA PRADESH,MANDLA,GHUGHARI,30,0,0,0,0,0,30
MADHYA PRADESH,MANDLA,KARANJIYA,1,0,0,0,0,0,1
MADHYA PRADESH,MANDLA,MANDLA,2,0,0,0,31,0,33
MADHYA PRADESH,MANDLA,MAWAI,0,0,0,0,4,0,4
MADHYA PRADESH,MANDLA,MEHADWANI,0,0,0,0,2,0,2
MADHYA PRADESH,MANDLA,MOHGAON,1,0,0,0,5,0,6
MADHYA PRADESH,MANDLA,MOWAS,2,0,0,0,2,0,4
MADHYA PRADESH,MANDLA,NAINPUR,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MANDLA,NARAYANGANJ,2,0,0,0,0,0,2
MADHYA PRADESH,MANDLA,SAMNAPUR,6,0,0,0,6,0,12
MADHYA PRADESH,MANDLA,SHAHPURA,4,0,0,0,1,0,5
MADHYA PRADESH,MANDSAUR,BHANPURA,0,0,0,7,17,0,24
MADHYA PRADESH,MANDSAUR,GAROTH,4,0,0,45,48,0,97
MADHYA PRADESH,MANDSAUR,JAWAD,8,0,1,20,87,0,116
MADHYA PRADESH,MANDSAUR,MALHARGARH,0,0,0,6,7,0,13
MADHYA PRADESH,MANDSAUR,MANASA,3,0,0,198,227,0,428
MADHYA PRADESH,MANDSAUR,MANDSAUR,12,0,0,7,0,0,19
MADHYA PRADESH,MANDSAUR,NEEMACH,0,0,0,3,121,0,124
MADHYA PRADESH,MANDSAUR,SITAMAU,0,0,0,0,1,0,1
MADHYA PRADESH,MORENA,AMBAH,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,JAURA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,KAILARAS,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,KARAHAL,0,4,4,1,9,0,18
MADHYA PRADESH,MORENA,MORENA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,PAHARGARH,10,0,0,0,0,0,10
MADHYA PRADESH,MORENA,PAROSA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,SABALGARH,2,0,0,0,0,0,2
MADHYA PRADESH,MORENA,SHEOPUR KALAN,117,0,0,40,117,313,587
MADHYA PRADESH,MORENA,VIJAIPUR,555,0,0,0,0,0,555
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,1,0,1,0,1,0,3
