-----
{
 "description": "The table refers to block wise distribution of surface flow schemes by type. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.5.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by its type for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.5.csv"
}
-----
State,District,Block,Flow schemes - Storage,Flow schemes - Permanent Diversion,Flow schemes - Temporary Diversion,Flow schemes - Water Circulation,Total
MADHYA PRADESH,KHARGONE,NIWALI,27,6,0,0,33
MADHYA PRADESH,KHARGONE,PANSEMAL,167,89,142,0,398
MADHYA PRADESH,KHARGONE,PATEE,136,20,65,1,222
MADHYA PRADESH,KHARGONE,RAJPUR,578,32,119,2,731
MADHYA PRADESH,KHARGONE,SEGAON,3,9,75,0,87
MADHYA PRADESH,KHARGONE,SENDHWA,55,58,137,18,268
MADHYA PRADESH,KHARGONE,THIKARI,66,28,5,0,99
MADHYA PRADESH,MANDLA,AMARPUR,1,0,0,0,1
MADHYA PRADESH,MANDLA,BAJANG,17,13,54,40,124
MADHYA PRADESH,MANDLA,BEEJADANDI,4,0,0,0,4
MADHYA PRADESH,MANDLA,BICHHIYA,0,6,0,0,6
MADHYA PRADESH,MANDLA,DINDORI,2,0,1,4,7
MADHYA PRADESH,MANDLA,GHUGHARI,30,0,0,0,30
MADHYA PRADESH,MANDLA,KARANJIYA,1,0,0,0,1
MADHYA PRADESH,MANDLA,MANDLA,11,16,6,0,33
MADHYA PRADESH,MANDLA,MAWAI,0,1,3,0,4
MADHYA PRADESH,MANDLA,MEHADWANI,0,2,0,0,2
MADHYA PRADESH,MANDLA,MOHGAON,1,0,5,0,6
MADHYA PRADESH,MANDLA,MOWAS,1,1,0,2,4
MADHYA PRADESH,MANDLA,NAINPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,MANDLA,NARAYANGANJ,2,0,0,0,2
MADHYA PRADESH,MANDLA,SAMNAPUR,0,5,7,0,12
MADHYA PRADESH,MANDLA,SHAHPURA,2,1,2,0,5
MADHYA PRADESH,MANDSAUR,BHANPURA,0,0,0,24,24
MADHYA PRADESH,MANDSAUR,GAROTH,85,1,11,0,97
MADHYA PRADESH,MANDSAUR,JAWAD,13,4,99,0,116
MADHYA PRADESH,MANDSAUR,MALHARGARH,10,3,0,0,13
MADHYA PRADESH,MANDSAUR,MANASA,323,60,44,1,428
MADHYA PRADESH,MANDSAUR,MANDSAUR,2,6,4,7,19
MADHYA PRADESH,MANDSAUR,NEEMACH,109,15,0,0,124
MADHYA PRADESH,MANDSAUR,SITAMAU,1,0,0,0,1
MADHYA PRADESH,MORENA,AMBAH,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,JAURA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,KAILARAS,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,KARAHAL,2,0,16,0,18
MADHYA PRADESH,MORENA,MORENA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,PAHARGARH,10,0,0,0,10
MADHYA PRADESH,MORENA,PAROSA,NA,NA,NA,NA,NA
MADHYA PRADESH,MORENA,SABALGARH,1,0,0,1,2
MADHYA PRADESH,MORENA,SHEOPUR KALAN,140,213,219,15,587
MADHYA PRADESH,MORENA,VIJAIPUR,555,0,0,0,555
MADHYA PRADESH,NARSIMHAPUR,BABAICHICHALI,3,0,0,0,3
MADHYA PRADESH,NARSIMHAPUR,CHANWARPATHA,23,13,28,0,64
MADHYA PRADESH,NARSIMHAPUR,GOTEGAON,77,4,6,0,87
MADHYA PRADESH,NARSIMHAPUR,KARELI,57,4,3,0,64
MADHYA PRADESH,NARSIMHAPUR,NARSINGHPUR,5,1,0,0,6
MADHYA PRADESH,NARSIMHAPUR,SAINKHEDA,4,7,5,0,16
MADHYA PRADESH,PANNA,AJAIGARH,1,8,9,0,18
MADHYA PRADESH,PANNA,GUNNAUR,17,1,0,0,18
MADHYA PRADESH,PANNA,PANNA,30,0,1,0,31
MADHYA PRADESH,PANNA,PAWAI,11,0,4,2,17
MADHYA PRADESH,PANNA,SHAHNAGAR,11,1,0,0,12
MADHYA PRADESH,RAIGARH,BAGEECHA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,CHARGHODA,924,28,101,51,1104
MADHYA PRADESH,RAIGARH,DHARAMJAIGARH,308,35,177,102,622
MADHYA PRADESH,RAIGARH,DULDHLA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,JASHPURNAGAR,76,1,0,0,77
MADHYA PRADESH,RAIGARH,KANSABEL,8,0,1,0,9
MADHYA PRADESH,RAIGARH,KHARASIYA,103,3,7,25,138
MADHYA PRADESH,RAIGARH,KUNKURI,0,103,0,0,103
MADHYA PRADESH,RAIGARH,LALLUNGA,16,0,1,3,20
MADHYA PRADESH,RAIGARH,NANORA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,PATTHALGAON,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIGARH,PUSAUR,175,1,5,6,187
MADHYA PRADESH,RAIGARH,RAIGARH,204,240,35,89,568
MADHYA PRADESH,RAIGARH,SARANGARH,280,14,23,0,317
MADHYA PRADESH,RAIGARH,SARIYALENDHA,203,21,1,28,253
MADHYA PRADESH,RAIGARH,TAMNAR,428,81,168,53,730
MADHYA PRADESH,RAIGARH,TAPKARA,0,0,0,116,116
MADHYA PRADESH,RAIPUR,ABHANPUR,178,8,14,0,200
MADHYA PRADESH,RAIPUR,BAGBAHRA,57,0,4,20,81
MADHYA PRADESH,RAIPUR,BASNA,358,0,0,0,358
MADHYA PRADESH,RAIPUR,BHATAPARA,21,3,9,0,33
MADHYA PRADESH,RAIPUR,BILAIGARH,68,13,26,23,130
MADHYA PRADESH,RAIPUR,CHANDKHURAI(ARANG),0,0,7,0,7
MADHYA PRADESH,RAIPUR,CHHURA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,DEOBHOG,5,0,0,6,11
MADHYA PRADESH,RAIPUR,DHAMTARI,1,82,0,0,83
MADHYA PRADESH,RAIPUR,GARIYABAND,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,KASDOL,44,2,5,0,51
MADHYA PRADESH,RAIPUR,KURUD,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,MAGARLOD,19,11,49,0,79
MADHYA PRADESH,RAIPUR,MAHASAMUND,32,21,7,2,62
MADHYA PRADESH,RAIPUR,MAINPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,RAIPUR,PALARI,15,0,0,0,15
MADHYA PRADESH,RAIPUR,PALARI(BALODABAZAR),88,64,3,101,256
MADHYA PRADESH,RAIPUR,PITHORA,161,3,12,5,181
MADHYA PRADESH,RAIPUR,RAIPUR(DHARSIWA),118,10,20,11,159
MADHYA PRADESH,RAIPUR,RAJIM,6,5,48,440,499
MADHYA PRADESH,RAIPUR,SARAIPALI,250,11,2,3,266
MADHYA PRADESH,RAIPUR,SIHAWA,224,1,4,27,256
MADHYA PRADESH,RAIPUR,SIMGA,52,4,9,0,65
MADHYA PRADESH,RAIPUR,TILDA,192,4,7,0,203
MADHYA PRADESH,RAISEN,BARELI,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,BEGAMGANJ,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,GAIRATGANJ,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,OBEDULLAHGANJ,73,0,0,0,73
MADHYA PRADESH,RAISEN,SANCHI,11,0,0,0,11
MADHYA PRADESH,RAISEN,SILWANI,NA,NA,NA,NA,NA
MADHYA PRADESH,RAISEN,UDAIPURA,0,0,9,0,9
MADHYA PRADESH,RAJGARH,BIAORA,30,0,0,0,30
MADHYA PRADESH,RAJGARH,JEERAPUR,0,0,1,0,1
MADHYA PRADESH,RAJGARH,KHILCHIPUR,11,0,0,0,11
MADHYA PRADESH,RAJGARH,NARASINGHGARH,4,0,0,0,4
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),26,0,0,0,26
MADHYA PRADESH,RAJGARH,RAJGARH,3,0,0,0,3
MADHYA PRADESH,RAJNANDGAON,BODLA,18,10,1,17,46
MADHYA PRADESH,RAJNANDGAON,CHAUKI,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,CHHUIKHANDAN,30,3,4,1,38
MADHYA PRADESH,RAJNANDGAON,CHHURIA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,6,1,0,0,7
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,9,15,8,0,32
MADHYA PRADESH,RAJNANDGAON,KAWARDHA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,68,15,2,0,85
MADHYA PRADESH,RAJNANDGAON,MANPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,MOHLA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,RAJNANDGAON,42,6,34,4,86
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,NA,NA,NA,NA,NA
MADHYA PRADESH,RATLAM,ALOT,19,2,12,0,33
MADHYA PRADESH,RATLAM,BAJNA,222,72,24,2,320
MADHYA PRADESH,RATLAM,JAWRA,82,15,0,2,99
MADHYA PRADESH,RATLAM,PIPLODA,67,3,1,2,73
MADHYA PRADESH,RATLAM,RATLAM,195,69,9,22,295
MADHYA PRADESH,RATLAM,SAILANA,209,5,21,0,235
MADHYA PRADESH,REWA,GANGEO,2,1,2,0,5
MADHYA PRADESH,REWA,HANUMANA,57,102,232,8,399
MADHYA PRADESH,REWA,JAWA,NA,NA,NA,NA,NA
MADHYA PRADESH,REWA,MAUGANJ,17,0,0,4,21
MADHYA PRADESH,REWA,NAIGARHI,3,1,7,0,11
MADHYA PRADESH,REWA,RAIPUR,8,2,34,0,44
MADHYA PRADESH,REWA,REWA,NA,NA,NA,NA,NA
MADHYA PRADESH,REWA,SIRMAUR,9,17,2,0,28
MADHYA PRADESH,REWA,TYONTHAR,3,5,0,0,8
MADHYA PRADESH,SAGAR,BANDA,156,0,0,0,156
MADHYA PRADESH,SAGAR,BEENA,NA,NA,NA,NA,NA
MADHYA PRADESH,SAGAR,DEORI,2,59,11,0,72
MADHYA PRADESH,SAGAR,JAISINAGAR,33,11,0,0,44
MADHYA PRADESH,SAGAR,KESALI,28,11,55,0,94
MADHYA PRADESH,SAGAR,KHURAI,36,0,0,0,36
MADHYA PRADESH,SAGAR,MALTHON,11,0,26,0,37
MADHYA PRADESH,SAGAR,RAHATGARH,2,0,111,0,113
MADHYA PRADESH,SAGAR,REHALI,25,6,18,0,49
MADHYA PRADESH,SAGAR,SAGAR,420,70,145,0,635
MADHYA PRADESH,SAGAR,SHAHGARH,3,0,0,0,3
MADHYA PRADESH,SATNA,AMARPATAN,162,35,59,2,258
MADHYA PRADESH,SATNA,CHITRAKOOT,9,5,2,0,16
MADHYA PRADESH,SATNA,MAIHAR,4,1,5,0,10
MADHYA PRADESH,SATNA,NAGOD,3,10,0,0,13
MADHYA PRADESH,SATNA,RAMNAGAR,61,20,15,0,96
MADHYA PRADESH,SATNA,RAMPUR,2,1,1,2,6
MADHYA PRADESH,SATNA,SATNA,NA,NA,NA,NA,NA
MADHYA PRADESH,SATNA,UNCHEHARA,12,3,9,0,24
MADHYA PRADESH,SEHORE,AASHTA,18,0,0,0,18
MADHYA PRADESH,SEHORE,BUDANI,5,0,0,0,5
MADHYA PRADESH,SEHORE,ICHHAWER,9,0,0,0,9
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,NA,NA,NA,NA,NA
MADHYA PRADESH,SEHORE,SIHORE,34,9,1,1,45
MADHYA PRADESH,SEONI,BARGHAT,378,3,2,96,479
MADHYA PRADESH,SEONI,CHHAPARA,69,3,1,0,73
MADHYA PRADESH,SEONI,DHANORA,12,13,6,0,31
MADHYA PRADESH,SEONI,KAHANAPUS,64,0,2,1,67
MADHYA PRADESH,SEONI,KEOLARI,50,1,1,0,52
MADHYA PRADESH,SEONI,KURAI,38,1,2,0,41
MADHYA PRADESH,SEONI,LAKHNADAUN,13,5,15,1,34
MADHYA PRADESH,SEONI,SEONI,27,0,2,1,30
MADHYA PRADESH,SHAHDOL,ANUPPUR,0,1,0,1,2
MADHYA PRADESH,SHAHDOL,BUDHAR,16,1,20,1,38
MADHYA PRADESH,SHAHDOL,BYOHARI,8,1,0,1,10
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,6,2,24,1,33
MADHYA PRADESH,SHAHDOL,JAITAHARI,5,6,2,15,28
MADHYA PRADESH,SHAHDOL,KOTAMA,1,0,0,2,3
MADHYA PRADESH,SHAHDOL,MANPUR,5,19,11,3,38
MADHYA PRADESH,SHAHDOL,PALEE-1,4,0,0,0,4
MADHYA PRADESH,SHAHDOL,PALEE-2,60,5,77,3,145
MADHYA PRADESH,SHAHDOL,PUSHPRAJGARH,23,22,30,0,75
MADHYA PRADESH,SHAHDOL,SOHAGPUR,36,53,113,47,249
MADHYA PRADESH,SHAHDOL,UMARIYA,1,0,20,1,22
MADHYA PRADESH,SHAJAPUR,AGAR,1,1,0,0,2
MADHYA PRADESH,SHAJAPUR,BAROD,75,14,0,1,90
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,102,41,110,0,253
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,16,0,0,0,16
MADHYA PRADESH,SHAJAPUR,NALKHEDA,381,93,8,45,527
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,3,0,2,0,5
MADHYA PRADESH,SHAJAPUR,SUJALPUR,266,89,1224,13,1592
MADHYA PRADESH,SHAJAPUR,SUSNER,152,62,0,0,214
MADHYA PRADESH,SHIVPURI,BADARWAS,1,6,21,0,28
MADHYA PRADESH,SHIVPURI,KARERA,120,1,8,2,131
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,NA,NA,NA,NA,NA
MADHYA PRADESH,SHIVPURI,KOLARAS,83,0,0,0,83
MADHYA PRADESH,SHIVPURI,NARWAR,150,31,0,0,181
MADHYA PRADESH,SHIVPURI,PICHHORE,198,6,151,0,355
MADHYA PRADESH,SHIVPURI,POHARI,23,1,43,1,68
MADHYA PRADESH,SHIVPURI,SHIVPURI,36,4,24,0,64
MADHYA PRADESH,SIDHI,BAIDHAN,0,9,4,2,15
MADHYA PRADESH,SIDHI,CHITRANGI,21,4,18,1,44
MADHYA PRADESH,SIDHI,DEOSAR,20,10,0,0,30
MADHYA PRADESH,SIDHI,KUSAMI,1,12,6,0,19
MADHYA PRADESH,SIDHI,MAJHAULI,5,3,4,2,14
MADHYA PRADESH,SIDHI,RAMPURNEKIN,NA,NA,NA,NA,NA
MADHYA PRADESH,SIDHI,SIDHI,11,7,0,8,26
MADHYA PRADESH,SIDHI,SIHAWAL,4,0,2,1,7
MADHYA PRADESH,SURGUJA,AMBIKAPUR,0,1,0,0,1
MADHYA PRADESH,SURGUJA,BADRAFNAGAR,242,62,9,0,313
MADHYA PRADESH,SURGUJA,BAIKUNTHPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,BALRAMPUR,13,0,0,0,13
MADHYA PRADESH,SURGUJA,BATOLI,50,91,87,0,228
MADHYA PRADESH,SURGUJA,BHAIYATHAN,210,48,0,0,258
MADHYA PRADESH,SURGUJA,BHARATPUR,170,292,53,30,545
MADHYA PRADESH,SURGUJA,KHARGAWAN,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,KUSAMI,259,223,271,0,753
MADHYA PRADESH,SURGUJA,LAKHANPUR,89,0,0,0,89
MADHYA PRADESH,SURGUJA,LUNDRA,171,0,102,0,273
MADHYA PRADESH,SURGUJA,MAINPAT,413,0,94,0,507
MADHYA PRADESH,SURGUJA,MANENDRAGARH,318,151,204,0,673
MADHYA PRADESH,SURGUJA,ODAGI,130,92,622,6,850
MADHYA PRADESH,SURGUJA,PRATAPPUR,319,27,311,64,721
MADHYA PRADESH,SURGUJA,PREMNAGAR,277,98,0,0,375
MADHYA PRADESH,SURGUJA,RAJPUR,19,44,124,85,272
MADHYA PRADESH,SURGUJA,RAMANUJNAGAR,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,RAMCHANDRAPUR,69,0,0,0,69
MADHYA PRADESH,SURGUJA,SHANKARGARH,175,0,0,0,175
MADHYA PRADESH,SURGUJA,SITAPUR,325,0,41,0,366
MADHYA PRADESH,SURGUJA,SONHAT,54,4,20,15,93
MADHYA PRADESH,SURGUJA,SURAJPUR,644,17,0,0,661
MADHYA PRADESH,SURGUJA,UDAYPUR,34,121,150,0,305
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,NA,NA,NA,NA,NA
MADHYA PRADESH,TIKAMGARH,JATARA,105,0,10,5,120
MADHYA PRADESH,TIKAMGARH,NIWARI,72,0,0,1,73
MADHYA PRADESH,TIKAMGARH,PALERA,349,0,0,0,349
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,278,0,0,0,278
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,61,20,0,0,81
MADHYA PRADESH,UJJAIN,BADNAGAR,1,0,17,0,18
MADHYA PRADESH,UJJAIN,GHATIYA,NA,NA,NA,NA,NA
MADHYA PRADESH,UJJAIN,KHACHRAUD,98,0,25,0,123
MADHYA PRADESH,UJJAIN,MAHIDPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,UJJAIN,TARANA,2,42,0,0,44
MADHYA PRADESH,UJJAIN,UJJAIN,315,0,0,0,315
MADHYA PRADESH,VIDISHA,BASODA,2,0,0,0,2
MADHYA PRADESH,VIDISHA,GYARASPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,KURWAI,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,LATERI,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,NATERAN,7,0,2,0,9
MADHYA PRADESH,VIDISHA,SIRONJ,1,0,0,0,1
MADHYA PRADESH,VIDISHA,VIDISHA,NA,NA,NA,NA,NA
MAHARASHTRA,,,NA,NA,NA,NA,NA
MANIPUR,BISHNUPUR,BISHNUPUR,0,10,0,0,10
MANIPUR,BISHNUPUR,MOIRANG,0,2,0,0,2
MANIPUR,CHANDEL,CHAKPIKARONG,2,1,0,0,3
MANIPUR,CHANDEL,CHANDEL,3,3,0,0,6
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,0,26,5,0,31
MANIPUR,CHURACHANDPUR,HENGLEP,0,7,4,0,11
MANIPUR,CHURACHANDPUR,SINGHAT,0,13,7,0,20
MANIPUR,CHURACHANDPUR,THANGLON,0,8,2,0,10
MANIPUR,IMPHAL,HAORANGSABAL(I-W),0,11,0,0,11
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),0,3,0,0,3
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),0,12,0,0,12
MANIPUR,IMPHAL,WAQNGOI(I-W),NA,NA,NA,NA,NA
MANIPUR,SENAPATI,KANGPOKPI,0,16,1,0,17
MANIPUR,SENAPATI,PAOMATA,0,4,1,0,5
MANIPUR,SENAPATI,PURUL,NA,NA,NA,NA,NA
MANIPUR,SENAPATI,SAIKHUL,0,9,0,0,9
MANIPUR,SENAPATI,TADUBI,0,1,0,0,1
MANIPUR,TAMENGLONG,NUNGBA,0,6,14,0,20
MANIPUR,TAMENGLONG,TAMEI,0,6,1,0,7
MANIPUR,TAMENGLONG,TAMENGLONG,0,9,1,0,10
MANIPUR,THOUBAL,KAKCHING,1,2,0,0,3
MANIPUR,THOUBAL,THOUBAL,0,20,0,0,20
MANIPUR,UKHRUL,CHINGAI,0,9,0,0,9
MANIPUR,UKHRUL,KAMJONG,0,1,0,0,1
MANIPUR,UKHRUL,PHUNGYAR,0,8,0,0,8
MANIPUR,UKHRUL,UKHRUL,0,11,0,0,11
MEGHALAYA,EAST GARO HILLS,DAMBO RONGJENG,1,11,213,0,225
MEGHALAYA,EAST GARO HILLS,RESU-BELPARA,75,83,299,7,464
MEGHALAYA,EAST GARO HILLS,SAMANDA.,33,43,43,0,119
MEGHALAYA,EAST GARO HILLS,SONGSAK,9,98,100,0,207
MEGHALAYA,EAST KHASI HILLS,MAWKYNREW,5,7,571,6,589
MEGHALAYA,EAST KHASI HILLS,MAWPHLANG,52,135,320,0,507
MEGHALAYA,EAST KHASI HILLS,MAWRYNGKNENG,18,133,336,43,530
MEGHALAYA,EAST KHASI HILLS,MAWSYNRAM,12,11,8,0,31
MEGHALAYA,EAST KHASI HILLS,MYLLIEM,9,10,509,6,534
MEGHALAYA,EAST KHASI HILLS,PYNURSLA,11,33,618,16,678
MEGHALAYA,EAST KHASI HILLS,SHELLA BHOLAGANGH,0,9,148,1,158
MEGHALAYA,JAINTIA HILLS,AMLAREM,19,114,305,121,559
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,179,115,229,17,540
MEGHALAYA,JAINTIA HILLS,LASKEIN,49,63,233,173,518
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,128,457,432,18,1035
MEGHALAYA,RI BHOI DISTRICT,UMLING  C&D BLOCK,46,282,1713,0,2041
MEGHALAYA,RI BHOI DISTRICT,UMSNING C&D BLOCK,2,285,1925,1,2213
MEGHALAYA,SOUTH GARO HILLS,BAGHMARA,5,0,40,0,45
MEGHALAYA,SOUTH GARO HILLS,CHOKPOT,0,1,26,0,27
MEGHALAYA,SOUTH GARO HILLS,RONGRA,3,1,11,0,15
MEGHALAYA,WEST GARO HILLS,BETASING,49,45,19,0,113
MEGHALAYA,WEST GARO HILLS,DADENGGIRI,1,39,0,0,40
MEGHALAYA,WEST GARO HILLS,DALUS,13,5,185,13,216
MEGHALAYA,WEST GARO HILLS,RONGRAM,12,10,22,0,44
MEGHALAYA,WEST GARO HILLS,SELSELLA,9,2,44,32,87
MEGHALAYA,WEST GARO HILLS,TIKKIRKILLA,0,47,0,0,47
MEGHALAYA,WEST GARO HILLS,ZIKZAK,14,4,14,5,37
MEGHALAYA,WEST KHASI HILLS,MAIRANG,1,95,530,1,627
MEGHALAYA,WEST KHASI HILLS,MAWKYRWAT,2,19,169,2,192
MEGHALAYA,WEST KHASI HILLS,MAWSHYNRUT,11,88,538,28,665
MEGHALAYA,WEST KHASI HILLS,NONGSTOIN,17,279,741,0,1037
MEGHALAYA,WEST KHASI HILLS,RANIKOR,18,2,99,5,124
MIZORAM,AIZAWL,AIBAWK,0,0,116,0,116
MIZORAM,AIZAWL,DARLAWN,0,0,71,0,71
MIZORAM,AIZAWL,KHAWZAWL,1,53,1222,0,1276
MIZORAM,AIZAWL,LUNGDAR 'E',1,136,804,0,941
MIZORAM,AIZAWL,NGOPA,1,208,152,0,361
MIZORAM,AIZAWL,PHAILENG 'W',0,0,67,0,67
MIZORAM,AIZAWL,REIEK,18,28,14,0,60
MIZORAM,AIZAWL,SERCHHIP,0,11,543,0,554
MIZORAM,AIZAWL,THINGDAWL,1,5,214,0,220
MIZORAM,AIZAWL,THINGSULTHLIAH,1,74,97,0,172
MIZORAM,AIZAWL,TLANGNUAM,32,9,28,0,69
MIZORAM,AIZAWL,ZAWLNUAM,0,1,39,0,40
MIZORAM,CHHIMTUIPUI,CHAWNGTE,0,0,9,0,9
MIZORAM,CHHIMTUIPUI,LAWNGTLAI,0,21,11,0,32
MIZORAM,CHHIMTUIPUI,SANGAU,0,21,7,0,28
MIZORAM,CHHIMTUIPUI,TUIPANG,0,0,125,0,125
MIZORAM,LUNGLEI,BUNGHMUN,0,0,42,0,42
MIZORAM,LUNGLEI,HNAHTHIAL,0,0,153,0,153
MIZORAM,LUNGLEI,LUNGLEI,0,17,178,0,195
MIZORAM,LUNGLEI,LUNGSEN,0,0,244,0,244
MIZORAM,LUNGLEI,VILL1,NA,NA,NA,NA,NA
NAGALAND,KOHIMA,JALUKIE,0,25,957,0,982
NAGALAND,KOHIMA,KOHIMA,0,1,805,0,806
NAGALAND,KOHIMA,KUHUBOTO,0,0,354,0,354
NAGALAND,KOHIMA,MEDZIPHEMA,0,0,312,0,312
NAGALAND,KOHIMA,TSEMINYU,0,0,304,0,304
NAGALAND,MOKOKCHUNG,CHANGTONGYA,0,20,834,0,854
NAGALAND,MOKOKCHUNG,MANGOLEMBA,0,71,329,0,400
NAGALAND,MOKOKCHUNG,ONGPANGKONG,1,0,558,1,560
NAGALAND,MON,CHEN,0,0,154,0,154
NAGALAND,MON,MON,0,0,418,0,418
NAGALAND,MON,TOBU,0,0,115,0,115
NAGALAND,MON,WAKCHING,0,0,98,0,98
NAGALAND,PHEK,KIKRUMA,2,80,2568,0,2650
NAGALAND,PHEK,MELURI,0,0,373,0,373
NAGALAND,PHEK,PHEK,0,0,1026,0,1026
NAGALAND,TUENSANG,KIPHIRE,0,0,413,0,413
NAGALAND,TUENSANG,LONGKHIM,4,175,305,0,484
NAGALAND,TUENSANG,LONGLENG,0,8,188,0,196
NAGALAND,TUENSANG,NOKLAK,0,3,416,1,420
NAGALAND,TUENSANG,SANGSANGYU,0,13,351,0,364
NAGALAND,TUENSANG,SHAMATOR,0,79,251,0,330
NAGALAND,TUENSANG,SITIMI,0,100,131,0,231
NAGALAND,WOKHA,BAGHTY,1,172,728,0,901
NAGALAND,WOKHA,WOKHA,1,100,259,0,360
NAGALAND,ZUNHEBOTO,AKULUTO,0,469,1,0,470
NAGALAND,ZUNHEBOTO,GHATASHI,0,89,0,0,89
NAGALAND,ZUNHEBOTO,TOKIYE,0,132,0,0,132
NAGALAND,ZUNHEBOTO,ZUNHEBOTO,6,255,2,0,263
ORISSA,ANGUL,ANUGUL,23,6,2,0,31
ORISSA,ANGUL,ATHAMALLICK,21,5,8,0,34
ORISSA,ANGUL,BANANPULA,7,0,1,0,8
ORISSA,ANGUL,CHHENDIAPADA,29,14,7,1,51
ORISSA,ANGUL,KANIHA,4,3,0,0,7
ORISSA,ANGUL,KISONAGAR,12,8,4,0,24
ORISSA,ANGUL,PALALAHARA,41,2,4,1,48
ORISSA,ANGUL,TALCHER,2,0,5,1,8
ORISSA,BALASORE,BAHANAGA,0,2,0,0,2
ORISSA,BALASORE,BALASORE,3,0,0,0,3
ORISSA,BALASORE,BALIPAL,NA,NA,NA,NA,NA
ORISSA,BALASORE,BASTA,0,5,0,0,5
ORISSA,BALASORE,BHOGARAI,NA,NA,NA,NA,NA
ORISSA,BALASORE,JALESWAR,0,0,17,0,17
ORISSA,BALASORE,JILGIRI,44,2,0,1,47
ORISSA,BALASORE,KHAIRA,11,0,1,1,13
ORISSA,BALASORE,OUPADA,5,3,1,1,10
ORISSA,BALASORE,REMUNA,2,0,0,0,2
ORISSA,BALASORE,SIMULIA,NA,NA,NA,NA,NA
ORISSA,BALASORE,SORO,0,2,1,0,3
ORISSA,BARAGARH,AMBABHANA,109,7,0,6,122
ORISSA,BARAGARH,ATABIRA,80,3,0,2,85
ORISSA,BARAGARH,BARAGARH,28,6,0,35,69
ORISSA,BARAGARH,BARAPALI,127,3,0,1,131
ORISSA,BARAGARH,BHATALI,216,39,1,12,268
ORISSA,BARAGARH,BHENDENI,105,0,1,0,106
ORISSA,BARAGARH,BIJEPUR,65,1,0,0,66
ORISSA,BARAGARH,GAISILAT,591,2,0,0,593
ORISSA,BARAGARH,JHARABANDHA,217,35,0,1,253
ORISSA,BARAGARH,PADMAPUR,503,13,3,0,519
ORISSA,BARAGARH,PAIKMAL,153,3,12,0,168
ORISSA,BARAGARH,SOHELA,113,4,0,10,127
ORISSA,BHADRAK,BASUDEVPUR,1,1,0,1,3
ORISSA,BHADRAK,BHADRAK,1,0,3,0,4
ORISSA,BHADRAK,BHANDARIPOKHARI,NA,NA,NA,NA,NA
