-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to source of finance . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.6.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to source of Finance for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.6.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to horse power of lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.9.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Horse Power of Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.9.csv"
}
-----
"State","District","Block","Horse Power (0-6)","Horse Power (6 - 12)","Horse Power (12 - 18)","Horse Power (Above 18)","Total"
"KERALA","KOLLAM","KOTTARAKKARA",NA,NA,NA,NA,NA
"KERALA","KOLLAM","MUKHATHALA",NA,NA,NA,NA,NA
"KERALA","KOLLAM","OCHIRA",NA,NA,NA,NA,NA
"KERALA","KOLLAM","PARAVOOR",NA,NA,NA,NA,NA
"KERALA","KOLLAM","PATHANAPURAM",NA,NA,NA,NA,NA
"KERALA","KOLLAM","PUNALOOR",NA,NA,NA,NA,NA
"KERALA","KOLLAM","SASTHAMCOTTA",0,1,1,0,2
"KERALA","KOLLAM","VETTIKKAVALA",1,0,0,0,1
"KERALA","KOTTAYAM","CHANGANASSERY",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","CHENGANNUR",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","ERATTUPETTAH",0,5,0,0,5
"KERALA","KOTTAYAM","ETTUMANOOR",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","KADUTHURUTHY",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","KANJIRAPPALLY",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","KOTTAYAM",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","LALAM",0,1,0,0,1
"KERALA","KOTTAYAM","MADAPPALLY",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","MAVELIKKARA",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","PALA",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","PALLAM",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","PAMPADY",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","UZHVOOR",0,5,0,0,5
"KERALA","KOTTAYAM","VAIKOM",NA,NA,NA,NA,NA
"KERALA","KOTTAYAM","VAZHOOR",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","BALUSSERY",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","CHELANNUR",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","KODUVALLY",1,0,0,0,1
"KERALA","KOZHIKODE","KOZHIKODE",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","KOZHIKODE",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","KUNNAMANGALAM",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","KUNNUMMEL",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","MELADI",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","PANTHALAYANI",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","PERAMBRA",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","QUILANDY",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","THODANNUR",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","THUNERI",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","VADAGARA",NA,NA,NA,NA,NA
"KERALA","KOZHIKODE","VADAKARA",0,1,0,0,1
"KERALA","MALAPPURAM","ANDATHODU",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","AREEKODE",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","KONDOTTY",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","KUTTIPPURAM",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","MALAPPURAM",4,0,0,0,4
"KERALA","MALAPPURAM","MALAPPURAM",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","MANJERI",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","MANKADA",4,1,0,0,5
"KERALA","MALAPPURAM","NILAMBOOR",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","PERUNTHALMANNA",4,0,0,0,4
"KERALA","MALAPPURAM","PERUNTHALMANNA",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","PONNANI",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","PONNANI",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","THANNUR",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","THIROOR",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","THIRURANGADI",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","TIRUR",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","VENGARA",NA,NA,NA,NA,NA
"KERALA","MALAPPURAM","WANDOOR",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","ALATHUR",8,2,0,0,10
"KERALA","PALAKKAD","ATTAPPADY",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","CHITTUR",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","CHITTUR THATHAMANGAL",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","KOLLENGODE",4,0,0,0,4
"KERALA","PALAKKAD","KUZHALMANNAM",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","MALAMPUZHA",4,1,0,0,5
"KERALA","PALAKKAD","MANNARKKAD",1,0,0,0,1
"KERALA","PALAKKAD","NEMMARA",8,0,0,0,8
"KERALA","PALAKKAD","OTTAPPALAM",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","OTTAPPALAM",0,1,0,0,1
"KERALA","PALAKKAD","PALAKKAD",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","PALAKKAD",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","PATTAMBI",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","SHORANNUR",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","SREEKRISHNAPURAM",NA,NA,NA,NA,NA
"KERALA","PALAKKAD","THRITHALA",NA,NA,NA,NA,NA
"KERALA","PATHANAMTHITTA","ADOOR",NA,NA,NA,NA,NA
"KERALA","PATHANAMTHITTA","ELALTHUR",NA,NA,NA,NA,NA
"KERALA","PATHANAMTHITTA","KOIPURAM",1,0,0,0,1
"KERALA","PATHANAMTHITTA","KONNI",NA,NA,NA,NA,NA
"KERALA","PATHANAMTHITTA","KULANADA",NA,NA,NA,NA,NA
"KERALA","PATHANAMTHITTA","MALLAPPALLY",NA,NA,NA,NA,NA
"KERALA","PATHANAMTHITTA","PANDALAM",NA,NA,NA,NA,NA
"KERALA","PATHANAMTHITTA","PARAKODE",NA,NA,NA,NA,NA
"KERALA","PATHANAMTHITTA","PATHANMTHITTA",NA,NA,NA,NA,NA
"KERALA","PATHANAMTHITTA","PULIKEEZHU",NA,NA,NA,NA,NA
"KERALA","PATHANAMTHITTA","RANNI",8,0,0,0,8
"KERALA","PATHANAMTHITTA","THIRUVALLA",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","ATHIYANNOR",1,0,0,0,1
"KERALA","THIRUVANANTHAPURAM","ATTINGAL",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","CHIRAYINKEEZHU",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","KAZHAKUTTOM",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","KILIMANNOR",4,0,0,0,4
"KERALA","THIRUVANANTHAPURAM","NEDUMANGAD",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","NEDUMANGADU",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","NEMOM",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","NEYYATTINKARA",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","PARASSALLA",1,0,0,0,1
"KERALA","THIRUVANANTHAPURAM","PERUMKADAVILA",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","THIRUVANANTHAPURAM",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","THIRUVANANTHAPURAM-R",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","VAMANAPURAM",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","VARKALA",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","VARKKALA",NA,NA,NA,NA,NA
"KERALA","THIRUVANANTHAPURAM","VELLANADU",NA,NA,NA,NA,NA
"KERALA","THRISSUR","ANTHIKKAD",NA,NA,NA,NA,NA
"KERALA","THRISSUR","CHALAKKUDI",NA,NA,NA,NA,NA
"KERALA","THRISSUR","CHALAKUDY",NA,NA,NA,NA,NA
"KERALA","THRISSUR","CHAVAKKAD",NA,NA,NA,NA,NA
"KERALA","THRISSUR","CHAWAKKAD",NA,NA,NA,NA,NA
"KERALA","THRISSUR","CHERPU",NA,NA,NA,NA,NA
"KERALA","THRISSUR","CHOWANNUR",NA,NA,NA,NA,NA
"KERALA","THRISSUR","GURUVAYUR",NA,NA,NA,NA,NA
"KERALA","THRISSUR","IRINGALAKKUDA",NA,NA,NA,NA,NA
"KERALA","THRISSUR","IRRINJALAKUDA",NA,NA,NA,NA,NA
"KERALA","THRISSUR","KODAKARA",NA,NA,NA,NA,NA
"KERALA","THRISSUR","KODUNGALLOOR",NA,NA,NA,NA,NA
"KERALA","THRISSUR","KODUNGALLUR",NA,NA,NA,NA,NA
"KERALA","THRISSUR","KUNNAMKULAM",NA,NA,NA,NA,NA
"KERALA","THRISSUR","MALA",NA,NA,NA,NA,NA
"KERALA","THRISSUR","MATHILAKAM",NA,NA,NA,NA,NA
"KERALA","THRISSUR","MULLASSERY",NA,NA,NA,NA,NA
"KERALA","THRISSUR","OLLUKKARA",NA,NA,NA,NA,NA
"KERALA","THRISSUR","PAZHAYANNUR",1,0,0,0,1
"KERALA","THRISSUR","PUZHAKKAL",NA,NA,NA,NA,NA
"KERALA","THRISSUR","THALIKUALAM",NA,NA,NA,NA,NA
"KERALA","THRISSUR","THRISSUR",NA,NA,NA,NA,NA
"KERALA","THRISSUR","VADAKKANCHERRY",NA,NA,NA,NA,NA
"KERALA","THRISSUR","VILLANGALLUR",NA,NA,NA,NA,NA
"KERALA","WAYANAD","KALPETTA",NA,NA,NA,NA,NA
"KERALA","WAYANAD","MANANTHAVADI",NA,NA,NA,NA,NA
"KERALA","WAYANAD","SULTHANBATHERY",NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT","BAIHAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT","BALAGHAT",NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT","BIRSA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT","KATANGI",1,0,0,0,1
"MADHYA PRADESH","BALAGHAT","KHAIRLANJI",NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT","KIRNAPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT","LALBARRA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT","LANJI",NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT","PARASWADA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BALAGHAT","WARASEONI",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","ABHJHMAND",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","ANTAGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","BADERAJPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","BAKAWAND",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","BASTANAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","BASTAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","BHAIRAMGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","BHANUPRATAPPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","BHOPALPATNAM",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","BIJAPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","CHARAMA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","CHHINDGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","DANTEWARA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","DARBHA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","DURGKONDAL",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","FARASGAON",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","GEEDAM",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","HSOOR",1,0,0,0,1
"MADHYA PRADESH","BASTAR","JAGDALPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","KANKER",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","KATEKALYAN",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","KESHKAL",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","KONDAGAON",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","KONTA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","KOYALIBEDA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","KUAKONDA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","LOHANDIGURA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","MAKADI",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","NARAYANPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","BASTAR","SARONA (NARHARPUR)",1,0,0,0,1
"MADHYA PRADESH","BASTAR","SUKUMA",0,0,0,2,2
"MADHYA PRADESH","BASTAR","TOKAPAL",NA,NA,NA,NA,NA
"MADHYA PRADESH","BETUL","AAMLA",61,1,0,0,62
"MADHYA PRADESH","BETUL","AATHNER",1,2,0,0,3
"MADHYA PRADESH","BETUL","BETUL",88,3,0,0,91
"MADHYA PRADESH","BETUL","BHAINSDEHI",2,4,0,0,6
"MADHYA PRADESH","BETUL","BHEEMPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","BETUL","CHICHOLI",4,3,0,0,7
"MADHYA PRADESH","BETUL","GHODADONGRI",13,0,0,0,13
"MADHYA PRADESH","BETUL","MULTAI",11,6,0,0,17
"MADHYA PRADESH","BETUL","PRABHATPATTANAM",47,7,0,0,54
"MADHYA PRADESH","BETUL","SHAHPUR",0,1,0,0,1
"MADHYA PRADESH","BHIND","ATER",NA,NA,NA,NA,NA
"MADHYA PRADESH","BHIND","BHIND",20,0,0,1,21
"MADHYA PRADESH","BHIND","GOHAD",5,0,0,0,5
"MADHYA PRADESH","BHIND","LAHAR",3,0,0,0,3
"MADHYA PRADESH","BHIND","MEHGAON",41,0,0,0,41
"MADHYA PRADESH","BHIND","MITONA (RAUN)",52,0,0,0,52
"MADHYA PRADESH","BHOPAL","BERASIYA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BHOPAL","PHANDA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","AKALTARA",21,0,0,0,21
"MADHYA PRADESH","BILASPUR","BALAUDA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","BILHA",27,0,0,1,28
"MADHYA PRADESH","BILASPUR","CHANPA",0,1,0,0,1
"MADHYA PRADESH","BILASPUR","DABHARA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","GORELLA-1",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","GORELLA-2",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","JALJAIPUR",159,14,0,0,173
"MADHYA PRADESH","BILASPUR","KARTALA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","KATHGHORA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","KORBA",9,0,0,0,9
"MADHYA PRADESH","BILASPUR","KOTA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","LORMI",54,3,0,0,57
"MADHYA PRADESH","BILASPUR","MALKHARAUDA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","MARWAHI",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","MASTURI",6,12,0,0,18
"MADHYA PRADESH","BILASPUR","MUNGELI",64,19,0,0,83
"MADHYA PRADESH","BILASPUR","NAWAGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","PALI",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","PAMGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","PANDARIYA",47,9,1,1,58
"MADHYA PRADESH","BILASPUR","PATHARIYA",27,0,0,0,27
"MADHYA PRADESH","BILASPUR","PONDI-APRORA",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","SAKTI",NA,NA,NA,NA,NA
"MADHYA PRADESH","BILASPUR","TAKHATPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","CHHATARPUR","BADAMALHARA",NA,NA,NA,NA,NA
"MADHYA PRADESH","CHHATARPUR","BAKSWAHA",0,1,0,0,1
"MADHYA PRADESH","CHHATARPUR","BIJAWAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","CHHATARPUR","CHHATARPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","CHHATARPUR","GAURIHAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","CHHATARPUR","LAUNDI",NA,NA,NA,NA,NA
"MADHYA PRADESH","CHHATARPUR","NAUGAON",NA,NA,NA,NA,NA
"MADHYA PRADESH","CHHATARPUR","RAJNAGAR",184,7,20,2,213
"MADHYA PRADESH","CHHINDWARA","AMARWADA",40,0,0,0,40
"MADHYA PRADESH","CHHINDWARA","BICHHIYA",NA,NA,NA,NA,NA
"MADHYA PRADESH","CHHINDWARA","CHAURAI",556,58,0,1,615
"MADHYA PRADESH","CHHINDWARA","CHHINDWARA",816,45,0,0,861
"MADHYA PRADESH","CHHINDWARA","HARRAI",NA,NA,NA,NA,NA
"MADHYA PRADESH","CHHINDWARA","JAMAIE",4,6,0,0,10
"MADHYA PRADESH","CHHINDWARA","MOHKHED",2,4,0,0,6
"MADHYA PRADESH","CHHINDWARA","PANDHURNA",0,6,0,0,6
"MADHYA PRADESH","CHHINDWARA","PARASIYA",318,25,0,0,343
"MADHYA PRADESH","CHHINDWARA","SAUNSAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","CHHINDWARA","TAMIYA",NA,NA,NA,NA,NA
"MADHYA PRADESH","DAMOH","DAMOH",NA,NA,NA,NA,NA
"MADHYA PRADESH","DAMOH","HATA",81,19,0,0,100
"MADHYA PRADESH","DAMOH","JABERA",28,3,0,0,31
"MADHYA PRADESH","DAMOH","PATERA",0,2,0,0,2
"MADHYA PRADESH","DAMOH","PATHARIYA",6,1,0,0,7
"MADHYA PRADESH","DAMOH","PATIYAGARH",80,0,0,0,80
"MADHYA PRADESH","DAMOH","TENDUKHEDA",NA,NA,NA,NA,NA
"MADHYA PRADESH","DATIA","DATIA",NA,NA,NA,NA,NA
"MADHYA PRADESH","DATIA","SEONDHA",NA,NA,NA,NA,NA
"MADHYA PRADESH","DEWAS","BAGALI",363,57,0,0,420
"MADHYA PRADESH","DEWAS","DEWAS",511,10,0,2,523
"MADHYA PRADESH","DEWAS","KANNAUD",4,1,0,0,5
"MADHYA PRADESH","DEWAS","KHATEGAON",50,0,0,0,50
"MADHYA PRADESH","DEWAS","SONKACHH",32,0,0,0,32
"MADHYA PRADESH","DEWAS","TONK KHURD",NA,NA,NA,NA,NA
"MADHYA PRADESH","DHAR","BADNAWAR",25,35,0,0,60
"MADHYA PRADESH","DHAR","BAKANER",NA,NA,NA,NA,NA
"MADHYA PRADESH","DHAR","BANDH",1,0,0,0,1
"MADHYA PRADESH","DHAR","DAHEE",5,0,0,0,5
"MADHYA PRADESH","DHAR","DHAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","DHAR","DHARAMPURI",1,0,0,0,1
"MADHYA PRADESH","DHAR","GANDHWANI",161,0,0,0,161
"MADHYA PRADESH","DHAR","KUKSHI",7,7,0,0,14
"MADHYA PRADESH","DHAR","MANAWAR",43,73,0,0,116
"MADHYA PRADESH","DHAR","NALCHHA",NA,NA,NA,NA,NA
"MADHYA PRADESH","DHAR","NISARPUR",8,29,9,0,46
"MADHYA PRADESH","DHAR","SARDARPUR",3,41,0,0,44
"MADHYA PRADESH","DHAR","TIRLA",NA,NA,NA,NA,NA
"MADHYA PRADESH","DURG","BALOD",1,2,0,0,3
"MADHYA PRADESH","DURG","BEMETARA",0,9,0,0,9
"MADHYA PRADESH","DURG","BERLA",18,0,6,0,24
"MADHYA PRADESH","DURG","DHAMDA",7,0,0,0,7
"MADHYA PRADESH","DURG","DONDI",1,0,0,0,1
"MADHYA PRADESH","DURG","DONDILOHARA",3,0,0,0,3
"MADHYA PRADESH","DURG","DURG",38,2,0,0,40
"MADHYA PRADESH","DURG","GUNDARDEHI",13,0,0,0,13
"MADHYA PRADESH","DURG","GURUR",4,0,0,0,4
"MADHYA PRADESH","DURG","NAWAGARH",12,3,0,0,15
"MADHYA PRADESH","DURG","PATAN",2,0,0,0,2
"MADHYA PRADESH","DURG","SAJA",21,5,0,0,26
"MADHYA PRADESH","GUNA","ARON",9,0,0,0,9
"MADHYA PRADESH","GUNA","ASHOKNAGAR",22,0,0,0,22
"MADHYA PRADESH","GUNA","BAGHOGARH",16,0,0,0,16
"MADHYA PRADESH","GUNA","BAMORI",318,0,0,0,318
"MADHYA PRADESH","GUNA","CHACHAUDA",20,0,0,0,20
"MADHYA PRADESH","GUNA","CHANDERI",NA,NA,NA,NA,NA
"MADHYA PRADESH","GUNA","GUNA",NA,NA,NA,NA,NA
"MADHYA PRADESH","GUNA","ISAGARH",70,0,0,0,70
"MADHYA PRADESH","GUNA","MUNGAOLI",8,0,0,0,8
"MADHYA PRADESH","GWALIOR","BHANDER",2,0,0,0,2
"MADHYA PRADESH","GWALIOR","BHITARWAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","GWALIOR","DABRA",NA,NA,NA,NA,NA
"MADHYA PRADESH","GWALIOR","GHATI GAON",45,0,0,0,45
"MADHYA PRADESH","GWALIOR","MORAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","HOSHANGABAD","BABAI",0,2,0,4,6
"MADHYA PRADESH","HOSHANGABAD","BANKHEDI",0,9,1,5,15
"MADHYA PRADESH","HOSHANGABAD","HARDA",3,2,0,0,5
"MADHYA PRADESH","HOSHANGABAD","HOSHNAGABAD",16,8,0,0,24
"MADHYA PRADESH","HOSHANGABAD","KESALI",12,0,0,0,12
"MADHYA PRADESH","HOSHANGABAD","KHIRAKIYA",26,10,0,0,36
"MADHYA PRADESH","HOSHANGABAD","PIPARIA",6,5,4,6,21
"MADHYA PRADESH","HOSHANGABAD","SEONI MALWA",0,1,0,0,1
"MADHYA PRADESH","HOSHANGABAD","SOHAGPUR",1,6,0,16,23
"MADHYA PRADESH","HOSHANGABAD","TIMARNI",NA,NA,NA,NA,NA
"MADHYA PRADESH","INDORE","DEPALPUR",14,0,0,0,14
"MADHYA PRADESH","INDORE","INDORE",240,78,0,0,318
"MADHYA PRADESH","INDORE","MHOW",536,117,0,0,653
"MADHYA PRADESH","INDORE","SANWER",NA,NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","BADWARA",11,4,0,0,15
"MADHYA PRADESH","JABALPUR","BAMHORIBAND",73,0,0,0,73
"MADHYA PRADESH","JABALPUR","BARGI",17,3,0,0,20
"MADHYA PRADESH","JABALPUR","DHIMARKHEDA",NA,NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","KATNI",NA,NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","KUNDAM",NA,NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","MAJHAULI",0,0,0,2,2
"MADHYA PRADESH","JABALPUR","PANAGARH",3,11,0,0,14
"MADHYA PRADESH","JABALPUR","PATAN",5,25,0,9,39
"MADHYA PRADESH","JABALPUR","RITHI",NA,NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","SHAHPURA",330,3,11,4,348
"MADHYA PRADESH","JABALPUR","SIHORA",NA,NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","VIJAYRAGHOGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","ALIRAJPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","BHAWRA",NA,NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","JHABUA",NA,NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","JOBAT",NA,NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","KANTHIWADA",NA,NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","MEGHNAGAR",NA,NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","PETALAWAD",14,28,0,0,42
"MADHYA PRADESH","JHABUA","RAMA",NA,NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","RANAPUR",NA,NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","SONDWA",NA,NA,NA,NA,NA
"MADHYA PRADESH","JHABUA","THANDLA",2,9,0,0,11
"MADHYA PRADESH","JHABUA","UDAIGARH",NA,NA,NA,NA,NA
"MADHYA PRADESH","KHANDWA","BALDEE",0,1,0,0,1
"MADHYA PRADESH","KHANDWA","BURHANPUR",29,255,74,7,365
"MADHYA PRADESH","KHANDWA","CHHAIGAON MAKHAN",84,50,1,0,135
"MADHYA PRADESH","KHANDWA","HARSUD",1,155,0,0,156
"MADHYA PRADESH","KHANDWA","KHAKNER",22,144,28,1,195
"MADHYA PRADESH","KHANDWA","KHALWA",0,25,3,0,28
"MADHYA PRADESH","KHANDWA","KHANDWA",13,35,0,0,48
"MADHYA PRADESH","KHANDWA","PANDHANA",5,27,1,1,34
"MADHYA PRADESH","KHANDWA","PUNASA",NA,NA,NA,NA,NA
"MADHYA PRADESH","KHARGONE","BADWAH",159,325,0,1,485
"MADHYA PRADESH","KHARGONE","BADWANI",21,172,0,0,193
"MADHYA PRADESH","KHARGONE","BHAGWANPURA",NA,NA,NA,NA,NA
"MADHYA PRADESH","KHARGONE","BHEEKANGAON",26,18,0,0,44
"MADHYA PRADESH","KHARGONE","GOGAWAN",2,3,0,0,5
"MADHYA PRADESH","KHARGONE","JHIRANYA",NA,NA,NA,NA,NA
"MADHYA PRADESH","KHARGONE","KASRAWAD",39,14,0,0,53
"MADHYA PRADESH","KHARGONE","KHARGONE",13,24,0,0,37
"MADHYA PRADESH","KHARGONE","MAHESHWAR",24,110,0,0,134
"MADHYA PRADESH","KHARGONE","NIWALI",1,3,0,0,4
"MADHYA PRADESH","KHARGONE","PANSEMAL",2,0,0,0,2
"MADHYA PRADESH","KHARGONE","PATEE",NA,NA,NA,NA,NA
"MADHYA PRADESH","KHARGONE","RAJPUR",28,72,0,0,100
"MADHYA PRADESH","KHARGONE","SEGAON",1,7,0,0,8
"MADHYA PRADESH","KHARGONE","SENDHWA",NA,NA,NA,NA,NA
"MADHYA PRADESH","KHARGONE","THIKARI",14,135,1,0,150
