-----
{
 "description": "This dataset represents the requirement and availability of major fertilizer products like DAP, MAP, MOP, TSP, NPK, and UREA State-wise and month-wise in the year 2012-13(April-2012 to March-2013).", 
 "file_name": "Statewise_and_Monthwise_Requirement_and_Availability.xls", 
 "title": "Download XLS for Requirement And Availability Of Major Fertilizers In The Year 2012-13", 
 "url": "http://data.gov.in/sites/default/files/Statewise_and_Monthwise_Requirement_and_Availability.xls"
}
-----
"Year","Month","Product","State","Requirement(in 000'MTS)","Availability(in 000'MTS)"
"2012-13","August","NPK","Manipur",0.0,0.0
"2012-13","August","TSP","Manipur",0.0,0.0
"2012-13","August","UREA","Manipur",6500.0,0.0
"2012-13","August","DAP","Megalaya",700.0,0.0
"2012-13","August","MAP","Megalaya",0.0,0.0
"2012-13","August","MOP","Megalaya",50.0,0.0
"2012-13","August","NPK","Megalaya",0.0,0.0
"2012-13","August","TSP","Megalaya",0.0,0.0
"2012-13","August","UREA","Megalaya",1100.0,1160.0
"2012-13","August","DAP","Mizoram",1000.0,0.0
"2012-13","August","MAP","Mizoram",0.0,0.0
"2012-13","August","MOP","Mizoram",1400.0,0.0
"2012-13","August","NPK","Mizoram",0.0,0.0
"2012-13","August","TSP","Mizoram",0.0,0.0
"2012-13","August","UREA","Mizoram",1600.0,0.0
"2012-13","August","DAP","Nagaland",78.0,0.0
"2012-13","August","MAP","Nagaland",0.0,0.0
"2012-13","August","MOP","Nagaland",40.0,0.0
"2012-13","August","NPK","Nagaland",27.0,0.0
"2012-13","August","TSP","Nagaland",0.0,0.0
"2012-13","August","UREA","Nagaland",165.0,0.0
"2012-13","August","DAP","Odisha",43350.0,16934.65
"2012-13","August","MAP","Odisha",0.0,0.0
"2012-13","August","MOP","Odisha",26580.0,10624.8
"2012-13","August","NPK","Odisha",43335.0,23725.45
"2012-13","August","TSP","Odisha",0.0,0.0
"2012-13","August","UREA","Odisha",140440.0,16523.247
"2012-13","August","DAP","Pondicherry",800.0,0.0
"2012-13","August","MAP","Pondicherry",0.0,0.0
"2012-13","August","MOP","Pondicherry",1000.0,0.0
"2012-13","August","NPK","Pondicherry",1595.0,607.85
"2012-13","August","TSP","Pondicherry",0.0,0.0
"2012-13","August","UREA","Pondicherry",1900.0,0.0
"2012-13","August","DAP","Punjab",100000.0,13188.5
"2012-13","August","MAP","Punjab",0.0,1221.45
"2012-13","August","MOP","Punjab",7500.0,3571.9
"2012-13","August","NPK","Punjab",10000.0,7683.35
"2012-13","August","TSP","Punjab",0.0,3355.3
"2012-13","August","UREA","Punjab",100000.0,3301.35
"2012-13","August","DAP","Rajasthan",55000.0,9481.4
"2012-13","August","MAP","Rajasthan",0.0,0.0
"2012-13","August","MOP","Rajasthan",5000.0,1482.0
"2012-13","August","NPK","Rajasthan",16200.0,3300.15
"2012-13","August","TSP","Rajasthan",0.0,3526.25
"2012-13","August","UREA","Rajasthan",180000.0,14624.074
"2012-13","August","DAP","Sikkim",0.0,0.0
"2012-13","August","MAP","Sikkim",0.0,0.0
"2012-13","August","MOP","Sikkim",0.0,0.0
"2012-13","August","NPK","Sikkim",0.0,0.0
"2012-13","August","TSP","Sikkim",0.0,0.0
"2012-13","August","UREA","Sikkim",0.0,0.0
"2012-13","August","DAP","Tamil Nadu",50000.0,6434.75
"2012-13","August","MAP","Tamil Nadu",0.0,0.0
"2012-13","August","MOP","Tamil Nadu",38000.0,14620.95
"2012-13","August","NPK","Tamil Nadu",60100.0,88957.4
"2012-13","August","TSP","Tamil Nadu",0.0,0.0
"2012-13","August","UREA","Tamil Nadu",80000.0,43.9
"2012-13","August","DAP","Tripura",448.0,0.0
"2012-13","August","MAP","Tripura",0.0,0.0
"2012-13","August","MOP","Tripura",0.0,0.0
"2012-13","August","NPK","Tripura",0.0,0.0
"2012-13","August","TSP","Tripura",0.0,0.0
"2012-13","August","UREA","Tripura",3458.0,1581.55
"2012-13","August","DAP","Uttar Pradesh",250000.0,47815.42
"2012-13","August","MAP","Uttar Pradesh",0.0,0.0
"2012-13","August","MOP","Uttar Pradesh",30000.0,24261.0
"2012-13","August","NPK","Uttar Pradesh",120000.0,83263.15
"2012-13","August","TSP","Uttar Pradesh",0.0,16125.25
"2012-13","August","UREA","Uttar Pradesh",600000.0,53103.95
"2012-13","August","DAP","Uttaranchal",2500.0,1726.9
"2012-13","August","MAP","Uttaranchal",0.0,0.0
"2012-13","August","MOP","Uttaranchal",0.0,0.0
"2012-13","August","NPK","Uttaranchal",0.0,2130.95
"2012-13","August","TSP","Uttaranchal",0.0,0.0
"2012-13","August","UREA","Uttaranchal",25000.0,7972.6
"2012-13","August","DAP","West Bengal",47700.0,16699.94
"2012-13","August","MAP","West Bengal",0.0,-8.5
"2012-13","August","MOP","West Bengal",29850.0,32760.95
"2012-13","August","NPK","West Bengal",83150.0,74121.85
"2012-13","August","TSP","West Bengal",0.0,7377.55
"2012-13","August","UREA","West Bengal",109200.0,31097.589
"2012-13","September","DAP","Andaman & Nicobar",70.0,500.0
"2012-13","September","MAP","Andaman & Nicobar",0.0,0.0
"2012-13","September","MOP","Andaman & Nicobar",50.0,0.0
"2012-13","September","NPK","Andaman & Nicobar",45.0,0.0
"2012-13","September","TSP","Andaman & Nicobar",0.0,0.0
"2012-13","September","UREA","Andaman & Nicobar",50.0,0.0
"2012-13","September","DAP","Andhra Pradesh",100000.0,106511.0
"2012-13","September","MAP","Andhra Pradesh",0.0,17.85
"2012-13","September","MOP","Andhra Pradesh",95000.0,36488.31
"2012-13","September","NPK","Andhra Pradesh",205000.0,117240.583
"2012-13","September","TSP","Andhra Pradesh",0.0,0.0
"2012-13","September","UREA","Andhra Pradesh",400000.0,12107.8
"2012-13","September","DAP","Arunachal Pradesh",10.0,0.0
"2012-13","September","MAP","Arunachal Pradesh",0.0,0.0
"2012-13","September","MOP","Arunachal Pradesh",8.0,0.0
"2012-13","September","NPK","Arunachal Pradesh",0.0,0.0
"2012-13","September","TSP","Arunachal Pradesh",0.0,0.0
"2012-13","September","UREA","Arunachal Pradesh",80.0,0.0
"2012-13","September","DAP","Assam",3250.0,1952.05
"2012-13","September","MAP","Assam",0.0,0.0
"2012-13","September","MOP","Assam",7800.0,8224.5
"2012-13","September","NPK","Assam",975.0,1793.3
"2012-13","September","TSP","Assam",0.0,0.0
"2012-13","September","UREA","Assam",18850.0,3569.1
"2012-13","September","DAP","Bihar",20000.0,45775.5
"2012-13","September","MAP","Bihar",0.0,71.65
"2012-13","September","MOP","Bihar",10000.0,7993.3
"2012-13","September","NPK","Bihar",15000.0,22904.95
"2012-13","September","TSP","Bihar",0.0,7673.75
"2012-13","September","UREA","Bihar",210000.0,10839.3
"2012-13","September","DAP","Chandigarh",0.0,0.0
"2012-13","September","MAP","Chandigarh",0.0,0.0
"2012-13","September","MOP","Chandigarh",0.0,0.0
"2012-13","September","NPK","Chandigarh",0.0,0.0
"2012-13","September","TSP","Chandigarh",0.0,0.0
"2012-13","September","UREA","Chandigarh",0.0,0.0
"2012-13","September","DAP","Chattishgarh",10840.0,19348.45
"2012-13","September","MAP","Chattishgarh",0.0,0.0
"2012-13","September","MOP","Chattishgarh",4000.0,3997.45
"2012-13","September","NPK","Chattishgarh",5000.0,9257.45
"2012-13","September","TSP","Chattishgarh",0.0,3858.25
"2012-13","September","UREA","Chattishgarh",50000.0,2072.9
"2012-13","September","DAP","Dadra & Nagar Haveli",20.0,12.25
"2012-13","September","MAP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","September","MOP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","September","NPK","Dadra & Nagar Haveli",0.0,0.0
"2012-13","September","TSP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","September","UREA","Dadra & Nagar Haveli",50.0,18.0
"2012-13","September","DAP","Daman & Diu",10.0,0.0
"2012-13","September","MAP","Daman & Diu",0.0,0.0
"2012-13","September","MOP","Daman & Diu",0.0,0.0
"2012-13","September","NPK","Daman & Diu",0.0,0.0
"2012-13","September","TSP","Daman & Diu",0.0,0.0
"2012-13","September","UREA","Daman & Diu",20.0,0.0
"2012-13","September","DAP","Delhi",200.0,0.0
"2012-13","September","MAP","Delhi",0.0,0.0
"2012-13","September","MOP","Delhi",50.0,0.0
"2012-13","September","NPK","Delhi",0.0,0.0
"2012-13","September","TSP","Delhi",0.0,0.0
"2012-13","September","UREA","Delhi",200.0,0.0
"2012-13","September","DAP","Goa",100.0,0.0
"2012-13","September","MAP","Goa",0.0,0.0
"2012-13","September","MOP","Goa",200.0,0.0
"2012-13","September","NPK","Goa",580.0,0.0
"2012-13","September","TSP","Goa",0.0,0.0
"2012-13","September","UREA","Goa",800.0,127.75
"2012-13","September","DAP","Gujarat",70000.0,33750.828
"2012-13","September","MAP","Gujarat",0.0,0.0
"2012-13","September","MOP","Gujarat",16000.0,1007.55
"2012-13","September","NPK","Gujarat",27000.0,40202.35
"2012-13","September","TSP","Gujarat",0.0,6313.85
"2012-13","September","UREA","Gujarat",220000.0,16396.975
"2012-13","September","DAP","Harayana",95000.0,10559.8
"2012-13","September","MAP","Harayana",0.0,0.0
"2012-13","September","MOP","Harayana",5000.0,7121.8
"2012-13","September","NPK","Harayana",10000.0,7149.3
"2012-13","September","TSP","Harayana",0.0,0.0
"2012-13","September","UREA","Harayana",100000.0,3286.7
"2012-13","September","DAP","Himachal Pradesh",0.0,0.0
"2012-13","September","MAP","Himachal Pradesh",0.0,0.0
"2012-13","September","MOP","Himachal Pradesh",200.0,0.0
"2012-13","September","NPK","Himachal Pradesh",7500.0,69.5
"2012-13","September","TSP","Himachal Pradesh",0.0,0.0
"2012-13","September","UREA","Himachal Pradesh",0.0,128.85
"2012-13","September","DAP","Jammu & Kashmir",2500.0,3485.95
"2012-13","September","MAP","Jammu & Kashmir",0.0,0.0
"2012-13","September","MOP","Jammu & Kashmir",500.0,665.75
"2012-13","September","NPK","Jammu & Kashmir",0.0,0.0
"2012-13","September","TSP","Jammu & Kashmir",0.0,0.0
"2012-13","September","UREA","Jammu & Kashmir",5000.0,1380.95
"2012-13","September","DAP","Jharkhand",10000.0,8815.6
"2012-13","September","MAP","Jharkhand",0.0,0.0
"2012-13","September","MOP","Jharkhand",2500.0,0.0
"2012-13","September","NPK","Jharkhand",4300.0,3056.3
"2012-13","September","TSP","Jharkhand",0.0,0.0
"2012-13","September","UREA","Jharkhand",32000.0,477.0
"2012-13","September","DAP","Karnataka",80000.0,71641.472
"2012-13","September","MAP","Karnataka",0.0,20.2
"2012-13","September","MOP","Karnataka",70000.0,45568.497
"2012-13","September","NPK","Karnataka",179400.0,80438.954
"2012-13","September","TSP","Karnataka",0.0,11905.4
"2012-13","September","UREA","Karnataka",150000.0,4062.45
"2012-13","September","DAP","Kerala",3000.0,2152.05
"2012-13","September","MAP","Kerala",0.0,0.0
"2012-13","September","MOP","Kerala",12000.0,6576.211
"2012-13","September","NPK","Kerala",16000.0,19170.332
"2012-13","September","TSP","Kerala",0.0,3260.95
"2012-13","September","UREA","Kerala",14000.0,387.6
"2012-13","September","DAP","Lakshadeeep",0.0,0.0
"2012-13","September","MAP","Lakshadeeep",0.0,0.0
"2012-13","September","MOP","Lakshadeeep",0.0,0.0
"2012-13","September","NPK","Lakshadeeep",0.0,0.0
"2012-13","September","TSP","Lakshadeeep",0.0,0.0
"2012-13","September","UREA","Lakshadeeep",0.0,0.0
"2012-13","September","DAP","Madhya Pradesh",169000.0,98048.75
"2012-13","September","MAP","Madhya Pradesh",0.0,30.55
"2012-13","September","MOP","Madhya Pradesh",6030.0,20640.0
"2012-13","September","NPK","Madhya Pradesh",71483.0,20046.3
"2012-13","September","TSP","Madhya Pradesh",0.0,8443.85
"2012-13","September","UREA","Madhya Pradesh",179531.0,9035.35
"2012-13","September","DAP","Maharastra",210000.0,96055.59
"2012-13","September","MAP","Maharastra",0.0,62.3
"2012-13","September","MOP","Maharastra",55000.0,53012.85
"2012-13","September","NPK","Maharastra",151500.0,109606.63
"2012-13","September","TSP","Maharastra",0.0,16.2
"2012-13","September","UREA","Maharastra",210000.0,20264.18
"2012-13","September","DAP","Manipur",600.0,0.0
"2012-13","September","MAP","Manipur",0.0,0.0
"2012-13","September","MOP","Manipur",300.0,0.0
"2012-13","September","NPK","Manipur",0.0,0.0
"2012-13","September","TSP","Manipur",0.0,0.0
"2012-13","September","UREA","Manipur",3000.0,0.0
"2012-13","September","DAP","Megalaya",350.0,0.0
"2012-13","September","MAP","Megalaya",0.0,0.0
"2012-13","September","MOP","Megalaya",40.0,0.0
"2012-13","September","NPK","Megalaya",0.0,0.0
"2012-13","September","TSP","Megalaya",0.0,0.0
"2012-13","September","UREA","Megalaya",500.0,1200.0
"2012-13","September","DAP","Mizoram",950.0,0.0
"2012-13","September","MAP","Mizoram",0.0,0.0
"2012-13","September","MOP","Mizoram",700.0,0.0
"2012-13","September","NPK","Mizoram",0.0,0.0
"2012-13","September","TSP","Mizoram",0.0,0.0
"2012-13","September","UREA","Mizoram",1600.0,0.0
"2012-13","September","DAP","Nagaland",120.0,0.0
"2012-13","September","MAP","Nagaland",0.0,0.0
"2012-13","September","MOP","Nagaland",55.0,0.0
"2012-13","September","NPK","Nagaland",35.0,0.0
"2012-13","September","TSP","Nagaland",0.0,0.0
"2012-13","September","UREA","Nagaland",182.0,0.0
"2012-13","September","DAP","Odisha",25860.0,18360.55
"2012-13","September","MAP","Odisha",0.0,0.0
"2012-13","September","MOP","Odisha",20610.0,14734.8
"2012-13","September","NPK","Odisha",24040.0,23861.95
"2012-13","September","TSP","Odisha",0.0,0.0
"2012-13","September","UREA","Odisha",107860.0,14101.597
"2012-13","September","DAP","Pondicherry",1000.0,0.0
"2012-13","September","MAP","Pondicherry",0.0,0.0
"2012-13","September","MOP","Pondicherry",1000.0,240.0
"2012-13","September","NPK","Pondicherry",3280.0,1999.1
"2012-13","September","TSP","Pondicherry",0.0,0.0
"2012-13","September","UREA","Pondicherry",3000.0,0.0
"2012-13","September","DAP","Punjab",170000.0,13747.1
"2012-13","September","MAP","Punjab",0.0,39.65
"2012-13","September","MOP","Punjab",12500.0,7219.95
"2012-13","September","NPK","Punjab",10000.0,3089.15
"2012-13","September","TSP","Punjab",0.0,3355.3
"2012-13","September","UREA","Punjab",100000.0,5196.25
"2012-13","September","DAP","Rajasthan",123000.0,6549.64
"2012-13","September","MAP","Rajasthan",0.0,0.0
"2012-13","September","MOP","Rajasthan",7500.0,4953.85
"2012-13","September","NPK","Rajasthan",22000.0,830.85
"2012-13","September","TSP","Rajasthan",0.0,3526.25
"2012-13","September","UREA","Rajasthan",120000.0,11388.677
"2012-13","September","DAP","Sikkim",0.0,0.0
"2012-13","September","MAP","Sikkim",0.0,0.0
"2012-13","September","MOP","Sikkim",0.0,0.0
"2012-13","September","NPK","Sikkim",0.0,0.0
"2012-13","September","TSP","Sikkim",0.0,0.0
"2012-13","September","UREA","Sikkim",0.0,0.0
"2012-13","September","DAP","Tamil Nadu",57000.0,6232.4
"2012-13","September","MAP","Tamil Nadu",0.0,0.0
"2012-13","September","MOP","Tamil Nadu",46000.0,15275.65
"2012-13","September","NPK","Tamil Nadu",71300.0,71542.2
"2012-13","September","TSP","Tamil Nadu",0.0,0.0
"2012-13","September","UREA","Tamil Nadu",95000.0,1053.55
"2012-13","September","DAP","Tripura",504.0,0.0
"2012-13","September","MAP","Tripura",0.0,0.0
"2012-13","September","MOP","Tripura",0.0,-15.2
"2012-13","September","NPK","Tripura",0.0,0.0
"2012-13","September","TSP","Tripura",0.0,0.0
"2012-13","September","UREA","Tripura",2165.0,1006.75
"2012-13","September","DAP","Uttar Pradesh",160000.0,113433.3
"2012-13","September","MAP","Uttar Pradesh",0.0,0.0
"2012-13","September","MOP","Uttar Pradesh",10000.0,12467.95
"2012-13","September","NPK","Uttar Pradesh",130000.0,56071.4
"2012-13","September","TSP","Uttar Pradesh",0.0,16125.25
"2012-13","September","UREA","Uttar Pradesh",250000.0,34893.15
"2012-13","September","DAP","Uttaranchal",1000.0,543.45
"2012-13","September","MAP","Uttaranchal",0.0,0.0
"2012-13","September","MOP","Uttaranchal",0.0,0.0
"2012-13","September","NPK","Uttaranchal",0.0,2899.95
"2012-13","September","TSP","Uttaranchal",0.0,0.0
"2012-13","September","UREA","Uttaranchal",5000.0,2849.35
"2012-13","September","DAP","West Bengal",29500.0,43723.3
"2012-13","September","MAP","West Bengal",0.0,0.0
"2012-13","September","MOP","West Bengal",23100.0,29020.5
"2012-13","September","NPK","West Bengal",53200.0,64792.64
"2012-13","September","TSP","West Bengal",0.0,7377.55
"2012-13","September","UREA","West Bengal",82000.0,15554.485
"2012-13","October","DAP","Andaman & Nicobar",0.0,0.0
"2012-13","October","MAP","Andaman & Nicobar",0.0,0.0
"2012-13","October","MOP","Andaman & Nicobar",0.0,0.0
"2012-13","October","NPK","Andaman & Nicobar",0.0,0.0
"2012-13","October","TSP","Andaman & Nicobar",0.0,0.0
"2012-13","October","UREA","Andaman & Nicobar",0.0,0.0
"2012-13","October","DAP","Andhra Pradesh",100000.0,87696.05
"2012-13","October","MAP","Andhra Pradesh",0.0,17.85
"2012-13","October","MOP","Andhra Pradesh",75000.0,44384.11
"2012-13","October","NPK","Andhra Pradesh",150000.0,104307.848
"2012-13","October","TSP","Andhra Pradesh",0.0,0.0
"2012-13","October","UREA","Andhra Pradesh",300000.0,13489.485
"2012-13","October","DAP","Arunachal Pradesh",60.0,0.0
"2012-13","October","MAP","Arunachal Pradesh",0.0,0.0
"2012-13","October","MOP","Arunachal Pradesh",30.0,0.0
"2012-13","October","NPK","Arunachal Pradesh",0.0,0.0
"2012-13","October","TSP","Arunachal Pradesh",0.0,0.0
"2012-13","October","UREA","Arunachal Pradesh",50.0,0.0
"2012-13","October","DAP","Assam",3600.0,3218.6
"2012-13","October","MAP","Assam",0.0,0.0
"2012-13","October","MOP","Assam",8100.0,9788.05
"2012-13","October","NPK","Assam",1800.0,988.45
"2012-13","October","TSP","Assam",0.0,0.0
"2012-13","October","UREA","Assam",13000.0,270.85
"2012-13","October","DAP","Bihar",80000.0,78900.15
"2012-13","October","MAP","Bihar",0.0,71.65
"2012-13","October","MOP","Bihar",40000.0,9122.0
"2012-13","October","NPK","Bihar",40000.0,23988.3
"2012-13","October","TSP","Bihar",0.0,7673.75
"2012-13","October","UREA","Bihar",180000.0,11331.35
"2012-13","October","DAP","Chandigarh",0.0,0.0
"2012-13","October","MAP","Chandigarh",0.0,0.0
"2012-13","October","MOP","Chandigarh",0.0,0.0
"2012-13","October","NPK","Chandigarh",0.0,0.0
"2012-13","October","TSP","Chandigarh",0.0,0.0
"2012-13","October","UREA","Chandigarh",0.0,0.0
"2012-13","October","DAP","Chattishgarh",10000.0,23617.5
"2012-13","October","MAP","Chattishgarh",0.0,0.0
"2012-13","October","MOP","Chattishgarh",4000.0,7563.2
"2012-13","October","NPK","Chattishgarh",5000.0,5461.85
"2012-13","October","TSP","Chattishgarh",0.0,3858.25
"2012-13","October","UREA","Chattishgarh",20000.0,5482.7
"2012-13","October","DAP","Dadra & Nagar Haveli",70.0,11.8
"2012-13","October","MAP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","October","MOP","Dadra & Nagar Haveli",10.0,0.0
"2012-13","October","NPK","Dadra & Nagar Haveli",0.0,0.0
"2012-13","October","TSP","Dadra & Nagar Haveli",0.0,0.0
"2012-13","October","UREA","Dadra & Nagar Haveli",80.0,13.1
"2012-13","October","DAP","Daman & Diu",30.0,0.0
"2012-13","October","MAP","Daman & Diu",0.0,0.0
"2012-13","October","MOP","Daman & Diu",40.0,0.0
"2012-13","October","NPK","Daman & Diu",70.0,0.0
"2012-13","October","TSP","Daman & Diu",0.0,0.0
"2012-13","October","UREA","Daman & Diu",130.0,0.0
"2012-13","October","DAP","Delhi",1000.0,0.0
"2012-13","October","MAP","Delhi",0.0,0.0
"2012-13","October","MOP","Delhi",600.0,0.0
"2012-13","October","NPK","Delhi",800.0,0.0
"2012-13","October","TSP","Delhi",0.0,0.0
"2012-13","October","UREA","Delhi",1300.0,0.0
"2012-13","October","DAP","Goa",50.0,0.0
"2012-13","October","MAP","Goa",0.0,0.0
"2012-13","October","MOP","Goa",50.0,0.0
"2012-13","October","NPK","Goa",300.0,0.0
"2012-13","October","TSP","Goa",0.0,0.0
"2012-13","October","UREA","Goa",300.0,0.0
"2012-13","October","DAP","Gujarat",110000.0,44183.12
"2012-13","October","MAP","Gujarat",0.0,0.0
"2012-13","October","MOP","Gujarat",18000.0,3738.65
"2012-13","October","NPK","Gujarat",73700.0,46172.0
"2012-13","October","TSP","Gujarat",0.0,6313.85
"2012-13","October","UREA","Gujarat",220000.0,14057.74
"2012-13","October","DAP","Harayana",225000.0,34313.95
"2012-13","October","MAP","Harayana",0.0,0.0
"2012-13","October","MOP","Harayana",10000.0,2585.55
"2012-13","October","NPK","Harayana",15000.0,6191.05
"2012-13","October","TSP","Harayana",0.0,0.0
"2012-13","October","UREA","Harayana",250000.0,11628.9
"2012-13","October","DAP","Himachal Pradesh",0.0,0.0
"2012-13","October","MAP","Himachal Pradesh",0.0,0.0
"2012-13","October","MOP","Himachal Pradesh",0.0,0.0
"2012-13","October","NPK","Himachal Pradesh",7500.0,101.95
"2012-13","October","TSP","Himachal Pradesh",0.0,0.0
"2012-13","October","UREA","Himachal Pradesh",5000.0,62.2
"2012-13","October","DAP","Jammu & Kashmir",7790.0,981.4
"2012-13","October","MAP","Jammu & Kashmir",0.0,0.0
"2012-13","October","MOP","Jammu & Kashmir",4380.0,556.2
"2012-13","October","NPK","Jammu & Kashmir",0.0,0.0
"2012-13","October","TSP","Jammu & Kashmir",0.0,0.0
"2012-13","October","UREA","Jammu & Kashmir",13700.0,680.95
"2012-13","October","DAP","Jharkhand",11500.0,11827.7
"2012-13","October","MAP","Jharkhand",0.0,0.0
"2012-13","October","MOP","Jharkhand",2500.0,-0.15
"2012-13","October","NPK","Jharkhand",20000.0,2348.85
"2012-13","October","TSP","Jharkhand",0.0,0.0
"2012-13","October","UREA","Jharkhand",21250.0,1184.05
"2012-13","October","DAP","Karnataka",60000.0,60561.868
"2012-13","October","MAP","Karnataka",0.0,20.2
"2012-13","October","MOP","Karnataka",60000.0,40379.25
"2012-13","October","NPK","Karnataka",125000.0,74922.324
"2012-13","October","TSP","Karnataka",0.0,11905.4
"2012-13","October","UREA","Karnataka",140000.0,8058.196
"2012-13","October","DAP","Kerala",7000.0,1568.2
"2012-13","October","MAP","Kerala",0.0,0.0
"2012-13","October","MOP","Kerala",25000.0,7574.044
"2012-13","October","NPK","Kerala",40000.0,15283.81
"2012-13","October","TSP","Kerala",0.0,3260.95
"2012-13","October","UREA","Kerala",26000.0,693.4
"2012-13","October","DAP","Lakshadeeep",0.0,0.0
"2012-13","October","MAP","Lakshadeeep",0.0,0.0
"2012-13","October","MOP","Lakshadeeep",0.0,0.0
"2012-13","October","NPK","Lakshadeeep",0.0,0.0
"2012-13","October","TSP","Lakshadeeep",0.0,0.0
"2012-13","October","UREA","Lakshadeeep",0.0,0.0
"2012-13","October","DAP","Madhya Pradesh",223790.0,119655.35
"2012-13","October","MAP","Madhya Pradesh",0.0,30.55
"2012-13","October","MOP","Madhya Pradesh",21520.0,14996.35
"2012-13","October","NPK","Madhya Pradesh",89460.0,26261.1
"2012-13","October","TSP","Madhya Pradesh",0.0,8443.85
"2012-13","October","UREA","Madhya Pradesh",240990.0,15920.5
"2012-13","October","DAP","Maharastra",86000.0,89952.34
"2012-13","October","MAP","Maharastra",0.0,54.5
"2012-13","October","MOP","Maharastra",48000.0,85582.5
"2012-13","October","NPK","Maharastra",205000.0,82062.9
"2012-13","October","TSP","Maharastra",0.0,0.0
"2012-13","October","UREA","Maharastra",195000.0,12460.83
"2012-13","October","DAP","Manipur",1000.0,0.0
"2012-13","October","MAP","Manipur",0.0,0.0
"2012-13","October","MOP","Manipur",600.0,0.0
"2012-13","October","NPK","Manipur",0.0,0.0
"2012-13","October","TSP","Manipur",0.0,0.0
"2012-13","October","UREA","Manipur",1550.0,0.0
"2012-13","October","DAP","Megalaya",300.0,0.0
"2012-13","October","MAP","Megalaya",0.0,0.0
"2012-13","October","MOP","Megalaya",30.0,0.0
"2012-13","October","NPK","Megalaya",0.0,0.0
"2012-13","October","TSP","Megalaya",0.0,0.0
"2012-13","October","UREA","Megalaya",200.0,0.0
"2012-13","October","DAP","Mizoram",80.0,0.0
"2012-13","October","MAP","Mizoram",0.0,0.0
"2012-13","October","MOP","Mizoram",120.0,0.0
"2012-13","October","NPK","Mizoram",0.0,0.0
"2012-13","October","TSP","Mizoram",0.0,0.0
"2012-13","October","UREA","Mizoram",290.0,0.0
"2012-13","October","DAP","Nagaland",140.0,0.0
"2012-13","October","MAP","Nagaland",0.0,0.0
"2012-13","October","MOP","Nagaland",100.0,0.0
"2012-13","October","NPK","Nagaland",40.0,0.0
"2012-13","October","TSP","Nagaland",0.0,0.0
"2012-13","October","UREA","Nagaland",200.0,0.0
"2012-13","October","DAP","Odisha",10000.0,11668.05
"2012-13","October","MAP","Odisha",0.0,0.0
"2012-13","October","MOP","Odisha",15000.0,14013.0
"2012-13","October","NPK","Odisha",8500.0,21948.45
"2012-13","October","TSP","Odisha",0.0,0.0
"2012-13","October","UREA","Odisha",40000.0,5998.947
"2012-13","October","DAP","Pondicherry",500.0,0.0
"2012-13","October","MAP","Pondicherry",0.0,0.0
"2012-13","October","MOP","Pondicherry",1000.0,0.0
"2012-13","October","NPK","Pondicherry",1850.0,929.75
"2012-13","October","TSP","Pondicherry",0.0,0.0
"2012-13","October","UREA","Pondicherry",2000.0,0.0
"2012-13","October","DAP","Punjab",230000.0,29164.35
"2012-13","October","MAP","Punjab",0.0,0.0
"2012-13","October","MOP","Punjab",15000.0,9585.65
"2012-13","October","NPK","Punjab",35000.0,1574.85
"2012-13","October","TSP","Punjab",0.0,3355.3
"2012-13","October","UREA","Punjab",300000.0,1315.85
"2012-13","October","DAP","Rajasthan",112360.0,12070.152
"2012-13","October","MAP","Rajasthan",0.0,0.0
"2012-13","October","MOP","Rajasthan",4970.0,4402.56
"2012-13","October","NPK","Rajasthan",34490.0,1478.85
"2012-13","October","TSP","Rajasthan",0.0,3526.25
"2012-13","October","UREA","Rajasthan",177100.0,964.097
"2012-13","October","DAP","Sikkim",0.0,0.0
"2012-13","October","MAP","Sikkim",0.0,0.0
"2012-13","October","MOP","Sikkim",0.0,0.0
"2012-13","October","NPK","Sikkim",0.0,0.0
"2012-13","October","TSP","Sikkim",0.0,0.0
"2012-13","October","UREA","Sikkim",0.0,0.0
"2012-13","October","DAP","Tamil Nadu",70000.0,12344.15
"2012-13","October","MAP","Tamil Nadu",0.0,0.0
"2012-13","October","MOP","Tamil Nadu",84000.0,12932.85
"2012-13","October","NPK","Tamil Nadu",90760.0,19489.25
"2012-13","October","TSP","Tamil Nadu",0.0,0.0
"2012-13","October","UREA","Tamil Nadu",173000.0,1458.6
"2012-13","October","DAP","Tripura",340.0,0.0
"2012-13","October","MAP","Tripura",0.0,0.0
"2012-13","October","MOP","Tripura",2660.0,0.0
"2012-13","October","NPK","Tripura",0.0,0.0
"2012-13","October","TSP","Tripura",0.0,0.0
"2012-13","October","UREA","Tripura",9170.0,10.0
"2012-13","October","DAP","Uttar Pradesh",400000.0,161745.7
"2012-13","October","MAP","Uttar Pradesh",0.0,0.0
"2012-13","October","MOP","Uttar Pradesh",65000.0,6559.15
"2012-13","October","NPK","Uttar Pradesh",175000.0,41441.2
"2012-13","October","TSP","Uttar Pradesh",0.0,16125.25
"2012-13","October","UREA","Uttar Pradesh",500000.0,42903.35
"2012-13","October","DAP","Uttaranchal",1500.0,3249.3
"2012-13","October","MAP","Uttaranchal",0.0,0.0
"2012-13","October","MOP","Uttaranchal",2000.0,0.0
