-----
{
 "description": "The table refers to Block wise Distribution of Surface Lift Schemes (on Tank/Pond) in use and their Potential Created and Utilized according to Public and Private. The report has been sourced from 3rd census of minor irrigation scheme (2000-01) from Ministry of Water Resources.", 
 "file_name": "srfcliftdistr5.19.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Lift Schemes (on Tank/Pond) in use and their Potential Created and Utilized according to Public and Private", 
 "url": "http://data.gov.in/sites/default/files/srfcliftdistr5.19.csv"
}
-----
STATENAME,DISTNAME,BLOCKNAME,No. in use - Public,No. in use - Private,No. in use - Total,Potential created (Ha) - Public,Potential created (Ha) - Private,Potential created (Ha) - Total,Potential utilised (Ha) - Public,Potential utilised (Ha) - Private,Potential utilised (Ha) - Total
BIHAR,KATIHAR,HASANGANJ,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR,KADWA,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR,KORHA,0,0,0,0,0,0,0,0,0
BIHAR,KATIHAR,MANSAHI,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,ALAULI,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,CHAUTHAM,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,KHAGARIA,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,MANSI,0,0,0,0,0,0,0,0,0
BIHAR,KHAGARIA,PARBATTA,0,0,0,0,0,0,0,0,0
BIHAR,KISHANGANJ,BAHADURGANJ,0,0,0,0,0,0,0,0,0
BIHAR,KISHANGANJ,POTHIA,0,0,0,0,0,0,0,0,0
BIHAR,LAKHISARAI,LAKHISARAI,0,0,0,0,0,0,0,0,0
BIHAR,LAKHISARAI,SURYAGARAH,1,0,1,4,0,4,2,0,2
BIHAR,MADHEPURA,MADHEPURA,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,SINGHESHWAR,0,0,0,0,0,0,0,0,0
BIHAR,MADHEPURA,UDAKISHUNGANJ,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,BABUBARHI,0,25,25,0,165,165,0,136,136
BIHAR,MADHUBANI,JAYNAGAR,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,JHANJHARPUR,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,LADANIA,0,0,0,0,0,0,0,0,0
BIHAR,MADHUBANI,MADHWAPUR,17,1,18,150,7,157,145,7,152
BIHAR,MADHUBANI,RAJNAGAR,0,4,4,0,8,8,0,6,6
BIHAR,MADHUBANI,ROHIKA,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,BARIYARPUR,0,0,0,0,0,0,0,0,0
BIHAR,MUNGER,HAWALI KHAGARHPUR,1,0,1,7,0,7,6,0,6
BIHAR,MUNGER,SADAR MUNGER,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,AURAI,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,BANDRA,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,GAIGHAT,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,KANTI,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,KATRA,9,2,11,80,61,141,50,25,75
BIHAR,MUZAFFARPUR,KURHANI,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,MORAUL,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,MOTIPUR,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,PAROO,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,SAHEBGANJ,0,0,0,0,0,0,0,0,0
BIHAR,MUZAFFARPUR,SARAIYA,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,ASTHAWAN,5,0,5,890,0,890,890,0,890
BIHAR,NALANDA,BEN,3,0,3,546,0,546,546,0,546
BIHAR,NALANDA,BIHARSHARIF,2,0,2,360,0,360,360,0,360
BIHAR,NALANDA,GIRIYAK,0,0,0,0,0,0,0,0,0
BIHAR,NALANDA,HARNAUT,5,0,5,23,0,23,13,0,13
BIHAR,NALANDA,HILSA,5,0,5,955,0,955,955,0,955
BIHAR,NALANDA,KARAIPARSURAI,5,0,5,21,0,21,20,0,20
BIHAR,NALANDA,RAJGIR,25,3,28,418,568,986,418,568,986
BIHAR,NALANDA,SARMERA,0,0,0,0,0,0,0,0,0
BIHAR,NAWADA,AKBARPUR,0,0,0,0,0,0,0,0,0
BIHAR,NAWADA,KAWAKOLE,0,0,0,0,0,0,0,0,0
BIHAR,NAWADA,NARDIGUNJ,0,0,0,0,0,0,0,0,0
BIHAR,NAWADA,NAWADA,0,16,16,0,56,56,0,56,56
BIHAR,NAWADA,RAJAULI,0,0,0,0,0,0,0,0,0
BIHAR,NAWADA,ROH,0,0,0,0,0,0,0,0,0
BIHAR,NAWADA,SIRDALA,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,BIHTA,5,0,5,65,0,65,60,0,60
BIHAR,PATNA,FATUHA,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,MASAURHI,1,0,1,3,0,3,3,0,3
BIHAR,PATNA,PALIGANJ,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,PHULWARI,0,10,10,0,17,17,0,17,17
BIHAR,PATNA,PUNPUN,0,0,0,0,0,0,0,0,0
BIHAR,PATNA,SAMPATCHAK,0,0,0,0,0,0,0,0,0
BIHAR,PURNIA,BAISA,0,0,0,0,0,0,0,0,0
BIHAR,PURNIA,KRITYANAND NAGAR,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS(SASARAM),AKHORIGOLA,0,0,0,0,0,0,0,0,0
BIHAR,ROHTAS(SASARAM),DEHRI,2,0,2,9,0,9,9,0,9
BIHAR,ROHTAS(SASARAM),KOCHAS,2,0,2,34,0,34,24,0,24
BIHAR,ROHTAS(SASARAM),SASARAM,5,0,5,55,0,55,50,0,50
BIHAR,ROHTAS(SASARAM),SHEOSAGAR,0,0,0,0,0,0,0,0,0
BIHAR,SAHARSA,KAHARA,0,6,6,0,41,41,0,27,27
BIHAR,SAHARSA,NAUHATTA,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,BIBHUTIPUR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,DALSINGHSARAI,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,KALYANPUR,1,0,1,40,0,40,40,0,40
BIHAR,SAMASTIPUR,KHANPUR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,MOHIUDDIN NAGAR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,MORWA,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,ROSERA,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,SAMASTIPUR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,SARAIRANJAN,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,SHIVAJINAGAR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,SINGHIA,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,TAJPUR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,UJIYARPUR,0,0,0,0,0,0,0,0,0
BIHAR,SAMASTIPUR,VIDHYAPATINAGAR,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,DARIYAPUR,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,JALAPUR,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,MAKER,0,0,0,0,0,0,0,0,0
BIHAR,SARAN,REVILGANJ,5,0,5,13,0,13,12,0,12
BIHAR,SARAN,TRAIYA,0,0,0,0,0,0,0,0,0
BIHAR,SHEKHPURA,ARIYARI,4,0,4,99,0,99,73,0,73
BIHAR,SHEKHPURA,GHAT KUSUMBHA,0,0,0,0,0,0,0,0,0
BIHAR,SHEKHPURA,SHEKHPURA,4,0,4,100,0,100,100,0,100
BIHAR,SHEOHAR,PIPRAHARI,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,BAJPATTI,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,BATHNAHA,0,4,4,0,8,8,0,8,8
BIHAR,SITAMARHI,DUMRA,1,0,1,28,0,28,24,0,24
BIHAR,SITAMARHI,MEJARGANJ,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,RIGA,0,0,0,0,0,0,0,0,0
BIHAR,SITAMARHI,SONWARSA,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,ANDER,4,3,7,92,50,142,68,32,100
BIHAR,SIWAN,BARHARIA,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,DARAULI,7,0,7,58,0,58,52,0,52
BIHAR,SIWAN,GOREAKOTHI,9,7,16,59,45,104,36,13,49
BIHAR,SIWAN,GUTHANI,1,0,1,8,0,8,0,0,0
BIHAR,SIWAN,HASANPURA,2,0,2,56,0,56,0,0,0
BIHAR,SIWAN,HUSSAINGANJ,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,JIRADEI,26,2,28,106,7,113,67,0,67
BIHAR,SIWAN,MAHARAJGANJ,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,MAIRWA,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,NAUTAN,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,RAGHUNATHPUR,22,0,22,82,0,82,82,0,82
BIHAR,SIWAN,SISWAN,0,0,0,0,0,0,0,0,0
BIHAR,SIWAN,SIWAN,0,0,0,0,0,0,0,0,0
BIHAR,SUPAUL,BASANTPUR,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,GORAUL,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,MAHNAR,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,MAHUA,0,0,0,0,0,0,0,0,0
BIHAR,VAISHALI,PATEPUR,0,0,0,0,0,0,0,0,0
BIHAR,WEST CHAMPARAN,LAURIA,0,0,0,0,0,0,0,0,0
BIHAR,WEST CHAMPARAN,MAJHAULIA,0,0,0,0,0,0,0,0,0
BIHAR,WEST CHAMPARAN,SIKTA,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BASTER,JAGDALPUR,1,31,32,2,54,56,2,36,38
CHHATTISGARH,BASTER,KESHKAL,0,9,9,0,201,201,0,193,193
CHHATTISGARH,BASTER,KONDAGAON,0,11,11,0,37,37,0,9,9
CHHATTISGARH,BASTER,NARAYANPUR,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BILASPUR,BELHA,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BILASPUR,BILASPUR,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BILASPUR,KOTA,0,1,1,0,2,2,0,2,2
CHHATTISGARH,BILASPUR,LORMI,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BILASPUR,MASTURI,1,0,1,1,0,1,1,0,1
CHHATTISGARH,BILASPUR,MUNGELI,0,0,0,0,0,0,0,0,0
CHHATTISGARH,BILASPUR,PENDRA-ROAD,1,0,1,17,0,17,17,0,17
CHHATTISGARH,BILASPUR,TAKHATPUR,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DANTEWADA,BEEJAPUR,0,1,1,0,4,4,0,0,0
CHHATTISGARH,DANTEWADA,BHOPALPATNAM,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DANTEWADA,DANTEVADA,0,1,1,0,2,2,0,1,1
CHHATTISGARH,DANTEWADA,KONTA,0,5,5,0,12,12,0,4,4
CHHATTISGARH,DHAMTARI,DHAMTARI,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DHAMTARI,KURUD,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DHAMTARI,NAGARI,0,2,2,0,6,6,0,3,3
CHHATTISGARH,DURG,BALOD,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DURG,BEMETARA,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DURG,BERLA,1,1,2,1,4,5,1,2,3
CHHATTISGARH,DURG,DHMADHA,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DURG,DONDILOHAR,4,6,10,16,13,29,6,10,16
CHHATTISGARH,DURG,DURG,0,16,16,0,79,79,0,40,40
CHHATTISGARH,DURG,GUNDERDEHI,0,1,1,0,10,10,0,5,5
CHHATTISGARH,DURG,NAVAGARH,0,0,0,0,0,0,0,0,0
CHHATTISGARH,DURG,PATAN,0,0,0,0,0,0,0,0,0
CHHATTISGARH,JANJGIR-CHAMPA,CHAMPA,22,0,22,8,0,8,8,0,8
CHHATTISGARH,JANJGIR-CHAMPA,DABHARA,0,0,0,0,0,0,0,0,0
CHHATTISGARH,JANJGIR-CHAMPA,JAIJAIPUR,3,1,4,20,1,20,5,1,5
CHHATTISGARH,JANJGIR-CHAMPA,JANJGIR,3,3,6,7,2,9,7,2,9
CHHATTISGARH,JANJGIR-CHAMPA,MALKHARODA,2,0,2,1,0,1,1,0,1
CHHATTISGARH,JANJGIR-CHAMPA,NAVAGARH,15,23,38,112,7,119,12,7,19
CHHATTISGARH,JANJGIR-CHAMPA,PAMGARH,10,15,25,0,0,1,0,0,1
CHHATTISGARH,JANJGIR-CHAMPA,SAKTI,2,3,5,1,1,2,1,1,2
CHHATTISGARH,JASHPUR,BAGICHA,0,1,1,0,0,0,0,0,0
CHHATTISGARH,JASHPUR,JASHPUR,1,1,2,1,0,1,1,0,1
CHHATTISGARH,JASHPUR,KUNKURI,0,0,0,0,0,0,0,0,0
CHHATTISGARH,JASHPUR,PATHALGAON,3,37,40,1,12,13,1,11,12
CHHATTISGARH,KANKER,ANTAGAR,0,0,0,0,0,0,0,0,0
CHHATTISGARH,KANKER,BHANUPRATAPPUR,0,2,2,0,1,1,0,0,0
CHHATTISGARH,KANKER,CHARAMA,1,1,2,3,8,10,1,8,9
CHHATTISGARH,KANKER,KANKER,0,0,0,0,0,0,0,0,0
CHHATTISGARH,KANKER,NARHARPUR,0,2,2,0,1,1,0,1,1
CHHATTISGARH,KANKER,PAKHANJUR,0,45,45,0,58,58,0,52,52
CHHATTISGARH,KORBA,KARTALA,14,118,132,22,35,58,12,35,48
CHHATTISGARH,KORBA,KATGHORA,0,2,2,0,0,0,0,0,0
CHHATTISGARH,KORBA,KORBA,0,0,0,0,0,0,0,0,0
CHHATTISGARH,KORBA,PALI,0,24,24,0,8,8,0,8,8
CHHATTISGARH,KORIA,BAIKUNTHPUR,1,10,11,10,7,17,6,5,11
CHHATTISGARH,KORIA,BHARATPUR,2,1,3,3,0,4,3,0,4
CHHATTISGARH,KORIA,MANENDRAGARH,1,3,4,2,13,15,1,5,5
CHHATTISGARH,KORIA,SONHAT,0,0,0,0,0,0,0,0,0
CHHATTISGARH,KVARDHA,KVARDHA,0,0,0,0,0,0,0,0,0
CHHATTISGARH,KVARDHA,PANDARIYA,0,2,2,0,7,7,0,4,4
CHHATTISGARH,MAHASAMUND,BASNA,4,58,62,43,86,129,2,48,50
CHHATTISGARH,MAHASAMUND,MAHASAMUND,0,1,1,0,3,3,0,3,3
CHHATTISGARH,MAHASAMUND,SARIYPALI,9,7,16,87,3,90,82,3,86
CHHATTISGARH,RAIGARH,DHARAMJAIGARH,2,14,16,1,7,8,1,6,7
CHHATTISGARH,RAIGARH,GHARGODA,10,114,124,12,24,36,8,24,33
CHHATTISGARH,RAIGARH,KHARSIYA,2,5,7,1,19,20,1,19,20
CHHATTISGARH,RAIGARH,LAILUNGA,10,115,125,17,54,71,14,28,42
CHHATTISGARH,RAIGARH,RAIGARH,70,32,102,346,100,446,201,40,241
CHHATTISGARH,RAIGARH,SARANGARH,7,0,7,43,0,43,17,0,17
CHHATTISGARH,RAIPUR,ABHANPUR,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAIPUR,ARANG,0,19,19,0,54,54,0,23,23
CHHATTISGARH,RAIPUR,BHATAPARA,0,1,1,0,2,2,0,2,2
CHHATTISGARH,RAIPUR,BILAIGARH,24,2,26,5,0,5,2,0,3
CHHATTISGARH,RAIPUR,BLOUDABAJAR,1,1,2,40,20,60,30,20,50
CHHATTISGARH,RAIPUR,DEVBHOG,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAIPUR,GARIYABAND,0,6,6,0,29,29,0,27,27
CHHATTISGARH,RAIPUR,KASDOL,4,3,7,57,18,75,57,15,72
CHHATTISGARH,RAIPUR,PALARI,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAIPUR,RAIPUR,0,15,15,0,134,134,0,70,70
CHHATTISGARH,RAIPUR,RAJIM,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAIPUR,SIMGA,3,1,4,314,1,315,314,1,315
CHHATTISGARH,RAIPUR,TILDA,2,10,12,9,35,44,4,31,36
CHHATTISGARH,RAJNANDGAON,AMBAGARH CHOUKI,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAJNANDGAON,CHHUIKHADAN,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAJNANDGAON,DONGAR GAON,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAJNANDGAON,KHAIRAGARH,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAJNANDGAON,MANPUR,0,0,0,0,0,0,0,0,0
CHHATTISGARH,RAJNANDGAON,MOHLA,0,1,1,0,9,9,0,9,9
CHHATTISGARH,RAJNANDGAON,RAJNANDGAON,0,5,5,0,71,71,0,71,71
CHHATTISGARH,SURGUJA,AMBIKAPUR,36,4,40,193,21,214,178,16,194
CHHATTISGARH,SURGUJA,LUNDRA,24,8,32,350,23,374,170,17,187
CHHATTISGARH,SURGUJA,PAL,16,61,77,260,110,370,223,72,295
CHHATTISGARH,SURGUJA,PRATAPPUR,13,13,26,104,34,138,74,34,109
CHHATTISGARH,SURGUJA,RAJPUR,8,14,22,78,48,126,75,48,123
CHHATTISGARH,SURGUJA,SAMRI,3,31,34,4,43,47,4,43,47
CHHATTISGARH,SURGUJA,SITAPUR,7,2,9,99,7,106,81,7,88
CHHATTISGARH,SURGUJA,SURAJPUR,30,9,39,185,28,214,162,24,186
CHHATTISGARH,SURGUJA,WADRAFNAGAR,20,12,32,131,20,151,131,20,151
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,AMBOLI,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DADRA,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DAPADA,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,DUDHANI,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KHANVEL,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,KILAVANI,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,MANDONI,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,NAROLI,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,RANDHA,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-I,0,0,0,0,0,0,0,0,0
DADRA & NAGAR HAVELI,DADRA & NAGAR HAVELI,SILVASSA-II,0,0,0,0,0,0,0,0,0
DELHI,NANGLOI,NANGLOI,0,0,0,0,0,0,0,0,0
GOA,NORTH GOA,BICHOLIM,0,4,4,0,18,18,0,18,18
GOA,NORTH GOA,PERNEM,2,6,8,50,11,61,50,11,61
GOA,NORTH GOA,PONDA,0,34,34,0,61,61,0,61,61
GOA,NORTH GOA,SATTARI,1,21,22,1,38,39,1,32,33
GOA,NORTH GOA,TISWADI,0,3,3,0,4,4,0,4,4
GOA,SOUTH GOA,CANACONA,0,0,0,0,0,0,0,0,0
GOA,SOUTH GOA,MORMUGAO,0,0,0,0,0,0,0,0,0
GOA,SOUTH GOA,QUEPEM,0,1,1,0,0,0,0,0,0
GOA,SOUTH GOA,SALCETE,0,12,12,0,16,16,0,16,16
GOA,SOUTH GOA,SANGUEM,0,4,4,0,13,13,0,12,12
GUJARAT,AHMEDABAD,DETROJ-RAMPURA,0,0,0,0,0,0,0,0,0
GUJARAT,AHMEDABAD,DHOLKA,1,0,1,8,0,8,6,0,6
GUJARAT,AHMEDABAD,SANAND,0,0,0,0,0,0,0,0,0
GUJARAT,BANASKANTHA,DANTA,0,12,12,0,84,84,0,84,84
GUJARAT,BHARUCH,AMOD,0,0,0,0,0,0,0,0,0
GUJARAT,BHARUCH,JAMBUSAR,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,DEVGADH BARIA,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,DHANPUR,3,0,3,174,0,174,0,0,0
GUJARAT,DAHOD,DOHAD,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,FATEPURA,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,GARBADA,0,0,0,0,0,0,0,0,0
GUJARAT,DAHOD,JHALOD,1,0,1,122,0,122,0,0,0
GUJARAT,DAHOD,LIMKHEDA,1,0,1,28,0,28,0,0,0
GUJARAT,DANG,DANG,0,0,0,0,0,0,0,0,0
GUJARAT,KACHCHH,ABDASA,0,4,4,0,13,13,0,2,2
GUJARAT,KACHCHH,BHACHAU,3,8,11,40,130,170,12,86,98
GUJARAT,KACHCHH,BHUJ,0,0,0,0,0,0,0,0,0
GUJARAT,KACHCHH,MANDVI,0,0,0,0,0,0,0,0,0
GUJARAT,KACHCHH,MUNDRA,0,0,0,0,0,0,0,0,0
GUJARAT,KACHCHH,NAKHATRANA,0,0,0,0,0,0,0,0,0
GUJARAT,KACHCHH,RAPAR,8,9,17,167,256,423,0,0,0
GUJARAT,KHEDA,BALASINOR,0,0,0,0,0,0,0,0,0
GUJARAT,KHEDA,KAPADVANJ,0,0,0,0,0,0,0,0,0
GUJARAT,KHEDA,NADIAD,0,0,0,0,0,0,0,0,0
GUJARAT,NAVSARI,BANSDA,0,0,0,0,0,0,0,0,0
GUJARAT,NAVSARI,CHIKHLI,0,0,0,0,0,0,0,0,0
GUJARAT,NAVSARI,GANDEVI,2,12,14,0,3,3,0,3,3
GUJARAT,PATAN,SANTALPUR,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT,DHORAJI,3,11,14,60,180,240,60,180,240
GUJARAT,RAJKOT,GONDAL,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT,JAMKANDORNA,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT,JETPUR,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT,KOTADA SANGANI,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT,MALIYA,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT,MORVI,0,3,3,0,6,6,0,0,0
GUJARAT,RAJKOT,TANKARA,0,0,0,0,0,0,0,0,0
GUJARAT,RAJKOT,WANKANER,4,1,5,8,0,8,0,0,0
GUJARAT,SABARKANTHA,BHILODA,0,0,0,0,0,0,0,0,0
GUJARAT,SABARKANTHA,DHANSURA,0,0,0,0,0,0,0,0,0
GUJARAT,SABARKANTHA,HIMATNAGAR,0,0,0,0,0,0,0,0,0
GUJARAT,SABARKANTHA,KHEDBRAHMA,0,14,14,0,30,30,0,7,7
GUJARAT,SABARKANTHA,MODASA,0,40,40,0,114,114,0,14,14
GUJARAT,SURAT,MAHUVA,0,0,0,0,0,0,0,0,0
GUJARAT,SURAT,MANDVI,0,0,0,0,0,0,0,0,0
GUJARAT,SURAT,MANGROL,0,0,0,0,0,0,0,0,0
GUJARAT,SURAT,NIZAR,0,0,0,0,0,0,0,0,0
GUJARAT,SURAT,SONGADH,0,0,0,0,0,0,0,0,0
GUJARAT,SURAT,VYARA,0,0,0,0,0,0,0,0,0
GUJARAT,SURENDRANAGAR,CHOTILA,0,0,0,0,0,0,0,0,0
GUJARAT,SURENDRANAGAR,DHRANGADHRA,0,0,0,0,0,0,0,0,0
GUJARAT,SURENDRANAGAR,HALVAD,0,0,0,0,0,0,0,0,0
GUJARAT,SURENDRANAGAR,LAKHTAR,1,0,1,0,0,0,0,0,0
GUJARAT,SURENDRANAGAR,LIMDI,1,0,1,65,0,65,19,0,19
GUJARAT,SURENDRANAGAR,MULI,0,0,0,0,0,0,0,0,0
GUJARAT,SURENDRANAGAR,SAYLA,0,0,0,0,0,0,0,0,0
GUJARAT,VADODARA,CHHOTA UDAIPUR,0,0,0,0,0,0,0,0,0
GUJARAT,VADODARA,JETPUR  PAVI,0,0,0,0,0,0,0,0,0
GUJARAT,VADODARA,KAVANT,0,0,0,0,0,0,0,0,0
GUJARAT,VADODARA,NASVADI,0,0,0,0,0,0,0,0,0
GUJARAT,VADODARA,SAVLI,1,0,1,5,0,5,5,0,5
GUJARAT,VADODARA,VADODARA,0,0,0,0,0,0,0,0,0
GUJARAT,VALSAD,DHARMPUR,0,0,0,0,0,0,0,0,0
GUJARAT,VALSAD,KAPRADA,0,0,0,0,0,0,0,0,0
GUJARAT,VALSAD,PARDI,0,0,0,0,0,0,0,0,0
GUJARAT,VALSAD,UMBERGAON,0,0,0,0,0,0,0,0,0
GUJARAT,VALSAD,VALSAD,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,BADHRA,0,15,15,0,110,110,0,107,107
HARYANA,BHIWANI,BAWANI-KHERA,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,BHIWANI,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,DADRI-I,0,1,1,0,0,0,0,0,0
HARYANA,BHIWANI,DADRI-II,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,KURU,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,LOHARU,0,0,0,0,0,0,0,0,0
HARYANA,BHIWANI,SIWANI,0,1,1,0,3,3,0,3,3
HARYANA,BHIWANI,TOSHAM,0,9,9,0,11,11,0,11,11
HARYANA,FATEHABAD,TOHANA,0,0,0,0,0,0,0,0,0
HARYANA,PANCHKULA,MORNI,0,110,110,0,360,360,0,358,358
HARYANA,PANCHKULA,PINJORE,1,0,1,14,0,14,14,0,14
HARYANA,SIRSA,BARAGUDHA,0,0,0,0,0,0,0,0,0
HARYANA,SONEPAT,GANAUR,0,35,35,0,141,141,0,141,141
HIMACHAL PRADESH,Bilaspur,BILASPUR SADAR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Bilaspur,GHUMARWIN,2,0,2,77,0,77,25,0,25
HIMACHAL PRADESH,Bilaspur,JHANDUTA,0,7,7,0,7,7,0,7,7
HIMACHAL PRADESH,Bilaspur,NAINA DEVI (ST),0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Chamba,Bhattiyat,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Chamba,Chamba,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Chamba,Chaurah,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Chamba,Dalhousie,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Chamba,Sihunta,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Hamirpur,BARSAR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Hamirpur,BHORANJ,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Hamirpur,BIJHARI (SUB-TEHSIL),0,2,2,0,1,1,0,1,1
HIMACHAL PRADESH,Hamirpur,HAMIRPUR,0,0,0,0,0,0,0,0,0
HIMACHAL PRADESH,Hamirpur,NADAUN,0,1,1,0,0,0,0,0,0
