-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells by status . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.5.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells by Status for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.5.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to average length of water conveyance channel . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.12.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to average length of water conveyance channel for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.12.csv"
}
-----
"State","District","Block","Total","Average length of channels - Pucca","Average length of channels - Kuccha","Average length of channels - Underground"
"UTTAR PRADESH","ETAH","KASGANJ",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","MARAHERA",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","NIDHOLI KALAN",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","PATIYALI",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SAHAWAR",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SAKIT",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SHEETALPUR",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SIDHPURA",NA,NA,NA,NA
"UTTAR PRADESH","ETAH","SORON",14,93,199,17
"UTTAR PRADESH","ETAWAH","ACHHALDA",NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","AIRWA KATRA",NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","AJEETMAL",12,157,339,35
"UTTAR PRADESH","ETAWAH","AURAIYA",57,180,331,125
"UTTAR PRADESH","ETAWAH","BADPURA",59,223,190,257
"UTTAR PRADESH","ETAWAH","BASREHAR",3,0,0,900
"UTTAR PRADESH","ETAWAH","BHAGAY NAGAR",1,150,0,0
"UTTAR PRADESH","ETAWAH","BHARTHANA",1,0,0,0
"UTTAR PRADESH","ETAWAH","BIDHUNA",21,0,26,226
"UTTAR PRADESH","ETAWAH","CHAKARNAGAR",8,0,0,368
"UTTAR PRADESH","ETAWAH","JASWANT NAGAR",77,147,234,66
"UTTAR PRADESH","ETAWAH","MAHEWA",36,71,264,202
"UTTAR PRADESH","ETAWAH","SAHAR",6,150,83,113
"UTTAR PRADESH","ETAWAH","SAIPHAI",NA,NA,NA,NA
"UTTAR PRADESH","ETAWAH","TAKHA",NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","AMANI GANJ",NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","BIKAPUR",32,138,36,0
"UTTAR PRADESH","FAIZABAD","HASTINPUR",77,198,179,51
"UTTAR PRADESH","FAIZABAD","MASONDHA",10,453,0,0
"UTTAR PRADESH","FAIZABAD","MAYA",NA,NA,NA,NA
"UTTAR PRADESH","FAIZABAD","MILKI PUR",46,244,500,0
"UTTAR PRADESH","FAIZABAD","PURA",4,720,0,10
"UTTAR PRADESH","FAIZABAD","SOHAWAL",9,73,50,26
"UTTAR PRADESH","FAIZABAD","TARUN",30,86,13,69
"UTTAR PRADESH","FARUKHABAD","BADPUR",3,183,150,33
"UTTAR PRADESH","FARUKHABAD","CHHIBRAMAU",29,227,290,167
"UTTAR PRADESH","FARUKHABAD","HASERAN",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","JALABAD",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KAMALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KANNAUJ",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","KAYAMGUNJ",1,200,100,50
"UTTAR PRADESH","FARUKHABAD","MOHAMMADABAD",4,125,0,200
"UTTAR PRADESH","FARUKHABAD","NAWABGANJ",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","RAJEPUR",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","SAURIKH",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","SHAMSABAD",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","TALGRAM",NA,NA,NA,NA
"UTTAR PRADESH","FARUKHABAD","UMARDA",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","AIRAYA",15,42,168,208
"UTTAR PRADESH","FATEHPUR","AMAULI",87,153,518,60
"UTTAR PRADESH","FATEHPUR","ASODHAR",28,118,361,250
"UTTAR PRADESH","FATEHPUR","BAHUWA",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","BHITAURA",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","DEVMAI",32,73,175,0
"UTTAR PRADESH","FATEHPUR","DHATA",10,262,290,129
"UTTAR PRADESH","FATEHPUR","HASWA",4,17,450,0
"UTTAR PRADESH","FATEHPUR","HATHGAON",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","KHAJUHA",2,50,500,0
"UTTAR PRADESH","FATEHPUR","MALWAN",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","TELYANI",NA,NA,NA,NA
"UTTAR PRADESH","FATEHPUR","VIJAYIPUR",95,0,195,146
"UTTAR PRADESH","FIROZABAD","ARANV",46,310,269,104
"UTTAR PRADESH","FIROZABAD","EKA",2,93,215,0
"UTTAR PRADESH","FIROZABAD","FIROZABAD",1,800,0,0
"UTTAR PRADESH","FIROZABAD","JASRANA",NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","KHAIRGARH/HATBANT",11,75,363,138
"UTTAR PRADESH","FIROZABAD","MADANPUR",NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","NARKHI",NA,NA,NA,NA
"UTTAR PRADESH","FIROZABAD","SHIKOHABAD",44,391,352,171
"UTTAR PRADESH","FIROZABAD","TUNDLA",4,5,38,500
"UTTAR PRADESH","GHAZIABAD","BHOJPUR",22,777,56,87
"UTTAR PRADESH","GHAZIABAD","BISRAKH",14,739,17,50
"UTTAR PRADESH","GHAZIABAD","DADRI",19,0,0,0
"UTTAR PRADESH","GHAZIABAD","DHAULANA",23,770,0,163
"UTTAR PRADESH","GHAZIABAD","GARH",36,833,19,138
"UTTAR PRADESH","GHAZIABAD","HAPUR",48,756,0,68
"UTTAR PRADESH","GHAZIABAD","LAUNI",22,576,0,0
"UTTAR PRADESH","GHAZIABAD","MURADNAGAR",22,299,0,658
"UTTAR PRADESH","GHAZIABAD","RAJAPUR",15,896,0,0
"UTTAR PRADESH","GHAZIABAD","SIMBHAWALI",22,994,0,34
"UTTAR PRADESH","GHAZIPUR","BARACHAWAR",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","BHADORA",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","BHANWARKOL",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","DEVKALI",4,373,413,0
"UTTAR PRADESH","GHAZIPUR","JAMANIYA",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","KARNDA",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","KASIMABAD",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","MANIHARI",2,650,50,0
"UTTAR PRADESH","GHAZIPUR","MARADAH",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","MOHMMADABAD",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","REVTIPUR",NA,NA,NA,NA
"UTTAR PRADESH","GHAZIPUR","SADAR",1,450,0,0
"UTTAR PRADESH","GHAZIPUR","SADAT",1,0,0,0
"UTTAR PRADESH","GHAZIPUR","SAIDPUR",3,173,250,0
"UTTAR PRADESH","GHAZIPUR","VIRNO",2,200,0,0
"UTTAR PRADESH","GHAZIPUR","ZAKHANIA",336,1,61,0
"UTTAR PRADESH","GONDA","BALRAMPUR",69,241,140,22
"UTTAR PRADESH","GONDA","BELSAR",6,66,45,3
"UTTAR PRADESH","GONDA","BHABHANJOT",15,45,130,60
"UTTAR PRADESH","GONDA","CHHAPIA",4,263,0,30
"UTTAR PRADESH","GONDA","COLONELGANJ",19,18,50,38
"UTTAR PRADESH","GONDA","GAIDAS BUJURG",47,75,238,0
"UTTAR PRADESH","GONDA","GAISARI",48,24,279,171
"UTTAR PRADESH","GONDA","HALDAR MAU",2,290,20,25
"UTTAR PRADESH","GONDA","HARRIYA SATGHARWA",2,10,10,0
"UTTAR PRADESH","GONDA","ITIYATHOK",1,150,200,0
"UTTAR PRADESH","GONDA","JHANJHRI",9,88,250,103
"UTTAR PRADESH","GONDA","KATRA BAZAR",7,183,217,92
"UTTAR PRADESH","GONDA","MANKAPUR",2,175,75,300
"UTTAR PRADESH","GONDA","MUJEHNA",24,172,153,91
"UTTAR PRADESH","GONDA","NAWABGANJ",4,170,175,0
"UTTAR PRADESH","GONDA","PACHPARWA",3,115,0,0
"UTTAR PRADESH","GONDA","PANDRIKRIPAL",6,480,233,0
"UTTAR PRADESH","GONDA","PARASPUR",17,175,162,79
"UTTAR PRADESH","GONDA","REHRA BAZAR",12,182,54,42
"UTTAR PRADESH","GONDA","RUPIHDEEH",29,166,90,19
"UTTAR PRADESH","GONDA","SRI DUTTGANJ",28,120,145,0
"UTTAR PRADESH","GONDA","TARABGANJ",1,0,0,500
"UTTAR PRADESH","GONDA","TULSIPUR",15,30,0,55
"UTTAR PRADESH","GONDA","UTTRAULA",12,148,218,0
"UTTAR PRADESH","GONDA","WAZIRGANJ",6,117,250,0
"UTTAR PRADESH","GORAKHPUR","BANSGAON",11,182,0,55
"UTTAR PRADESH","GORAKHPUR","BARAHALGANJ",3,200,67,0
"UTTAR PRADESH","GORAKHPUR","BELGHAT",1,0,600,0
"UTTAR PRADESH","GORAKHPUR","BHATHAT",5,62,80,50
"UTTAR PRADESH","GORAKHPUR","BRAHMPUR",21,169,113,13
"UTTAR PRADESH","GORAKHPUR","CAMPIARGANJ",136,150,120,0
"UTTAR PRADESH","GORAKHPUR","CHARGANWA",16,287,132,0
"UTTAR PRADESH","GORAKHPUR","GAGHA",10,63,33,24
"UTTAR PRADESH","GORAKHPUR","GOLA",35,358,40,83
"UTTAR PRADESH","GORAKHPUR","JANGAL KAURIA",49,103,112,126
"UTTAR PRADESH","GORAKHPUR","KAURIRAM",14,343,279,0
"UTTAR PRADESH","GORAKHPUR","KHAJANI",89,67,0,665
"UTTAR PRADESH","GORAKHPUR","KHORABAR",19,134,91,38
"UTTAR PRADESH","GORAKHPUR","PALI",NA,NA,NA,NA
"UTTAR PRADESH","GORAKHPUR","PIPRAICH",25,238,27,0
"UTTAR PRADESH","GORAKHPUR","PIPRAULI",33,92,65,106
"UTTAR PRADESH","GORAKHPUR","SAHJANWA",44,196,110,90
"UTTAR PRADESH","GORAKHPUR","SARDARNAGAR",31,251,185,20
"UTTAR PRADESH","GORAKHPUR","URUWA",51,178,217,57
"UTTAR PRADESH","HAMIRPUR","GOHAND",13,27,80,86
"UTTAR PRADESH","HAMIRPUR","KURARA",35,10,149,11
"UTTAR PRADESH","HAMIRPUR","MAUDAHA",29,25,211,4
"UTTAR PRADESH","HAMIRPUR","MUSKARA",7,135,250,0
"UTTAR PRADESH","HAMIRPUR","RATH",17,28,139,0
"UTTAR PRADESH","HAMIRPUR","SARILA",15,81,64,6
"UTTAR PRADESH","HAMIRPUR","SUMREPUR",44,153,320,132
"UTTAR PRADESH","HARDOI","AHIROURI",2,568,135,0
"UTTAR PRADESH","HARDOI","BAVAN",4,324,138,571
"UTTAR PRADESH","HARDOI","BEHANDAR",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","BHARAWAN",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","BHARKHANI",17,516,539,242
"UTTAR PRADESH","HARDOI","BILGRAM",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","HARIYAWAN",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","HARPALPUR",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","KACHOUNA",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","KOTHAWAN",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","MAHDHOGANJ",3,766,600,33
"UTTAR PRADESH","HARDOI","MALLAWAN",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","PIHANI",2,750,100,0
"UTTAR PRADESH","HARDOI","SANDI",1,0,0,999
"UTTAR PRADESH","HARDOI","SANDILA",1,100,0,0
"UTTAR PRADESH","HARDOI","SHAHABAD",17,524,61,42
"UTTAR PRADESH","HARDOI","SURSA",5,681,558,547
"UTTAR PRADESH","HARDOI","TANDIYAWA",NA,NA,NA,NA
"UTTAR PRADESH","HARDOI","TODARPUR",2,497,185,0
"UTTAR PRADESH","HARDWAR","BAHADRABAD",NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","BHAGWANPUR",2,171,111,0
"UTTAR PRADESH","HARDWAR","KHANPUR",NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","LAKSAR",NA,NA,NA,NA
"UTTAR PRADESH","HARDWAR","NARSAN",6,333,350,0
"UTTAR PRADESH","HARDWAR","ROORKEE",3,112,170,0
"UTTAR PRADESH","JALAUN","DAKOR",72,46,108,123
"UTTAR PRADESH","JALAUN","JALAUN",12,10,120,0
"UTTAR PRADESH","JALAUN","KADAURA",108,215,121,69
"UTTAR PRADESH","JALAUN","KONCH",44,116,107,182
"UTTAR PRADESH","JALAUN","KUTHAUND",40,8,16,0
"UTTAR PRADESH","JALAUN","MADHOGHARH",3,175,100,75
"UTTAR PRADESH","JALAUN","MAHEBA",129,149,95,59
"UTTAR PRADESH","JALAUN","NADIGAON",28,129,30,4
"UTTAR PRADESH","JALAUN","RAMPURA",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","BADLA PUR",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","BAKSHA",1,300,50,0
"UTTAR PRADESH","JAUNPUR","BARSOTHI",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","DHARMA PUR",1,650,700,0
"UTTAR PRADESH","JAUNPUR","DOBHI",20,258,241,49
"UTTAR PRADESH","JAUNPUR","JALAL PUR",25,178,171,31
"UTTAR PRADESH","JAUNPUR","KARNJAKALA",1,999,200,0
"UTTAR PRADESH","JAUNPUR","KERAKAT",9,213,263,516
"UTTAR PRADESH","JAUNPUR","KHUTHAN",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","M.SHAHAR",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","MADRIYAHU",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","MAHARAJ GANJ",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","MUFTI GANJ",10,53,69,138
"UTTAR PRADESH","JAUNPUR","MUGLA BADSHAH PUR",1,0,900,0
"UTTAR PRADESH","JAUNPUR","RAM NAGAR",2,950,450,0
"UTTAR PRADESH","JAUNPUR","RAMPUR",36,76,102,22
"UTTAR PRADESH","JAUNPUR","SHAH GANJ",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","SIKRARA",5,258,211,50
"UTTAR PRADESH","JAUNPUR","SIRKONI",13,70,61,0
"UTTAR PRADESH","JAUNPUR","SUITHA KALA",NA,NA,NA,NA
"UTTAR PRADESH","JAUNPUR","SUJAN GANJ",1,200,100,0
"UTTAR PRADESH","JHANSI","BABINA",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","BADAGAON",2,0,0,300
"UTTAR PRADESH","JHANSI","BAMAUR",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","BANGRA",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","CHIRGAON",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","GURSARAJ",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","MAURANIPUR",NA,NA,NA,NA
"UTTAR PRADESH","JHANSI","MOTH",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","AKBARPUR",2,300,300,70
"UTTAR PRADESH","KANPUR DEHAT","AMRODHA",172,121,269,31
"UTTAR PRADESH","KANPUR DEHAT","BILHAUR",12,163,333,34
"UTTAR PRADESH","KANPUR DEHAT","BITARGAON",15,108,175,0
"UTTAR PRADESH","KANPUR DEHAT","CHAUBEPUR",1,150,50,0
"UTTAR PRADESH","KANPUR DEHAT","DERAPUR",11,25,257,469
"UTTAR PRADESH","KANPUR DEHAT","GHATAMPUR",181,142,195,157
"UTTAR PRADESH","KANPUR DEHAT","JHINJAK",10,23,70,34
"UTTAR PRADESH","KANPUR DEHAT","KAKWAN",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","MAITHA",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","MALASA",109,32,359,15
"UTTAR PRADESH","KANPUR DEHAT","PATARA",13,8,374,0
"UTTAR PRADESH","KANPUR DEHAT","RAJPUR",10,67,183,27
"UTTAR PRADESH","KANPUR DEHAT","RASOOLABAD",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR DEHAT","SANDALPUR",7,192,211,402
"UTTAR PRADESH","KANPUR DEHAT","SARBANKHERA",6,32,334,0
"UTTAR PRADESH","KANPUR DEHAT","SHIVRAJPUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR NAGAR","KALYANPUR",NA,NA,NA,NA
"UTTAR PRADESH","KANPUR NAGAR","SARSAUL",8,158,129,76
"UTTAR PRADESH","KANPUR NAGAR","VIDHUNU",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","BANKEYGANJ",2,0,100,0
"UTTAR PRADESH","KHIRI","BEHJAM",50,113,144,224
"UTTAR PRADESH","KHIRI","BIJUA",1,500,200,100
"UTTAR PRADESH","KHIRI","DHAUREHRA",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","ISANAGAR",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","KHUMBHIGOLA",18,93,150,32
"UTTAR PRADESH","KHIRI","LAKHIMPUR",29,145,212,271
"UTTAR PRADESH","KHIRI","MITAULI",3,37,338,0
"UTTAR PRADESH","KHIRI","MOHAMMADI",6,125,138,100
"UTTAR PRADESH","KHIRI","NAKAHA",26,102,174,182
"UTTAR PRADESH","KHIRI","NIGHASAN",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","PALIA",NA,NA,NA,NA
"UTTAR PRADESH","KHIRI","PASGAWAN",32,17,368,95
"UTTAR PRADESH","KHIRI","PHOOLBEHAR",8,115,167,111
"UTTAR PRADESH","KHIRI","RAMIA BEHAR",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","BISHUN PUR",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","DUDAHI",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","FAZIL NAGAR",1,800,0,0
"UTTAR PRADESH","KUSHI NAGAR","HATA",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","KAPTAN GANJ",5,141,160,0
"UTTAR PRADESH","KUSHI NAGAR","KASAYA",13,121,3,0
"UTTAR PRADESH","KUSHI NAGAR","KHADDA",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","MOTI CHAK",7,81,37,0
"UTTAR PRADESH","KUSHI NAGAR","NEBUAA NAORANGIYA",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","PADRAUNA",1,900,900,200
"UTTAR PRADESH","KUSHI NAGAR","RAMKOLA",NA,NA,NA,NA
"UTTAR PRADESH","KUSHI NAGAR","SEVARI",3,300,33,167
"UTTAR PRADESH","KUSHI NAGAR","SHUKARAULI",6,126,263,0
"UTTAR PRADESH","KUSHI NAGAR","TAMAKUHI",6,369,268,3
"UTTAR PRADESH","LALITPUR","BAR",NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","BIRDHA",NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","JAKHAURA",NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","MANDAWARA",NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","MEHRONI",NA,NA,NA,NA
"UTTAR PRADESH","LALITPUR","TALBEHAT",NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW","BAKSHI KA TALAB",1,430,0,0
"UTTAR PRADESH","LUCKNOW","CHINHAT",13,370,253,111
"UTTAR PRADESH","LUCKNOW","GOSAIGANJ",3,38,207,300
"UTTAR PRADESH","LUCKNOW","KAKORI",11,425,99,192
"UTTAR PRADESH","LUCKNOW","MALIHABAD",NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW","MALL",2,195,13,5
"UTTAR PRADESH","LUCKNOW","MOHANLALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","LUCKNOW","SAROJNINAGAR",3,500,350,33
"UTTAR PRADESH","MAHOBA","CHARKHARI",NA,NA,NA,NA
"UTTAR PRADESH","MAHOBA","JAITPUR",NA,NA,NA,NA
"UTTAR PRADESH","MAHOBA","KABARAI",NA,NA,NA,NA
"UTTAR PRADESH","MAHOBA","PANWADI",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","BRIDGEMANGANJ",37,351,425,397
"UTTAR PRADESH","MAHRAJGANJ","DHANI",4,99,160,60
"UTTAR PRADESH","MAHRAJGANJ","GHUGHULI",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","LAKSHMIPUR",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","MAHRAJGANJ SADAR",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","MITHAURA",2,100,200,80
"UTTAR PRADESH","MAHRAJGANJ","NAUTANAWA",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","NICHLAUL",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","PANIYARA",2,130,150,350
"UTTAR PRADESH","MAHRAJGANJ","PARTAWAL",2,130,50,350
"UTTAR PRADESH","MAHRAJGANJ","PHARENDA",NA,NA,NA,NA
"UTTAR PRADESH","MAHRAJGANJ","SISWA",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","BARNAHAL",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","BEWAR",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","GHIROR",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","JAGIR",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","KARHAL",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","KISHANI",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","KURAWALI",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","MAINPURI",NA,NA,NA,NA
"UTTAR PRADESH","MAINPURI","SULTANGANJ",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","BALDEV",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","CHHATA",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","CHOMUHA",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","FAREH",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","GOVERDHAN",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","MAAT",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","MATHURA",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","NAND GAWON",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","NOHJHIL",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","RAYA",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","SADABAB",NA,NA,NA,NA
"UTTAR PRADESH","MATHURA","SAHPAU",NA,NA,NA,NA
"UTTAR PRADESH","MAU","BADRAW",NA,NA,NA,NA
"UTTAR PRADESH","MAU","DOHARIGHAT",NA,NA,NA,NA
"UTTAR PRADESH","MAU","FATEEHPUR MANDAVA",NA,NA,NA,NA
"UTTAR PRADESH","MAU","GHOSI",NA,NA,NA,NA
"UTTAR PRADESH","MAU","KOPAGANJ",NA,NA,NA,NA
"UTTAR PRADESH","MAU","MUHAMMDABAD",NA,NA,NA,NA
"UTTAR PRADESH","MAU","PARDHA",NA,NA,NA,NA
"UTTAR PRADESH","MAU","RANIPUR",NA,NA,NA,NA
"UTTAR PRADESH","MAU","RATANPURA",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","BAGHPAT",4,450,0,75
"UTTAR PRADESH","MEERUT","BARAUT",4,0,31,0
"UTTAR PRADESH","MEERUT","BINAULI",65,130,72,1
"UTTAR PRADESH","MEERUT","CHAPROULI",NA,NA,NA,NA
"UTTAR PRADESH","MEERUT","DAURALA",12,184,117,67
"UTTAR PRADESH","MEERUT","HASTINAPUR",14,45,88,0
"UTTAR PRADESH","MEERUT","JANI KHURD",10,0,16,0
"UTTAR PRADESH","MEERUT","KHARKHODA",8,460,178,0
"UTTAR PRADESH","MEERUT","KHEKRA",5,138,193,50
"UTTAR PRADESH","MEERUT","MACHHRA",1,350,0,0
"UTTAR PRADESH","MEERUT","MAWANA",11,0,0,0
"UTTAR PRADESH","MEERUT","MEERUT",13,291,195,0
"UTTAR PRADESH","MEERUT","PARIKSHITGARH",32,273,25,0
"UTTAR PRADESH","MEERUT","PILANA",1,100,0,500
"UTTAR PRADESH","MEERUT","RAJPURA",10,379,63,0
"UTTAR PRADESH","MEERUT","ROHTA",1,100,100,1
"UTTAR PRADESH","MEERUT","SARDHANA",20,227,0,8
"UTTAR PRADESH","MEERUT","SARURPUR KHURD",14,223,50,93
"UTTAR PRADESH","MIRZAPUR","CHHANBEY",32,285,351,98
"UTTAR PRADESH","MIRZAPUR","CITY",9,178,144,272
"UTTAR PRADESH","MIRZAPUR","HALIYA",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","JAMALPUR",1,200,0,0
"UTTAR PRADESH","MIRZAPUR","KONE",50,314,262,24
"UTTAR PRADESH","MIRZAPUR","LALGANJ",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","MAJHWAN",113,294,180,46
"UTTAR PRADESH","MIRZAPUR","MARIHAN",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","NARAYANPUR",7,374,138,215
"UTTAR PRADESH","MIRZAPUR","PAHARI",6,0,0,390
"UTTAR PRADESH","MIRZAPUR","RAJGARH",NA,NA,NA,NA
"UTTAR PRADESH","MIRZAPUR","SIKHAR",16,325,121,56
"UTTAR PRADESH","MORADABAD","AMROHA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","ASMOLI",16,209,247,73
"UTTAR PRADESH","MORADABAD","BANIYA KHERA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","BHAGATPUR TANDA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","BHJOI",2,150,200,0
"UTTAR PRADESH","MORADABAD","BILARI",16,209,247,73
"UTTAR PRADESH","MORADABAD","CHHAJLET",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","DHANORA",3,0,10,0
"UTTAR PRADESH","MORADABAD","DILARI",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","GAJROLA",16,209,247,73
"UTTAR PRADESH","MORADABAD","GANGESHWARI",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","HASANPUR",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","JOYA",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","KUNDARKEE",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","MORADABAD",NA,NA,NA,NA
"UTTAR PRADESH","MORADABAD","MUNDAPANDEY",15,221,265,73
"UTTAR PRADESH","MORADABAD","PAWANSA",NA,NA,NA,NA
