-----
{
 "description": "The table refers to block wise irrigation potential utilised under surface flow schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.12.csv", 
 "title": "Download CSV for Blockwise Irrigation potential utilised under Surface Flow Schemes for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.12.csv"
}
-----
State,District,Block,Actual area irrigated (Ha) - Kharif,Actual area irrigated (Ha) - Rabi,Actual area irrigated (Ha) - Perennial,Actual area irrigated (Ha) - Others,Total
MADHYA PRADESH,RAJGARH,PACHAUR (SARANGPUR),0,176,0,0,176
MADHYA PRADESH,RAJGARH,RAJGARH,0,389,0,0,389
MADHYA PRADESH,RAJNANDGAON,BODLA,1138,4,1,0,1143
MADHYA PRADESH,RAJNANDGAON,CHAUKI,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,CHHUIKHANDAN,4893,0,0,0,4893
MADHYA PRADESH,RAJNANDGAON,CHHURIA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,DOMGARGARH,345,11,0,0,356
MADHYA PRADESH,RAJNANDGAON,DONGARGAON,651,8,0,0,659
MADHYA PRADESH,RAJNANDGAON,KAWARDHA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,KHALRAGARH,5865,245,7,0,6117
MADHYA PRADESH,RAJNANDGAON,MANPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,MOHLA,NA,NA,NA,NA,NA
MADHYA PRADESH,RAJNANDGAON,RAJNANDGAON,3690,151,0,0,3841
MADHYA PRADESH,RAJNANDGAON,SAHASPURLOHARA,NA,NA,NA,NA,NA
MADHYA PRADESH,RATLAM,ALOT,1,99,0,0,100
MADHYA PRADESH,RATLAM,BAJNA,38,349,0,0,387
MADHYA PRADESH,RATLAM,JAWRA,0,403,0,0,403
MADHYA PRADESH,RATLAM,PIPLODA,13,301,0,0,314
MADHYA PRADESH,RATLAM,RATLAM,57,460,1,0,518
MADHYA PRADESH,RATLAM,SAILANA,130,573,0,0,703
MADHYA PRADESH,REWA,GANGEO,0,10,0,0,10
MADHYA PRADESH,REWA,HANUMANA,0,528,0,0,528
MADHYA PRADESH,REWA,JAWA,NA,NA,NA,NA,NA
MADHYA PRADESH,REWA,MAUGANJ,0,10270,0,0,10270
MADHYA PRADESH,REWA,NAIGARHI,33,65,0,0,98
MADHYA PRADESH,REWA,RAIPUR,0,250,0,0,250
MADHYA PRADESH,REWA,REWA,NA,NA,NA,NA,NA
MADHYA PRADESH,REWA,SIRMAUR,0,519,0,0,519
MADHYA PRADESH,REWA,TYONTHAR,43,695,0,0,738
MADHYA PRADESH,SAGAR,BANDA,0,234,0,0,234
MADHYA PRADESH,SAGAR,BEENA,NA,NA,NA,NA,NA
MADHYA PRADESH,SAGAR,DEORI,0,1768,0,0,1768
MADHYA PRADESH,SAGAR,JAISINAGAR,0,0,0,0,0
MADHYA PRADESH,SAGAR,KESALI,0,152,0,0,152
MADHYA PRADESH,SAGAR,KHURAI,0,20,0,0,20
MADHYA PRADESH,SAGAR,MALTHON,0,110,0,0,110
MADHYA PRADESH,SAGAR,RAHATGARH,0,45,0,0,45
MADHYA PRADESH,SAGAR,REHALI,0,146,0,0,146
MADHYA PRADESH,SAGAR,SAGAR,0,611,0,0,611
MADHYA PRADESH,SAGAR,SHAHGARH,0,207,0,0,207
MADHYA PRADESH,SATNA,AMARPATAN,115,507,0,0,622
MADHYA PRADESH,SATNA,CHITRAKOOT,8,1290,0,0,1298
MADHYA PRADESH,SATNA,MAIHAR,0,149,0,0,149
MADHYA PRADESH,SATNA,NAGOD,0,1335,0,0,1335
MADHYA PRADESH,SATNA,RAMNAGAR,24,656,0,0,680
MADHYA PRADESH,SATNA,RAMPUR,10,38,0,0,48
MADHYA PRADESH,SATNA,SATNA,NA,NA,NA,NA,NA
MADHYA PRADESH,SATNA,UNCHEHARA,0,244,25,0,269
MADHYA PRADESH,SEHORE,AASHTA,10,1192,0,0,1202
MADHYA PRADESH,SEHORE,BUDANI,0,673,0,0,673
MADHYA PRADESH,SEHORE,ICHHAWER,0,753,30,0,783
MADHYA PRADESH,SEHORE,NASRULLAHGANJ,NA,NA,NA,NA,NA
MADHYA PRADESH,SEHORE,SIHORE,18,1149,681,0,1848
MADHYA PRADESH,SEONI,BARGHAT,1396,41,0,0,1437
MADHYA PRADESH,SEONI,CHHAPARA,35,14,6,0,55
MADHYA PRADESH,SEONI,DHANORA,211,82,0,0,293
MADHYA PRADESH,SEONI,KAHANAPUS,1,4,0,0,5
MADHYA PRADESH,SEONI,KEOLARI,604,69,0,0,673
MADHYA PRADESH,SEONI,KURAI,751,153,0,0,904
MADHYA PRADESH,SEONI,LAKHNADAUN,28,365,0,0,393
MADHYA PRADESH,SEONI,SEONI,285,10,0,0,295
MADHYA PRADESH,SHAHDOL,ANUPPUR,0,181,0,0,181
MADHYA PRADESH,SHAHDOL,BUDHAR,116,574,0,0,690
MADHYA PRADESH,SHAHDOL,BYOHARI,0,1844,0,0,1844
MADHYA PRADESH,SHAHDOL,JAISINGHNAGAR,0,864,0,0,864
MADHYA PRADESH,SHAHDOL,JAITAHARI,2,463,0,0,465
MADHYA PRADESH,SHAHDOL,KOTAMA,14,28,0,0,42
MADHYA PRADESH,SHAHDOL,MANPUR,1488,6031,0,0,7519
MADHYA PRADESH,SHAHDOL,PALEE-1,0,202,0,0,202
MADHYA PRADESH,SHAHDOL,PALEE-2,74,407,0,0,481
MADHYA PRADESH,SHAHDOL,PUSHPRAJGARH,220,1431,0,0,1651
MADHYA PRADESH,SHAHDOL,SOHAGPUR,89,964,0,0,1053
MADHYA PRADESH,SHAHDOL,UMARIYA,0,164,0,0,164
MADHYA PRADESH,SHAJAPUR,AGAR,0,198,0,0,198
MADHYA PRADESH,SHAJAPUR,BAROD,2,162,0,0,164
MADHYA PRADESH,SHAJAPUR,KALAPIPALMANDI,36,691,7,0,734
MADHYA PRADESH,SHAJAPUR,MOMANBARODIYA,0,370,0,0,370
MADHYA PRADESH,SHAJAPUR,NALKHEDA,2,2125,6,0,2133
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,0,34,0,0,34
MADHYA PRADESH,SHAJAPUR,SUJALPUR,60,5297,14,2,5373
MADHYA PRADESH,SHAJAPUR,SUSNER,1,587,0,0,588
MADHYA PRADESH,SHIVPURI,BADARWAS,0,31,0,0,31
MADHYA PRADESH,SHIVPURI,KARERA,0,722,0,0,722
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,NA,NA,NA,NA,NA
MADHYA PRADESH,SHIVPURI,KOLARAS,0,177,0,0,177
MADHYA PRADESH,SHIVPURI,NARWAR,0,671,0,0,671
MADHYA PRADESH,SHIVPURI,PICHHORE,0,1817,0,0,1817
MADHYA PRADESH,SHIVPURI,POHARI,0,399,0,0,399
MADHYA PRADESH,SHIVPURI,SHIVPURI,0,1750,0,0,1750
MADHYA PRADESH,SIDHI,BAIDHAN,583,1317,0,0,1900
MADHYA PRADESH,SIDHI,CHITRANGI,0,236,0,0,236
MADHYA PRADESH,SIDHI,DEOSAR,0,1203,0,0,1203
MADHYA PRADESH,SIDHI,KUSAMI,10,549,0,0,559
MADHYA PRADESH,SIDHI,MAJHAULI,65,1783,0,0,1848
MADHYA PRADESH,SIDHI,RAMPURNEKIN,NA,NA,NA,NA,NA
MADHYA PRADESH,SIDHI,SIDHI,0,1852,0,0,1852
MADHYA PRADESH,SIDHI,SIHAWAL,0,236,0,0,236
MADHYA PRADESH,SURGUJA,AMBIKAPUR,0,104,0,0,104
MADHYA PRADESH,SURGUJA,BADRAFNAGAR,280,722,132,0,1134
MADHYA PRADESH,SURGUJA,BAIKUNTHPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,BALRAMPUR,0,33,0,0,33
MADHYA PRADESH,SURGUJA,BATOLI,378,605,0,0,983
MADHYA PRADESH,SURGUJA,BHAIYATHAN,0,105,0,0,105
MADHYA PRADESH,SURGUJA,BHARATPUR,131,967,7,20,1125
MADHYA PRADESH,SURGUJA,KHARGAWAN,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,KUSAMI,4343,486,95,61,4985
MADHYA PRADESH,SURGUJA,LAKHANPUR,0,2,0,0,2
MADHYA PRADESH,SURGUJA,LUNDRA,0,203,0,0,203
MADHYA PRADESH,SURGUJA,MAINPAT,74,380,6,0,460
MADHYA PRADESH,SURGUJA,MANENDRAGARH,16,2500,0,75,2591
MADHYA PRADESH,SURGUJA,ODAGI,8,827,0,0,835
MADHYA PRADESH,SURGUJA,PRATAPPUR,4596,843,0,0,5439
MADHYA PRADESH,SURGUJA,PREMNAGAR,116,1157,164,43,1480
MADHYA PRADESH,SURGUJA,RAJPUR,0,344,0,0,344
MADHYA PRADESH,SURGUJA,RAMANUJNAGAR,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,RAMCHANDRAPUR,0,38,0,0,38
MADHYA PRADESH,SURGUJA,SHANKARGARH,396,46,362,0,804
MADHYA PRADESH,SURGUJA,SITAPUR,7,816,119,31,973
MADHYA PRADESH,SURGUJA,SONHAT,99,205,0,0,304
MADHYA PRADESH,SURGUJA,SURAJPUR,371,438,509,164,1482
MADHYA PRADESH,SURGUJA,UDAYPUR,200,360,0,0,560
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,NA,NA,NA,NA,NA
MADHYA PRADESH,TIKAMGARH,JATARA,0,1876,0,0,1876
MADHYA PRADESH,TIKAMGARH,NIWARI,0,808,0,0,808
MADHYA PRADESH,TIKAMGARH,PALERA,0,556,0,0,556
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,5,5,0,0,10
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,78,432,0,0,510
MADHYA PRADESH,UJJAIN,BADNAGAR,0,32,0,0,32
MADHYA PRADESH,UJJAIN,GHATIYA,NA,NA,NA,NA,NA
MADHYA PRADESH,UJJAIN,KHACHRAUD,69,427,12,0,508
MADHYA PRADESH,UJJAIN,MAHIDPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,UJJAIN,TARANA,0,498,0,0,498
MADHYA PRADESH,UJJAIN,UJJAIN,0,904,0,0,904
MADHYA PRADESH,VIDISHA,BASODA,0,1441,0,0,1441
MADHYA PRADESH,VIDISHA,GYARASPUR,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,KURWAI,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,LATERI,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,NATERAN,0,341,0,0,341
MADHYA PRADESH,VIDISHA,SIRONJ,0,1,0,0,1
MADHYA PRADESH,VIDISHA,VIDISHA,NA,NA,NA,NA,NA
MAHARASHTRA,,,NA,NA,NA,NA,NA
MANIPUR,BISHNUPUR,BISHNUPUR,1350,192,0,66,1608
MANIPUR,BISHNUPUR,MOIRANG,390,144,0,12,546
MANIPUR,CHANDEL,CHAKPIKARONG,123,81,0,0,204
MANIPUR,CHANDEL,CHANDEL,432,249,0,0,681
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,942,420,0,0,1362
MANIPUR,CHURACHANDPUR,HENGLEP,263,97,0,0,360
MANIPUR,CHURACHANDPUR,SINGHAT,303,213,0,0,516
MANIPUR,CHURACHANDPUR,THANGLON,138,102,0,0,240
MANIPUR,IMPHAL,HAORANGSABAL(I-W),914,119,0,72,1105
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),657,21,0,0,678
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),222,0,0,0,222
MANIPUR,IMPHAL,WAQNGOI(I-W),NA,NA,NA,NA,NA
MANIPUR,SENAPATI,KANGPOKPI,452,437,0,0,889
MANIPUR,SENAPATI,PAOMATA,54,54,0,0,108
MANIPUR,SENAPATI,PURUL,NA,NA,NA,NA,NA
MANIPUR,SENAPATI,SAIKHUL,169,169,0,0,338
MANIPUR,SENAPATI,TADUBI,9,9,0,0,18
MANIPUR,TAMENGLONG,NUNGBA,117,117,0,0,234
MANIPUR,TAMENGLONG,TAMEI,82,50,0,0,132
MANIPUR,TAMENGLONG,TAMENGLONG,137,95,0,0,232
MANIPUR,THOUBAL,KAKCHING,1405,236,0,247,1888
MANIPUR,THOUBAL,THOUBAL,3446,313,0,244,4003
MANIPUR,UKHRUL,CHINGAI,122,72,0,0,194
MANIPUR,UKHRUL,KAMJONG,60,30,0,0,90
MANIPUR,UKHRUL,PHUNGYAR,105,69,0,0,174
MANIPUR,UKHRUL,UKHRUL,171,111,0,0,282
MEGHALAYA,EAST GARO HILLS,DAMBO RONGJENG,1653,141,0,19,1813
MEGHALAYA,EAST GARO HILLS,RESU-BELPARA,2598,471,28,137,3234
MEGHALAYA,EAST GARO HILLS,SAMANDA.,766,169,30,238,1203
MEGHALAYA,EAST GARO HILLS,SONGSAK,906,387,4,12,1309
MEGHALAYA,EAST KHASI HILLS,MAWKYNREW,200,30,74,0,304
MEGHALAYA,EAST KHASI HILLS,MAWPHLANG,654,124,0,0,778
MEGHALAYA,EAST KHASI HILLS,MAWRYNGKNENG,484,31,0,0,515
MEGHALAYA,EAST KHASI HILLS,MAWSYNRAM,51,47,15,0,113
MEGHALAYA,EAST KHASI HILLS,MYLLIEM,509,186,4,5,704
MEGHALAYA,EAST KHASI HILLS,PYNURSLA,76,39,712,14,841
MEGHALAYA,EAST KHASI HILLS,SHELLA BHOLAGANGH,9,4,69,0,82
MEGHALAYA,JAINTIA HILLS,AMLAREM,2659,1659,710,209,5237
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,812,199,1,1,1013
MEGHALAYA,JAINTIA HILLS,LASKEIN,873,450,0,2,1325
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,1070,448,23,6,1547
MEGHALAYA,RI BHOI DISTRICT,UMLING  C&D BLOCK,2338,19,0,7,2364
MEGHALAYA,RI BHOI DISTRICT,UMSNING C&D BLOCK,2190,722,3,103,3018
MEGHALAYA,SOUTH GARO HILLS,BAGHMARA,648,379,0,0,1027
MEGHALAYA,SOUTH GARO HILLS,CHOKPOT,195,78,0,0,273
MEGHALAYA,SOUTH GARO HILLS,RONGRA,62,57,0,0,119
MEGHALAYA,WEST GARO HILLS,BETASING,360,43,1,0,404
MEGHALAYA,WEST GARO HILLS,DADENGGIRI,204,26,1,0,231
MEGHALAYA,WEST GARO HILLS,DALUS,901,149,5,3,1058
MEGHALAYA,WEST GARO HILLS,RONGRAM,249,67,3,28,347
MEGHALAYA,WEST GARO HILLS,SELSELLA,1508,656,38,8,2210
MEGHALAYA,WEST GARO HILLS,TIKKIRKILLA,285,122,0,0,407
MEGHALAYA,WEST GARO HILLS,ZIKZAK,394,29,28,14,465
MEGHALAYA,WEST KHASI HILLS,MAIRANG,1620,220,0,0,1840
MEGHALAYA,WEST KHASI HILLS,MAWKYRWAT,4123,160,5,13,4301
MEGHALAYA,WEST KHASI HILLS,MAWSHYNRUT,1416,90,0,0,1506
MEGHALAYA,WEST KHASI HILLS,NONGSTOIN,1806,206,0,0,2012
MEGHALAYA,WEST KHASI HILLS,RANIKOR,109,10,14,1,134
MIZORAM,AIZAWL,AIBAWK,100,11,0,0,111
MIZORAM,AIZAWL,DARLAWN,0,0,0,0,0
MIZORAM,AIZAWL,KHAWZAWL,1507,2,0,0,1509
MIZORAM,AIZAWL,LUNGDAR 'E',1236,0,0,0,1236
MIZORAM,AIZAWL,NGOPA,243,101,0,0,344
MIZORAM,AIZAWL,PHAILENG 'W',69,16,0,0,85
MIZORAM,AIZAWL,REIEK,46,13,0,0,59
MIZORAM,AIZAWL,SERCHHIP,567,196,0,0,763
MIZORAM,AIZAWL,THINGDAWL,198,153,0,0,351
MIZORAM,AIZAWL,THINGSULTHLIAH,104,41,1,0,146
MIZORAM,AIZAWL,TLANGNUAM,87,49,0,0,136
MIZORAM,AIZAWL,ZAWLNUAM,27,27,0,0,54
MIZORAM,CHHIMTUIPUI,CHAWNGTE,14,12,0,0,26
MIZORAM,CHHIMTUIPUI,LAWNGTLAI,47,14,3,0,64
MIZORAM,CHHIMTUIPUI,SANGAU,37,11,2,0,50
MIZORAM,CHHIMTUIPUI,TUIPANG,76,63,0,0,139
MIZORAM,LUNGLEI,BUNGHMUN,20,0,0,0,20
MIZORAM,LUNGLEI,HNAHTHIAL,153,0,0,0,153
MIZORAM,LUNGLEI,LUNGLEI,126,1,0,0,127
MIZORAM,LUNGLEI,LUNGSEN,42,6,138,0,186
MIZORAM,LUNGLEI,VILL1,NA,NA,NA,NA,NA
NAGALAND,KOHIMA,JALUKIE,3605,0,0,0,3605
NAGALAND,KOHIMA,KOHIMA,2880,0,0,0,2880
NAGALAND,KOHIMA,KUHUBOTO,3035,0,0,0,3035
NAGALAND,KOHIMA,MEDZIPHEMA,4598,50,0,0,4648
NAGALAND,KOHIMA,TSEMINYU,516,0,0,0,516
NAGALAND,MOKOKCHUNG,CHANGTONGYA,1130,143,57,9,1339
NAGALAND,MOKOKCHUNG,MANGOLEMBA,2474,6,0,0,2480
NAGALAND,MOKOKCHUNG,ONGPANGKONG,1221,0,0,0,1221
NAGALAND,MON,CHEN,149,1,0,0,150
NAGALAND,MON,MON,835,4,0,0,839
NAGALAND,MON,TOBU,144,0,0,0,144
NAGALAND,MON,WAKCHING,288,0,0,0,288
NAGALAND,PHEK,KIKRUMA,6618,19,0,0,6637
NAGALAND,PHEK,MELURI,890,0,0,0,890
NAGALAND,PHEK,PHEK,1813,0,0,0,1813
NAGALAND,TUENSANG,KIPHIRE,618,0,0,0,618
NAGALAND,TUENSANG,LONGKHIM,868,1,0,0,869
NAGALAND,TUENSANG,LONGLENG,471,0,0,0,471
NAGALAND,TUENSANG,NOKLAK,701,0,0,0,701
NAGALAND,TUENSANG,SANGSANGYU,688,0,0,0,688
NAGALAND,TUENSANG,SHAMATOR,329,0,0,0,329
NAGALAND,TUENSANG,SITIMI,321,0,0,0,321
NAGALAND,WOKHA,BAGHTY,1510,0,0,0,1510
NAGALAND,WOKHA,WOKHA,633,18,0,0,651
NAGALAND,ZUNHEBOTO,AKULUTO,697,1,0,0,698
NAGALAND,ZUNHEBOTO,GHATASHI,131,0,0,0,131
NAGALAND,ZUNHEBOTO,TOKIYE,317,1,0,0,318
NAGALAND,ZUNHEBOTO,ZUNHEBOTO,298,0,0,0,298
ORISSA,ANGUL,ANUGUL,1218,67,1,0,1286
ORISSA,ANGUL,ATHAMALLICK,1604,116,0,0,1720
ORISSA,ANGUL,BANANPULA,75,50,0,0,125
ORISSA,ANGUL,CHHENDIAPADA,2259,1386,6,0,3651
ORISSA,ANGUL,KANIHA,417,1,1,0,419
ORISSA,ANGUL,KISONAGAR,743,187,9,0,939
ORISSA,ANGUL,PALALAHARA,1483,230,88,325,2126
ORISSA,ANGUL,TALCHER,403,56,0,0,459
ORISSA,BALASORE,BAHANAGA,53,0,0,0,53
ORISSA,BALASORE,BALASORE,1,5,0,0,6
ORISSA,BALASORE,BALIPAL,NA,NA,NA,NA,NA
ORISSA,BALASORE,BASTA,94,209,0,0,303
ORISSA,BALASORE,BHOGARAI,NA,NA,NA,NA,NA
ORISSA,BALASORE,JALESWAR,1200,0,0,0,1200
ORISSA,BALASORE,JILGIRI,2931,11,0,0,2942
ORISSA,BALASORE,KHAIRA,163,1,0,0,164
ORISSA,BALASORE,OUPADA,109,32,0,0,141
ORISSA,BALASORE,REMUNA,0,13,0,0,13
ORISSA,BALASORE,SIMULIA,NA,NA,NA,NA,NA
ORISSA,BALASORE,SORO,282,2,0,0,284
ORISSA,BARAGARH,AMBABHANA,1114,225,2,0,1341
ORISSA,BARAGARH,ATABIRA,402,45,0,0,447
ORISSA,BARAGARH,BARAGARH,210,22,10,6,248
ORISSA,BARAGARH,BARAPALI,856,63,1,5,925
ORISSA,BARAGARH,BHATALI,1887,198,44,4,2133
ORISSA,BARAGARH,BHENDENI,2389,147,0,0,2536
ORISSA,BARAGARH,BIJEPUR,1637,58,7,0,1702
ORISSA,BARAGARH,GAISILAT,3618,167,4,0,3789
ORISSA,BARAGARH,JHARABANDHA,4442,676,0,0,5118
ORISSA,BARAGARH,PADMAPUR,3668,435,6,0,4109
ORISSA,BARAGARH,PAIKMAL,3653,452,0,0,4105
ORISSA,BARAGARH,SOHELA,4585,98,2,0,4685
ORISSA,BHADRAK,BASUDEVPUR,2,3,0,0,5
ORISSA,BHADRAK,BHADRAK,12,32,0,0,44
ORISSA,BHADRAK,BHANDARIPOKHARI,NA,NA,NA,NA,NA
ORISSA,BHADRAK,BONTH,16,0,0,0,16
ORISSA,BHADRAK,CHANDABALI,0,318,0,0,318
ORISSA,BHADRAK,DHAMANAGAR,10,68,0,0,78
ORISSA,BHADRAK,TIHIDI,95,128,0,0,223
ORISSA,BOLANGIR,AGALPUR,2470,383,1,0,2854
ORISSA,BOLANGIR,BALANGIR,1291,170,13,0,1474
ORISSA,BOLANGIR,BELPARA,2071,162,5,0,2238
ORISSA,BOLANGIR,BONGOMUNDA,401,33,0,0,434
ORISSA,BOLANGIR,DEOGAN,3436,48,0,0,3484
ORISSA,BOLANGIR,KHAPRA KHOL,3336,509,12,0,3857
ORISSA,BOLANGIR,LOUSINGHA,3042,20,12,0,3074
ORISSA,BOLANGIR,MURIBAHAL,399,69,0,0,468
ORISSA,BOLANGIR,PATANAGARH,3614,111,15,0,3740
ORISSA,BOLANGIR,PUINTALA,2909,88,0,0,2997
ORISSA,BOLANGIR,SAINTALA,655,286,0,0,941
ORISSA,BOLANGIR,TENTULIKHUNTI,15,13,0,0,28
ORISSA,BOLANGIR,TITILAGARH,1938,76,0,0,2014
ORISSA,BOLANGIR,TUREKELA,213,20,0,0,233
ORISSA,BOUDH,BOUDH,994,29,0,0,1023
ORISSA,BOUDH,GHARABHANGA,1545,36,0,0,1581
ORISSA,BOUDH,KANTAMAL,1592,74,1,0,1667
ORISSA,CUTTACK,ATHGARH,792,106,5,0,903
ORISSA,CUTTACK,BANKI,208,325,0,0,533
ORISSA,CUTTACK,BARANGA,48,11,0,0,59
ORISSA,CUTTACK,BARMBA,1097,111,19,5,1232
ORISSA,CUTTACK,CUTTACK(SADAR),65,94,2,0,161
ORISSA,CUTTACK,DOMAPARA,3,178,0,0,181
ORISSA,CUTTACK,KANTAPARA,50,12,4,0,66
ORISSA,CUTTACK,MAHANGA,1,1,0,0,2
ORISSA,CUTTACK,NARASINGHPUR,1919,169,169,0,2257
ORISSA,CUTTACK,NIALI,0,0,66,0,66
ORISSA,CUTTACK,NISCHINTAKOILI,NA,NA,NA,NA,NA
ORISSA,CUTTACK,SALIPUR,NA,NA,NA,NA,NA
ORISSA,CUTTACK,TANGI-CHOUDWAR,2176,904,1,0,3081
ORISSA,CUTTACK,TIGIRIA,610,197,11,0,818
ORISSA,DEOGARH,REAMAL,570,137,13,1,721
ORISSA,DEOGARH,SARKOTE,715,135,18,1,869
ORISSA,DEOGARH,TILEIBANI,668,25,1,0,694
ORISSA,DHENKANAL,BHUBAN,272,2,0,0,274
ORISSA,DHENKANAL,DHENKANAL,791,379,4,0,1174
ORISSA,DHENKANAL,GANDIA,2069,559,6,0,2634
ORISSA,DHENKANAL,HINDOL,2614,574,14,0,3202
ORISSA,DHENKANAL,KAMAKHYANAGAR,427,110,29,0,566
ORISSA,DHENKANAL,KANKADAHAD,669,87,7,0,763
ORISSA,DHENKANAL,ODAPADA,858,147,1,1,1007
ORISSA,DHENKANAL,PALAJANGA,1577,214,19,0,1810
ORISSA,GAJAPATI,GUMMA,2765,88,0,0,2853
ORISSA,GAJAPATI,KASINAGAR,2974,25,0,0,2999
ORISSA,GAJAPATI,MOHANA,510,36,0,0,546
ORISSA,GAJAPATI,NUAGADA,1189,236,2,0,1427
ORISSA,GAJAPATI,PARALAKHEMUNDI,6656,841,35,0,7532
ORISSA,GAJAPATI,R.UDAYAGIRI,1038,86,0,0,1124
ORISSA,GAJAPATI,RAYAGADA,1097,73,5,0,1175
ORISSA,GANJAM,ASKA,3847,106,190,0,4143
ORISSA,GANJAM,BELAGUNTHA,1181,293,23,61,1558
ORISSA,GANJAM,BHANJANAGAR,1649,120,2,2,1773
ORISSA,GANJAM,BUGUDA,6719,84,6,0,6809
ORISSA,GANJAM,CHATRAPUR,5951,445,5,0,6401
ORISSA,GANJAM,CHIKITI,5387,839,0,0,6226
ORISSA,GANJAM,DHARAKOT,3178,36,123,4,3341
ORISSA,GANJAM,DIGAPAHANDI,8355,741,1,0,9097
ORISSA,GANJAM,GANJAM,1789,263,0,0,2052
ORISSA,GANJAM,HINJILIKUT,2123,230,0,0,2353
ORISSA,GANJAM,J.N.PRASAD,25684,411,14,15,26124
ORISSA,GANJAM,K.KHANDI,4037,201,1,0,4239
ORISSA,GANJAM,K.S.NAGAR,3061,22,49,0,3132
ORISSA,GANJAM,KHALLIKOT,8160,1239,4,0,9403
ORISSA,GANJAM,KODALA,2682,1869,23,32,4606
ORISSA,GANJAM,P.PUR,3668,338,0,0,4006
ORISSA,GANJAM,PATRAPUR,9329,782,15,0,10126
ORISSA,GANJAM,POLASARA,2108,107,26,0,2241
ORISSA,GANJAM,R.LUNDA,3962,481,0,0,4443
ORISSA,GANJAM,S.KHEMUNDI,10462,801,332,0,11595
ORISSA,GANJAM,SHERAGADA,3944,76,117,0,4137
ORISSA,GANJAM,SORADA,3878,88,18,0,3984
ORISSA,JAGATSINGHPUR,BALIKUDA,0,8,0,0,8
ORISSA,JAGATSINGHPUR,BIRIDI,0,6,0,0,6
ORISSA,JAGATSINGHPUR,ERASAMA,2000,0,0,0,2000
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,KUNJANG,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,NAUGAON,0,0,0,0,0
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,TRITOL,NA,NA,NA,NA,NA
ORISSA,JAJPUR,BARACHAN,485,164,0,25,674
ORISSA,JAJPUR,BARI,0,36,0,0,36
ORISSA,JAJPUR,BINJHARPUR,0,0,0,0,0
ORISSA,JAJPUR,DANAGADI,1638,34,0,0,1672
ORISSA,JAJPUR,DASARATHPUR,NA,NA,NA,NA,NA
ORISSA,JAJPUR,DHARAMASALA,448,404,2,0,854
ORISSA,JAJPUR,JAJPUR,11,0,0,0,11
ORISSA,JAJPUR,KOREI,50,2,0,0,52
ORISSA,JAJPUR,RASULPUR,NA,NA,NA,NA,NA
ORISSA,JAJPUR,SUKINDA,1547,192,0,0,1739
ORISSA,JHARSUGUDA,JHARSUGUDA,269,119,0,0,388
ORISSA,JHARSUGUDA,KIRIMIRA,40,37,0,0,77
ORISSA,JHARSUGUDA,KOLABIRA,64,44,0,0,108
ORISSA,JHARSUGUDA,LAIKERA,30,11,0,0,41
ORISSA,JHARSUGUDA,LAKHANPUR,2530,894,13,0,3437
ORISSA,KALAHANDI,BHABANI PATANA,772,64,4,0,840
ORISSA,KALAHANDI,DHARMGARH,309,27,2,0,338
ORISSA,KALAHANDI,GOLAMUNDA,1801,125,0,0,1926
ORISSA,KALAHANDI,JAIPATANA,261,6,2,0,269
ORISSA,KALAHANDI,JUNAGARH,433,100,25,0,558
ORISSA,KALAHANDI,KALAMPUR,106,0,10,3,119
ORISSA,KALAHANDI,KARLAMUNDA,60,18,0,0,78
ORISSA,KALAHANDI,KESINGA,1468,439,0,0,1907
ORISSA,KALAHANDI,KOKASARA,595,18,0,0,613
ORISSA,KALAHANDI,LANGIGARH,2542,289,31,23,2885
ORISSA,KALAHANDI,M.RAMPUR,1396,196,1,17,1610
