-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to source of finance. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.7.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to finance sources for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.7.csv"
}
-----
"State","District","Block","Government fund","Farmers saving","Loan & Saving","Subsidy & Bank Loan","Subsidy Only","Others","Total"
"BIHAR","GUMLA","GHAGHRA",0,0,0,0,0,0,0
"BIHAR","GUMLA","KANIDARA",0,0,0,0,0,0,0
"BIHAR","GUMLA","KOLUBIRA",0,0,0,0,0,0,0
"BIHAR","GUMLA","KURDEG",0,0,0,1,0,0,1
"BIHAR","GUMLA","PALKOT",23,26,0,0,0,0,49
"BIHAR","GUMLA","RAIDIH",41,9,17,48,0,1,116
"BIHAR","GUMLA","SIMDEGA",0,1,0,0,0,4,5
"BIHAR","GUMLA","SISAI",1,7,0,0,0,0,8
"BIHAR","GUMLA","THETHAITANGA",17,0,0,0,0,0,17
"BIHAR","HAZARIBAG","BARHI",0,0,0,2,1,0,3
"BIHAR","HAZARIBAG","BARKATTHA",0,0,0,0,0,0,0
"BIHAR","HAZARIBAG","BISHNUGARH",4,0,0,1,0,0,5
"BIHAR","HAZARIBAG","CHAUPARAN",2,2,0,1,2,2,9
"BIHAR","HAZARIBAG","CHURCHU",1,2,0,0,0,0,3
"BIHAR","HAZARIBAG","GOLA",1,0,0,1,0,0,2
"BIHAR","HAZARIBAG","HAZARIBAGH",0,0,0,4,0,0,4
"BIHAR","HAZARIBAG","ICHAK",0,0,2,5,0,1,8
"BIHAR","HAZARIBAG","KEREDARI",1,0,3,0,0,0,4
"BIHAR","HAZARIBAG","PADMA",0,0,0,1,0,0,1
"BIHAR","HAZARIBAG","PATRATU",0,0,0,0,12,0,12
"BIHAR","JAMUI","BARHAT",4,0,1,0,0,0,5
"BIHAR","JAMUI","GIDHOUR",0,0,0,0,0,0,0
"BIHAR","JAMUI","JHAJHA",2,7,0,0,0,0,9
"BIHAR","JAMUI","LAKSHMIPUR",3,0,0,1,0,0,4
"BIHAR","JAMUI","SIKANDRA",3,4,0,0,0,13,20
"BIHAR","JAMUI","SONO",0,2,0,0,1,0,3
"BIHAR","JEHANABAD","MAKHDOMPUR",0,0,0,0,0,0,0
"BIHAR","KATIHAR","BARARI",0,0,0,0,0,0,0
"BIHAR","KATIHAR","HASANGANJ",0,0,0,0,0,0,0
"BIHAR","KHAGARIA","ALAULI",1,0,0,0,0,0,1
"BIHAR","KHAGARIA","CHAUTHAM",50,172,0,31,0,0,253
"BIHAR","KHAGARIA","GOGRI",0,0,0,0,0,0,0
"BIHAR","KHAGARIA","KHAGARIA",0,0,0,0,0,0,0
"BIHAR","KHAGARIA","MANSI",138,36,3,0,0,0,177
"BIHAR","KISHANGANJ","BAHADURGANJ",0,0,0,0,0,0,0
"BIHAR","KISHANGANJ","KOCHADHAMIN",0,0,0,0,0,0,0
"BIHAR","KISHANGANJ","POTHIA",0,0,0,0,0,0,0
"BIHAR","KODARMA","CHANDWA",0,0,1,0,0,0,1
"BIHAR","KODARMA","JAINAGAR",0,0,0,0,0,0,0
"BIHAR","KODARMA","MARKACHO",7,1,0,14,1,0,23
"BIHAR","KODARMA","SATGAWAN",1,0,0,0,0,0,1
"BIHAR","LAKHISARAI","SURAJGARA",0,0,0,0,0,0,0
"BIHAR","LOHARDAGA","BHANDRA",0,0,0,1,0,0,1
"BIHAR","LOHARDAGA","KISKO",0,0,0,4,0,0,4
"BIHAR","LOHARDAGA","KURU",5,0,0,5,0,0,10
"BIHAR","LOHARDAGA","LOHARDAGA",0,0,1,2,0,0,3
"BIHAR","LOHARDAGA","SENHA",1,1,0,2,0,0,4
"BIHAR","MADHEPURA","KUMAR KHAND",0,0,0,0,0,0,0
"BIHAR","MADHEPURA","MADHEPURA",0,0,0,0,0,0,0
"BIHAR","MADHEPURA","UDA KISHANGANJ",0,0,0,0,0,0,0
"BIHAR","MADHUBANI","ANDHARADATHI",0,0,0,0,0,0,0
"BIHAR","MADHUBANI","BASOPATTI",0,0,0,0,0,1,1
"BIHAR","MADHUBANI","BENIPATTI",0,0,0,0,0,0,0
"BIHAR","MADHUBANI","KHAJAULI",0,0,13,0,0,0,13
"BIHAR","MADHUBANI","LADANIA",1,0,0,0,0,0,1
"BIHAR","MADHUBANI","LAKHNAUR",0,0,0,0,0,0,0
"BIHAR","MADHUBANI","MADHAWAPUR",0,10,0,0,0,1,11
"BIHAR","MADHUBANI","MADUBANI",0,23,0,0,0,0,23
"BIHAR","MUNGER","DHARHARA",0,9,0,0,0,0,9
"BIHAR","MUNGER","JAMALPUR",1,0,0,0,0,0,1
"BIHAR","MUNGER","KHARAGPUR",0,0,0,0,0,0,0
"BIHAR","MUZAFFARPUR","AURAI",0,0,0,0,0,0,0
"BIHAR","MUZAFFARPUR","BANDRA",0,0,0,0,0,0,0
"BIHAR","MUZAFFARPUR","MINAPUR",1,0,0,0,0,0,1
"BIHAR","MUZAFFARPUR","MORAUL",0,0,0,0,0,0,0
"BIHAR","MUZAFFARPUR","MOTIPUR",0,0,0,0,0,0,0
"BIHAR","MUZAFFARPUR","SAHEBGANJ",0,0,0,0,0,0,0
"BIHAR","MUZAFFARPUR","SAKRA",0,0,0,0,0,0,0
"BIHAR","MUZAFFARPUR","SARAIYA",0,0,0,0,0,0,0
"BIHAR","NALANDA","ASTHAWAN",0,0,0,1,0,0,1
"BIHAR","NALANDA","BEN",0,0,0,0,0,0,0
"BIHAR","NALANDA","BIHARSARIF",0,0,0,0,1,1,2
"BIHAR","NALANDA","BIND",0,2,0,0,0,0,2
"BIHAR","NALANDA","CHANDI",0,0,0,0,0,0,0
"BIHAR","NALANDA","EKANGARSARAI",0,0,0,2,0,0,2
"BIHAR","NALANDA","GIRIAK",0,0,0,0,0,0,0
"BIHAR","NALANDA","HARNAUT",0,0,0,0,0,0,0
"BIHAR","NALANDA","HILSA",0,0,0,0,0,0,0
"BIHAR","NALANDA","KARAI PARSURAI",0,0,0,0,0,0,0
"BIHAR","NALANDA","PARWALPUR",0,0,0,0,0,0,0
"BIHAR","NALANDA","RAHUI",0,0,0,0,0,0,0
"BIHAR","NALANDA","RAJGIR",4,0,0,1,0,0,5
"BIHAR","NALANDA","SARMERA",0,0,0,0,0,0,0
"BIHAR","NAWADA","GOBINDPUR",0,0,0,0,0,0,0
"BIHAR","NAWADA","NAWADA",11,7,0,0,0,0,18
"BIHAR","NAWADA","RAJANLI",0,0,1,0,0,0,1
"BIHAR","NAWADA","ROH",0,0,0,3,0,0,3
"BIHAR","PAKUR","AMRAPARA",0,0,0,0,0,0,0
"BIHAR","PAKUR","HIRANPUR",1,3,0,1,0,0,5
"BIHAR","PAKUR","LITIPARA",0,0,0,26,10,1,37
"BIHAR","PAKUR","MAHESHPUR",0,10,0,0,4,6,20
"BIHAR","PAKUR","PAKUR",0,0,0,10,11,0,21
"BIHAR","PAKUR","PAKURIA",0,0,0,0,0,0,0
"BIHAR","PATNA","MANER",3,0,0,2,1,0,6
"BIHAR","PATNA","MASAURHI",0,0,0,0,0,0,0
"BIHAR","PATNA","SAMPATCHAK",18,0,0,3,7,0,28
"BIHAR","PURNIA","KRITYANANDNAGAR",2,9,0,0,0,0,11
"BIHAR","PURNIA","PURNIA EAST",0,0,0,0,0,0,0
"BIHAR","PURNIA","RUPAULI",0,0,0,0,0,0,0
"BIHAR","RANCHI","ANGARA",2,0,0,1,0,1,4
"BIHAR","RANCHI","ARKI",6,0,0,14,10,0,30
"BIHAR","RANCHI","CHANHO",3,2,1,0,0,4,10
"BIHAR","RANCHI","KANKE",54,0,0,71,0,0,125
"BIHAR","RANCHI","MANDAR",0,0,0,0,0,0,0
"BIHAR","RANCHI","RATU",16,0,1,2,0,0,19
"BIHAR","RANCHI","SILLI",0,0,0,0,0,1,1
"BIHAR","RANCHI","SONAHATU",2,0,0,0,0,0,2
"BIHAR","RANCHI","TAMAR",24,11,1,20,5,0,61
"BIHAR","RANCHI","TORPA",0,0,0,0,0,0,0
"BIHAR","ROHTAS","AKORHIGOLA",0,0,0,0,0,0,0
"BIHAR","ROHTAS","CHENARI",0,0,0,0,0,0,0
"BIHAR","ROHTAS","DAWATH",0,0,0,0,0,0,0
"BIHAR","ROHTAS","DEHRI",0,0,0,0,0,0,0
"BIHAR","ROHTAS","KARGHAHAR",0,0,0,0,0,0,0
"BIHAR","ROHTAS","KUCHAI",4,4,0,0,0,0,8
"BIHAR","ROHTAS","NAWHATTA",0,0,0,0,0,0,0
"BIHAR","ROHTAS","NOKHA",2,0,0,0,0,0,2
"BIHAR","ROHTAS","ROHTAS",0,0,0,0,0,0,0
"BIHAR","ROHTAS","SASARAM",0,0,0,0,0,0,0
"BIHAR","ROHTAS","SHEOSAGAR",0,0,0,0,0,0,0
"BIHAR","SAHARSA","SAUR BAZAR",3,0,0,0,0,0,3
"BIHAR","SAHARSA","SIMORI BAKHTIARPUR",0,0,0,0,0,0,0
"BIHAR","SAHEBGANJ","BARHAIT",0,0,0,0,1,0,1
"BIHAR","SAHEBGANJ","BARHARWA",40,33,0,21,45,0,139
"BIHAR","SAHEBGANJ","BORIO",3,0,0,127,145,7,282
"BIHAR","SAHEBGANJ","MANDRO",35,11,1,35,39,0,121
"BIHAR","SAHEBGANJ","PATHNA",41,1,1,34,10,0,87
"BIHAR","SAHEBGANJ","TALJHARI",4,1,0,75,2,0,82
"BIHAR","SAHEBGANJ","UDHUWA",20,8,0,2,15,5,50
"BIHAR","SAMASTIPUR","BIBHUTIPUR",0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","DALSINGHSARAI",0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","KALYANPUR",0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","KHANPUR",0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","PATORI",0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","PUSA",0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","ROSERA",0,1,0,0,0,0,1
"BIHAR","SAMASTIPUR","SAMASTIPUR",0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","SARAIRANJAN",0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","TAJPUR",0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","UJIARPUR",0,0,0,0,0,0,0
"BIHAR","SAMASTIPUR","VIDHAYAPATI NAGAR",1,0,0,0,0,0,1
"BIHAR","SARAN","AMNOUR",0,0,0,0,0,0,0
"BIHAR","SARAN","DARIYAPUR",11,0,0,0,0,0,11
"BIHAR","SARAN","MANJHI",0,0,0,0,0,2,2
"BIHAR","SARAN","MASARAKH",0,0,0,0,0,0,0
"BIHAR","SARAN","SONEPUR",0,0,0,0,0,1,1
"BIHAR","SHEIKHPURA","ARIARI",0,0,0,0,0,0,0
"BIHAR","SHEIKHPURA","GHAT-KHUSUMBA",0,0,0,0,0,26,26
"BIHAR","SHEIKHPURA","SHEIKHPURA",0,0,0,0,0,0,0
"BIHAR","SHEOHAR","PIPRAHI",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM EAST","BAHARAGORA",10,5,0,0,0,0,15
"BIHAR","SINGHBHUM EAST","CHAKULIA",4,6,2,20,13,0,45
"BIHAR","SINGHBHUM EAST","DHALBHUMGARH",0,0,2,0,2,0,4
"BIHAR","SINGHBHUM EAST","DUMARIA",0,0,0,1,1,0,2
"BIHAR","SINGHBHUM EAST","GHATSHILA",15,2,0,0,1,0,18
"BIHAR","SINGHBHUM EAST","JAMSHEDPUR",41,16,0,39,0,0,96
"BIHAR","SINGHBHUM EAST","MUSABANI",3,0,5,0,0,0,8
"BIHAR","SINGHBHUM EAST","PATAMDA",38,59,4,21,14,0,136
"BIHAR","SINGHBHUM EAST","POTKA",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","BANDGAON",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","CHAIBASA",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","CHAKRADHARPUR",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","CHANDIL",0,0,0,5,1,7,13
"BIHAR","SINGHBHUM WEST","GELKERA",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","GUNHARIA",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","JAGNNATHPUR",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","JHINIKPANI",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","KHANSOWAN",0,3,0,4,4,0,11
"BIHAR","SINGHBHUM WEST","KHUNTPANI",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","KUCHAI",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","MAJHGAON",36,45,40,194,243,1,559
"BIHAR","SINGHBHUM WEST","MANOHARPUR",0,0,0,0,1,0,1
"BIHAR","SINGHBHUM WEST","NIMDIH",37,75,0,18,24,1,155
"BIHAR","SINGHBHUM WEST","NOAMUNDI",0,0,0,4,24,0,28
"BIHAR","SINGHBHUM WEST","RAJNAGAR",62,284,2,19,28,2,397
"BIHAR","SINGHBHUM WEST","SARAIKELA",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","SONUA",0,0,0,0,0,0,0
"BIHAR","SINGHBHUM WEST","TANTNAGAR",1,13,1,37,31,0,83
"BIHAR","SINGHBHUM WEST","TONTO",5,0,1,41,0,0,47
"BIHAR","SITAMARHI","BAJAPATTI",0,0,0,0,3,0,3
"BIHAR","SITAMARHI","BATHNAHA",0,0,0,0,0,0,0
"BIHAR","SITAMARHI","DUMRA",0,0,0,0,0,0,0
"BIHAR","SITAMARHI","MEJARGANJ",0,0,0,0,0,0,0
"BIHAR","SITAMARHI","PARSAUNI",0,0,0,0,0,0,0
"BIHAR","SITAMARHI","PUPARI",0,0,0,1,0,0,1
"BIHAR","SITAMARHI","RIGA",0,0,0,0,0,0,0
"BIHAR","SITAMARHI","RUNISAIDPUR",2,0,0,0,1,1,4
"BIHAR","SITAMARHI","SONBARSA",0,0,0,0,0,0,0
"BIHAR","SITAMARHI","SUPPI",0,0,0,0,0,0,0
"BIHAR","SITAMARHI","SURSAND",0,0,0,0,0,0,0
"BIHAR","SIWAN","ANDAR",0,0,0,0,0,0,0
"BIHAR","SIWAN","BARHARIA",11,0,0,15,0,0,26
"BIHAR","SIWAN","DARAULI",0,0,0,0,0,1,1
"BIHAR","SIWAN","DARAUNDHA",0,0,0,0,0,0,0
"BIHAR","SIWAN","GORAIKOTHI",0,0,0,0,0,0,0
"BIHAR","SIWAN","GUTHANI",0,2,0,0,0,0,2
"BIHAR","SIWAN","HUSSAINGANJ",0,0,0,0,0,0,0
"BIHAR","SIWAN","MAHRAJGANJ",0,0,0,0,30,0,30
"BIHAR","SIWAN","MAIRWA",0,0,0,0,0,0,0
"BIHAR","SIWAN","RAGHUNATHPUR",0,0,0,0,0,0,0
"BIHAR","SIWAN","SISWAN",0,0,0,0,0,0,0
"BIHAR","SIWAN","SIWAN",0,0,0,0,0,0,0
"BIHAR","SUPAUL","BASANTPUR",0,0,0,0,0,0,0
"BIHAR","SUPAUL","CHHATAPUR",0,0,0,0,0,0,0
"BIHAR","SUPAUL","PIPRA",0,0,0,0,0,0,0
"BIHAR","SUPAUL","SUPAUL",0,0,0,0,0,0,0
"BIHAR","VAISHALI","BHAGWANPUR",0,0,0,0,0,0,0
"BIHAR","VAISHALI","GORAUL",0,0,0,0,0,0,0
"BIHAR","VAISHALI","JANDAHA",0,0,0,0,0,0,0
"BIHAR","VAISHALI","MAHNAR",0,1,0,0,0,0,1
"BIHAR","VAISHALI","MAHUA",0,0,0,0,0,0,0
"BIHAR","VAISHALI","PATEHRIBELSAR",0,0,0,0,0,0,0
"BIHAR","VAISHALI","PATEPUR",0,0,0,0,0,0,0
"BIHAR","VAISHALI","PREMRAJ",0,0,0,0,0,0,0
"BIHAR","VAISHALI","VAISHALI",0,0,0,0,0,0,0
"GOA","NORTH GOA","BICHOLIM",18,33,13,5,0,1,70
"GOA","NORTH GOA","PERNEM",4,7,6,1,0,0,18
"GOA","NORTH GOA","PONDA",9,20,7,0,0,0,36
"GOA","NORTH GOA","SATARI",47,69,10,18,0,2,146
"GOA","NORTH GOA","TISWADI",9,1,0,3,0,0,13
"GOA","SOUTH GOA","CANACONA",0,62,30,13,0,0,105
"GOA","SOUTH GOA","MORMUGAO",0,7,1,12,0,0,20
"GOA","SOUTH GOA","QUEPEM",6,48,4,2,0,0,60
"GOA","SOUTH GOA","SALCETE",6,1,0,0,0,2,9
"GOA","SOUTH GOA","SANGUEM",38,131,44,7,0,6,226
"HARYANA","AMBALA","AMBALA",13,5,2,0,0,0,20
"HARYANA","AMBALA","NARAINGARH",1,11,0,0,0,0,12
"HARYANA","KAITHAL","KAITHAL",0,147,0,0,1,0,148
"HARYANA","KURUKSHETRA","SHAHBAD",2,0,0,0,0,0,2
"HIMACHAL PRADESH","Bilaspur","Bilaspur Sadar",2,1,0,1,0,3,7
"HIMACHAL PRADESH","Bilaspur","Ghumarwin",21,2,1,20,0,0,44
"HIMACHAL PRADESH","Bilaspur","Jhanduta",0,0,0,0,0,3,3
"HIMACHAL PRADESH","Bilaspur","Naina Devi",0,4,2,0,0,0,6
"HIMACHAL PRADESH","Chamba","Bhattiyat",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Chamba","Chamba",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Chamba","Sihunta",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Barsar",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Bhoranj",2,1,0,2,0,0,5
"HIMACHAL PRADESH","Hamirpur","Hamirpur",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Nadaun",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Tira Sujanpur",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Baijnath",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Baroh",0,0,0,2,0,0,2
"HIMACHAL PRADESH","Kangra","Dera Gopipur",9,0,0,0,0,0,9
"HIMACHAL PRADESH","Kangra","Dhira",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Fatehpur",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Indora",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Jaisinghpur",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Jaswan",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Jawali",0,2,0,0,0,0,2
"HIMACHAL PRADESH","Kangra","Kangra",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Nurpur",1,0,1,0,0,0,2
"HIMACHAL PRADESH","Kangra","Palampur",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Rakkar",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Thural",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kullu","Ani",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Kullu","Kullu",0,6,0,0,0,0,6
"HIMACHAL PRADESH","Kullu","Nermand",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Aut",0,2,2,0,0,0,4
"HIMACHAL PRADESH","Mandi","Baldwara",1,0,0,0,0,0,1
"HIMACHAL PRADESH","Mandi","Chachyot",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Dharmpur",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Jogindarnagar",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Kotli",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Mandi",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Padhar",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Sandhol",0,0,1,0,0,0,1
"HIMACHAL PRADESH","Mandi","Sundarnagar",0,0,5,0,0,0,5
"HIMACHAL PRADESH","Shimla","Seoni",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Shimla","Shimla",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Shimla","Theog",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Nahan",2,0,1,2,1,0,6
"HIMACHAL PRADESH","Sirmaur","Pachhad",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Pajhota",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Paonta Sahib",3,0,0,7,0,0,10
"HIMACHAL PRADESH","Sirmaur","Rajgarh",3,7,0,0,1,0,11
"HIMACHAL PRADESH","Solan","Arki",0,1,0,0,0,0,1
"HIMACHAL PRADESH","Solan","Kandaghat",0,0,2,8,0,0,10
"HIMACHAL PRADESH","Solan","Krishangarh",3,0,0,0,0,0,3
"HIMACHAL PRADESH","Solan","Nalagarh",2,0,3,0,1,1,7
"HIMACHAL PRADESH","Solan","Solan",0,1,0,0,5,0,6
"HIMACHAL PRADESH","Una","Amb",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Una","Bangana",2,1,0,0,0,0,3
"HIMACHAL PRADESH","Una","Haroli",0,0,0,0,0,0,0
"HIMACHAL PRADESH","Una","Una",0,0,0,0,0,0,0
"JAMMU & KASHMIR","Anantnagh","Bijehara",NA,NA,NA,3,0,0,3
"JAMMU & KASHMIR","Anantnagh","Kulgam",NA,NA,NA,8,0,1,9
"JAMMU & KASHMIR","Baramulla","Baramulla",NA,NA,NA,22,0,0,22
"JAMMU & KASHMIR","Baramulla","Gurez",NA,NA,NA,NA,0,2,2
"JAMMU & KASHMIR","Baramulla","Pattan",NA,NA,NA,3,0,0,3
"JAMMU & KASHMIR","Baramulla","Sonawari",NA,NA,NA,64,0,10,74
"JAMMU & KASHMIR","Baramulla","Sopore",NA,NA,NA,5,0,0,5
"JAMMU & KASHMIR","Jammu","Akhnoor",NA,3,NA,13,0,0,16
"JAMMU & KASHMIR","Jammu","Bishna",NA,NA,NA,4,0,0,4
"JAMMU & KASHMIR","Jammu","Jammu",NA,4,NA,19,0,0,23
"JAMMU & KASHMIR","Jammu","Samba",NA,NA,NA,4,0,0,4
"JAMMU & KASHMIR","Kathua","Billawar",NA,NA,NA,5,0,0,5
"JAMMU & KASHMIR","Kathua","Hiranagar",NA,NA,NA,4,0,0,4
"JAMMU & KASHMIR","Kathua","Kathua",NA,NA,NA,8,0,0,8
"JAMMU & KASHMIR","Kupwara","Kupwara",NA,NA,NA,4,0,3,7
"JAMMU & KASHMIR","Poonch","Mendhar",NA,NA,NA,3,0,0,3
"JAMMU & KASHMIR","Pulwama","Pampore",NA,NA,NA,14,0,0,14
"JAMMU & KASHMIR","Pulwama","Pulwana",NA,NA,NA,33,0,0,33
"JAMMU & KASHMIR","Pulwama","Tral",NA,NA,NA,3,0,0,3
"JAMMU & KASHMIR","Rajouri","Nowshera",NA,1,NA,5,0,0,6
"JAMMU & KASHMIR","Rajouri","Rajouri",NA,1,NA,16,0,0,17
"JAMMU & KASHMIR","Rajouri","Sunderbani",NA,2,NA,24,0,0,26
"JAMMU & KASHMIR","Srinagar","Ganderbal",NA,NA,NA,17,0,0,17
"JAMMU & KASHMIR","Srinagar","Srinagar",NA,NA,NA,21,0,11,32
"JAMMU & KASHMIR","Udhampur","Reasi",NA,1,NA,2,0,0,3
"JAMMU & KASHMIR","Udhampur","Udhampur",NA,2,NA,6,0,0,8
"KARNATAKA","BANGALORE RURAL","DEVANAHALLI",0,1,0,0,0,0,1
"KARNATAKA","BANGALORE RURAL","HOSAKOTE",0,0,0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","KANAKAPURA",0,13,1,0,0,0,14
"KARNATAKA","BANGALORE RURAL","MAGADI",19,2,3,0,0,3,27
"KARNATAKA","BANGALORE RURAL","NELAMANGALA",0,5,14,0,0,0,19
"KARNATAKA","BANGALORE RURAL","RAMANAGARA",14,1,2,131,7,0,155
"KARNATAKA","BANGALORE URBAN","ANEKAL",11,0,0,0,0,0,11
"KARNATAKA","BANGALORE URBAN","BANGALORE NORTH",0,0,48,0,0,0,48
"KARNATAKA","BANGALORE URBAN","BANGALORE SOUTH",7,11,0,0,0,0,18
"KARNATAKA","BELGAUM","ATHNI",530,1872,200,78,2,6,2688
"KARNATAKA","BELGAUM","CHIKODI",883,1168,123,44,615,93,2926
"KARNATAKA","BELGAUM","GOKAK",755,2217,310,103,0,14,3399
"KARNATAKA","BELGAUM","KHANAPUR",309,108,3,55,0,0,475
"KARNATAKA","BELGAUM","RAMDURG",65,7,0,2,0,0,74
"KARNATAKA","BELGAUM","RAYBAG",289,257,1,2,0,0,549
"KARNATAKA","BELGAUM","SAMPGAON",42,0,1075,482,0,0,1599
"KARNATAKA","BELLARY","BELLARY",233,51,46,0,0,0,330
"KARNATAKA","BELLARY","H.B. HALLY",373,5,259,162,0,30,829
"KARNATAKA","BELLARY","HADAGALI",84,65,2,7,0,0,158
"KARNATAKA","BELLARY","HARAPANA HALLI",0,0,0,567,0,0,567
"KARNATAKA","BELLARY","HOSPET",361,39,139,0,0,0,539
"KARNATAKA","BELLARY","KUDLIGI",21,4,0,19,0,0,44
"KARNATAKA","BELLARY","SIRAGUPPA",308,445,58,4,0,0,815
"KARNATAKA","BIDAR","AURAD",70,34,0,0,0,0,104
"KARNATAKA","BIDAR","BASAVA KALYANA",0,18,0,0,0,0,18
"KARNATAKA","BIDAR","BHALKI",83,7,145,1,0,1,237
"KARNATAKA","BIDAR","BIDAR",33,47,21,0,0,0,101
"KARNATAKA","BIJAPUR","BADAMI",377,433,13,0,0,30,853
"KARNATAKA","BIJAPUR","BAGALKOT",274,176,184,42,0,196,872
"KARNATAKA","BIJAPUR","BIJAPUR",0,0,0,0,0,0,0
"KARNATAKA","BIJAPUR","BILGI",27,168,204,1,0,2,402
"KARNATAKA","BIJAPUR","HUNGUND",251,801,98,0,1,0,1151
"KARNATAKA","BIJAPUR","INDI",172,137,2,14,0,0,325
"KARNATAKA","BIJAPUR","JAMAKHANDI",8,850,774,6,0,25,1663
"KARNATAKA","BIJAPUR","MUDDEBIHAL",134,402,79,28,0,1,644
"KARNATAKA","BIJAPUR","MUDHOL",98,228,37,1,0,0,364
"KARNATAKA","BIJAPUR","SINDGI",36,0,0,0,2,0,38
"KARNATAKA","CHIKKAMAGALORE","KADUR",0,0,1,0,0,0,1
"KARNATAKA","CHIKKAMAGALORE","MUDIGERE",39,0,53,0,0,0,92
"KARNATAKA","CHIKKAMAGALORE","N.R. PURA",4,36,0,0,0,3,43
"KARNATAKA","CHIKKAMAGALORE","SRINGERE",41,43,5,0,0,0,89
"KARNATAKA","CHIKKAMAGALORE","TARIKERE",0,0,66,0,0,0,66
"KARNATAKA","CHITRADURGA","CHALLAKERE",24,0,18,0,0,0,42
"KARNATAKA","CHITRADURGA","CHITRADURGA",1,0,0,0,0,0,1
"KARNATAKA","CHITRADURGA","DAVANAGERE",30,37,3,4,0,0,74
"KARNATAKA","CHITRADURGA","HARIHAR",243,486,262,60,4,1,1056
"KARNATAKA","CHITRADURGA","HIRIYUR",30,3,0,0,0,0,33
"KARNATAKA","CHITRADURGA","HOSADURGA",2,0,59,0,0,0,61
"KARNATAKA","DAKSHINA KANNADA","BANTWAL",49,5,0,0,0,0,54
"KARNATAKA","DAKSHINA KANNADA","BELTHANGADY",15,4,9,0,0,0,28
"KARNATAKA","DAKSHINA KANNADA","KARKALA",195,10,11,18,0,0,234
"KARNATAKA","DAKSHINA KANNADA","MANGALORE",11,9,18,0,0,0,38
