-----
{
 "description": "The table refers to block wise irrigation through supplemntary sources under surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.15.csv", 
 "title": "Download CSV for Blockwise Irrigation through supplementary sources under surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.15.csv"
}
-----
-----
{
 "description": "The table refers to block wise irrigation through supplemntary sources under surface lift schemes. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblck5.15.csv", 
 "title": "Download CSV for Blockwise Irrigation through supplementary sources under surface lift schemes for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblck5.15.csv"
}
-----
"State","District","Block","Supplementary irrigation - Kharif","Supplementary irrigation - Rabi","Supplementary irrigation - Perennial","Supplementary irrigation - Others","Total"
"BIHAR","MUZAFFARPUR","BANDRA",0,0,0,0,0
"BIHAR","MUZAFFARPUR","MINAPUR",0,0,0,0,0
"BIHAR","MUZAFFARPUR","MORAUL",0,0,0,0,0
"BIHAR","MUZAFFARPUR","MOTIPUR",0,0,0,0,0
"BIHAR","MUZAFFARPUR","SAHEBGANJ",0,0,0,0,0
"BIHAR","MUZAFFARPUR","SAKRA",0,0,0,0,0
"BIHAR","MUZAFFARPUR","SARAIYA",0,0,0,0,0
"BIHAR","NALANDA","ASTHAWAN",0,0,0,0,0
"BIHAR","NALANDA","BEN",0,0,0,0,0
"BIHAR","NALANDA","BIHARSARIF",0,0,0,0,0
"BIHAR","NALANDA","BIND",0,0,0,0,0
"BIHAR","NALANDA","CHANDI",0,0,0,0,0
"BIHAR","NALANDA","EKANGARSARAI",35,0,0,0,35
"BIHAR","NALANDA","GIRIAK",0,0,0,0,0
"BIHAR","NALANDA","HARNAUT",0,0,0,0,0
"BIHAR","NALANDA","HILSA",0,0,0,0,0
"BIHAR","NALANDA","KARAI PARSURAI",0,0,0,0,0
"BIHAR","NALANDA","PARWALPUR",65,50,10,0,125
"BIHAR","NALANDA","RAHUI",0,0,0,0,0
"BIHAR","NALANDA","RAJGIR",0,0,0,0,0
"BIHAR","NALANDA","SARMERA",0,0,0,0,0
"BIHAR","NAWADA","GOBINDPUR",0,0,0,0,0
"BIHAR","NAWADA","NAWADA",0,0,0,0,0
"BIHAR","NAWADA","RAJANLI",0,0,0,0,0
"BIHAR","NAWADA","ROH",0,0,0,0,0
"BIHAR","PAKUR","AMRAPARA",0,0,0,0,0
"BIHAR","PAKUR","HIRANPUR",0,0,0,0,0
"BIHAR","PAKUR","LITIPARA",0,0,0,0,0
"BIHAR","PAKUR","MAHESHPUR",0,0,0,0,0
"BIHAR","PAKUR","PAKUR",4,6,0,0,10
"BIHAR","PAKUR","PAKURIA",0,0,0,0,0
"BIHAR","PATNA","MANER",0,0,0,0,0
"BIHAR","PATNA","MASAURHI",0,0,0,0,0
"BIHAR","PATNA","SAMPATCHAK",4,1,0,0,5
"BIHAR","PURNIA","KRITYANANDNAGAR",0,0,0,0,0
"BIHAR","PURNIA","PURNIA EAST",0,0,0,0,0
"BIHAR","PURNIA","RUPAULI",0,0,0,0,0
"BIHAR","RANCHI","ANGARA",0,0,0,0,0
"BIHAR","RANCHI","ARKI",0,0,0,0,0
"BIHAR","RANCHI","CHANHO",1,3,0,0,4
"BIHAR","RANCHI","KANKE",0,0,0,0,0
"BIHAR","RANCHI","MANDAR",0,0,0,0,0
"BIHAR","RANCHI","RATU",0,0,0,0,0
"BIHAR","RANCHI","SILLI",0,0,0,0,0
"BIHAR","RANCHI","SONAHATU",0,0,0,0,0
"BIHAR","RANCHI","TAMAR",0,0,0,0,0
"BIHAR","RANCHI","TORPA",0,0,0,0,0
"BIHAR","ROHTAS","AKORHIGOLA",8,2,0,0,10
"BIHAR","ROHTAS","CHENARI",0,0,0,0,0
"BIHAR","ROHTAS","DAWATH",0,0,0,0,0
"BIHAR","ROHTAS","DEHRI",0,0,0,0,0
"BIHAR","ROHTAS","KARGHAHAR",8,8,0,0,16
"BIHAR","ROHTAS","KUCHAI",0,0,0,0,0
"BIHAR","ROHTAS","NAWHATTA",0,0,0,0,0
"BIHAR","ROHTAS","NOKHA",0,0,0,0,0
"BIHAR","ROHTAS","ROHTAS",0,0,0,0,0
"BIHAR","ROHTAS","SASARAM",0,0,0,0,0
"BIHAR","ROHTAS","SHEOSAGAR",0,0,0,0,0
"BIHAR","SAHARSA","SAUR BAZAR",0,0,0,0,0
"BIHAR","SAHARSA","SIMORI BAKHTIARPUR",0,0,0,0,0
"BIHAR","SAHEBGANJ","BARHAIT",0,0,0,0,0
"BIHAR","SAHEBGANJ","BARHARWA",0,0,0,0,0
"BIHAR","SAHEBGANJ","BORIO",22,14,0,0,36
"BIHAR","SAHEBGANJ","MANDRO",0,0,0,0,0
"BIHAR","SAHEBGANJ","PATHNA",0,0,0,0,0
"BIHAR","SAHEBGANJ","TALJHARI",0,0,0,0,0
"BIHAR","SAHEBGANJ","UDHUWA",0,0,0,0,0
"BIHAR","SAMASTIPUR","BIBHUTIPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","DALSINGHSARAI",0,0,0,0,0
"BIHAR","SAMASTIPUR","KALYANPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","KHANPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","PATORI",0,0,0,0,0
"BIHAR","SAMASTIPUR","PUSA",0,0,0,0,0
"BIHAR","SAMASTIPUR","ROSERA",0,0,0,0,0
"BIHAR","SAMASTIPUR","SAMASTIPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","SARAIRANJAN",0,0,0,0,0
"BIHAR","SAMASTIPUR","TAJPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","UJIARPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","VIDHAYAPATI NAGAR",0,0,0,0,0
"BIHAR","SARAN","AMNOUR",0,0,0,0,0
"BIHAR","SARAN","DARIYAPUR",37,21,0,0,58
"BIHAR","SARAN","MANJHI",0,0,0,0,0
"BIHAR","SARAN","MASARAKH",0,0,0,0,0
"BIHAR","SARAN","SONEPUR",0,0,0,0,0
"BIHAR","SHEIKHPURA","ARIARI",0,0,0,0,0
"BIHAR","SHEIKHPURA","GHAT-KHUSUMBA",0,0,0,0,0
"BIHAR","SHEIKHPURA","SHEIKHPURA",0,0,0,0,0
"BIHAR","SHEOHAR","PIPRAHI",0,0,0,0,0
"BIHAR","SINGHBHUM EAST","BAHARAGORA",0,0,0,0,0
"BIHAR","SINGHBHUM EAST","CHAKULIA",0,0,0,0,0
"BIHAR","SINGHBHUM EAST","DHALBHUMGARH",0,0,0,0,0
"BIHAR","SINGHBHUM EAST","DUMARIA",0,0,0,0,0
"BIHAR","SINGHBHUM EAST","GHATSHILA",0,14,0,0,14
"BIHAR","SINGHBHUM EAST","JAMSHEDPUR",0,0,0,0,0
"BIHAR","SINGHBHUM EAST","MUSABANI",0,0,0,0,0
"BIHAR","SINGHBHUM EAST","PATAMDA",0,0,0,0,0
"BIHAR","SINGHBHUM EAST","POTKA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","BANDGAON",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","CHAIBASA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","CHAKRADHARPUR",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","CHANDIL",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","GELKERA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","GUNHARIA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","JAGNNATHPUR",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","JHINIKPANI",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","KHANSOWAN",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","KHUNTPANI",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","KUCHAI",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","MAJHGAON",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","MANOHARPUR",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","NIMDIH",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","NOAMUNDI",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","RAJNAGAR",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","SARAIKELA",6,4,2,0,12
"BIHAR","SINGHBHUM WEST","SONUA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","TANTNAGAR",0,1,0,0,1
"BIHAR","SINGHBHUM WEST","TONTO",0,0,0,0,0
"BIHAR","SITAMARHI","BAJAPATTI",0,0,0,0,0
"BIHAR","SITAMARHI","BATHNAHA",0,0,0,0,0
"BIHAR","SITAMARHI","DUMRA",0,0,0,0,0
"BIHAR","SITAMARHI","MEJARGANJ",0,0,0,0,0
"BIHAR","SITAMARHI","PARSAUNI",0,0,0,0,0
"BIHAR","SITAMARHI","PUPARI",0,0,0,0,0
"BIHAR","SITAMARHI","RIGA",0,0,0,0,0
"BIHAR","SITAMARHI","RUNISAIDPUR",0,0,0,0,0
"BIHAR","SITAMARHI","SONBARSA",0,0,0,0,0
"BIHAR","SITAMARHI","SUPPI",0,0,0,0,0
"BIHAR","SITAMARHI","SURSAND",0,0,0,0,0
"BIHAR","SIWAN","ANDAR",0,0,0,0,0
"BIHAR","SIWAN","BARHARIA",35,0,0,0,35
"BIHAR","SIWAN","DARAULI",0,0,0,0,0
"BIHAR","SIWAN","DARAUNDHA",0,0,0,0,0
"BIHAR","SIWAN","GORAIKOTHI",0,0,0,0,0
"BIHAR","SIWAN","GUTHANI",0,0,0,0,0
"BIHAR","SIWAN","HUSSAINGANJ",0,0,0,0,0
"BIHAR","SIWAN","MAHRAJGANJ",0,0,0,0,0
"BIHAR","SIWAN","MAIRWA",0,0,0,0,0
"BIHAR","SIWAN","RAGHUNATHPUR",0,0,0,0,0
"BIHAR","SIWAN","SISWAN",0,0,0,0,0
"BIHAR","SIWAN","SIWAN",0,0,0,0,0
"BIHAR","SUPAUL","BASANTPUR",0,0,0,0,0
"BIHAR","SUPAUL","CHHATAPUR",0,0,0,0,0
"BIHAR","SUPAUL","PIPRA",0,0,0,0,0
"BIHAR","SUPAUL","SUPAUL",0,0,0,0,0
"BIHAR","VAISHALI","BHAGWANPUR",0,0,0,0,0
"BIHAR","VAISHALI","GORAUL",0,0,0,0,0
"BIHAR","VAISHALI","JANDAHA",0,0,0,0,0
"BIHAR","VAISHALI","MAHNAR",0,0,0,0,0
"BIHAR","VAISHALI","MAHUA",0,0,0,0,0
"BIHAR","VAISHALI","PATEHRIBELSAR",0,0,0,0,0
"BIHAR","VAISHALI","PATEPUR",0,0,0,0,0
"BIHAR","VAISHALI","PREMRAJ",0,0,0,0,0
"BIHAR","VAISHALI","VAISHALI",0,0,0,0,0
"GOA","NORTH GOA","BICHOLIM",0,0,0,0,0
"GOA","NORTH GOA","PERNEM",0,0,0,0,0
"GOA","NORTH GOA","PONDA",0,11,0,0,11
"GOA","NORTH GOA","SATARI",0,16,111,0,127
"GOA","NORTH GOA","TISWADI",0,0,0,0,0
"GOA","SOUTH GOA","CANACONA",0,0,0,0,0
"GOA","SOUTH GOA","MORMUGAO",0,0,0,0,0
"GOA","SOUTH GOA","QUEPEM",0,0,208,0,208
"GOA","SOUTH GOA","SALCETE",0,0,0,0,0
"GOA","SOUTH GOA","SANGUEM",0,0,183,40,223
"HARYANA","AMBALA","AMBALA",0,0,0,0,0
"HARYANA","AMBALA","NARAINGARH",0,0,0,0,0
"HARYANA","KAITHAL","KAITHAL",35,35,0,0,70
"HARYANA","KURUKSHETRA","SHAHBAD",0,0,0,0,0
"HIMACHAL PRADESH","Bilaspur","Bilaspur Sadar",0,0,0,0,0
"HIMACHAL PRADESH","Bilaspur","Ghumarwin",0,0,0,0,0
"HIMACHAL PRADESH","Bilaspur","Jhanduta",0,0,0,0,0
"HIMACHAL PRADESH","Bilaspur","Naina Devi",0,0,0,0,0
"HIMACHAL PRADESH","Chamba","Bhattiyat",0,0,0,0,0
"HIMACHAL PRADESH","Chamba","Chamba",0,0,0,0,0
"HIMACHAL PRADESH","Chamba","Sihunta",0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Barsar",0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Bhoranj",0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Hamirpur",0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Nadaun",0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Tira Sujanpur",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Baijnath",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Baroh",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Dera Gopipur",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Dhira",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Fatehpur",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Indora",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Jaisinghpur",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Jaswan",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Jawali",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Kangra",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Nurpur",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Palampur",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Rakkar",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Thural",0,0,0,0,0
"HIMACHAL PRADESH","Kullu","Ani",0,0,0,0,0
"HIMACHAL PRADESH","Kullu","Kullu",0,0,0,0,0
"HIMACHAL PRADESH","Kullu","Nermand",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Aut",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Baldwara",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Chachyot",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Dharmpur",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Jogindarnagar",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Kotli",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Mandi",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Padhar",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Sandhol",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Sundarnagar",0,0,0,0,0
"HIMACHAL PRADESH","Shimla","Seoni",0,0,0,0,0
"HIMACHAL PRADESH","Shimla","Shimla",0,0,0,0,0
"HIMACHAL PRADESH","Shimla","Theog",0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Nahan",0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Pachhad",0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Pajhota",0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Paonta Sahib",0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Rajgarh",0,0,0,0,0
"HIMACHAL PRADESH","Solan","Arki",0,0,0,0,0
"HIMACHAL PRADESH","Solan","Kandaghat",0,0,0,0,0
"HIMACHAL PRADESH","Solan","Krishangarh",0,0,0,0,0
"HIMACHAL PRADESH","Solan","Nalagarh",0,0,0,0,0
"HIMACHAL PRADESH","Solan","Solan",0,0,0,0,0
"HIMACHAL PRADESH","Una","Amb",0,0,0,0,0
"HIMACHAL PRADESH","Una","Bangana",0,0,0,0,0
"HIMACHAL PRADESH","Una","Haroli",0,0,0,0,0
"HIMACHAL PRADESH","Una","Una",0,0,0,0,0
"JAMMU & KASHMIR","Anantnagh","Bijehara",0,0,0,0,0
"JAMMU & KASHMIR","Anantnagh","Kulgam",0,0,0,0,0
"JAMMU & KASHMIR","Baramulla","Baramulla",0,0,0,0,0
"JAMMU & KASHMIR","Baramulla","Gurez",0,0,0,0,0
"JAMMU & KASHMIR","Baramulla","Pattan",0,0,0,0,0
"JAMMU & KASHMIR","Baramulla","Sonawari",0,0,0,0,0
"JAMMU & KASHMIR","Baramulla","Sopore",0,0,0,0,0
"JAMMU & KASHMIR","Jammu","Akhnoor",0,0,0,0,0
"JAMMU & KASHMIR","Jammu","Bishna",0,0,0,0,0
"JAMMU & KASHMIR","Jammu","Jammu",0,0,0,0,0
"JAMMU & KASHMIR","Jammu","Samba",0,0,0,0,0
"JAMMU & KASHMIR","Kathua","Billawar",40,30,0,0,70
"JAMMU & KASHMIR","Kathua","Hiranagar",15,20,0,0,35
"JAMMU & KASHMIR","Kathua","Kathua",15,15,0,0,30
"JAMMU & KASHMIR","Kupwara","Kupwara",670,0,0,0,670
"JAMMU & KASHMIR","Poonch","Mendhar",0,0,0,0,0
"JAMMU & KASHMIR","Pulwama","Pampore",0,0,0,0,0
"JAMMU & KASHMIR","Pulwama","Pulwana",300,0,0,0,300
"JAMMU & KASHMIR","Pulwama","Tral",700,270,0,0,970
"JAMMU & KASHMIR","Rajouri","Nowshera",0,0,0,0,0
"JAMMU & KASHMIR","Rajouri","Rajouri",0,0,0,0,0
"JAMMU & KASHMIR","Rajouri","Sunderbani",0,0,0,0,0
"JAMMU & KASHMIR","Srinagar","Ganderbal",0,0,0,0,0
"JAMMU & KASHMIR","Srinagar","Srinagar",0,0,0,0,0
"JAMMU & KASHMIR","Udhampur","Reasi",0,0,0,0,0
"JAMMU & KASHMIR","Udhampur","Udhampur",0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","DEVANAHALLI",0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","HOSAKOTE",0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","KANAKAPURA",0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","MAGADI",0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","NELAMANGALA",0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","RAMANAGARA",0,0,0,0,0
"KARNATAKA","BANGALORE URBAN","ANEKAL",0,0,0,0,0
"KARNATAKA","BANGALORE URBAN","BANGALORE NORTH",0,0,0,0,0
"KARNATAKA","BANGALORE URBAN","BANGALORE SOUTH",0,0,0,0,0
"KARNATAKA","BELGAUM","ATHNI",260,110,187,0,557
"KARNATAKA","BELGAUM","CHIKODI",572,89,4,0,665
"KARNATAKA","BELGAUM","GOKAK",989,218,105,3,1315
"KARNATAKA","BELGAUM","KHANAPUR",214,15,3,0,232
"KARNATAKA","BELGAUM","RAMDURG",148,133,26,6,313
"KARNATAKA","BELGAUM","RAYBAG",207,182,0,0,389
"KARNATAKA","BELGAUM","SAMPGAON",2,1,0,1,4
"KARNATAKA","BELLARY","BELLARY",402,33,0,77,512
"KARNATAKA","BELLARY","H.B. HALLY",775,235,0,0,1010
"KARNATAKA","BELLARY","HADAGALI",0,0,0,0,0
"KARNATAKA","BELLARY","HARAPANA HALLI",0,0,0,0,0
"KARNATAKA","BELLARY","HOSPET",382,202,0,0,584
"KARNATAKA","BELLARY","KUDLIGI",0,0,0,0,0
"KARNATAKA","BELLARY","SIRAGUPPA",921,7,33,701,1662
"KARNATAKA","BIDAR","AURAD",27,21,0,0,48
"KARNATAKA","BIDAR","BASAVA KALYANA",0,0,0,0,0
"KARNATAKA","BIDAR","BHALKI",26,43,11,0,80
"KARNATAKA","BIDAR","BIDAR",50,43,45,2,140
"KARNATAKA","BIJAPUR","BADAMI",64,27,0,0,91
"KARNATAKA","BIJAPUR","BAGALKOT",1,0,0,0,1
"KARNATAKA","BIJAPUR","BIJAPUR",0,0,0,0,0
"KARNATAKA","BIJAPUR","BILGI",122,121,0,0,243
"KARNATAKA","BIJAPUR","HUNGUND",0,0,0,0,0
"KARNATAKA","BIJAPUR","INDI",170,182,147,14,513
"KARNATAKA","BIJAPUR","JAMAKHANDI",0,0,217,0,217
"KARNATAKA","BIJAPUR","MUDDEBIHAL",0,0,0,0,0
"KARNATAKA","BIJAPUR","MUDHOL",142,94,18,2,256
"KARNATAKA","BIJAPUR","SINDGI",0,0,0,0,0
"KARNATAKA","CHIKKAMAGALORE","KADUR",0,0,0,0,0
"KARNATAKA","CHIKKAMAGALORE","MUDIGERE",0,0,0,0,0
"KARNATAKA","CHIKKAMAGALORE","N.R. PURA",86,54,90,88,318
"KARNATAKA","CHIKKAMAGALORE","SRINGERE",0,0,0,0,0
"KARNATAKA","CHIKKAMAGALORE","TARIKERE",0,0,0,0,0
"KARNATAKA","CHITRADURGA","CHALLAKERE",0,0,0,0,0
"KARNATAKA","CHITRADURGA","CHITRADURGA",0,0,0,0,0
"KARNATAKA","CHITRADURGA","DAVANAGERE",0,0,0,0,0
"KARNATAKA","CHITRADURGA","HARIHAR",469,33,365,5,872
"KARNATAKA","CHITRADURGA","HIRIYUR",0,0,0,0,0
"KARNATAKA","CHITRADURGA","HOSADURGA",0,0,0,0,0
"KARNATAKA","DAKSHINA KANNADA","BANTWAL",0,0,0,0,0
"KARNATAKA","DAKSHINA KANNADA","BELTHANGADY",0,4,2,0,6
"KARNATAKA","DAKSHINA KANNADA","KARKALA",0,0,0,0,0
"KARNATAKA","DAKSHINA KANNADA","MANGALORE",0,0,0,0,0
"KARNATAKA","DAKSHINA KANNADA","PUTTUR",0,0,0,0,0
"KARNATAKA","DAKSHINA KANNADA","SULLIA",0,0,0,0,0
"KARNATAKA","DAKSHINA KANNADA","UDUPI",0,0,0,0,0
"KARNATAKA","DHARWAR","HAVERI",0,0,0,0,0
"KARNATAKA","DHARWAR","HIREKERUR",0,0,0,0,0
"KARNATAKA","DHARWAR","KALGHATGI",0,0,0,0,0
"KARNATAKA","DHARWAR","MUNDARGI",0,0,0,0,0
"KARNATAKA","DHARWAR","NARAGUND",0,0,0,0,0
"KARNATAKA","DHARWAR","NAVALAGUND",0,0,0,0,0
"KARNATAKA","DHARWAR","RANIBENNUR",1,209,0,0,210
"KARNATAKA","DHARWAR","SAVANUR",0,0,0,0,0
"KARNATAKA","DHARWAR","SHIRAHATTI",0,0,0,0,0
"KARNATAKA","GULBARGA","AFZALPUR TALUK",77,0,0,0,77
"KARNATAKA","GULBARGA","CHINCHOLI",13,38,0,0,51
"KARNATAKA","GULBARGA","CHITAPUR",53,53,0,0,106
"KARNATAKA","GULBARGA","GULBARGA",0,0,0,0,0
"KARNATAKA","GULBARGA","JEWARGI",11,10,0,0,21
"KARNATAKA","GULBARGA","SAHAPUR",0,0,0,0,0
"KARNATAKA","GULBARGA","SEDAM",0,0,0,0,0
"KARNATAKA","GULBARGA","SHORAPUR",6,0,1,0,7
"KARNATAKA","GULBARGA","YADAGIR",0,0,0,0,0
"KARNATAKA","HASSAN","ALUR",0,0,0,0,0
"KARNATAKA","HASSAN","ARASIKERE",0,0,0,0,0
"KARNATAKA","HASSAN","ARKALGUD",3,0,3,0,6
"KARNATAKA","HASSAN","BELUR",25,0,0,0,25
"KARNATAKA","HASSAN","H.N. PURA",0,0,156,0,156
"KARNATAKA","HASSAN","HASSAN",0,0,0,0,0
"KARNATAKA","KODAGU","SOMWARPET",2,1,2,0,5
"KARNATAKA","KOLAR","BAGEPALLI",0,0,0,0,0
"KARNATAKA","KOLAR","BANGARPET",0,0,0,0,0
"KARNATAKA","KOLAR","GOWRIBIDANOOR",0,0,0,0,0
"KARNATAKA","KOLAR","GUDIBANDA",0,0,0,0,0
"KARNATAKA","KOLAR","MALUR",0,0,0,0,0
"KARNATAKA","KOLAR","MULABAGAL",0,0,0,0,0
"KARNATAKA","KOLAR","SIDLAGHATTA",0,0,0,0,0
"KARNATAKA","KOLAR","SRINIVASAPUR",0,0,0,0,0
"KARNATAKA","MANDYA","K.R. PET",0,0,0,0,0
"KARNATAKA","MANDYA","MADDUR",0,9,0,0,9
"KARNATAKA","MANDYA","MALAVALLY",0,0,0,0,0
"KARNATAKA","MANDYA","MANDYA",7,7,0,0,14
"KARNATAKA","MANDYA","NAGAMANGALA",2,0,0,0,2
"KARNATAKA","MANDYA","PANDAVAPURA",0,0,0,0,0
"KARNATAKA","MANDYA","SRIRANGAPATNA",0,0,0,0,0
"KARNATAKA","MYSORE","CHAMARAJANAGAR",0,0,0,0,0
"KARNATAKA","MYSORE","HEGGADADEVANAKOTE",0,0,0,0,0
"KARNATAKA","MYSORE","HUNSUR",0,0,0,0,0
"KARNATAKA","MYSORE","KOLLEGAL",23,0,0,0,23
"KARNATAKA","MYSORE","MYSORE",284,11,0,0,295
"KARNATAKA","MYSORE","PERIYAPATNA",74,0,0,74,148
"KARNATAKA","MYSORE","T. NARASIPURA",0,0,0,0,0
"KARNATAKA","RAICHUR","DEVADURGA",0,0,0,0,0
"KARNATAKA","RAICHUR","GANGAVATHI",664,640,28,4,1336
"KARNATAKA","RAICHUR","KOPPAL",43,26,136,0,205
"KARNATAKA","RAICHUR","KUSHTAGI",0,0,0,0,0
"KARNATAKA","RAICHUR","LINGASUGUR",0,0,0,0,0
"KARNATAKA","RAICHUR","MANVI",139,34,0,0,173
"KARNATAKA","RAICHUR","RAICHUR",95,41,22,0,158
"KARNATAKA","RAICHUR","SINDHANUR",57,5,0,0,62
"KARNATAKA","SHIMOGA","BHADRAVATHI",1,0,39,0,40
"KARNATAKA","SHIMOGA","CHANNAGIRI",0,0,2,1,3
"KARNATAKA","SHIMOGA","HONNALI",4,0,0,0,4
"KARNATAKA","SHIMOGA","SAGARA",0,0,0,0,0
"KARNATAKA","SHIMOGA","SHIKARPUR",234,14,11,1,260
"KARNATAKA","SHIMOGA","SHIMOGA",366,14,168,59,607
"KARNATAKA","SHIMOGA","SORAB",1,0,0,0,1
"KARNATAKA","SHIMOGA","TIRTHAHALLI",4,15,47,45,111
"KARNATAKA","TUMKUR","CHICKANAYAKANA HALLY",0,0,0,0,0
"KARNATAKA","TUMKUR","GUBBI",0,0,0,12,12
"KARNATAKA","TUMKUR","KUNIGAL",0,0,0,0,0
"KARNATAKA","TUMKUR","TUMKUR",0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","ANKOLA",0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","HALYAL",0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","HONNAVAR",0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","KARWAR",0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","KUMTA",0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","MUNDAGOD",0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","SIDDAPUR",0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","SIRSI",0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","YELLAPUR",0,0,0,0,0
"KERALA","ALAPUZHA","ALAPUZHA",0,0,0,0,0
"KERALA","ALAPUZHA","ARIYAD",0,0,0,0,0
"KERALA","ALAPUZHA","CHAMPAKKULAM",0,65,0,0,65
"KERALA","ALAPUZHA","HARIPPAD",0,0,7,0,7
"KERALA","ALAPUZHA","MAVELIKARA",0,0,0,0,0
"KERALA","ALAPUZHA","MUTHUKULAM",0,0,0,0,0
"KERALA","ALAPUZHA","PANDALAM",0,0,0,0,0
"KERALA","ALAPUZHA","VELIYANAD",0,0,0,0,0
"KERALA","ERANAKULAM","ALANGAD",0,0,0,0,0
"KERALA","ERANAKULAM","ANGAMALY",806,796,659,273,2534
"KERALA","ERANAKULAM","ANKAMALY",0,0,0,0,0
"KERALA","ERANAKULAM","COCHIN",0,0,0,0,0
"KERALA","ERANAKULAM","EDAPPALLY",0,0,0,0,0
"KERALA","ERANAKULAM","KALAMASSERY",0,0,0,0,0
"KERALA","ERANAKULAM","KOOVAPPADY",322,322,400,92,1136
"KERALA","ERANAKULAM","KOTHAMANGALAM",0,0,0,0,0
"KERALA","ERANAKULAM","KOTHAMANGALAM",0,0,0,0,0
