-----
{
 "description": "The table refers to block wise distribution of surface flow schemes by status. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.6.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes by its status for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.6.csv"
}
-----
State,District,Block,Schemes in use,Schemes not in use - Temporary,Schemes not in use - Abandoned (Salinity),Schemes not in use - Dried up,Schemes not in use - Destroyed,Schemess not in use - Others,Total - Schemes not in use,Grand total (Not in use + In use)
MADHYA PRADESH,SHAJAPUR,NALKHEDA,521,1,4,1,0,0,6,527
MADHYA PRADESH,SHAJAPUR,SHAJAPUR,5,0,0,0,0,0,0,5
MADHYA PRADESH,SHAJAPUR,SUJALPUR,1544,22,1,16,0,9,48,1592
MADHYA PRADESH,SHAJAPUR,SUSNER,174,0,0,40,0,0,40,214
MADHYA PRADESH,SHIVPURI,BADARWAS,28,0,0,0,0,0,0,28
MADHYA PRADESH,SHIVPURI,KARERA,131,0,0,0,0,0,0,131
MADHYA PRADESH,SHIVPURI,KHANIYADHANA,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,SHIVPURI,KOLARAS,83,0,0,0,0,0,0,83
MADHYA PRADESH,SHIVPURI,NARWAR,181,0,0,0,0,0,0,181
MADHYA PRADESH,SHIVPURI,PICHHORE,355,0,0,0,0,0,0,355
MADHYA PRADESH,SHIVPURI,POHARI,68,0,0,0,0,0,0,68
MADHYA PRADESH,SHIVPURI,SHIVPURI,64,0,0,0,0,0,0,64
MADHYA PRADESH,SIDHI,BAIDHAN,15,0,0,0,0,0,0,15
MADHYA PRADESH,SIDHI,CHITRANGI,41,3,0,0,0,0,3,44
MADHYA PRADESH,SIDHI,DEOSAR,30,0,0,0,0,0,0,30
MADHYA PRADESH,SIDHI,KUSAMI,18,0,0,0,1,0,1,19
MADHYA PRADESH,SIDHI,MAJHAULI,11,2,0,1,0,0,3,14
MADHYA PRADESH,SIDHI,RAMPURNEKIN,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,SIDHI,SIDHI,26,0,0,0,0,0,0,26
MADHYA PRADESH,SIDHI,SIHAWAL,4,0,0,3,0,0,3,7
MADHYA PRADESH,SURGUJA,AMBIKAPUR,1,0,0,0,0,0,0,1
MADHYA PRADESH,SURGUJA,BADRAFNAGAR,313,0,0,0,0,0,0,313
MADHYA PRADESH,SURGUJA,BAIKUNTHPUR,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,BALRAMPUR,13,0,0,0,0,0,0,13
MADHYA PRADESH,SURGUJA,BATOLI,228,0,0,0,0,0,0,228
MADHYA PRADESH,SURGUJA,BHAIYATHAN,258,0,0,0,0,0,0,258
MADHYA PRADESH,SURGUJA,BHARATPUR,543,0,2,0,0,0,2,545
MADHYA PRADESH,SURGUJA,KHARGAWAN,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,KUSAMI,753,0,0,0,0,0,0,753
MADHYA PRADESH,SURGUJA,LAKHANPUR,89,0,0,0,0,0,0,89
MADHYA PRADESH,SURGUJA,LUNDRA,273,0,0,0,0,0,0,273
MADHYA PRADESH,SURGUJA,MAINPAT,507,0,0,0,0,0,0,507
MADHYA PRADESH,SURGUJA,MANENDRAGARH,647,0,26,0,0,0,26,673
MADHYA PRADESH,SURGUJA,ODAGI,850,0,0,0,0,0,0,850
MADHYA PRADESH,SURGUJA,PRATAPPUR,721,0,0,0,0,0,0,721
MADHYA PRADESH,SURGUJA,PREMNAGAR,375,0,0,0,0,0,0,375
MADHYA PRADESH,SURGUJA,RAJPUR,272,0,0,0,0,0,0,272
MADHYA PRADESH,SURGUJA,RAMANUJNAGAR,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,SURGUJA,RAMCHANDRAPUR,69,0,0,0,0,0,0,69
MADHYA PRADESH,SURGUJA,SHANKARGARH,173,1,1,0,0,0,2,175
MADHYA PRADESH,SURGUJA,SITAPUR,364,0,2,0,0,0,2,366
MADHYA PRADESH,SURGUJA,SONHAT,91,2,0,0,0,0,2,93
MADHYA PRADESH,SURGUJA,SURAJPUR,661,0,0,0,0,0,0,661
MADHYA PRADESH,SURGUJA,UDAYPUR,305,0,0,0,0,0,0,305
MADHYA PRADESH,TIKAMGARH,BALDEOGARH,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,TIKAMGARH,JATARA,120,0,0,0,0,0,0,120
MADHYA PRADESH,TIKAMGARH,NIWARI,73,0,0,0,0,0,0,73
MADHYA PRADESH,TIKAMGARH,PALERA,349,0,0,0,0,0,0,349
MADHYA PRADESH,TIKAMGARH,PRITHWIPUR,278,0,0,0,0,0,0,278
MADHYA PRADESH,TIKAMGARH,TIKAMGARH,81,0,0,0,0,0,0,81
MADHYA PRADESH,UJJAIN,BADNAGAR,18,0,0,0,0,0,0,18
MADHYA PRADESH,UJJAIN,GHATIYA,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,UJJAIN,KHACHRAUD,123,0,0,0,0,0,0,123
MADHYA PRADESH,UJJAIN,MAHIDPUR,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,UJJAIN,TARANA,44,0,0,0,0,0,0,44
MADHYA PRADESH,UJJAIN,UJJAIN,315,0,0,0,0,0,0,315
MADHYA PRADESH,VIDISHA,BASODA,2,0,0,0,0,0,0,2
MADHYA PRADESH,VIDISHA,GYARASPUR,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,KURWAI,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,LATERI,NA,NA,NA,NA,NA,NA,NA,NA
MADHYA PRADESH,VIDISHA,NATERAN,9,0,0,0,0,0,0,9
MADHYA PRADESH,VIDISHA,SIRONJ,1,0,0,0,0,0,0,1
MADHYA PRADESH,VIDISHA,VIDISHA,NA,NA,NA,NA,NA,NA,NA,NA
MAHARASHTRA,,,NA,NA,NA,NA,NA,NA,NA,NA
MANIPUR,BISHNUPUR,BISHNUPUR,10,0,0,0,0,0,0,10
MANIPUR,BISHNUPUR,MOIRANG,2,0,0,0,0,0,0,2
MANIPUR,CHANDEL,CHAKPIKARONG,3,0,0,0,0,0,0,3
MANIPUR,CHANDEL,CHANDEL,6,0,0,0,0,0,0,6
MANIPUR,CHURACHANDPUR,CHURACHANDPUR,31,0,0,0,0,0,0,31
MANIPUR,CHURACHANDPUR,HENGLEP,11,0,0,0,0,0,0,11
MANIPUR,CHURACHANDPUR,SINGHAT,20,0,0,0,0,0,0,20
MANIPUR,CHURACHANDPUR,THANGLON,10,0,0,0,0,0,0,10
MANIPUR,IMPHAL,HAORANGSABAL(I-W),11,0,0,0,0,0,0,11
MANIPUR,IMPHAL,IRILBUNG(IMPHAL-E),3,0,0,0,0,0,0,3
MANIPUR,IMPHAL,SWOMBUNG(IMPHAL-E),12,0,0,0,0,0,0,12
MANIPUR,IMPHAL,WAQNGOI(I-W),NA,NA,NA,NA,NA,NA,NA,NA
MANIPUR,SENAPATI,KANGPOKPI,17,0,0,0,0,0,0,17
MANIPUR,SENAPATI,PAOMATA,5,0,0,0,0,0,0,5
MANIPUR,SENAPATI,PURUL,NA,NA,NA,NA,NA,NA,NA,NA
MANIPUR,SENAPATI,SAIKHUL,9,0,0,0,0,0,0,9
MANIPUR,SENAPATI,TADUBI,1,0,0,0,0,0,0,1
MANIPUR,TAMENGLONG,NUNGBA,20,0,0,0,0,0,0,20
MANIPUR,TAMENGLONG,TAMEI,7,0,0,0,0,0,0,7
MANIPUR,TAMENGLONG,TAMENGLONG,10,0,0,0,0,0,0,10
MANIPUR,THOUBAL,KAKCHING,3,0,0,0,0,0,0,3
MANIPUR,THOUBAL,THOUBAL,20,0,0,0,0,0,0,20
MANIPUR,UKHRUL,CHINGAI,9,0,0,0,0,0,0,9
MANIPUR,UKHRUL,KAMJONG,1,0,0,0,0,0,0,1
MANIPUR,UKHRUL,PHUNGYAR,8,0,0,0,0,0,0,8
MANIPUR,UKHRUL,UKHRUL,11,0,0,0,0,0,0,11
MEGHALAYA,EAST GARO HILLS,DAMBO RONGJENG,224,1,0,0,0,0,1,225
MEGHALAYA,EAST GARO HILLS,RESU-BELPARA,463,0,0,0,1,0,1,464
MEGHALAYA,EAST GARO HILLS,SAMANDA.,119,0,0,0,0,0,0,119
MEGHALAYA,EAST GARO HILLS,SONGSAK,206,0,0,0,1,0,1,207
MEGHALAYA,EAST KHASI HILLS,MAWKYNREW,500,19,0,20,35,15,89,589
MEGHALAYA,EAST KHASI HILLS,MAWPHLANG,473,31,2,0,1,0,34,507
MEGHALAYA,EAST KHASI HILLS,MAWRYNGKNENG,472,4,2,1,51,0,58,530
MEGHALAYA,EAST KHASI HILLS,MAWSYNRAM,20,3,0,0,7,1,11,31
MEGHALAYA,EAST KHASI HILLS,MYLLIEM,404,122,0,1,3,4,130,534
MEGHALAYA,EAST KHASI HILLS,PYNURSLA,593,33,3,45,0,4,85,678
MEGHALAYA,EAST KHASI HILLS,SHELLA BHOLAGANGH,97,61,0,0,0,0,61,158
MEGHALAYA,JAINTIA HILLS,AMLAREM,360,32,3,106,23,35,199,559
MEGHALAYA,JAINTIA HILLS,KHLIEHRIAT,497,7,5,0,11,20,43,540
MEGHALAYA,JAINTIA HILLS,LASKEIN,495,1,0,1,21,0,23,518
MEGHALAYA,JAINTIA HILLS,THADLASKEIN,1013,4,3,0,15,0,22,1035
MEGHALAYA,RI BHOI DISTRICT,UMLING  C&D BLOCK,1922,100,1,11,6,1,119,2041
MEGHALAYA,RI BHOI DISTRICT,UMSNING C&D BLOCK,1366,366,60,131,263,27,847,2213
MEGHALAYA,SOUTH GARO HILLS,BAGHMARA,32,1,0,1,0,11,13,45
MEGHALAYA,SOUTH GARO HILLS,CHOKPOT,16,9,1,0,0,1,11,27
MEGHALAYA,SOUTH GARO HILLS,RONGRA,7,6,1,0,1,0,8,15
MEGHALAYA,WEST GARO HILLS,BETASING,73,38,0,0,2,0,40,113
MEGHALAYA,WEST GARO HILLS,DADENGGIRI,26,4,1,0,9,0,14,40
MEGHALAYA,WEST GARO HILLS,DALUS,162,23,2,11,15,3,54,216
MEGHALAYA,WEST GARO HILLS,RONGRAM,44,0,0,0,0,0,0,44
MEGHALAYA,WEST GARO HILLS,SELSELLA,76,6,0,1,4,0,11,87
MEGHALAYA,WEST GARO HILLS,TIKKIRKILLA,47,0,0,0,0,0,0,47
MEGHALAYA,WEST GARO HILLS,ZIKZAK,31,3,0,1,1,1,6,37
MEGHALAYA,WEST KHASI HILLS,MAIRANG,627,0,0,0,0,0,0,627
MEGHALAYA,WEST KHASI HILLS,MAWKYRWAT,192,0,0,0,0,0,0,192
MEGHALAYA,WEST KHASI HILLS,MAWSHYNRUT,645,20,0,0,0,0,20,665
MEGHALAYA,WEST KHASI HILLS,NONGSTOIN,1037,0,0,0,0,0,0,1037
MEGHALAYA,WEST KHASI HILLS,RANIKOR,124,0,0,0,0,0,0,124
MIZORAM,AIZAWL,AIBAWK,103,13,0,0,0,0,13,116
MIZORAM,AIZAWL,DARLAWN,0,71,0,0,0,0,71,71
MIZORAM,AIZAWL,KHAWZAWL,1275,0,1,0,0,0,1,1276
MIZORAM,AIZAWL,LUNGDAR 'E',941,0,0,0,0,0,0,941
MIZORAM,AIZAWL,NGOPA,233,119,7,0,2,0,128,361
MIZORAM,AIZAWL,PHAILENG 'W',67,0,0,0,0,0,0,67
MIZORAM,AIZAWL,REIEK,42,18,0,0,0,0,18,60
MIZORAM,AIZAWL,SERCHHIP,544,9,1,0,0,0,10,554
MIZORAM,AIZAWL,THINGDAWL,207,13,0,0,0,0,13,220
MIZORAM,AIZAWL,THINGSULTHLIAH,154,18,0,0,0,0,18,172
MIZORAM,AIZAWL,TLANGNUAM,66,3,0,0,0,0,3,69
MIZORAM,AIZAWL,ZAWLNUAM,27,0,13,0,0,0,13,40
MIZORAM,CHHIMTUIPUI,CHAWNGTE,9,0,0,0,0,0,0,9
MIZORAM,CHHIMTUIPUI,LAWNGTLAI,26,6,0,0,0,0,6,32
MIZORAM,CHHIMTUIPUI,SANGAU,28,0,0,0,0,0,0,28
MIZORAM,CHHIMTUIPUI,TUIPANG,125,0,0,0,0,0,0,125
MIZORAM,LUNGLEI,BUNGHMUN,42,0,0,0,0,0,0,42
MIZORAM,LUNGLEI,HNAHTHIAL,112,35,4,2,0,0,41,153
MIZORAM,LUNGLEI,LUNGLEI,170,0,0,0,25,0,25,195
MIZORAM,LUNGLEI,LUNGSEN,218,26,0,0,0,0,26,244
MIZORAM,LUNGLEI,VILL1,NA,NA,NA,NA,NA,NA,NA,NA
NAGALAND,KOHIMA,JALUKIE,862,119,0,0,0,1,120,982
NAGALAND,KOHIMA,KOHIMA,804,2,0,0,0,0,2,806
NAGALAND,KOHIMA,KUHUBOTO,354,0,0,0,0,0,0,354
NAGALAND,KOHIMA,MEDZIPHEMA,312,0,0,0,0,0,0,312
NAGALAND,KOHIMA,TSEMINYU,304,0,0,0,0,0,0,304
NAGALAND,MOKOKCHUNG,CHANGTONGYA,675,135,3,0,38,3,179,854
NAGALAND,MOKOKCHUNG,MANGOLEMBA,382,8,0,0,10,0,18,400
NAGALAND,MOKOKCHUNG,ONGPANGKONG,488,72,0,0,0,0,72,560
NAGALAND,MON,CHEN,154,0,0,0,0,0,0,154
NAGALAND,MON,MON,368,21,0,0,29,0,50,418
NAGALAND,MON,TOBU,102,11,0,0,2,0,13,115
NAGALAND,MON,WAKCHING,96,2,0,0,0,0,2,98
NAGALAND,PHEK,KIKRUMA,2642,4,0,0,4,0,8,2650
NAGALAND,PHEK,MELURI,370,2,0,0,1,0,3,373
NAGALAND,PHEK,PHEK,1025,1,0,0,0,0,1,1026
NAGALAND,TUENSANG,KIPHIRE,399,9,0,0,5,0,14,413
NAGALAND,TUENSANG,LONGKHIM,407,77,0,0,0,0,77,484
NAGALAND,TUENSANG,LONGLENG,194,2,0,0,0,0,2,196
NAGALAND,TUENSANG,NOKLAK,360,60,0,0,0,0,60,420
NAGALAND,TUENSANG,SANGSANGYU,245,119,0,0,0,0,119,364
NAGALAND,TUENSANG,SHAMATOR,215,115,0,0,0,0,115,330
NAGALAND,TUENSANG,SITIMI,231,0,0,0,0,0,0,231
NAGALAND,WOKHA,BAGHTY,836,65,0,0,0,0,65,901
NAGALAND,WOKHA,WOKHA,340,19,0,0,1,0,20,360
NAGALAND,ZUNHEBOTO,AKULUTO,470,0,0,0,0,0,0,470
NAGALAND,ZUNHEBOTO,GHATASHI,89,0,0,0,0,0,0,89
NAGALAND,ZUNHEBOTO,TOKIYE,132,0,0,0,0,0,0,132
NAGALAND,ZUNHEBOTO,ZUNHEBOTO,263,0,0,0,0,0,0,263
ORISSA,ANGUL,ANUGUL,30,1,0,0,0,0,1,31
ORISSA,ANGUL,ATHAMALLICK,32,1,0,1,0,0,2,34
ORISSA,ANGUL,BANANPULA,8,0,0,0,0,0,0,8
ORISSA,ANGUL,CHHENDIAPADA,49,1,0,0,0,1,2,51
ORISSA,ANGUL,KANIHA,5,0,0,1,1,0,2,7
ORISSA,ANGUL,KISONAGAR,17,1,6,0,0,0,7,24
ORISSA,ANGUL,PALALAHARA,47,0,0,0,0,1,1,48
ORISSA,ANGUL,TALCHER,7,1,0,0,0,0,1,8
ORISSA,BALASORE,BAHANAGA,2,0,0,0,0,0,0,2
ORISSA,BALASORE,BALASORE,3,0,0,0,0,0,0,3
ORISSA,BALASORE,BALIPAL,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,BALASORE,BASTA,3,2,0,0,0,0,2,5
ORISSA,BALASORE,BHOGARAI,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,BALASORE,JALESWAR,12,4,0,0,0,1,5,17
ORISSA,BALASORE,JILGIRI,44,0,0,1,2,0,3,47
ORISSA,BALASORE,KHAIRA,11,2,0,0,0,0,2,13
ORISSA,BALASORE,OUPADA,7,0,0,1,2,0,3,10
ORISSA,BALASORE,REMUNA,2,0,0,0,0,0,0,2
ORISSA,BALASORE,SIMULIA,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,BALASORE,SORO,3,0,0,0,0,0,0,3
ORISSA,BARAGARH,AMBABHANA,83,38,0,0,1,0,39,122
ORISSA,BARAGARH,ATABIRA,62,23,0,0,0,0,23,85
ORISSA,BARAGARH,BARAGARH,52,17,0,0,0,0,17,69
ORISSA,BARAGARH,BARAPALI,107,14,0,0,0,10,24,131
ORISSA,BARAGARH,BHATALI,239,29,0,0,0,0,29,268
ORISSA,BARAGARH,BHENDENI,106,0,0,0,0,0,0,106
ORISSA,BARAGARH,BIJEPUR,66,0,0,0,0,0,0,66
ORISSA,BARAGARH,GAISILAT,592,1,0,0,0,0,1,593
ORISSA,BARAGARH,JHARABANDHA,253,0,0,0,0,0,0,253
ORISSA,BARAGARH,PADMAPUR,512,7,0,0,0,0,7,519
ORISSA,BARAGARH,PAIKMAL,160,7,0,1,0,0,8,168
ORISSA,BARAGARH,SOHELA,127,0,0,0,0,0,0,127
ORISSA,BHADRAK,BASUDEVPUR,2,1,0,0,0,0,1,3
ORISSA,BHADRAK,BHADRAK,3,1,0,0,0,0,1,4
ORISSA,BHADRAK,BHANDARIPOKHARI,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,BHADRAK,BONTH,2,0,0,0,0,0,0,2
ORISSA,BHADRAK,CHANDABALI,17,0,0,0,1,0,1,18
ORISSA,BHADRAK,DHAMANAGAR,38,0,0,0,0,0,0,38
ORISSA,BHADRAK,TIHIDI,5,0,0,0,0,0,0,5
ORISSA,BOLANGIR,AGALPUR,135,1,0,0,0,0,1,136
ORISSA,BOLANGIR,BALANGIR,51,13,0,0,0,0,13,64
ORISSA,BOLANGIR,BELPARA,185,1,1,0,0,0,2,187
ORISSA,BOLANGIR,BONGOMUNDA,16,0,0,0,0,0,0,16
ORISSA,BOLANGIR,DEOGAN,181,18,7,1,0,0,26,207
ORISSA,BOLANGIR,KHAPRA KHOL,242,11,0,0,0,0,11,253
ORISSA,BOLANGIR,LOUSINGHA,119,0,0,0,1,0,1,120
ORISSA,BOLANGIR,MURIBAHAL,13,5,0,0,0,0,5,18
ORISSA,BOLANGIR,PATANAGARH,505,18,1,2,0,0,21,526
ORISSA,BOLANGIR,PUINTALA,85,1,1,0,0,0,2,87
ORISSA,BOLANGIR,SAINTALA,25,1,0,0,0,0,1,26
ORISSA,BOLANGIR,TENTULIKHUNTI,15,5,0,0,0,0,5,20
ORISSA,BOLANGIR,TITILAGARH,97,7,1,0,1,0,9,106
ORISSA,BOLANGIR,TUREKELA,10,0,0,0,0,1,1,11
ORISSA,BOUDH,BOUDH,42,11,1,0,0,0,12,54
ORISSA,BOUDH,GHARABHANGA,70,2,1,0,0,0,3,73
ORISSA,BOUDH,KANTAMAL,235,18,3,1,0,0,22,257
ORISSA,CUTTACK,ATHGARH,35,0,0,0,0,0,0,35
ORISSA,CUTTACK,BANKI,28,4,0,0,0,0,4,32
ORISSA,CUTTACK,BARANGA,38,0,0,0,0,1,1,39
ORISSA,CUTTACK,BARMBA,19,1,0,0,0,0,1,20
ORISSA,CUTTACK,CUTTACK(SADAR),167,1,0,0,0,0,1,168
ORISSA,CUTTACK,DOMAPARA,12,1,0,0,0,0,1,13
ORISSA,CUTTACK,KANTAPARA,32,0,0,0,0,0,0,32
ORISSA,CUTTACK,MAHANGA,5,0,0,0,0,0,0,5
ORISSA,CUTTACK,NARASINGHPUR,41,3,0,0,0,0,3,44
ORISSA,CUTTACK,NIALI,758,0,0,0,0,0,0,758
ORISSA,CUTTACK,NISCHINTAKOILI,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,CUTTACK,SALIPUR,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,CUTTACK,TANGI-CHOUDWAR,170,1,0,0,0,0,1,171
ORISSA,CUTTACK,TIGIRIA,12,1,0,0,0,0,1,13
ORISSA,DEOGARH,REAMAL,66,10,0,4,0,0,14,80
ORISSA,DEOGARH,SARKOTE,163,7,0,0,0,0,7,170
ORISSA,DEOGARH,TILEIBANI,40,1,0,0,0,0,1,41
ORISSA,DHENKANAL,BHUBAN,9,0,0,0,0,0,0,9
ORISSA,DHENKANAL,DHENKANAL,87,6,0,1,0,0,7,94
ORISSA,DHENKANAL,GANDIA,86,4,2,0,0,0,6,92
ORISSA,DHENKANAL,HINDOL,104,11,0,0,0,0,11,115
ORISSA,DHENKANAL,KAMAKHYANAGAR,42,4,0,0,0,0,4,46
ORISSA,DHENKANAL,KANKADAHAD,72,5,1,0,2,0,8,80
ORISSA,DHENKANAL,ODAPADA,80,18,0,0,0,3,21,101
ORISSA,DHENKANAL,PALAJANGA,306,39,0,0,0,12,51,357
ORISSA,GAJAPATI,GUMMA,94,0,0,0,0,0,0,94
ORISSA,GAJAPATI,KASINAGAR,41,0,0,0,0,0,0,41
ORISSA,GAJAPATI,MOHANA,31,2,0,0,3,1,6,37
ORISSA,GAJAPATI,NUAGADA,47,1,0,0,0,0,1,48
ORISSA,GAJAPATI,PARALAKHEMUNDI,164,0,0,0,0,0,0,164
ORISSA,GAJAPATI,R.UDAYAGIRI,60,1,1,0,0,0,2,62
ORISSA,GAJAPATI,RAYAGADA,29,13,11,5,6,3,38,67
ORISSA,GANJAM,ASKA,137,0,0,0,2,0,2,139
ORISSA,GANJAM,BELAGUNTHA,52,0,0,0,0,0,0,52
ORISSA,GANJAM,BHANJANAGAR,63,1,0,0,0,0,1,64
ORISSA,GANJAM,BUGUDA,121,2,0,0,0,1,3,124
ORISSA,GANJAM,CHATRAPUR,85,0,0,2,0,0,2,87
ORISSA,GANJAM,CHIKITI,270,3,0,0,0,0,3,273
ORISSA,GANJAM,DHARAKOT,120,4,0,0,0,0,4,124
ORISSA,GANJAM,DIGAPAHANDI,446,12,1,1,9,0,23,469
ORISSA,GANJAM,GANJAM,139,0,1,5,0,0,6,145
ORISSA,GANJAM,HINJILIKUT,94,1,2,0,2,0,5,99
ORISSA,GANJAM,J.N.PRASAD,134,1,0,0,0,0,1,135
ORISSA,GANJAM,K.KHANDI,261,8,1,0,0,0,9,270
ORISSA,GANJAM,K.S.NAGAR,64,0,0,0,0,0,0,64
ORISSA,GANJAM,KHALLIKOT,408,29,2,0,2,3,36,444
ORISSA,GANJAM,KODALA,209,0,2,1,0,0,3,212
ORISSA,GANJAM,P.PUR,87,0,1,0,0,0,1,88
ORISSA,GANJAM,PATRAPUR,285,8,1,2,2,0,13,298
ORISSA,GANJAM,POLASARA,101,0,0,0,0,1,1,102
ORISSA,GANJAM,R.LUNDA,227,0,1,0,0,0,1,228
ORISSA,GANJAM,S.KHEMUNDI,204,7,2,0,5,0,14,218
ORISSA,GANJAM,SHERAGADA,178,1,0,0,0,0,1,179
ORISSA,GANJAM,SORADA,158,7,0,8,4,0,19,177
ORISSA,JAGATSINGHPUR,BALIKUDA,1,0,0,0,0,0,0,1
ORISSA,JAGATSINGHPUR,BIRIDI,1,0,0,0,0,0,0,1
ORISSA,JAGATSINGHPUR,ERASAMA,2,0,0,0,0,0,0,2
ORISSA,JAGATSINGHPUR,JAGATSINGHPUR,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,KUNJANG,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,NAUGAON,1,0,0,0,0,0,0,1
ORISSA,JAGATSINGHPUR,RAGHUNATHPUR,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,JAGATSINGHPUR,TRITOL,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,JAJPUR,BARACHAN,45,0,0,0,0,0,0,45
ORISSA,JAJPUR,BARI,4,0,0,0,0,0,0,4
ORISSA,JAJPUR,BINJHARPUR,0,1,0,0,0,0,1,1
ORISSA,JAJPUR,DANAGADI,34,0,0,0,0,0,0,34
ORISSA,JAJPUR,DASARATHPUR,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,JAJPUR,DHARAMASALA,66,0,0,0,2,0,2,68
ORISSA,JAJPUR,JAJPUR,2,2,1,1,1,0,5,7
ORISSA,JAJPUR,KOREI,9,3,0,0,0,0,3,12
ORISSA,JAJPUR,RASULPUR,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,JAJPUR,SUKINDA,24,0,0,0,0,0,0,24
ORISSA,JHARSUGUDA,JHARSUGUDA,70,0,0,0,0,0,0,70
ORISSA,JHARSUGUDA,KIRIMIRA,21,0,0,0,0,0,0,21
ORISSA,JHARSUGUDA,KOLABIRA,15,2,0,0,0,0,2,17
ORISSA,JHARSUGUDA,LAIKERA,25,0,0,0,0,0,0,25
ORISSA,JHARSUGUDA,LAKHANPUR,130,0,1,0,0,0,1,131
ORISSA,KALAHANDI,BHABANI PATANA,38,28,0,0,0,0,28,66
ORISSA,KALAHANDI,DHARMGARH,60,20,0,0,0,0,20,80
ORISSA,KALAHANDI,GOLAMUNDA,120,11,0,0,0,0,11,131
ORISSA,KALAHANDI,JAIPATANA,18,3,0,0,0,0,3,21
ORISSA,KALAHANDI,JUNAGARH,36,8,0,0,0,0,8,44
ORISSA,KALAHANDI,KALAMPUR,9,0,0,0,0,0,0,9
ORISSA,KALAHANDI,KARLAMUNDA,6,0,0,0,0,0,0,6
ORISSA,KALAHANDI,KESINGA,64,26,0,0,0,0,26,90
ORISSA,KALAHANDI,KOKASARA,9,1,0,0,0,0,1,10
ORISSA,KALAHANDI,LANGIGARH,99,41,0,0,0,0,41,140
ORISSA,KALAHANDI,M.RAMPUR,56,13,0,0,0,0,13,69
ORISSA,KALAHANDI,NARALA,76,38,0,0,0,0,38,114
ORISSA,KALAHANDI,TH.RAMPUR,65,7,0,0,0,0,7,72
ORISSA,KENDRAPARA,AUL,2,1,0,0,0,0,1,3
ORISSA,KENDRAPARA,DERABISI,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,GARADPUR,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,KENDRAPARA,1,0,0,0,0,0,0,1
ORISSA,KENDRAPARA,MAHAKALAPADA,1,0,0,0,0,0,0,1
ORISSA,KENDRAPARA,MARSAGHAI,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,PATAMUNDAI,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,KENDRAPARA,RAJKANIKA,53,0,0,0,0,0,0,53
ORISSA,KENDRAPARA,RAJNAGAR,0,4,0,0,0,0,4,4
ORISSA,KEONJHAR,ANANDAPUR,24,1,0,0,0,0,1,25
ORISSA,KEONJHAR,BANASPAL,18,9,0,0,0,0,9,27
ORISSA,KEONJHAR,CHAMPUA,130,2,0,0,0,0,2,132
ORISSA,KEONJHAR,GHASIPURA,14,1,0,0,0,0,1,15
ORISSA,KEONJHAR,GHATAGAON,22,0,0,0,0,0,0,22
ORISSA,KEONJHAR,HARICHANDANPUR,71,6,0,0,0,0,6,77
ORISSA,KEONJHAR,HATADIHI,11,0,0,0,0,0,0,11
ORISSA,KEONJHAR,JHUMPURA,51,2,0,0,0,0,2,53
ORISSA,KEONJHAR,JODA,21,1,0,0,0,0,1,22
ORISSA,KEONJHAR,PATANA,37,2,0,0,0,0,2,39
ORISSA,KEONJHAR,SADAR,182,4,0,0,0,0,4,186
ORISSA,KEONJHAR,SAHARAPARA,25,4,0,0,0,0,4,29
ORISSA,KEONJHAR,TELKOI,13,4,0,0,0,0,4,17
ORISSA,KHURDA,BALIANTA,NA,NA,NA,NA,NA,NA,NA,NA
ORISSA,KHURDA,BALIPATANA,NA,NA,NA,NA,NA,NA,NA,NA
