-----
{
 "description": "The table refers to block wise distribution of dugwells by type. It has been sourced from 2nd census of Minor Irrigation Scheme (1993-94) from Ministry of Water Resources.", 
 "file_name": "blckdgwltab1.5.csv", 
 "title": "Download CSV for Block wise Distribution of Dugwells by its type for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdgwltab1.5.csv"
}
-----
"State","District","Block","Pucca","Kuchcha","Dug-cum Borewell","Others","Total"
"MADHYA PRADESH","GUNA","GUNA",2321,47,1,0,2369
"MADHYA PRADESH","GUNA","ISAGARH",807,51,9,0,867
"MADHYA PRADESH","GUNA","MUNGAOLI",377,72,4,0,453
"MADHYA PRADESH","GWALIOR","BHANDER",1410,2,135,0,1547
"MADHYA PRADESH","GWALIOR","BHITARWAR",2980,34,11,35,3060
"MADHYA PRADESH","GWALIOR","DABRA",2953,63,192,4,3212
"MADHYA PRADESH","GWALIOR","GHATI GAON",3687,18,9,122,3836
"MADHYA PRADESH","GWALIOR","MORAR",3110,4,152,5,3271
"MADHYA PRADESH","HOSHANGABAD","BABAI",2463,7,7,2,2479
"MADHYA PRADESH","HOSHANGABAD","BANKHEDI",3819,38,351,14,4222
"MADHYA PRADESH","HOSHANGABAD","HARDA",1573,30,6,5,1614
"MADHYA PRADESH","HOSHANGABAD","HOSHNAGABAD",1239,76,2,1,1318
"MADHYA PRADESH","HOSHANGABAD","KESALI",865,5,0,0,870
"MADHYA PRADESH","HOSHANGABAD","KHIRAKIYA",5208,142,91,5,5446
"MADHYA PRADESH","HOSHANGABAD","PIPARIA",1978,4,28,1,2011
"MADHYA PRADESH","HOSHANGABAD","SEONI MALWA",2094,37,5,0,2136
"MADHYA PRADESH","HOSHANGABAD","SOHAGPUR",976,36,11,0,1023
"MADHYA PRADESH","HOSHANGABAD","TIMARNI",1781,84,448,0,2313
"MADHYA PRADESH","INDORE","DEPALPUR",1340,405,212,11,1968
"MADHYA PRADESH","INDORE","INDORE",2335,595,49,5,2984
"MADHYA PRADESH","INDORE","MHOW",4828,5146,117,18,10109
"MADHYA PRADESH","INDORE","SANWER",219,23,44,0,286
"MADHYA PRADESH","JABALPUR","BADWARA",1846,15,156,20,2037
"MADHYA PRADESH","JABALPUR","BAMHORIBAND",733,43,1,5,782
"MADHYA PRADESH","JABALPUR","BARGI",1075,44,9,0,1128
"MADHYA PRADESH","JABALPUR","DHIMARKHEDA",162,12,99,4,277
"MADHYA PRADESH","JABALPUR","KATNI",166,9,4,2,181
"MADHYA PRADESH","JABALPUR","KUNDAM",175,16,7,0,198
"MADHYA PRADESH","JABALPUR","MAJHAULI",NA,NA,NA,NA,NA
"MADHYA PRADESH","JABALPUR","PANAGARH",746,7,362,0,1115
"MADHYA PRADESH","JABALPUR","PATAN",1401,1,144,1,1547
"MADHYA PRADESH","JABALPUR","RITHI",85,0,0,0,85
"MADHYA PRADESH","JABALPUR","SHAHPURA",1307,29,962,22,2320
"MADHYA PRADESH","JABALPUR","SIHORA",723,24,169,2,918
"MADHYA PRADESH","JABALPUR","VIJAYRAGHOGARH",199,13,7,0,219
"MADHYA PRADESH","JHABUA","ALIRAJPUR",727,690,1,2,1420
"MADHYA PRADESH","JHABUA","BHAWRA",444,297,0,0,741
"MADHYA PRADESH","JHABUA","JHABUA",535,601,1,5,1142
"MADHYA PRADESH","JHABUA","JOBAT",658,266,0,0,924
"MADHYA PRADESH","JHABUA","KANTHIWADA",284,55,0,1,340
"MADHYA PRADESH","JHABUA","MEGHNAGAR",403,540,0,0,943
"MADHYA PRADESH","JHABUA","PETALAWAD",715,3652,17,289,4673
"MADHYA PRADESH","JHABUA","RAMA",630,598,6,0,1234
"MADHYA PRADESH","JHABUA","RANAPUR",319,580,1,0,900
"MADHYA PRADESH","JHABUA","SONDWA",112,88,1,6,207
"MADHYA PRADESH","JHABUA","THANDLA",463,1609,0,2,2074
"MADHYA PRADESH","JHABUA","UDAIGARH",399,292,15,0,706
"MADHYA PRADESH","KHANDWA","BALDEE",1735,1719,29,5,3488
"MADHYA PRADESH","KHANDWA","BURHANPUR",7196,777,131,10,8114
"MADHYA PRADESH","KHANDWA","CHHAIGAON MAKHAN",2537,4906,7,6,7456
"MADHYA PRADESH","KHANDWA","HARSUD",1980,1544,10,3,3537
"MADHYA PRADESH","KHANDWA","KHAKNER",4226,714,14,20,4974
"MADHYA PRADESH","KHANDWA","KHALWA",2589,2989,13,0,5591
"MADHYA PRADESH","KHANDWA","KHANDWA",2135,3877,8,6,6026
"MADHYA PRADESH","KHANDWA","PANDHANA",2399,5150,11,5,7565
"MADHYA PRADESH","KHANDWA","PUNASA",2261,5388,50,2,7701
"MADHYA PRADESH","KHARGONE","BADWAH",5606,4804,17,24,10451
"MADHYA PRADESH","KHARGONE","BADWANI",940,3036,5,3,3984
"MADHYA PRADESH","KHARGONE","BHAGWANPURA",516,1426,2,4,1948
"MADHYA PRADESH","KHARGONE","BHEEKANGAON",1873,4317,17,5,6212
"MADHYA PRADESH","KHARGONE","GOGAWAN",1386,2416,7,10,3819
"MADHYA PRADESH","KHARGONE","JHIRANYA",434,1887,0,0,2321
"MADHYA PRADESH","KHARGONE","KASRAWAD",3657,3409,6,13,7085
"MADHYA PRADESH","KHARGONE","KHARGONE",1079,3222,3,4,4308
"MADHYA PRADESH","KHARGONE","MAHESHWAR",4536,2820,31,9,7396
"MADHYA PRADESH","KHARGONE","NIWALI",260,1085,2,4,1351
"MADHYA PRADESH","KHARGONE","PANSEMAL",1049,1614,4,1,2668
"MADHYA PRADESH","KHARGONE","PATEE",41,457,1,0,499
"MADHYA PRADESH","KHARGONE","RAJPUR",611,4168,14,8,4801
"MADHYA PRADESH","KHARGONE","SEGAON",431,1868,5,5,2309
"MADHYA PRADESH","KHARGONE","SENDHWA",949,2041,9,11,3010
"MADHYA PRADESH","KHARGONE","THIKARI",2094,2984,58,7,5143
"MADHYA PRADESH","MANDLA","AMARPUR",54,1,0,0,55
"MADHYA PRADESH","MANDLA","BAJANG",NA,NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","BEEJADANDI",NA,NA,NA,NA,NA
"MADHYA PRADESH","MANDLA","BICHHIYA",152,120,0,0,272
"MADHYA PRADESH","MANDLA","DINDORI",3,0,0,0,3
"MADHYA PRADESH","MANDLA","GHUGHARI",32,5,0,0,37
"MADHYA PRADESH","MANDLA","KARANJIYA",44,3,0,2,49
"MADHYA PRADESH","MANDLA","MANDLA",690,13,61,0,764
"MADHYA PRADESH","MANDLA","MAWAI",19,0,0,0,19
"MADHYA PRADESH","MANDLA","MEHADWANI",0,2,0,0,2
"MADHYA PRADESH","MANDLA","MOHGAON",165,1,0,0,166
"MADHYA PRADESH","MANDLA","MOWAS",30,6,1,2,39
"MADHYA PRADESH","MANDLA","NAINPUR",374,56,0,0,430
"MADHYA PRADESH","MANDLA","NARAYANGANJ",25,0,0,0,25
"MADHYA PRADESH","MANDLA","SAMNAPUR",12,14,0,0,26
"MADHYA PRADESH","MANDLA","SHAHPURA",75,67,0,8,150
"MADHYA PRADESH","MANDSAUR","BHANPURA",3372,3888,5,6,7271
"MADHYA PRADESH","MANDSAUR","GAROTH",5869,9784,75,114,15842
"MADHYA PRADESH","MANDSAUR","JAWAD",7789,4811,113,51,12764
"MADHYA PRADESH","MANDSAUR","MALHARGARH",4088,10138,22,25,14273
"MADHYA PRADESH","MANDSAUR","MANASA",9359,5039,23,58,14479
"MADHYA PRADESH","MANDSAUR","MANDSAUR",5247,20007,50,86,25390
"MADHYA PRADESH","MANDSAUR","NEEMACH",5659,7079,22,28,12788
"MADHYA PRADESH","MANDSAUR","SITAMAU",5143,15398,31,158,20730
"MADHYA PRADESH","MORENA","AMBAH",1117,0,716,28,1861
"MADHYA PRADESH","MORENA","JAURA",1361,8,530,3,1902
"MADHYA PRADESH","MORENA","KAILARAS",2011,55,276,1,2343
"MADHYA PRADESH","MORENA","KARAHAL",103,0,31,0,134
"MADHYA PRADESH","MORENA","MORENA",2584,14,684,4,3286
"MADHYA PRADESH","MORENA","PAHARGARH",636,0,62,14,712
"MADHYA PRADESH","MORENA","PAROSA",282,1,1292,0,1575
"MADHYA PRADESH","MORENA","SABALGARH",2142,55,736,28,2961
"MADHYA PRADESH","MORENA","SHEOPUR KALAN",424,48,37,0,509
"MADHYA PRADESH","MORENA","VIJAIPUR",2956,87,6,20,3069
"MADHYA PRADESH","NARSIMHAPUR","BABAICHICHALI",2686,101,820,0,3607
"MADHYA PRADESH","NARSIMHAPUR","CHANWARPATHA",2537,139,779,1,3456
"MADHYA PRADESH","NARSIMHAPUR","GOTEGAON",1722,183,516,0,2421
"MADHYA PRADESH","NARSIMHAPUR","KARELI",2341,50,808,2,3201
"MADHYA PRADESH","NARSIMHAPUR","NARSINGHPUR",1657,180,1587,0,3424
"MADHYA PRADESH","NARSIMHAPUR","SAINKHEDA",2462,13,0,0,2475
"MADHYA PRADESH","PANNA","AJAIGARH",2963,75,16,4,3058
"MADHYA PRADESH","PANNA","GUNNAUR",324,22,8,13,367
"MADHYA PRADESH","PANNA","PANNA",588,24,0,0,612
"MADHYA PRADESH","PANNA","PAWAI",309,121,4,0,434
"MADHYA PRADESH","PANNA","SHAHNAGAR",526,11,25,2,564
"MADHYA PRADESH","RAIGARH","BAGEECHA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","CHARGHODA",224,83,0,0,307
"MADHYA PRADESH","RAIGARH","DHARAMJAIGARH",257,31,23,0,311
"MADHYA PRADESH","RAIGARH","DULDHLA",NA,NA,NA,NA,NA
"MADHYA PRADESH","RAIGARH","JASHPURNAGAR",735,345,32,6,1118
"MADHYA PRADESH","RAIGARH","KANSABEL",772,155,0,0,927
"MADHYA PRADESH","RAIGARH","KHARASIYA",369,24,3,2,398
"MADHYA PRADESH","RAIGARH","KUNKURI",2081,79,45,0,2205
"MADHYA PRADESH","RAIGARH","LALLUNGA",797,262,0,0,1059
"MADHYA PRADESH","RAIGARH","NANORA",11,48,0,0,59
"MADHYA PRADESH","RAIGARH","PATTHALGAON",1525,258,0,1,1784
"MADHYA PRADESH","RAIGARH","PUSAUR",36,32,1,0,69
"MADHYA PRADESH","RAIGARH","RAIGARH",69,4,0,0,73
"MADHYA PRADESH","RAIGARH","SARANGARH",893,27,9,0,929
"MADHYA PRADESH","RAIGARH","SARIYALENDHA",538,225,10,2,775
"MADHYA PRADESH","RAIGARH","TAMNAR",454,135,0,0,589
"MADHYA PRADESH","RAIGARH","TAPKARA",1423,59,0,0,1482
"MADHYA PRADESH","RAIPUR","ABHANPUR",1106,719,49,37,1911
"MADHYA PRADESH","RAIPUR","BAGBAHRA",2284,117,2,1,2404
"MADHYA PRADESH","RAIPUR","BASNA",1015,51,5,2,1073
"MADHYA PRADESH","RAIPUR","BHATAPARA",130,3,7,0,140
"MADHYA PRADESH","RAIPUR","BILAIGARH",870,115,21,0,1006
"MADHYA PRADESH","RAIPUR","CHANDKHURAI(ARANG)",1056,103,14,38,1211
"MADHYA PRADESH","RAIPUR","CHHURA",1123,114,9,0,1246
"MADHYA PRADESH","RAIPUR","DEOBHOG",411,990,4,2,1407
"MADHYA PRADESH","RAIPUR","DHAMTARI",646,10,817,0,1473
"MADHYA PRADESH","RAIPUR","GARIYABAND",630,11,0,0,641
"MADHYA PRADESH","RAIPUR","KASDOL",2043,1176,6,1,3226
"MADHYA PRADESH","RAIPUR","KURUD",1179,74,303,14,1570
"MADHYA PRADESH","RAIPUR","MAGARLOD",808,357,78,1,1244
"MADHYA PRADESH","RAIPUR","MAHASAMUND",542,87,1,3,633
"MADHYA PRADESH","RAIPUR","MAINPUR",354,461,1,0,816
"MADHYA PRADESH","RAIPUR","PALARI",1986,130,7,0,2123
"MADHYA PRADESH","RAIPUR","PALARI(BALODABAZAR)",1788,292,10,320,2410
"MADHYA PRADESH","RAIPUR","PITHORA",1432,90,6,2,1530
"MADHYA PRADESH","RAIPUR","RAIPUR(DHARSIWA)",543,63,87,1,694
"MADHYA PRADESH","RAIPUR","RAJIM",1301,1022,61,0,2384
"MADHYA PRADESH","RAIPUR","SARAIPALI",628,123,1,1,753
"MADHYA PRADESH","RAIPUR","SIHAWA",723,259,11,92,1085
"MADHYA PRADESH","RAIPUR","SIMGA",367,110,7,1,485
"MADHYA PRADESH","RAIPUR","TILDA",329,732,32,3,1096
"MADHYA PRADESH","RAISEN","BARELI",1132,7,36,63,1238
"MADHYA PRADESH","RAISEN","BEGAMGANJ",1383,333,4,5,1725
"MADHYA PRADESH","RAISEN","GAIRATGANJ",790,14,1,1,806
"MADHYA PRADESH","RAISEN","OBEDULLAHGANJ",189,39,8,1,237
"MADHYA PRADESH","RAISEN","SANCHI",483,2,12,1,498
"MADHYA PRADESH","RAISEN","SILWANI",1356,40,4,2,1402
"MADHYA PRADESH","RAISEN","UDAIPURA",1620,57,16,1,1694
"MADHYA PRADESH","RAJGARH","BIAORA",6314,3920,26,45,10305
"MADHYA PRADESH","RAJGARH","JEERAPUR",5203,2865,18,3,8089
"MADHYA PRADESH","RAJGARH","KHILCHIPUR",4014,3358,13,31,7416
"MADHYA PRADESH","RAJGARH","NARASINGHGARH",6798,2946,6,11,9761
"MADHYA PRADESH","RAJGARH","PACHAUR (SARANGPUR)",3798,4559,17,14,8388
"MADHYA PRADESH","RAJGARH","RAJGARH",4445,4297,17,52,8811
"MADHYA PRADESH","RAJNANDGAON","BODLA",179,36,0,2,217
"MADHYA PRADESH","RAJNANDGAON","CHAUKI",580,273,5,5,863
"MADHYA PRADESH","RAJNANDGAON","CHHUIKHANDAN",588,29,4,0,621
"MADHYA PRADESH","RAJNANDGAON","CHHURIA",62,68,0,2,132
"MADHYA PRADESH","RAJNANDGAON","DOMGARGARH",889,41,6,1,937
"MADHYA PRADESH","RAJNANDGAON","DONGARGAON",417,72,36,1,526
"MADHYA PRADESH","RAJNANDGAON","KAWARDHA",241,20,25,4,290
"MADHYA PRADESH","RAJNANDGAON","KHALRAGARH",406,112,10,14,542
"MADHYA PRADESH","RAJNANDGAON","MANPUR",20,0,0,0,20
"MADHYA PRADESH","RAJNANDGAON","MOHLA",655,69,4,6,734
"MADHYA PRADESH","RAJNANDGAON","RAJNANDGAON",725,34,15,2,776
"MADHYA PRADESH","RAJNANDGAON","SAHASPURLOHARA",387,20,46,2,455
"MADHYA PRADESH","RATLAM","ALOT",4352,4326,34,22,8734
"MADHYA PRADESH","RATLAM","BAJNA",1995,2438,68,18,4519
"MADHYA PRADESH","RATLAM","JAWRA",3241,7029,87,8,10365
"MADHYA PRADESH","RATLAM","PIPLODA",3078,3595,112,52,6837
"MADHYA PRADESH","RATLAM","RATLAM",5487,4884,287,17,10675
"MADHYA PRADESH","RATLAM","SAILANA",3646,1722,48,26,5442
"MADHYA PRADESH","REWA","GANGEO",470,86,117,1,674
"MADHYA PRADESH","REWA","HANUMANA",567,56,0,2,625
"MADHYA PRADESH","REWA","JAWA",1054,3,101,0,1158
"MADHYA PRADESH","REWA","MAUGANJ",388,98,1,1,488
"MADHYA PRADESH","REWA","NAIGARHI",537,29,20,0,586
"MADHYA PRADESH","REWA","RAIPUR",893,20,206,0,1119
"MADHYA PRADESH","REWA","REWA",954,43,230,0,1227
"MADHYA PRADESH","REWA","SIRMAUR",1748,39,99,0,1886
"MADHYA PRADESH","REWA","TYONTHAR",1672,26,1204,16,2918
"MADHYA PRADESH","SAGAR","BANDA",2825,195,6,4,3030
"MADHYA PRADESH","SAGAR","BEENA",590,26,2,2,620
"MADHYA PRADESH","SAGAR","DEORI",2790,181,335,0,3306
"MADHYA PRADESH","SAGAR","JAISINAGAR",2662,185,2,8,2857
"MADHYA PRADESH","SAGAR","KESALI",1701,864,243,0,2808
"MADHYA PRADESH","SAGAR","KHURAI",1796,61,1,4,1862
"MADHYA PRADESH","SAGAR","MALTHON",924,22,2,0,948
"MADHYA PRADESH","SAGAR","RAHATGARH",2441,61,2,4,2508
"MADHYA PRADESH","SAGAR","REHALI",2571,168,178,25,2942
"MADHYA PRADESH","SAGAR","SAGAR",5105,654,0,2,5761
"MADHYA PRADESH","SAGAR","SHAHGARH",1111,47,0,0,1158
"MADHYA PRADESH","SATNA","AMARPATAN",675,99,131,27,932
"MADHYA PRADESH","SATNA","CHITRAKOOT",1894,87,2,1,1984
"MADHYA PRADESH","SATNA","MAIHAR",1807,92,38,7,1944
"MADHYA PRADESH","SATNA","NAGOD",2266,96,96,5,2463
"MADHYA PRADESH","SATNA","RAMNAGAR",596,59,7,1,663
"MADHYA PRADESH","SATNA","RAMPUR",2080,115,70,0,2265
"MADHYA PRADESH","SATNA","SATNA",1184,37,57,1,1279
"MADHYA PRADESH","SATNA","UNCHEHARA",1938,90,2,1,2031
"MADHYA PRADESH","SEHORE","AASHTA",5430,1444,18,12,6904
"MADHYA PRADESH","SEHORE","BUDANI",2295,22,86,7,2410
"MADHYA PRADESH","SEHORE","ICHHAWER",1471,2998,14,5,4488
"MADHYA PRADESH","SEHORE","NASRULLAHGANJ",3957,141,4,7,4109
"MADHYA PRADESH","SEHORE","SIHORE",7711,1362,23,25,9121
"MADHYA PRADESH","SEONI","BARGHAT",1088,202,1,0,1291
"MADHYA PRADESH","SEONI","CHHAPARA",1026,574,43,0,1643
"MADHYA PRADESH","SEONI","DHANORA",363,139,1,0,503
"MADHYA PRADESH","SEONI","KAHANAPUS",383,116,1,0,500
"MADHYA PRADESH","SEONI","KEOLARI",317,137,7,0,461
"MADHYA PRADESH","SEONI","KURAI",1479,345,4,1,1829
"MADHYA PRADESH","SEONI","LAKHNADAUN",861,789,0,0,1650
"MADHYA PRADESH","SEONI","SEONI",2834,742,38,3,3617
"MADHYA PRADESH","SHAHDOL","ANUPPUR",3,0,0,0,3
"MADHYA PRADESH","SHAHDOL","BUDHAR",263,16,0,0,279
"MADHYA PRADESH","SHAHDOL","BYOHARI",544,198,2,0,744
"MADHYA PRADESH","SHAHDOL","JAISINGHNAGAR",728,264,0,1,993
"MADHYA PRADESH","SHAHDOL","JAITAHARI",853,111,8,0,972
"MADHYA PRADESH","SHAHDOL","KOTAMA",40,0,0,0,40
"MADHYA PRADESH","SHAHDOL","MANPUR",669,68,8,0,745
"MADHYA PRADESH","SHAHDOL","PALEE-1",162,0,0,0,162
"MADHYA PRADESH","SHAHDOL","PALEE-2",33,35,0,0,68
"MADHYA PRADESH","SHAHDOL","PUSHPRAJGARH",171,47,0,0,218
"MADHYA PRADESH","SHAHDOL","SOHAGPUR",363,4,0,0,367
"MADHYA PRADESH","SHAHDOL","UMARIYA",872,79,7,1,959
"MADHYA PRADESH","SHAJAPUR","AGAR",2459,1712,6,39,4216
"MADHYA PRADESH","SHAJAPUR","BAROD",2991,2006,8,31,5036
"MADHYA PRADESH","SHAJAPUR","KALAPIPALMANDI",4111,823,14,9,4957
"MADHYA PRADESH","SHAJAPUR","MOMANBARODIYA",4265,2605,58,8,6936
"MADHYA PRADESH","SHAJAPUR","NALKHEDA",2250,2343,23,129,4745
"MADHYA PRADESH","SHAJAPUR","SHAJAPUR",3221,2355,12,5,5593
"MADHYA PRADESH","SHAJAPUR","SUJALPUR",3837,371,286,42,4536
"MADHYA PRADESH","SHAJAPUR","SUSNER",5371,1517,6,2,6896
"MADHYA PRADESH","SHIVPURI","BADARWAS",2877,171,30,1,3079
"MADHYA PRADESH","SHIVPURI","KARERA",7091,720,6,3,7820
"MADHYA PRADESH","SHIVPURI","KHANIYADHANA",6916,3535,12,33,10496
"MADHYA PRADESH","SHIVPURI","KOLARAS",2107,9,10,0,2126
"MADHYA PRADESH","SHIVPURI","NARWAR",5408,257,7,1,5673
"MADHYA PRADESH","SHIVPURI","PICHHORE",7311,1689,11,87,9098
"MADHYA PRADESH","SHIVPURI","POHARI",3123,21,18,1,3163
"MADHYA PRADESH","SHIVPURI","SHIVPURI",2652,173,832,80,3737
"MADHYA PRADESH","SIDHI","BAIDHAN",2464,221,19,4,2708
"MADHYA PRADESH","SIDHI","CHITRANGI",556,138,7,1,702
"MADHYA PRADESH","SIDHI","DEOSAR",679,198,80,0,957
"MADHYA PRADESH","SIDHI","KUSAMI",74,7,0,0,81
"MADHYA PRADESH","SIDHI","MAJHAULI",529,57,5,0,591
"MADHYA PRADESH","SIDHI","RAMPURNEKIN",853,79,120,1,1053
"MADHYA PRADESH","SIDHI","SIDHI",873,99,148,14,1134
"MADHYA PRADESH","SIDHI","SIHAWAL",726,39,164,19,948
"MADHYA PRADESH","SURGUJA","AMBIKAPUR",1094,966,4,0,2064
"MADHYA PRADESH","SURGUJA","BADRAFNAGAR",2119,444,4,0,2567
"MADHYA PRADESH","SURGUJA","BAIKUNTHPUR",3509,375,0,0,3884
"MADHYA PRADESH","SURGUJA","BALRAMPUR",693,293,0,0,986
"MADHYA PRADESH","SURGUJA","BATOLI",793,506,1,1,1301
"MADHYA PRADESH","SURGUJA","BHAIYATHAN",2520,849,4,0,3373
"MADHYA PRADESH","SURGUJA","BHARATPUR",1048,507,1,0,1556
"MADHYA PRADESH","SURGUJA","KHARGAWAN",900,212,0,0,1112
"MADHYA PRADESH","SURGUJA","KUSAMI",23,0,0,0,23
"MADHYA PRADESH","SURGUJA","LAKHANPUR",836,748,0,0,1584
"MADHYA PRADESH","SURGUJA","LUNDRA",340,644,2,4,990
"MADHYA PRADESH","SURGUJA","MAINPAT",370,14,0,0,384
"MADHYA PRADESH","SURGUJA","MANENDRAGARH",148,51,0,0,199
"MADHYA PRADESH","SURGUJA","ODAGI",801,70,0,0,871
"MADHYA PRADESH","SURGUJA","PRATAPPUR",1305,262,1,0,1568
"MADHYA PRADESH","SURGUJA","PREMNAGAR",260,0,0,0,260
"MADHYA PRADESH","SURGUJA","RAJPUR",808,809,0,0,1617
"MADHYA PRADESH","SURGUJA","RAMANUJNAGAR",3088,26,0,0,3114
"MADHYA PRADESH","SURGUJA","RAMCHANDRAPUR",793,578,2,5,1378
"MADHYA PRADESH","SURGUJA","SHANKARGARH",53,0,0,0,53
"MADHYA PRADESH","SURGUJA","SITAPUR",1372,1,0,0,1373
"MADHYA PRADESH","SURGUJA","SONHAT",428,116,1,1,546
"MADHYA PRADESH","SURGUJA","SURAJPUR",1677,6103,0,1,7781
"MADHYA PRADESH","SURGUJA","UDAYPUR",557,292,1,0,850
"MADHYA PRADESH","TIKAMGARH","BALDEOGARH",6899,77,0,0,6976
"MADHYA PRADESH","TIKAMGARH","JATARA",4433,36,0,2,4471
"MADHYA PRADESH","TIKAMGARH","NIWARI",7725,275,26,1,8027
"MADHYA PRADESH","TIKAMGARH","PALERA",5646,102,40,0,5788
"MADHYA PRADESH","TIKAMGARH","PRITHWIPUR",10589,471,9,2,11071
"MADHYA PRADESH","TIKAMGARH","TIKAMGARH",6953,327,4,1,7285
"MADHYA PRADESH","UJJAIN","BADNAGAR",1734,954,731,4,3423
"MADHYA PRADESH","UJJAIN","GHATIYA",NA,NA,NA,NA,NA
"MADHYA PRADESH","UJJAIN","KHACHRAUD",3829,4908,156,2,8895
"MADHYA PRADESH","UJJAIN","MAHIDPUR",3826,4560,177,27,8590
"MADHYA PRADESH","UJJAIN","TARANA",5125,1874,40,14,7053
"MADHYA PRADESH","UJJAIN","UJJAIN",3389,803,430,14,4636
"MADHYA PRADESH","VIDISHA","BASODA",2454,139,4,2,2599
"MADHYA PRADESH","VIDISHA","GYARASPUR",1468,66,2,10,1546
"MADHYA PRADESH","VIDISHA","KURWAI",844,21,1,1,867
"MADHYA PRADESH","VIDISHA","LATERI",1027,36,1,0,1064
"MADHYA PRADESH","VIDISHA","NATERAN",2211,148,13,6,2378
"MADHYA PRADESH","VIDISHA","SIRONJ",729,3,5,4,741
"MADHYA PRADESH","VIDISHA","VIDISHA",862,2,7,0,871
"MAHARASHTRA","","",NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR","BISHNUPUR",NA,NA,NA,NA,NA
"MANIPUR","BISHNUPUR","MOIRANG",NA,NA,NA,NA,NA
"MANIPUR","CHANDEL","CHAKPIKARONG",NA,NA,NA,NA,NA
"MANIPUR","CHANDEL","CHANDEL",NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","CHURACHANDPUR",NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","HENGLEP",NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","SINGHAT",NA,NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","THANGLON",NA,NA,NA,NA,NA
"MANIPUR","IMPHAL","HAORANGSABAL(I-W)",NA,NA,NA,NA,NA
"MANIPUR","IMPHAL","IRILBUNG(IMPHAL-E)",NA,NA,NA,NA,NA
"MANIPUR","IMPHAL","SWOMBUNG(IMPHAL-E)",NA,NA,NA,NA,NA
"MANIPUR","IMPHAL","WAQNGOI(I-W)",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI","KANGPOKPI",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI","PAOMATA",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI","PURUL",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI","SAIKHUL",NA,NA,NA,NA,NA
"MANIPUR","SENAPATI","TADUBI",NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG","NUNGBA",NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG","TAMEI",NA,NA,NA,NA,NA
"MANIPUR","TAMENGLONG","TAMENGLONG",NA,NA,NA,NA,NA
"MANIPUR","THOUBAL","KAKCHING",NA,NA,NA,NA,NA
"MANIPUR","THOUBAL","THOUBAL",NA,NA,NA,NA,NA
"MANIPUR","UKHRUL","CHINGAI",NA,NA,NA,NA,NA
"MANIPUR","UKHRUL","KAMJONG",NA,NA,NA,NA,NA
"MANIPUR","UKHRUL","PHUNGYAR",NA,NA,NA,NA,NA
"MANIPUR","UKHRUL","UKHRUL",NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","DAMBO RONGJENG",NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","RESU-BELPARA",NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","SAMANDA.",NA,NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","SONGSAK",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWKYNREW",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWPHLANG",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWRYNGKNENG",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWSYNRAM",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MYLLIEM",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","PYNURSLA",NA,NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","SHELLA BHOLAGANGH",NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","AMLAREM",NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","KHLIEHRIAT",NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","LASKEIN",NA,NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","THADLASKEIN",NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT","UMLING  C&D BLOCK",NA,NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT","UMSNING C&D BLOCK",NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","BAGHMARA",NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","CHOKPOT",NA,NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","RONGRA",2,0,0,0,2
"MEGHALAYA","WEST GARO HILLS","BETASING",NA,NA,NA,NA,NA
