-----
{
 "description": "The table refers to block wise culturable command area and potential created through Deep Tubewells . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.13.csv", 
 "title": "Download CSV for Block wise Culturable Command Area and Potential Created through Deep Tubewells for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.13.csv"
}
-----
-----
{
 "description": "The table refers to block wise distribution of Deep Tubewells according to water lifting device . The report has been sourced from 2nd census of minor irrigation scheme(1993-94) from ministry of water resources.", 
 "file_name": "blckdptbwltab3.8.csv", 
 "title": "Download CSV for Block wise Distribution of Deep Tubewells according to Water Lifting Device for 2nd Census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blckdptbwltab3.8.csv"
}
-----
"State","District","Block","Submersible pumps","Turbine pumps","Others","Total"
"MADHYA PRADESH","SURGUJA","RAMCHANDRAPUR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SHANKARGARH",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SITAPUR",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SONHAT",NA,NA,NA,NA
"MADHYA PRADESH","SURGUJA","SURAJPUR",20,0,21,41
"MADHYA PRADESH","SURGUJA","UDAYPUR",0,11,0,11
"MADHYA PRADESH","TIKAMGARH","BALDEOGARH",17,0,0,17
"MADHYA PRADESH","TIKAMGARH","JATARA",649,0,0,649
"MADHYA PRADESH","TIKAMGARH","NIWARI",141,0,0,141
"MADHYA PRADESH","TIKAMGARH","PALERA",NA,NA,NA,NA
"MADHYA PRADESH","TIKAMGARH","PRITHWIPUR",NA,NA,NA,NA
"MADHYA PRADESH","TIKAMGARH","TIKAMGARH",NA,NA,NA,NA
"MADHYA PRADESH","UJJAIN","BADNAGAR",232,0,0,232
"MADHYA PRADESH","UJJAIN","GHATIYA",35,0,0,35
"MADHYA PRADESH","UJJAIN","KHACHRAUD",1132,0,1,1133
"MADHYA PRADESH","UJJAIN","MAHIDPUR",76,0,0,76
"MADHYA PRADESH","UJJAIN","TARANA",195,0,0,195
"MADHYA PRADESH","UJJAIN","UJJAIN",426,0,1,427
"MADHYA PRADESH","VIDISHA","BASODA",6,53,32,91
"MADHYA PRADESH","VIDISHA","GYARASPUR",NA,NA,NA,NA
"MADHYA PRADESH","VIDISHA","KURWAI",0,1,0,1
"MADHYA PRADESH","VIDISHA","LATERI",0,1,2,3
"MADHYA PRADESH","VIDISHA","NATERAN",7,11,48,66
"MADHYA PRADESH","VIDISHA","SIRONJ",NA,NA,NA,NA
"MADHYA PRADESH","VIDISHA","VIDISHA",20,3,0,23
"MAHARASHTRA","","",NA,NA,NA,NA
"MANIPUR","BISHNUPUR","BISHNUPUR",NA,NA,NA,NA
"MANIPUR","BISHNUPUR","MOIRANG",NA,NA,NA,NA
"MANIPUR","CHANDEL","CHAKPIKARONG",NA,NA,NA,NA
"MANIPUR","CHANDEL","CHANDEL",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","CHURACHANDPUR",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","HENGLEP",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","SINGHAT",NA,NA,NA,NA
"MANIPUR","CHURACHANDPUR","THANGLON",NA,NA,NA,NA
"MANIPUR","IMPHAL","HAORANGSABAL(I-W)",NA,NA,NA,NA
"MANIPUR","IMPHAL","IRILBUNG(IMPHAL-E)",NA,NA,NA,NA
"MANIPUR","IMPHAL","SWOMBUNG(IMPHAL-E)",NA,NA,NA,NA
"MANIPUR","IMPHAL","WAQNGOI(I-W)",NA,NA,NA,NA
"MANIPUR","SENAPATI","KANGPOKPI",NA,NA,NA,NA
"MANIPUR","SENAPATI","PAOMATA",NA,NA,NA,NA
"MANIPUR","SENAPATI","PURUL",NA,NA,NA,NA
"MANIPUR","SENAPATI","SAIKHUL",NA,NA,NA,NA
"MANIPUR","SENAPATI","TADUBI",NA,NA,NA,NA
"MANIPUR","TAMENGLONG","NUNGBA",NA,NA,NA,NA
"MANIPUR","TAMENGLONG","TAMEI",NA,NA,NA,NA
"MANIPUR","TAMENGLONG","TAMENGLONG",NA,NA,NA,NA
"MANIPUR","THOUBAL","KAKCHING",NA,NA,NA,NA
"MANIPUR","THOUBAL","THOUBAL",NA,NA,NA,NA
"MANIPUR","UKHRUL","CHINGAI",NA,NA,NA,NA
"MANIPUR","UKHRUL","KAMJONG",NA,NA,NA,NA
"MANIPUR","UKHRUL","PHUNGYAR",NA,NA,NA,NA
"MANIPUR","UKHRUL","UKHRUL",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","DAMBO RONGJENG",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","RESU-BELPARA",1,0,0,1
"MEGHALAYA","EAST GARO HILLS","SAMANDA.",NA,NA,NA,NA
"MEGHALAYA","EAST GARO HILLS","SONGSAK",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWKYNREW",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWPHLANG",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWRYNGKNENG",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MAWSYNRAM",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","MYLLIEM",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","PYNURSLA",NA,NA,NA,NA
"MEGHALAYA","EAST KHASI HILLS","SHELLA BHOLAGANGH",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","AMLAREM",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","KHLIEHRIAT",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","LASKEIN",NA,NA,NA,NA
"MEGHALAYA","JAINTIA HILLS","THADLASKEIN",NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT","UMLING  C&D BLOCK",NA,NA,NA,NA
"MEGHALAYA","RI BHOI DISTRICT","UMSNING C&D BLOCK",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","BAGHMARA",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","CHOKPOT",NA,NA,NA,NA
"MEGHALAYA","SOUTH GARO HILLS","RONGRA",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","BETASING",0,1,0,1
"MEGHALAYA","WEST GARO HILLS","DADENGGIRI",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","DALUS",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","RONGRAM",NA,NA,NA,NA
"MEGHALAYA","WEST GARO HILLS","SELSELLA",0,0,1,1
"MEGHALAYA","WEST GARO HILLS","TIKKIRKILLA",1,0,1,2
"MEGHALAYA","WEST GARO HILLS","ZIKZAK",1,0,1,2
"MEGHALAYA","WEST KHASI HILLS","MAIRANG",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","MAWKYRWAT",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","MAWSHYNRUT",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","NONGSTOIN",NA,NA,NA,NA
"MEGHALAYA","WEST KHASI HILLS","RANIKOR",NA,NA,NA,NA
"MIZORAM","AIZAWL","AIBAWK",NA,NA,NA,NA
"MIZORAM","AIZAWL","DARLAWN",NA,NA,NA,NA
"MIZORAM","AIZAWL","KHAWZAWL",NA,NA,NA,NA
"MIZORAM","AIZAWL","LUNGDAR 'E'",NA,NA,NA,NA
"MIZORAM","AIZAWL","NGOPA",NA,NA,NA,NA
"MIZORAM","AIZAWL","PHAILENG 'W'",NA,NA,NA,NA
"MIZORAM","AIZAWL","REIEK",NA,NA,NA,NA
"MIZORAM","AIZAWL","SERCHHIP",NA,NA,NA,NA
"MIZORAM","AIZAWL","THINGDAWL",NA,NA,NA,NA
"MIZORAM","AIZAWL","THINGSULTHLIAH",NA,NA,NA,NA
"MIZORAM","AIZAWL","TLANGNUAM",NA,NA,NA,NA
"MIZORAM","AIZAWL","ZAWLNUAM",NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","CHAWNGTE",NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","LAWNGTLAI",NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","SANGAU",NA,NA,NA,NA
"MIZORAM","CHHIMTUIPUI","TUIPANG",NA,NA,NA,NA
"MIZORAM","LUNGLEI","BUNGHMUN",NA,NA,NA,NA
"MIZORAM","LUNGLEI","HNAHTHIAL",NA,NA,NA,NA
"MIZORAM","LUNGLEI","LUNGLEI",NA,NA,NA,NA
"MIZORAM","LUNGLEI","LUNGSEN",NA,NA,NA,NA
"MIZORAM","LUNGLEI","VILL1",NA,NA,NA,NA
"NAGALAND","KOHIMA","JALUKIE",NA,NA,NA,NA
"NAGALAND","KOHIMA","KOHIMA",NA,NA,NA,NA
"NAGALAND","KOHIMA","KUHUBOTO",NA,NA,NA,NA
"NAGALAND","KOHIMA","MEDZIPHEMA",2,0,1,3
"NAGALAND","KOHIMA","TSEMINYU",NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","CHANGTONGYA",NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","MANGOLEMBA",NA,NA,NA,NA
"NAGALAND","MOKOKCHUNG","ONGPANGKONG",NA,NA,NA,NA
"NAGALAND","MON","CHEN",NA,NA,NA,NA
"NAGALAND","MON","MON",NA,NA,NA,NA
"NAGALAND","MON","TOBU",NA,NA,NA,NA
"NAGALAND","MON","WAKCHING",NA,NA,NA,NA
"NAGALAND","PHEK","KIKRUMA",NA,NA,NA,NA
"NAGALAND","PHEK","MELURI",NA,NA,NA,NA
"NAGALAND","PHEK","PHEK",NA,NA,NA,NA
"NAGALAND","TUENSANG","KIPHIRE",NA,NA,NA,NA
"NAGALAND","TUENSANG","LONGKHIM",NA,NA,NA,NA
"NAGALAND","TUENSANG","LONGLENG",NA,NA,NA,NA
"NAGALAND","TUENSANG","NOKLAK",NA,NA,NA,NA
"NAGALAND","TUENSANG","SANGSANGYU",NA,NA,NA,NA
"NAGALAND","TUENSANG","SHAMATOR",NA,NA,NA,NA
"NAGALAND","TUENSANG","SITIMI",NA,NA,NA,NA
"NAGALAND","WOKHA","BAGHTY",NA,NA,NA,NA
"NAGALAND","WOKHA","WOKHA",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","AKULUTO",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","GHATASHI",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","TOKIYE",NA,NA,NA,NA
"NAGALAND","ZUNHEBOTO","ZUNHEBOTO",NA,NA,NA,NA
"ORISSA","ANGUL","ANUGUL",NA,NA,NA,NA
"ORISSA","ANGUL","ATHAMALLICK",NA,NA,NA,NA
"ORISSA","ANGUL","BANANPULA",NA,NA,NA,NA
"ORISSA","ANGUL","CHHENDIAPADA",NA,NA,NA,NA
"ORISSA","ANGUL","KANIHA",NA,NA,NA,NA
"ORISSA","ANGUL","KISONAGAR",NA,NA,NA,NA
"ORISSA","ANGUL","PALALAHARA",NA,NA,NA,NA
"ORISSA","ANGUL","TALCHER",NA,NA,NA,NA
"ORISSA","BALASORE","BAHANAGA",181,1,4,186
"ORISSA","BALASORE","BALASORE",167,1,4,172
"ORISSA","BALASORE","BALIPAL",109,0,0,109
"ORISSA","BALASORE","BASTA",203,1,3,207
"ORISSA","BALASORE","BHOGARAI",110,0,5,115
"ORISSA","BALASORE","JALESWAR",202,0,0,202
"ORISSA","BALASORE","JILGIRI",11,1,2,14
"ORISSA","BALASORE","KHAIRA",27,0,1,28
"ORISSA","BALASORE","OUPADA",30,0,0,30
"ORISSA","BALASORE","REMUNA",243,0,1,244
"ORISSA","BALASORE","SIMULIA",10,0,0,10
"ORISSA","BALASORE","SORO",125,0,31,156
"ORISSA","BARAGARH","AMBABHANA",NA,NA,NA,NA
"ORISSA","BARAGARH","ATABIRA",NA,NA,NA,NA
"ORISSA","BARAGARH","BARAGARH",2,0,0,2
"ORISSA","BARAGARH","BARAPALI",NA,NA,NA,NA
"ORISSA","BARAGARH","BHATALI",9,0,0,9
"ORISSA","BARAGARH","BHENDENI",NA,NA,NA,NA
"ORISSA","BARAGARH","BIJEPUR",NA,NA,NA,NA
"ORISSA","BARAGARH","GAISILAT",NA,NA,NA,NA
"ORISSA","BARAGARH","JHARABANDHA",0,0,3,3
"ORISSA","BARAGARH","PADMAPUR",NA,NA,NA,NA
"ORISSA","BARAGARH","PAIKMAL",NA,NA,NA,NA
"ORISSA","BARAGARH","SOHELA",1,0,1,2
"ORISSA","BHADRAK","BASUDEVPUR",72,18,11,101
"ORISSA","BHADRAK","BHADRAK",55,0,2,57
"ORISSA","BHADRAK","BHANDARIPOKHARI",104,0,4,108
"ORISSA","BHADRAK","BONTH",33,1,3,37
"ORISSA","BHADRAK","CHANDABALI",7,0,1,8
"ORISSA","BHADRAK","DHAMANAGAR",136,2,0,138
"ORISSA","BHADRAK","TIHIDI",19,6,4,29
"ORISSA","BOLANGIR","AGALPUR",NA,NA,NA,NA
"ORISSA","BOLANGIR","BALANGIR",1,0,0,1
"ORISSA","BOLANGIR","BELPARA",NA,NA,NA,NA
"ORISSA","BOLANGIR","BONGOMUNDA",NA,NA,NA,NA
"ORISSA","BOLANGIR","DEOGAN",1,0,0,1
"ORISSA","BOLANGIR","KHAPRA KHOL",NA,NA,NA,NA
"ORISSA","BOLANGIR","LOUSINGHA",NA,NA,NA,NA
"ORISSA","BOLANGIR","MURIBAHAL",NA,NA,NA,NA
"ORISSA","BOLANGIR","PATANAGARH",NA,NA,NA,NA
"ORISSA","BOLANGIR","PUINTALA",NA,NA,NA,NA
"ORISSA","BOLANGIR","SAINTALA",NA,NA,NA,NA
"ORISSA","BOLANGIR","TENTULIKHUNTI",NA,NA,NA,NA
"ORISSA","BOLANGIR","TITILAGARH",NA,NA,NA,NA
"ORISSA","BOLANGIR","TUREKELA",NA,NA,NA,NA
"ORISSA","BOUDH","BOUDH",0,1,0,1
"ORISSA","BOUDH","GHARABHANGA",NA,NA,NA,NA
"ORISSA","BOUDH","KANTAMAL",NA,NA,NA,NA
"ORISSA","CUTTACK","ATHGARH",NA,NA,NA,NA
"ORISSA","CUTTACK","BANKI",NA,NA,NA,NA
"ORISSA","CUTTACK","BARANGA",NA,NA,NA,NA
"ORISSA","CUTTACK","BARMBA",0,1,0,1
"ORISSA","CUTTACK","CUTTACK(SADAR)",92,0,0,92
"ORISSA","CUTTACK","DOMAPARA",NA,NA,NA,NA
"ORISSA","CUTTACK","KANTAPARA",3,0,0,3
"ORISSA","CUTTACK","MAHANGA",50,12,0,62
"ORISSA","CUTTACK","NARASINGHPUR",NA,NA,NA,NA
"ORISSA","CUTTACK","NIALI",NA,NA,NA,NA
"ORISSA","CUTTACK","NISCHINTAKOILI",2,0,0,2
"ORISSA","CUTTACK","SALIPUR",NA,NA,NA,NA
"ORISSA","CUTTACK","TANGI-CHOUDWAR",NA,NA,NA,NA
"ORISSA","CUTTACK","TIGIRIA",NA,NA,NA,NA
"ORISSA","DEOGARH","REAMAL",NA,NA,NA,NA
"ORISSA","DEOGARH","SARKOTE",NA,NA,NA,NA
"ORISSA","DEOGARH","TILEIBANI",NA,NA,NA,NA
"ORISSA","DHENKANAL","BHUBAN",NA,NA,NA,NA
"ORISSA","DHENKANAL","DHENKANAL",NA,NA,NA,NA
"ORISSA","DHENKANAL","GANDIA",1,0,0,1
"ORISSA","DHENKANAL","HINDOL",NA,NA,NA,NA
"ORISSA","DHENKANAL","KAMAKHYANAGAR",NA,NA,NA,NA
"ORISSA","DHENKANAL","KANKADAHAD",NA,NA,NA,NA
"ORISSA","DHENKANAL","ODAPADA",NA,NA,NA,NA
"ORISSA","DHENKANAL","PALAJANGA",NA,NA,NA,NA
"ORISSA","GAJAPATI","GUMMA",NA,NA,NA,NA
"ORISSA","GAJAPATI","KASINAGAR",1,0,0,1
"ORISSA","GAJAPATI","MOHANA",NA,NA,NA,NA
"ORISSA","GAJAPATI","NUAGADA",NA,NA,NA,NA
"ORISSA","GAJAPATI","PARALAKHEMUNDI",0,1,0,1
"ORISSA","GAJAPATI","R.UDAYAGIRI",NA,NA,NA,NA
"ORISSA","GAJAPATI","RAYAGADA",NA,NA,NA,NA
"ORISSA","GANJAM","ASKA",NA,NA,NA,NA
"ORISSA","GANJAM","BELAGUNTHA",2,0,0,2
"ORISSA","GANJAM","BHANJANAGAR",NA,NA,NA,NA
"ORISSA","GANJAM","BUGUDA",NA,NA,NA,NA
"ORISSA","GANJAM","CHATRAPUR",NA,NA,NA,NA
"ORISSA","GANJAM","CHIKITI",3,0,1,4
"ORISSA","GANJAM","DHARAKOT",NA,NA,NA,NA
"ORISSA","GANJAM","DIGAPAHANDI",NA,NA,NA,NA
"ORISSA","GANJAM","GANJAM",NA,NA,NA,NA
"ORISSA","GANJAM","HINJILIKUT",NA,NA,NA,NA
"ORISSA","GANJAM","J.N.PRASAD",NA,NA,NA,NA
"ORISSA","GANJAM","K.KHANDI",NA,NA,NA,NA
"ORISSA","GANJAM","K.S.NAGAR",NA,NA,NA,NA
"ORISSA","GANJAM","KHALLIKOT",NA,NA,NA,NA
"ORISSA","GANJAM","KODALA",NA,NA,NA,NA
"ORISSA","GANJAM","P.PUR",NA,NA,NA,NA
"ORISSA","GANJAM","PATRAPUR",1,0,0,1
"ORISSA","GANJAM","POLASARA",NA,NA,NA,NA
"ORISSA","GANJAM","R.LUNDA",NA,NA,NA,NA
"ORISSA","GANJAM","S.KHEMUNDI",NA,NA,NA,NA
"ORISSA","GANJAM","SHERAGADA",NA,NA,NA,NA
"ORISSA","GANJAM","SORADA",NA,NA,NA,NA
"ORISSA","JAGATSINGHPUR","BALIKUDA",2,0,0,2
"ORISSA","JAGATSINGHPUR","BIRIDI",26,0,0,26
"ORISSA","JAGATSINGHPUR","ERASAMA",0,2,0,2
"ORISSA","JAGATSINGHPUR","JAGATSINGHPUR",3,0,0,3
"ORISSA","JAGATSINGHPUR","KUNJANG",4,0,0,4
"ORISSA","JAGATSINGHPUR","NAUGAON",NA,NA,NA,NA
"ORISSA","JAGATSINGHPUR","RAGHUNATHPUR",47,0,0,47
"ORISSA","JAGATSINGHPUR","TRITOL",NA,NA,NA,NA
"ORISSA","JAJPUR","BARACHAN",24,0,0,24
"ORISSA","JAJPUR","BARI",22,0,1,23
"ORISSA","JAJPUR","BINJHARPUR",30,0,0,30
"ORISSA","JAJPUR","DANAGADI",NA,NA,NA,NA
"ORISSA","JAJPUR","DASARATHPUR",20,0,4,24
"ORISSA","JAJPUR","DHARAMASALA",2,0,0,2
"ORISSA","JAJPUR","JAJPUR",81,0,11,92
"ORISSA","JAJPUR","KOREI",112,0,0,112
"ORISSA","JAJPUR","RASULPUR",44,0,2,46
"ORISSA","JAJPUR","SUKINDA",NA,NA,NA,NA
"ORISSA","JHARSUGUDA","JHARSUGUDA",1,0,0,1
"ORISSA","JHARSUGUDA","KIRIMIRA",NA,NA,NA,NA
"ORISSA","JHARSUGUDA","KOLABIRA",NA,NA,NA,NA
"ORISSA","JHARSUGUDA","LAIKERA",NA,NA,NA,NA
"ORISSA","JHARSUGUDA","LAKHANPUR",9,0,1,10
"ORISSA","KALAHANDI","BHABANI PATANA",2,0,0,2
"ORISSA","KALAHANDI","DHARMGARH",NA,NA,NA,NA
"ORISSA","KALAHANDI","GOLAMUNDA",NA,NA,NA,NA
"ORISSA","KALAHANDI","JAIPATANA",NA,NA,NA,NA
"ORISSA","KALAHANDI","JUNAGARH",1,0,0,1
"ORISSA","KALAHANDI","KALAMPUR",NA,NA,NA,NA
"ORISSA","KALAHANDI","KARLAMUNDA",NA,NA,NA,NA
"ORISSA","KALAHANDI","KESINGA",NA,NA,NA,NA
"ORISSA","KALAHANDI","KOKASARA",NA,NA,NA,NA
"ORISSA","KALAHANDI","LANGIGARH",NA,NA,NA,NA
"ORISSA","KALAHANDI","M.RAMPUR",NA,NA,NA,NA
"ORISSA","KALAHANDI","NARALA",NA,NA,NA,NA
"ORISSA","KALAHANDI","TH.RAMPUR",NA,NA,NA,NA
"ORISSA","KENDRAPARA","AUL",2,0,0,2
"ORISSA","KENDRAPARA","DERABISI",3,3,0,6
"ORISSA","KENDRAPARA","GARADPUR",NA,NA,NA,NA
"ORISSA","KENDRAPARA","KENDRAPARA",NA,NA,NA,NA
"ORISSA","KENDRAPARA","MAHAKALAPADA",1,0,0,1
"ORISSA","KENDRAPARA","MARSAGHAI",5,1,0,6
"ORISSA","KENDRAPARA","PATAMUNDAI",5,0,0,5
"ORISSA","KENDRAPARA","RAJKANIKA",1,3,0,4
"ORISSA","KENDRAPARA","RAJNAGAR",13,3,0,16
"ORISSA","KEONJHAR","ANANDAPUR",2,0,0,2
"ORISSA","KEONJHAR","BANASPAL",NA,NA,NA,NA
"ORISSA","KEONJHAR","CHAMPUA",NA,NA,NA,NA
"ORISSA","KEONJHAR","GHASIPURA",NA,NA,NA,NA
"ORISSA","KEONJHAR","GHATAGAON",NA,NA,NA,NA
"ORISSA","KEONJHAR","HARICHANDANPUR",NA,NA,NA,NA
"ORISSA","KEONJHAR","HATADIHI",2,0,1,3
"ORISSA","KEONJHAR","JHUMPURA",NA,NA,NA,NA
"ORISSA","KEONJHAR","JODA",NA,NA,NA,NA
"ORISSA","KEONJHAR","PATANA",NA,NA,NA,NA
"ORISSA","KEONJHAR","SADAR",NA,NA,NA,NA
"ORISSA","KEONJHAR","SAHARAPARA",NA,NA,NA,NA
"ORISSA","KEONJHAR","TELKOI",NA,NA,NA,NA
"ORISSA","KHURDA","BALIANTA",1,0,0,1
"ORISSA","KHURDA","BALIPATANA",2,0,0,2
"ORISSA","KHURDA","BANAPUR",NA,NA,NA,NA
"ORISSA","KHURDA","BEGUNIA",NA,NA,NA,NA
"ORISSA","KHURDA","BHUBANESWAR",2,3,5,10
"ORISSA","KHURDA","BOLAGARH",NA,NA,NA,NA
"ORISSA","KHURDA","CHILIKA",NA,NA,NA,NA
"ORISSA","KHURDA","JATNI",NA,NA,NA,NA
"ORISSA","KHURDA","KHURDA",NA,NA,NA,NA
"ORISSA","KHURDA","TANGI",NA,NA,NA,NA
"ORISSA","KORAPUT","BAIPARIGUDA",NA,NA,NA,NA
"ORISSA","KORAPUT","BANDHUGOAN",NA,NA,NA,NA
"ORISSA","KORAPUT","BORIGUMMA",NA,NA,NA,NA
"ORISSA","KORAPUT","DASAMANTAPUR",NA,NA,NA,NA
"ORISSA","KORAPUT","JEYPUR",NA,NA,NA,NA
"ORISSA","KORAPUT","KORAPUT",NA,NA,NA,NA
"ORISSA","KORAPUT","KOTAPAD",NA,NA,NA,NA
"ORISSA","KORAPUT","KUNDURA",NA,NA,NA,NA
"ORISSA","KORAPUT","LAMATAPUT",NA,NA,NA,NA
"ORISSA","KORAPUT","LAXMIPUR",NA,NA,NA,NA
"ORISSA","KORAPUT","NANDAPUR",NA,NA,NA,NA
"ORISSA","KORAPUT","NARAYANPATNA",NA,NA,NA,NA
"ORISSA","KORAPUT","POTTANGI",NA,NA,NA,NA
"ORISSA","KORAPUT","SIMILIGUDA",NA,NA,NA,NA
"ORISSA","MALKANGIRI","KALIMELA",NA,NA,NA,NA
"ORISSA","MALKANGIRI","KHAIRAPUT",NA,NA,NA,NA
"ORISSA","MALKANGIRI","KONKUNDA",NA,NA,NA,NA
"ORISSA","MALKANGIRI","KUDUMULUGUMMA",NA,NA,NA,NA
"ORISSA","MALKANGIRI","MALKANAGIRI",NA,NA,NA,NA
"ORISSA","MALKANGIRI","MATHILI",NA,NA,NA,NA
"ORISSA","MALKANGIRI","PODIA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","BAHALADA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","BANGIRIPOSI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","BARIPADA",3,0,0,3
"ORISSA","MAYURBHANJ","BARSAHI",36,0,4,40
"ORISSA","MAYURBHANJ","BETANATI",27,1,0,28
"ORISSA","MAYURBHANJ","BIJATOLA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","BISOI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","GOPABANDHU NAGAR",3,0,0,3
"ORISSA","MAYURBHANJ","JAMADA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","JASIPUR",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","KAPTIPADA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","KARANJIA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","KHUNTA",8,4,1,13
"ORISSA","MAYURBHANJ","KULIANA",10,0,0,10
"ORISSA","MAYURBHANJ","KUSUMI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","MORADA",24,0,0,24
"ORISSA","MAYURBHANJ","RAIRANGPUR",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","RARUAN",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","RASGOVINDPUR",80,1,1,82
"ORISSA","MAYURBHANJ","SAMAKHUNTA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","SARASKANA",3,0,0,3
"ORISSA","MAYURBHANJ","SUKRULI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","SULIAPADA",24,0,0,24
"ORISSA","MAYURBHANJ","THAKURMUNDA",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","TIRINGI",NA,NA,NA,NA
"ORISSA","MAYURBHANJ","UDALA",NA,NA,NA,NA
"ORISSA","NAYAGARH","BHAPUR",NA,NA,NA,NA
"ORISSA","NAYAGARH","DASPALLA",NA,NA,NA,NA
"ORISSA","NAYAGARH","GANIA",NA,NA,NA,NA
"ORISSA","NAYAGARH","KHANDAPADA",NA,NA,NA,NA
"ORISSA","NAYAGARH","NAYAGARH",2,0,0,2
"ORISSA","NAYAGARH","NUAGAON",NA,NA,NA,NA
"ORISSA","NAYAGARH","ODOGAON",NA,NA,NA,NA
"ORISSA","NAYAGARH","RANPUR",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","CHANDAHANDI",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","DABUGAON",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","JHARIGAON",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","KUSAGUMUDA",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","NANDAHANDI",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","NAWARANGPUR",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","PAPADAHANDI",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","RAIGHAR",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","TENTULIKHUNTI",NA,NA,NA,NA
"ORISSA","NOWRANGPUR","UMERKOT",NA,NA,NA,NA
"ORISSA","NUAPADA","BODEN",NA,NA,NA,NA
"ORISSA","NUAPADA","KHARIAR",NA,NA,NA,NA
"ORISSA","NUAPADA","KOMANA",NA,NA,NA,NA
"ORISSA","NUAPADA","NUAPARA",1,0,0,1
"ORISSA","NUAPADA","SINAPALLI",NA,NA,NA,NA
"ORISSA","PHULBANI","BALIGUDA",NA,NA,NA,NA
"ORISSA","PHULBANI","CHAKAPAD",NA,NA,NA,NA
"ORISSA","PHULBANI","DARINGIBADI",NA,NA,NA,NA
"ORISSA","PHULBANI","G.UDAYAGIRI",NA,NA,NA,NA
"ORISSA","PHULBANI","JUMUDIBANDHA",NA,NA,NA,NA
"ORISSA","PHULBANI","KHAJURIPADA",NA,NA,NA,NA
"ORISSA","PHULBANI","KOTAGARH",NA,NA,NA,NA
"ORISSA","PHULBANI","NUAGAON",NA,NA,NA,NA
