-----
{
 "description": "The table refers to block wise distribution of surface lift schemes according to the farmers holding size. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "srfclftblcktab5.3.csv", 
 "title": "Download CSV for Blockwise Distribution of surface lift schemes according to the holding size for 2nd census of minor irrigation schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/srfclftblcktab5.3.csv"
}
-----
"State","District","Block","Marginal (0-1 Ha)","Small (1-2 Ha)","Medium (2-10 Ha)","Big (Greater than 10 Ha)","Total"
"BIHAR","NALANDA","SARMERA",0,0,0,0,0
"BIHAR","NAWADA","GOBINDPUR",0,0,0,0,0
"BIHAR","NAWADA","NAWADA",2,4,2,0,8
"BIHAR","NAWADA","RAJANLI",1,0,0,0,1
"BIHAR","NAWADA","ROH",3,0,0,0,3
"BIHAR","PAKUR","AMRAPARA",0,0,0,0,0
"BIHAR","PAKUR","HIRANPUR",0,3,1,1,5
"BIHAR","PAKUR","LITIPARA",18,17,0,0,35
"BIHAR","PAKUR","MAHESHPUR",1,3,8,2,14
"BIHAR","PAKUR","PAKUR",7,9,5,0,21
"BIHAR","PAKUR","PAKURIA",0,0,0,0,0
"BIHAR","PATNA","MANER",0,2,0,3,5
"BIHAR","PATNA","MASAURHI",0,0,0,0,0
"BIHAR","PATNA","SAMPATCHAK",20,8,0,0,28
"BIHAR","PURNIA","KRITYANANDNAGAR",2,0,5,4,11
"BIHAR","PURNIA","PURNIA EAST",0,0,0,0,0
"BIHAR","PURNIA","RUPAULI",0,0,0,0,0
"BIHAR","RANCHI","ANGARA",2,0,2,0,4
"BIHAR","RANCHI","ARKI",8,13,6,1,28
"BIHAR","RANCHI","CHANHO",0,5,1,0,6
"BIHAR","RANCHI","KANKE",77,45,3,0,125
"BIHAR","RANCHI","MANDAR",0,0,0,0,0
"BIHAR","RANCHI","RATU",19,0,0,0,19
"BIHAR","RANCHI","SILLI",1,0,0,0,1
"BIHAR","RANCHI","SONAHATU",1,0,1,0,2
"BIHAR","RANCHI","TAMAR",31,6,18,6,61
"BIHAR","RANCHI","TORPA",0,0,0,0,0
"BIHAR","ROHTAS","AKORHIGOLA",0,0,0,0,0
"BIHAR","ROHTAS","CHENARI",0,0,0,0,0
"BIHAR","ROHTAS","DAWATH",0,0,0,0,0
"BIHAR","ROHTAS","DEHRI",0,0,0,0,0
"BIHAR","ROHTAS","KARGHAHAR",0,0,0,0,0
"BIHAR","ROHTAS","KUCHAI",0,0,4,4,8
"BIHAR","ROHTAS","NAWHATTA",0,0,0,0,0
"BIHAR","ROHTAS","NOKHA",2,0,0,0,2
"BIHAR","ROHTAS","ROHTAS",0,0,0,0,0
"BIHAR","ROHTAS","SASARAM",0,0,0,0,0
"BIHAR","ROHTAS","SHEOSAGAR",0,0,0,0,0
"BIHAR","SAHARSA","SAUR BAZAR",0,0,0,0,0
"BIHAR","SAHARSA","SIMORI BAKHTIARPUR",0,0,0,0,0
"BIHAR","SAHEBGANJ","BARHAIT",0,0,1,0,1
"BIHAR","SAHEBGANJ","BARHARWA",48,32,57,2,139
"BIHAR","SAHEBGANJ","BORIO",88,178,16,0,282
"BIHAR","SAHEBGANJ","MANDRO",43,54,23,1,121
"BIHAR","SAHEBGANJ","PATHNA",47,32,8,0,87
"BIHAR","SAHEBGANJ","TALJHARI",28,15,31,5,79
"BIHAR","SAHEBGANJ","UDHUWA",21,16,13,0,50
"BIHAR","SAMASTIPUR","BIBHUTIPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","DALSINGHSARAI",0,0,0,0,0
"BIHAR","SAMASTIPUR","KALYANPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","KHANPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","PATORI",0,0,0,0,0
"BIHAR","SAMASTIPUR","PUSA",0,0,0,0,0
"BIHAR","SAMASTIPUR","ROSERA",1,0,0,0,1
"BIHAR","SAMASTIPUR","SAMASTIPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","SARAIRANJAN",0,0,0,0,0
"BIHAR","SAMASTIPUR","TAJPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","UJIARPUR",0,0,0,0,0
"BIHAR","SAMASTIPUR","VIDHAYAPATI NAGAR",0,0,0,1,1
"BIHAR","SARAN","AMNOUR",0,0,0,0,0
"BIHAR","SARAN","DARIYAPUR",11,0,0,0,11
"BIHAR","SARAN","MANJHI",2,0,0,0,2
"BIHAR","SARAN","MASARAKH",0,0,0,0,0
"BIHAR","SARAN","SONEPUR",0,1,0,0,1
"BIHAR","SHEIKHPURA","ARIARI",0,0,0,0,0
"BIHAR","SHEIKHPURA","GHAT-KHUSUMBA",0,26,0,0,26
"BIHAR","SHEIKHPURA","SHEIKHPURA",0,0,0,0,0
"BIHAR","SHEOHAR","PIPRAHI",0,0,0,0,0
"BIHAR","SINGHBHUM EAST","BAHARAGORA",0,10,4,1,15
"BIHAR","SINGHBHUM EAST","CHAKULIA",21,12,12,0,45
"BIHAR","SINGHBHUM EAST","DHALBHUMGARH",1,3,0,0,4
"BIHAR","SINGHBHUM EAST","DUMARIA",1,0,1,0,2
"BIHAR","SINGHBHUM EAST","GHATSHILA",2,5,6,5,18
"BIHAR","SINGHBHUM EAST","JAMSHEDPUR",3,46,46,1,96
"BIHAR","SINGHBHUM EAST","MUSABANI",2,1,5,0,8
"BIHAR","SINGHBHUM EAST","PATAMDA",8,43,62,23,136
"BIHAR","SINGHBHUM EAST","POTKA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","BANDGAON",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","CHAIBASA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","CHAKRADHARPUR",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","CHANDIL",10,2,1,0,13
"BIHAR","SINGHBHUM WEST","GELKERA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","GUNHARIA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","JAGNNATHPUR",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","JHINIKPANI",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","KHANSOWAN",1,2,4,0,7
"BIHAR","SINGHBHUM WEST","KHUNTPANI",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","KUCHAI",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","MAJHGAON",64,137,331,27,559
"BIHAR","SINGHBHUM WEST","MANOHARPUR",1,0,0,0,1
"BIHAR","SINGHBHUM WEST","NIMDIH",67,50,37,1,155
"BIHAR","SINGHBHUM WEST","NOAMUNDI",3,15,7,3,28
"BIHAR","SINGHBHUM WEST","RAJNAGAR",48,97,215,35,395
"BIHAR","SINGHBHUM WEST","SARAIKELA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","SONUA",0,0,0,0,0
"BIHAR","SINGHBHUM WEST","TANTNAGAR",3,28,51,1,83
"BIHAR","SINGHBHUM WEST","TONTO",18,25,4,0,47
"BIHAR","SITAMARHI","BAJAPATTI",0,0,0,3,3
"BIHAR","SITAMARHI","BATHNAHA",0,0,0,0,0
"BIHAR","SITAMARHI","DUMRA",0,0,0,0,0
"BIHAR","SITAMARHI","MEJARGANJ",0,0,0,0,0
"BIHAR","SITAMARHI","PARSAUNI",0,0,0,0,0
"BIHAR","SITAMARHI","PUPARI",0,0,0,0,0
"BIHAR","SITAMARHI","RIGA",0,0,0,0,0
"BIHAR","SITAMARHI","RUNISAIDPUR",0,2,1,1,4
"BIHAR","SITAMARHI","SONBARSA",0,0,0,0,0
"BIHAR","SITAMARHI","SUPPI",0,0,0,0,0
"BIHAR","SITAMARHI","SURSAND",0,0,0,0,0
"BIHAR","SIWAN","ANDAR",0,0,0,0,0
"BIHAR","SIWAN","BARHARIA",6,12,8,0,26
"BIHAR","SIWAN","DARAULI",0,0,0,1,1
"BIHAR","SIWAN","DARAUNDHA",0,0,0,0,0
"BIHAR","SIWAN","GORAIKOTHI",0,0,0,0,0
"BIHAR","SIWAN","GUTHANI",0,0,2,0,2
"BIHAR","SIWAN","HUSSAINGANJ",0,0,0,0,0
"BIHAR","SIWAN","MAHRAJGANJ",0,5,25,0,30
"BIHAR","SIWAN","MAIRWA",0,0,0,0,0
"BIHAR","SIWAN","RAGHUNATHPUR",0,0,0,0,0
"BIHAR","SIWAN","SISWAN",0,0,0,0,0
"BIHAR","SIWAN","SIWAN",0,0,0,0,0
"BIHAR","SUPAUL","BASANTPUR",0,0,0,0,0
"BIHAR","SUPAUL","CHHATAPUR",0,0,0,0,0
"BIHAR","SUPAUL","PIPRA",0,0,0,0,0
"BIHAR","SUPAUL","SUPAUL",0,0,0,0,0
"BIHAR","VAISHALI","BHAGWANPUR",0,0,0,0,0
"BIHAR","VAISHALI","GORAUL",0,0,0,0,0
"BIHAR","VAISHALI","JANDAHA",0,0,0,0,0
"BIHAR","VAISHALI","MAHNAR",0,0,0,1,1
"BIHAR","VAISHALI","MAHUA",0,0,0,0,0
"BIHAR","VAISHALI","PATEHRIBELSAR",0,0,0,0,0
"BIHAR","VAISHALI","PATEPUR",0,0,0,0,0
"BIHAR","VAISHALI","PREMRAJ",0,0,0,0,0
"BIHAR","VAISHALI","VAISHALI",0,0,0,0,0
"GOA","NORTH GOA","BICHOLIM",14,19,26,8,67
"GOA","NORTH GOA","PERNEM",7,7,4,0,18
"GOA","NORTH GOA","PONDA",6,11,13,5,35
"GOA","NORTH GOA","SATARI",11,31,56,35,133
"GOA","NORTH GOA","TISWADI",12,0,0,0,12
"GOA","SOUTH GOA","CANACONA",67,29,5,1,102
"GOA","SOUTH GOA","MORMUGAO",16,1,2,0,19
"GOA","SOUTH GOA","QUEPEM",14,7,34,4,59
"GOA","SOUTH GOA","SALCETE",4,1,4,0,9
"GOA","SOUTH GOA","SANGUEM",46,41,112,24,223
"HARYANA","AMBALA","AMBALA",0,1,4,15,20
"HARYANA","AMBALA","NARAINGARH",0,1,4,7,12
"HARYANA","KAITHAL","KAITHAL",0,0,147,0,147
"HARYANA","KURUKSHETRA","SHAHBAD",0,0,2,0,2
"HIMACHAL PRADESH","Bilaspur","Bilaspur Sadar",0,0,1,6,7
"HIMACHAL PRADESH","Bilaspur","Ghumarwin",3,5,2,34,44
"HIMACHAL PRADESH","Bilaspur","Jhanduta",0,0,1,2,3
"HIMACHAL PRADESH","Bilaspur","Naina Devi",1,0,0,5,6
"HIMACHAL PRADESH","Chamba","Bhattiyat",0,0,0,0,0
"HIMACHAL PRADESH","Chamba","Chamba",0,0,0,0,0
"HIMACHAL PRADESH","Chamba","Sihunta",0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Barsar",0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Bhoranj",1,2,0,2,5
"HIMACHAL PRADESH","Hamirpur","Hamirpur",0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Nadaun",0,0,0,0,0
"HIMACHAL PRADESH","Hamirpur","Tira Sujanpur",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Baijnath",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Baroh",0,0,0,2,2
"HIMACHAL PRADESH","Kangra","Dera Gopipur",1,2,0,6,9
"HIMACHAL PRADESH","Kangra","Dhira",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Fatehpur",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Indora",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Jaisinghpur",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Jaswan",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Jawali",1,0,1,0,2
"HIMACHAL PRADESH","Kangra","Kangra",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Nurpur",0,0,1,0,1
"HIMACHAL PRADESH","Kangra","Palampur",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Rakkar",0,0,0,0,0
"HIMACHAL PRADESH","Kangra","Thural",0,0,0,0,0
"HIMACHAL PRADESH","Kullu","Ani",0,0,0,0,0
"HIMACHAL PRADESH","Kullu","Kullu",0,6,0,0,6
"HIMACHAL PRADESH","Kullu","Nermand",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Aut",0,0,4,0,4
"HIMACHAL PRADESH","Mandi","Baldwara",0,0,0,1,1
"HIMACHAL PRADESH","Mandi","Chachyot",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Dharmpur",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Jogindarnagar",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Kotli",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Mandi",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Padhar",0,0,0,0,0
"HIMACHAL PRADESH","Mandi","Sandhol",1,0,0,0,1
"HIMACHAL PRADESH","Mandi","Sundarnagar",2,0,3,0,5
"HIMACHAL PRADESH","Shimla","Seoni",0,0,0,0,0
"HIMACHAL PRADESH","Shimla","Shimla",0,0,0,0,0
"HIMACHAL PRADESH","Shimla","Theog",0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Nahan",0,1,1,4,6
"HIMACHAL PRADESH","Sirmaur","Pachhad",0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Pajhota",0,0,0,0,0
"HIMACHAL PRADESH","Sirmaur","Paonta Sahib",0,0,3,7,10
"HIMACHAL PRADESH","Sirmaur","Rajgarh",5,2,0,4,11
"HIMACHAL PRADESH","Solan","Arki",0,0,1,0,1
"HIMACHAL PRADESH","Solan","Kandaghat",0,0,2,8,10
"HIMACHAL PRADESH","Solan","Krishangarh",0,0,1,2,3
"HIMACHAL PRADESH","Solan","Nalagarh",1,3,1,2,7
"HIMACHAL PRADESH","Solan","Solan",0,0,1,5,6
"HIMACHAL PRADESH","Una","Amb",0,0,0,0,0
"HIMACHAL PRADESH","Una","Bangana",0,1,1,1,3
"HIMACHAL PRADESH","Una","Haroli",0,0,0,0,0
"HIMACHAL PRADESH","Una","Una",0,0,0,0,0
"JAMMU & KASHMIR","Anantnagh","Bijehara",2,2,NA,NA,4
"JAMMU & KASHMIR","Anantnagh","Kulgam",2,1,5,NA,8
"JAMMU & KASHMIR","Baramulla","Baramulla",12,4,4,2,22
"JAMMU & KASHMIR","Baramulla","Gurez",2,NA,NA,NA,2
"JAMMU & KASHMIR","Baramulla","Pattan",3,NA,NA,NA,3
"JAMMU & KASHMIR","Baramulla","Sonawari",46,14,11,3,74
"JAMMU & KASHMIR","Baramulla","Sopore",3,2,NA,NA,5
"JAMMU & KASHMIR","Jammu","Akhnoor",11,NA,NA,1,12
"JAMMU & KASHMIR","Jammu","Bishna",3,NA,NA,NA,3
"JAMMU & KASHMIR","Jammu","Jammu",17,2,1,3,23
"JAMMU & KASHMIR","Jammu","Samba",4,2,1,2,9
"JAMMU & KASHMIR","Kathua","Billawar",NA,1,2,2,5
"JAMMU & KASHMIR","Kathua","Hiranagar",2,1,1,NA,4
"JAMMU & KASHMIR","Kathua","Kathua",2,NA,5,1,8
"JAMMU & KASHMIR","Kupwara","Kupwara",5,2,NA,NA,7
"JAMMU & KASHMIR","Poonch","Mendhar",3,NA,NA,NA,3
"JAMMU & KASHMIR","Pulwama","Pampore",10,1,3,NA,14
"JAMMU & KASHMIR","Pulwama","Pulwana",18,5,4,6,33
"JAMMU & KASHMIR","Pulwama","Tral",2,1,NA,NA,3
"JAMMU & KASHMIR","Rajouri","Nowshera",3,2,1,NA,6
"JAMMU & KASHMIR","Rajouri","Rajouri",9,4,NA,4,17
"JAMMU & KASHMIR","Rajouri","Sunderbani",10,7,9,NA,26
"JAMMU & KASHMIR","Srinagar","Ganderbal",12,4,1,NA,17
"JAMMU & KASHMIR","Srinagar","Srinagar",15,2,2,13,32
"JAMMU & KASHMIR","Udhampur","Reasi",1,1,NA,1,3
"JAMMU & KASHMIR","Udhampur","Udhampur",2,2,3,1,8
"KARNATAKA","BANGALORE RURAL","DEVANAHALLI",0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","HOSAKOTE",0,0,0,0,0
"KARNATAKA","BANGALORE RURAL","KANAKAPURA",1,4,9,0,14
"KARNATAKA","BANGALORE RURAL","MAGADI",6,7,12,2,27
"KARNATAKA","BANGALORE RURAL","NELAMANGALA",8,6,5,0,19
"KARNATAKA","BANGALORE RURAL","RAMANAGARA",93,38,24,0,155
"KARNATAKA","BANGALORE URBAN","ANEKAL",0,0,11,0,11
"KARNATAKA","BANGALORE URBAN","BANGALORE NORTH",29,13,6,0,48
"KARNATAKA","BANGALORE URBAN","BANGALORE SOUTH",1,2,15,0,18
"KARNATAKA","BELGAUM","ATHNI",444,628,1308,307,2687
"KARNATAKA","BELGAUM","CHIKODI",1055,752,1044,74,2925
"KARNATAKA","BELGAUM","GOKAK",1515,671,1124,89,3399
"KARNATAKA","BELGAUM","KHANAPUR",72,244,157,0,473
"KARNATAKA","BELGAUM","RAMDURG",6,22,38,8,74
"KARNATAKA","BELGAUM","RAYBAG",160,114,234,41,549
"KARNATAKA","BELGAUM","SAMPGAON",370,509,719,1,1599
"KARNATAKA","BELLARY","BELLARY",11,54,225,40,330
"KARNATAKA","BELLARY","H.B. HALLY",239,222,352,16,829
"KARNATAKA","BELLARY","HADAGALI",10,17,109,22,158
"KARNATAKA","BELLARY","HARAPANA HALLI",225,150,149,34,558
"KARNATAKA","BELLARY","HOSPET",63,128,314,34,539
"KARNATAKA","BELLARY","KUDLIGI",9,18,16,1,44
"KARNATAKA","BELLARY","SIRAGUPPA",89,102,479,145,815
"KARNATAKA","BIDAR","AURAD",11,37,30,22,100
"KARNATAKA","BIDAR","BASAVA KALYANA",7,6,1,4,18
"KARNATAKA","BIDAR","BHALKI",65,50,85,37,237
"KARNATAKA","BIDAR","BIDAR",50,14,14,23,101
"KARNATAKA","BIJAPUR","BADAMI",189,372,289,3,853
"KARNATAKA","BIJAPUR","BAGALKOT",256,232,365,19,872
"KARNATAKA","BIJAPUR","BIJAPUR",0,0,0,0,0
"KARNATAKA","BIJAPUR","BILGI",88,140,110,64,402
"KARNATAKA","BIJAPUR","HUNGUND",139,346,602,64,1151
"KARNATAKA","BIJAPUR","INDI",3,19,248,55,325
"KARNATAKA","BIJAPUR","JAMAKHANDI",511,507,602,43,1663
"KARNATAKA","BIJAPUR","MUDDEBIHAL",67,261,308,8,644
"KARNATAKA","BIJAPUR","MUDHOL",20,76,205,63,364
"KARNATAKA","BIJAPUR","SINDGI",3,15,17,3,38
"KARNATAKA","CHIKKAMAGALORE","KADUR",0,0,0,1,1
"KARNATAKA","CHIKKAMAGALORE","MUDIGERE",17,24,29,22,92
"KARNATAKA","CHIKKAMAGALORE","N.R. PURA",11,8,18,6,43
"KARNATAKA","CHIKKAMAGALORE","SRINGERE",21,21,45,2,89
"KARNATAKA","CHIKKAMAGALORE","TARIKERE",44,11,4,7,66
"KARNATAKA","CHITRADURGA","CHALLAKERE",2,15,24,1,42
"KARNATAKA","CHITRADURGA","CHITRADURGA",0,0,1,0,1
"KARNATAKA","CHITRADURGA","DAVANAGERE",7,30,34,3,74
"KARNATAKA","CHITRADURGA","HARIHAR",141,346,563,6,1056
"KARNATAKA","CHITRADURGA","HIRIYUR",0,8,13,12,33
"KARNATAKA","CHITRADURGA","HOSADURGA",29,17,14,1,61
"KARNATAKA","DAKSHINA KANNADA","BANTWAL",17,19,13,5,54
"KARNATAKA","DAKSHINA KANNADA","BELTHANGADY",13,6,9,0,28
"KARNATAKA","DAKSHINA KANNADA","KARKALA",18,75,127,14,234
"KARNATAKA","DAKSHINA KANNADA","MANGALORE",11,17,10,0,38
"KARNATAKA","DAKSHINA KANNADA","PUTTUR",10,17,14,4,45
"KARNATAKA","DAKSHINA KANNADA","SULLIA",1,5,6,2,14
"KARNATAKA","DAKSHINA KANNADA","UDUPI",51,17,10,1,79
"KARNATAKA","DHARWAR","HAVERI",78,257,380,113,828
"KARNATAKA","DHARWAR","HIREKERUR",1,0,1,0,2
"KARNATAKA","DHARWAR","KALGHATGI",0,0,0,1,1
"KARNATAKA","DHARWAR","MUNDARGI",83,126,163,28,400
"KARNATAKA","DHARWAR","NARAGUND",12,14,53,43,122
"KARNATAKA","DHARWAR","NAVALAGUND",35,117,325,91,568
"KARNATAKA","DHARWAR","RANIBENNUR",55,155,143,3,356
"KARNATAKA","DHARWAR","SAVANUR",20,30,100,12,162
"KARNATAKA","DHARWAR","SHIRAHATTI",55,104,131,6,296
"KARNATAKA","GULBARGA","AFZALPUR TALUK",1,16,13,28,58
"KARNATAKA","GULBARGA","CHINCHOLI",4,1,4,3,12
"KARNATAKA","GULBARGA","CHITAPUR",20,4,11,0,35
"KARNATAKA","GULBARGA","GULBARGA",3,19,42,3,67
"KARNATAKA","GULBARGA","JEWARGI",1,3,13,47,64
"KARNATAKA","GULBARGA","SAHAPUR",2,0,0,0,2
"KARNATAKA","GULBARGA","SEDAM",22,6,6,0,34
"KARNATAKA","GULBARGA","SHORAPUR",15,4,8,16,43
"KARNATAKA","GULBARGA","YADAGIR",42,0,0,0,42
"KARNATAKA","HASSAN","ALUR",2,1,0,0,3
"KARNATAKA","HASSAN","ARASIKERE",1,4,4,0,9
"KARNATAKA","HASSAN","ARKALGUD",1,1,0,0,2
"KARNATAKA","HASSAN","BELUR",0,0,0,0,0
"KARNATAKA","HASSAN","H.N. PURA",17,47,23,6,93
"KARNATAKA","HASSAN","HASSAN",0,0,0,0,0
"KARNATAKA","KODAGU","SOMWARPET",5,9,9,2,25
"KARNATAKA","KOLAR","BAGEPALLI",1,0,0,0,1
"KARNATAKA","KOLAR","BANGARPET",0,0,0,0,0
"KARNATAKA","KOLAR","GOWRIBIDANOOR",0,2,4,2,8
"KARNATAKA","KOLAR","GUDIBANDA",0,0,0,0,0
"KARNATAKA","KOLAR","MALUR",1,0,0,0,1
"KARNATAKA","KOLAR","MULABAGAL",1,0,2,3,6
"KARNATAKA","KOLAR","SIDLAGHATTA",1,0,3,0,4
"KARNATAKA","KOLAR","SRINIVASAPUR",1,1,0,0,2
"KARNATAKA","MANDYA","K.R. PET",9,6,0,1,16
"KARNATAKA","MANDYA","MADDUR",0,0,4,1,5
"KARNATAKA","MANDYA","MALAVALLY",0,0,4,0,4
"KARNATAKA","MANDYA","MANDYA",66,0,0,0,66
"KARNATAKA","MANDYA","NAGAMANGALA",0,1,2,1,4
"KARNATAKA","MANDYA","PANDAVAPURA",37,1,2,1,41
"KARNATAKA","MANDYA","SRIRANGAPATNA",3,1,2,0,6
"KARNATAKA","MYSORE","CHAMARAJANAGAR",1,1,1,1,4
"KARNATAKA","MYSORE","HEGGADADEVANAKOTE",0,1,7,3,11
"KARNATAKA","MYSORE","HUNSUR",8,4,1,0,13
"KARNATAKA","MYSORE","KOLLEGAL",29,6,8,0,43
"KARNATAKA","MYSORE","MYSORE",7,13,20,2,42
"KARNATAKA","MYSORE","PERIYAPATNA",0,8,26,0,34
"KARNATAKA","MYSORE","T. NARASIPURA",1,0,0,0,1
"KARNATAKA","RAICHUR","DEVADURGA",1,4,8,0,13
"KARNATAKA","RAICHUR","GANGAVATHI",130,147,94,74,445
"KARNATAKA","RAICHUR","KOPPAL",18,30,45,1,94
"KARNATAKA","RAICHUR","KUSHTAGI",0,0,0,0,0
"KARNATAKA","RAICHUR","LINGASUGUR",11,58,143,6,218
"KARNATAKA","RAICHUR","MANVI",183,107,159,44,493
"KARNATAKA","RAICHUR","RAICHUR",28,74,183,21,306
"KARNATAKA","RAICHUR","SINDHANUR",0,7,4,2,13
"KARNATAKA","SHIMOGA","BHADRAVATHI",293,62,54,10,419
"KARNATAKA","SHIMOGA","CHANNAGIRI",16,24,33,0,73
"KARNATAKA","SHIMOGA","HONNALI",187,217,355,55,814
"KARNATAKA","SHIMOGA","SAGARA",4,13,2,0,19
"KARNATAKA","SHIMOGA","SHIKARPUR",48,73,84,3,208
"KARNATAKA","SHIMOGA","SHIMOGA",30,99,205,63,397
"KARNATAKA","SHIMOGA","SORAB",47,61,94,14,216
"KARNATAKA","SHIMOGA","TIRTHAHALLI",42,71,80,8,201
"KARNATAKA","TUMKUR","CHICKANAYAKANA HALLY",1,4,9,0,14
"KARNATAKA","TUMKUR","GUBBI",22,43,1,0,66
"KARNATAKA","TUMKUR","KUNIGAL",9,2,1,0,12
"KARNATAKA","TUMKUR","TUMKUR",14,16,8,5,43
"KARNATAKA","UTTARA KANNADA","ANKOLA",12,2,2,0,16
"KARNATAKA","UTTARA KANNADA","HALYAL",5,15,40,1,61
"KARNATAKA","UTTARA KANNADA","HONNAVAR",1,0,3,3,7
"KARNATAKA","UTTARA KANNADA","KARWAR",0,1,1,0,2
"KARNATAKA","UTTARA KANNADA","KUMTA",0,0,0,0,0
"KARNATAKA","UTTARA KANNADA","MUNDAGOD",1,0,0,0,1
"KARNATAKA","UTTARA KANNADA","SIDDAPUR",8,23,6,7,44
"KARNATAKA","UTTARA KANNADA","SIRSI",5,0,5,2,12
"KARNATAKA","UTTARA KANNADA","YELLAPUR",2,2,0,0,4
"KERALA","ALAPUZHA","ALAPUZHA",15,0,0,0,15
"KERALA","ALAPUZHA","ARIYAD",4,2,1,0,7
"KERALA","ALAPUZHA","CHAMPAKKULAM",19,4,15,1,39
"KERALA","ALAPUZHA","HARIPPAD",48,1,2,0,51
"KERALA","ALAPUZHA","MAVELIKARA",1,1,0,22,24
"KERALA","ALAPUZHA","MUTHUKULAM",79,4,0,0,83
"KERALA","ALAPUZHA","PANDALAM",0,0,0,0,0
"KERALA","ALAPUZHA","VELIYANAD",45,6,0,0,51
"KERALA","ERANAKULAM","ALANGAD",7,1,11,4,23
"KERALA","ERANAKULAM","ANGAMALY",2,16,10,9,37
"KERALA","ERANAKULAM","ANKAMALY",0,0,0,0,0
"KERALA","ERANAKULAM","COCHIN",35,3,2,0,40
"KERALA","ERANAKULAM","EDAPPALLY",52,2,3,0,57
"KERALA","ERANAKULAM","KALAMASSERY",13,0,0,0,13
"KERALA","ERANAKULAM","KOOVAPPADY",0,0,0,6,6
"KERALA","ERANAKULAM","KOTHAMANGALAM",9,4,2,1,16
"KERALA","ERANAKULAM","KOTHAMANGALAM",1,5,12,0,18
"KERALA","ERANAKULAM","MULAMTHURUTHY",146,35,8,1,190
"KERALA","ERANAKULAM","MUVATTUPUZHA",4,37,39,18,98
"KERALA","ERANAKULAM","PALLURUTHY",33,0,0,0,33
"KERALA","ERANAKULAM","PAMPAKUDA",1,0,0,0,1
"KERALA","ERANAKULAM","PARAKADAVU",4,2,5,13,24
"KERALA","ERANAKULAM","PERUMBAVOOR",4,1,0,0,5
"KERALA","ERANAKULAM","TRIPPUNITHURA",137,25,13,0,175
"KERALA","ERANAKULAM","VADAVUKODU",0,0,0,0,0
"KERALA","ERANAKULAM","VAZHAKULAM",0,1,2,0,3
"KERALA","ERANAKULAM","VYTTILA",93,3,0,0,96
"KERALA","IDUKKI","AZHUTHA",6,3,4,1,14
"KERALA","IDUKKI","DEVIKULAM",0,0,2,0,2
"KERALA","IDUKKI","ELAMDESAM",9,8,0,0,17
"KERALA","IDUKKI","IDUKKI",64,13,0,0,77
"KERALA","IDUKKI","KATTAPPANA",9,5,12,0,26
"KERALA","IDUKKI","NEDUMKADAM",0,3,2,2,7
"KERALA","IDUKKI","THODUPUZHA",29,20,1,1,51
"KERALA","IDUKKI","THODUPUZHA",1,1,2,0,4
"KERALA","KANNUR","IRITTY",79,164,55,2,300
"KERALA","KANNUR","KUTHUPARAMBA",0,0,0,0,0
"KERALA","KANNUR","PAYYANNUR",198,65,12,5,280
"KERALA","KANNUR","PERAVOOR",68,31,6,0,105
"KERALA","KANNUR","THALIPPARAMBA",7,1,0,0,8
"KERALA","KANNUR","TRIKKUR",0,0,0,0,0
