-----
{
 "description": "The table refers to block wise distribution of surface flow schemes according to source of finance. It has been sourced from 2nd census of minor irrigation scheme(1993-94) from Ministry of Water Resources.", 
 "file_name": "blcktab4.7.csv", 
 "title": "Download CSV for Blockwise Distribution of Surface Flow Schemes according to Finance source for 2nd census of Minor Irrigation Schemes (1993-94)", 
 "url": "http://data.gov.in/sites/default/files/blcktab4.7.csv"
}
-----
State,District,Block,Government funds,Farmers saving,Loan & Saving,Subsidy & Bank loan,Subsidy only,Others,Total
UTTAR PRADESH,BADAUN,AMBIYAPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,ASAFPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,BISAULI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,DATAGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,DEHGWA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,GUNNAUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,ISLAMNAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,JAGAT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,JUNABAI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,KADAR CHOKE,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,MYAUN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,RAJPURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,SAHASWAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,SALARPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,SAMRAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,UJHANI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,USAWA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BADAUN,WAZIRGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,BALHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,CHITTURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,FAKARPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,GILAULA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,HARIHAR PUR RANI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,HUJUR PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,IKAUNA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,JAMUNHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,JARWAL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,KAISAR GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,MAHSHI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,MIHIPURWA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,NAWAB GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,PAYAG PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,RISHIYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,SHIV PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,SIRSHIYA,2,3,0,0,0,0,5
UTTAR PRADESH,BAHRAICH,TAJVAPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAHRAICH,VISHESHAR GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,BAIRIA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,BANSDEEH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,BELHARI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,BERUARBARI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,CHILKHAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,DUBHAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,GARWARH,0,1,0,4,0,0,5
UTTAR PRADESH,BALLIA,HANUMANGANJ,2,0,0,0,0,0,2
UTTAR PRADESH,BALLIA,MANIER,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,MURLICHAPRA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,NAGRA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,NAWANAGAR,0,0,0,0,0,0,0
UTTAR PRADESH,BALLIA,PANDAH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,RASRA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,REVOTI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BALLIA,SEAR,0,0,0,0,0,0,0
UTTAR PRADESH,BALLIA,SOHAON,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BANDA,BABERU,2,0,0,0,0,0,2
UTTAR PRADESH,BANDA,BAROKHAR KHURD,10,0,0,0,0,0,10
UTTAR PRADESH,BANDA,BISANDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BANDA,JASPURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BANDA,KAMASIN,1,0,8,0,0,0,9
UTTAR PRADESH,BANDA,KARVI,0,6,8,0,0,0,14
UTTAR PRADESH,BANDA,MAHUVA,1,0,0,0,0,0,1
UTTAR PRADESH,BANDA,MANIKPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BANDA,MAU,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BANDA,NARAINI,1,5,16,0,0,0,22
UTTAR PRADESH,BANDA,PAHADI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BANDA,RAM NAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BANDA,TINDWARI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,BANIKODAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,BANKI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,DARIYA BAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,DEVA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,FATEHPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,HAIDAR GARH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,HARAKHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,MASAULI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,MAVAI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,NINDURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,PUREDALAI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,RAM NAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,RUDAULI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,SIDDHUAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,SIRAULI GOSEPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,SURAT GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BARABANKI,TRIVEDI GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,AALAMPUR JAFARABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,BAHERI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,BHADPURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,BHOJIPURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,BHUTA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,BITHIRI CHAINPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,FARIDPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,FATEHGANJ (W),NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,KYARA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,MAJHGAWAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,MIRGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,NAWABGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,RAM NAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,RICHHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BAREILLY,SHERGARH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,BAGHAULEE,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,BAHADUR PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,BANKATI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,BASTI SADAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,GAUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,HAISAR BAZAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,HARIYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,KAPTAN GANG,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,KHALILABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,KUDRAHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,MENHDAWAL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,NATHNAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,PARASRAMPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,RAM NAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,RUDHOULI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,SALTAUA GOPAL PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,SAUGHAT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,SEMARIYAWAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BASTI,VIKRAM JOT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,AFJAL GAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,AKKU NAHTOOR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,DHAMPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,HALDOOR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,JALILPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,KIRATPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,KOTWALI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,MEERPUR HEVMAL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,NAJIVABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,NOORPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BIJNOR,SHIVHARA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,ANUPSHAHR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,ARNIRYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,B.B. NAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,BULANDSHAHR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,DANKAOR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,DANPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,DIBAI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,GULAWATHI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,JAHAGIRABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,JEWAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,KHURJA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,LAKHAWATI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,PAHASU,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,SHIKARPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,SIANA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,SIKANDRABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,BULANDSHAHR,UNCHAGAON,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,CHAMOLI(GOPESHWAR),AUGUSTMUNI,78,3,3,17,31,12,144
UTTAR PRADESH,CHAMOLI(GOPESHWAR),DASHOLI,67,1,17,150,2,1,238
UTTAR PRADESH,CHAMOLI(GOPESHWAR),DEWAL,25,3,1,48,8,5,90
UTTAR PRADESH,CHAMOLI(GOPESHWAR),GAIRSEN,69,0,14,68,132,0,283
UTTAR PRADESH,CHAMOLI(GOPESHWAR),GHAT,27,0,0,10,18,0,55
UTTAR PRADESH,CHAMOLI(GOPESHWAR),JOSHIMATH,26,0,1,21,36,1,85
UTTAR PRADESH,CHAMOLI(GOPESHWAR),KARNPRAYAG,66,11,1,10,39,5,132
UTTAR PRADESH,CHAMOLI(GOPESHWAR),NARAYANBAGGAR,155,3,4,16,37,2,217
UTTAR PRADESH,CHAMOLI(GOPESHWAR),POKHARI,30,7,3,10,141,1,192
UTTAR PRADESH,CHAMOLI(GOPESHWAR),THARALI,91,3,14,49,14,0,171
UTTAR PRADESH,CHAMOLI(GOPESHWAR),UKHIMATH,83,2,0,33,1,0,119
UTTAR PRADESH,DEHRADUN,CHAKRATA,56,22,17,13,16,1,125
UTTAR PRADESH,DEHRADUN,DOIWALA,36,2,0,3,3,2,46
UTTAR PRADESH,DEHRADUN,KALSI,51,7,1,1,36,2,98
UTTAR PRADESH,DEHRADUN,RAIPUR,50,10,2,42,28,0,132
UTTAR PRADESH,DEHRADUN,SAHASPUR,19,2,0,0,0,0,21
UTTAR PRADESH,DEHRADUN,VIKAS NAGAR,35,0,0,0,36,2,73
UTTAR PRADESH,DEORIA,BAITALPUR,0,1,0,0,0,0,1
UTTAR PRADESH,DEORIA,BANKATA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,BARHAJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,BHAGALPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,BHALUWANI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,BHATANI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,BHATPAR RANI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,DEORIA SADAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,DESAHI DEORIA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,GAURI BAZAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,LAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,PATHARDEVA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,RAMPUR KARKHANA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,RUDRAPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,DEORIA,SALEMPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,ALIGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,AMANPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,AWAGARH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,GANJDUNDWARA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,JAITHRA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,JALESAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,KASGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,MARAHERA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,NIDHOLI KALAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,PATIYALI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,SAHAWAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,SAKIT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,SHEETALPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,SIDHPURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAH,SORON,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,ACHHALDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,AIRWA KATRA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,AJEETMAL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,AURAIYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,BADPURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,BASREHAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,BHAGAY NAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,BHARTHANA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,BIDHUNA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,CHAKARNAGAR,0,1,0,0,0,0,1
UTTAR PRADESH,ETAWAH,JASWANT NAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,MAHEWA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,SAHAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,SAIPHAI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,ETAWAH,TAKHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,AMANI GANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,BIKAPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,HASTINPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,MASONDHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,MAYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,MILKI PUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,PURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,SOHAWAL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FAIZABAD,TARUN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,BADPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,CHHIBRAMAU,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,HASERAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,JALABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,KAMALGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,KANNAUJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,KAYAMGUNJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,MOHAMMADABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,NAWABGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,RAJEPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,SAURIKH,0,10,0,6,0,0,16
UTTAR PRADESH,FARUKHABAD,SHAMSABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,TALGRAM,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FARUKHABAD,UMARDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,AIRAYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,AMAULI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,ASODHAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,BAHUWA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,BHITAURA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,DEVMAI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,DHATA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,HASWA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,HATHGAON,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,KHAJUHA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,MALWAN,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,TELYANI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FATEHPUR,VIJAYIPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,ARANV,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,EKA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,FIROZABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,JASRANA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,KHAIRGARH/HATBANT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,MADANPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,NARKHI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,SHIKOHABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,FIROZABAD,TUNDLA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,BHOJPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,BISRAKH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,DADRI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,DHAULANA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,GARH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,HAPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,LAUNI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,MURADNAGAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,RAJAPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIABAD,SIMBHAWALI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,BARACHAWAR,0,5,1,0,0,0,6
UTTAR PRADESH,GHAZIPUR,BHADORA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,BHANWARKOL,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,DEVKALI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,JAMANIYA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,KARNDA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,KASIMABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,MANIHARI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,MARADAH,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,MOHMMADABAD,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,REVTIPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,SADAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,SADAT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,SAIDPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,VIRNO,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GHAZIPUR,ZAKHANIA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,BALRAMPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,BELSAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,BHABHANJOT,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,CHHAPIA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,COLONELGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,GAIDAS BUJURG,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,GAISARI,2,3,1,0,0,0,6
UTTAR PRADESH,GONDA,HALDAR MAU,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,HARRIYA SATGHARWA,11,0,0,0,0,0,11
UTTAR PRADESH,GONDA,ITIYATHOK,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,JHANJHRI,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,KATRA BAZAR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,MANKAPUR,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,MUJEHNA,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,NAWABGANJ,NA,NA,NA,NA,NA,NA,NA
UTTAR PRADESH,GONDA,PACHPARWA,NA,NA,NA,NA,NA,NA,NA
